package,downloads,registry_name,in_stars,in_forks,in_downloads_90pct,sources
grape,85170897.0,grape,True,True,True,stars+forks+downloads
aws-sdk-kinesisvideo,85086411.0,aws-sdk-kinesisvideo,False,False,True,downloads
aws-sdk-servicediscovery,85001452.0,aws-sdk-servicediscovery,False,False,True,downloads
aws-sdk-pricing,84959296.0,aws-sdk-pricing,False,False,True,downloads
wicked_pdf,84928223.0,wicked_pdf,False,False,True,downloads
rack-mini-profiler,84922099.0,rack-mini-profiler,True,True,True,stars+forks+downloads
aws-sdk-resourcegroups,84828844.0,aws-sdk-resourcegroups,False,False,True,downloads
power_assert,84747615.0,power_assert,True,True,True,stars+forks+downloads
aws-sdk-workmail,84682777.0,aws-sdk-workmail,False,False,True,downloads
aws-sdk-mediastore,84434184.0,aws-sdk-mediastore,False,False,True,downloads
aws-sdk-kinesisvideoarchivedmedia,84343778.0,aws-sdk-kinesisvideoarchivedmedia,False,False,True,downloads
aws-sdk-serverlessapplicationrepository,84207389.0,aws-sdk-serverlessapplicationrepository,False,False,True,downloads
aws-sdk-cloud9,84085278.0,aws-sdk-cloud9,False,False,True,downloads
libddwaf,84028375.0,libddwaf,True,True,True,stars+forks+downloads
sentry-sidekiq,83938361.0,sentry-sidekiq,True,True,True,stars+forks+downloads
rqrcode_core,83608061.0,rqrcode_core,True,True,True,stars+forks+downloads
aws-sdk-acmpca,83487185.0,aws-sdk-acmpca,False,False,True,downloads
aws-sdk-iotjobsdataplane,83376549.0,aws-sdk-iotjobsdataplane,False,False,True,downloads
aws-sdk-mediastoredata,83375100.0,aws-sdk-mediastoredata,False,False,True,downloads
aws-sdk-kinesisvideomedia,83363831.0,aws-sdk-kinesisvideomedia,False,False,True,downloads
attr_required,83200298.0,attr_required,True,True,True,stars+forks+downloads
rack-accept,83041035.0,rack-accept,False,True,True,forks+downloads
aws-sdk-autoscalingplans,82963825.0,aws-sdk-autoscalingplans,False,False,True,downloads
rack-oauth2,82824138.0,rack-oauth2,True,True,True,stars+forks+downloads
turbo-rails,82771755.0,turbo-rails,True,True,True,stars+forks+downloads
parslet,82706104.0,parslet,True,True,True,stars+forks+downloads
aws-sdk-fms,81995864.0,aws-sdk-fms,False,False,True,downloads
spreadsheet,81894895.0,spreadsheet,True,True,True,stars+forks+downloads
strong_migrations,81833777.0,strong_migrations,True,True,True,stars+forks+downloads
paranoia,81811482.0,paranoia,True,True,True,stars+forks+downloads
paperclip,81311926.0,paperclip,True,False,True,stars+downloads
whenever,81245970.0,whenever,False,True,True,forks+downloads
libdatadog,81061225.0,libdatadog,True,True,True,stars+forks+downloads
libv8,81013999.0,libv8,True,True,True,stars+forks+downloads
sdoc,80753437.0,sdoc,True,True,True,stars+forks+downloads
logstash-filter-translate,80701880.0,logstash-filter-translate,False,False,True,downloads
test-prof,80433149.0,test-prof,True,True,True,stars+forks+downloads
numerizer,80419759.0,numerizer,True,True,True,stars+forks+downloads
mustache,80211828.0,mustache,True,True,True,stars+forks+downloads
aws-sdk-neptune,80107269.0,aws-sdk-neptune,False,False,True,downloads
icalendar,79997886.0,icalendar,True,True,True,stars+forks+downloads
aws-sdk-lambdapreview,79997063.0,aws-sdk-lambdapreview,False,False,True,downloads
logstash-output-sqs,79952762.0,logstash-output-sqs,False,False,True,downloads
aws-sdk-codestar,79651056.0,aws-sdk-codestar,False,False,True,downloads
attr_encrypted,79563395.0,attr_encrypted,True,True,True,stars+forks+downloads
aws-sdk-mediatailor,79524789.0,aws-sdk-mediatailor,False,False,True,downloads
aws-sdk-iotanalytics,78870849.0,aws-sdk-iotanalytics,False,False,True,downloads
aws-sdk-pi,78856825.0,aws-sdk-pi,False,False,True,downloads
aws-sdk-alexaforbusiness,78820288.0,aws-sdk-alexaforbusiness,False,False,True,downloads
socksify,78804071.0,socksify,True,True,True,stars+forks+downloads
aws-sdk-dlm,78740078.0,aws-sdk-dlm,False,False,True,downloads
rspec-parameterized,78710268.0,rspec-parameterized,True,True,True,stars+forks+downloads
aws-sdk-mobile,78584515.0,aws-sdk-mobile,False,False,True,downloads
gapic-common,78427199.0,gapic-common,True,True,True,stars+forks+downloads
proc_to_ast,78388290.0,proc_to_ast,True,True,True,stars+forks+downloads
amq-protocol,78295830.0,amq-protocol,True,True,True,stars+forks+downloads
phonelib,78061303.0,phonelib,True,True,True,stars+forks+downloads
hana,78047224.0,hana,True,True,True,stars+forks+downloads
dry-equalizer,77630489.0,dry-equalizer,False,False,True,downloads
ruby_dep,77371070.0,ruby_dep,True,False,True,stars+downloads
aws-sdk-kafka,77249376.0,aws-sdk-kafka,False,False,True,downloads
aws-sdk-s3control,77189232.0,aws-sdk-s3control,False,False,True,downloads
cgi,77149042.0,cgi,True,True,True,stars+forks+downloads
aws-sdk-transfer,77123508.0,aws-sdk-transfer,False,False,True,downloads
aws-sigv2,77116753.0,aws-sigv2,False,False,True,downloads
bunny,76951212.0,bunny,True,True,True,stars+forks+downloads
elasticsearch-model,76753123.0,elasticsearch-model,True,True,True,stars+forks+downloads
aws-sdk-quicksight,76626835.0,aws-sdk-quicksight,False,False,True,downloads
json_schemer,76621999.0,json_schemer,True,True,True,stars+forks+downloads
bootstrap-sass,76564687.0,bootstrap-sass,True,True,True,stars+forks+downloads
openid_connect,76472108.0,openid_connect,True,True,True,stars+forks+downloads
rollbar,76096363.0,rollbar,False,False,True,downloads
terrapin,75862411.0,terrapin,True,True,True,stars+forks+downloads
aws-sdk-securityhub,75841178.0,aws-sdk-securityhub,False,False,True,downloads
mustermann-grape,75721287.0,mustermann-grape,True,True,True,stars+forks+downloads
macaddr,75516064.0,macaddr,True,True,True,stars+forks+downloads
toml-rb,75179353.0,toml-rb,True,True,True,stars+forks+downloads
ohai,75045172.0,ohai,True,True,True,stars+forks+downloads
aws-sdk-signer,75038934.0,aws-sdk-signer,False,False,True,downloads
grpc-google-iam-v1,74830161.0,grpc-google-iam-v1,True,True,True,stars+forks+downloads
aws-sdk-route53resolver,74627850.0,aws-sdk-route53resolver,False,False,True,downloads
opentelemetry-api,74593910.0,opentelemetry-api,True,True,True,stars+forks+downloads
fluent-plugin-rewrite-tag-filter,74541051.0,fluent-plugin-rewrite-tag-filter,False,False,True,downloads
mixlib-cli,74320309.0,mixlib-cli,True,True,True,stars+forks+downloads
aws-sdk-ram,74220153.0,aws-sdk-ram,False,False,True,downloads
rbs,74176985.0,rbs,True,True,True,stars+forks+downloads
aws-sdk-chime,73965509.0,aws-sdk-chime,False,False,True,downloads
omniauth-rails_csrf_protection,73954028.0,omniauth-rails_csrf_protection,True,True,True,stars+forks+downloads
citrus,73847666.0,citrus,True,True,True,stars+forks+downloads
sequel,73482075.0,sequel,True,True,True,stars+forks+downloads
email_spec,73335519.0,email_spec,True,True,True,stars+forks+downloads
swd,73204399.0,swd,True,True,True,stars+forks+downloads
acts_as_list,73155808.0,acts_as_list,True,True,True,stars+forks+downloads
strings-ansi,73122793.0,strings-ansi,True,True,True,stars+forks+downloads
ffaker,73073447.0,ffaker,True,True,True,stars+forks+downloads
aws-sdk-iot1clickprojects,73040201.0,aws-sdk-iot1clickprojects,False,False,True,downloads
marginalia,73034976.0,marginalia,False,False,True,downloads
aws-sdk-iot1clickdevicesservice,73030682.0,aws-sdk-iot1clickdevicesservice,False,False,True,downloads
webfinger,73026028.0,webfinger,True,True,True,stars+forks+downloads
aws-sdk-datasync,72754246.0,aws-sdk-datasync,False,False,True,downloads
aws-sdk-fsx,72581083.0,aws-sdk-fsx,False,False,True,downloads
sorbet-static,72577817.0,sorbet-static,True,True,True,stars+forks+downloads
aws-sdk-amplify,72556936.0,aws-sdk-amplify,False,False,True,downloads
aws-sdk-rdsdataservice,72485930.0,aws-sdk-rdsdataservice,False,False,True,downloads
monetize,72414878.0,monetize,True,True,True,stars+forks+downloads
uuid,72370513.0,uuid,True,True,True,stars+forks+downloads
simpleidn,72335987.0,simpleidn,True,True,True,stars+forks+downloads
fuubar,72322619.0,fuubar,True,True,True,stars+forks+downloads
arr-pm,72030322.0,arr-pm,True,True,True,stars+forks+downloads
aws-sdk-apigatewayv2,71865018.0,aws-sdk-apigatewayv2,False,False,True,downloads
rbtrace,71632493.0,rbtrace,True,True,True,stars+forks+downloads
factory_girl,71623438.0,factory_girl,False,True,True,forks+downloads
json_pure,71261315.0,json_pure,True,False,True,stars+downloads
faraday-follow_redirects,71141159.0,faraday-follow_redirects,True,True,True,stars+forks+downloads
aws-sdk-appmesh,71129712.0,aws-sdk-appmesh,False,False,True,downloads
aws-sdk-globalaccelerator,71016780.0,aws-sdk-globalaccelerator,False,False,True,downloads
ruby-graphviz,70898543.0,ruby-graphviz,True,True,True,stars+forks+downloads
wkhtmltopdf-binary,70787593.0,wkhtmltopdf-binary,False,False,True,downloads
mixlib-config,70681659.0,mixlib-config,True,True,True,stars+forks+downloads
fast_gettext,70536467.0,fast_gettext,True,True,True,stars+forks+downloads
recursive-open-struct,70502754.0,recursive-open-struct,True,True,True,stars+forks+downloads
aws-sdk-pinpointemail,70430894.0,aws-sdk-pinpointemail,False,False,True,downloads
aws-sdk-pinpointsmsvoice,70427192.0,aws-sdk-pinpointsmsvoice,False,False,True,downloads
has_scope,70378515.0,has_scope,True,True,True,stars+forks+downloads
aws-sdk-licensemanager,70251982.0,aws-sdk-licensemanager,False,False,True,downloads
aws-sdk-mediaconnect,70194795.0,aws-sdk-mediaconnect,False,False,True,downloads
aws-sdk-kinesisanalyticsv2,70165722.0,aws-sdk-kinesisanalyticsv2,False,False,True,downloads
aws-sdk-comprehendmedical,70110696.0,aws-sdk-comprehendmedical,False,False,True,downloads
aws-sdk-textract,70051659.0,aws-sdk-textract,False,False,True,downloads
strings,70014761.0,strings,True,True,True,stars+forks+downloads
lru_redux,69988490.0,lru_redux,True,True,True,stars+forks+downloads
acts-as-taggable-on,69952722.0,acts-as-taggable-on,True,True,True,stars+forks+downloads
rbtree,69778218.0,rbtree,True,True,True,stars+forks+downloads
stimulus-rails,69385001.0,stimulus-rails,True,True,True,stars+forks+downloads
aws-sdk-backup,69289020.0,aws-sdk-backup,False,False,True,downloads
aws-sdk-docdb,69025645.0,aws-sdk-docdb,False,False,True,downloads
pg_query,68739226.0,pg_query,True,True,True,stars+forks+downloads
aws-sdk-robomaker,68714453.0,aws-sdk-robomaker,False,False,True,downloads
tsort,68635814.0,tsort,True,True,True,stars+forks+downloads
simplecov-cobertura,68602542.0,simplecov-cobertura,True,True,True,stars+forks+downloads
flipper-active_record,68529182.0,flipper-active_record,True,True,True,stars+forks+downloads
state_machines-activemodel,68518731.0,state_machines-activemodel,True,True,True,stars+forks+downloads
sigdump,68264318.0,sigdump,True,True,True,stars+forks+downloads
aws-sdk-apigatewaymanagementapi,67912594.0,aws-sdk-apigatewaymanagementapi,False,False,True,downloads
warning,67652839.0,warning,True,True,True,stars+forks+downloads
omniauth-facebook,67336625.0,omniauth-facebook,True,True,True,stars+forks+downloads
sync,67169477.0,sync,True,True,True,stars+forks+downloads
elasticsearch-rails,66940811.0,elasticsearch-rails,True,True,True,stars+forks+downloads
bugsnag,66683134.0,bugsnag,False,False,True,downloads
state_machines-activerecord,66429894.0,state_machines-activerecord,True,True,True,stars+forks+downloads
delayed_job,66363805.0,delayed_job,True,True,True,stars+forks+downloads
fluent-config-regexp-type,66340368.0,fluent-config-regexp-type,False,False,True,downloads
gherkin,66288369.0,gherkin,False,False,True,downloads
prometheus-client,66133136.0,prometheus-client,True,False,True,stars+downloads
charlock_holmes,66126588.0,charlock_holmes,True,True,True,stars+forks+downloads
mixlib-log,66114446.0,mixlib-log,True,True,True,stars+forks+downloads
aws-sdk-sesv2,66029219.0,aws-sdk-sesv2,True,True,True,stars+forks+downloads
aws-sdk-macie,66006990.0,aws-sdk-macie,False,False,True,downloads
mini_portile,65690932.0,mini_portile,False,True,True,forks+downloads
omniauth-saml,65429417.0,omniauth-saml,True,True,True,stars+forks+downloads
thrift,65402518.0,thrift,True,True,True,stars+forks+downloads
text,65399084.0,text,True,True,True,stars+forks+downloads
locale,65261186.0,locale,True,True,True,stars+forks+downloads
aws-sdk-eventbridge,65224671.0,aws-sdk-eventbridge,False,False,True,downloads
sys-filesystem,64748449.0,sys-filesystem,True,True,True,stars+forks+downloads
gon,64743555.0,gon,True,True,True,stars+forks+downloads
semantic_range,64697008.0,semantic_range,True,True,True,stars+forks+downloads
trollop,64619327.0,trollop,False,False,True,downloads
terser,64439997.0,terser,True,True,True,stars+forks+downloads
aws-sdk-transcribestreamingservice,64377207.0,aws-sdk-transcribestreamingservice,False,False,True,downloads
jira-ruby,64141395.0,jira-ruby,True,True,True,stars+forks+downloads
font-awesome-rails,63741607.0,font-awesome-rails,False,False,True,downloads
fluentd,63672749.0,fluentd,False,False,True,downloads
with_env,63409837.0,with_env,True,True,True,stars+forks+downloads
fast_blank,63144701.0,fast_blank,True,True,True,stars+forks+downloads
formtastic,63099112.0,formtastic,True,True,True,stars+forks+downloads
logstash-output-statsd,63052402.0,logstash-output-statsd,False,False,True,downloads
graphiql-rails,63029674.0,graphiql-rails,False,False,True,downloads
grape-entity,62870657.0,grape-entity,True,True,True,stars+forks+downloads
hitimes,62869921.0,hitimes,True,False,True,stars+downloads
escape_utils,62601894.0,escape_utils,True,True,True,stars+forks+downloads
aws-sdk-personalize,62519902.0,aws-sdk-personalize,False,False,True,downloads
device_detector,62514683.0,device_detector,True,True,True,stars+forks+downloads
rack-cache,62509857.0,rack-cache,True,True,True,stars+forks+downloads
fog-aliyun,62459806.0,fog-aliyun,True,True,True,stars+forks+downloads
aws-sdk-mediapackagevod,61968789.0,aws-sdk-mediapackagevod,False,False,True,downloads
aws-sdk-managedblockchain,61859505.0,aws-sdk-managedblockchain,False,False,True,downloads
view_component,61832667.0,view_component,True,True,True,stars+forks+downloads
opentracing,61740831.0,opentracing,True,True,True,stars+forks+downloads
aws-sdk-personalizeruntime,61508681.0,aws-sdk-personalizeruntime,False,False,True,downloads
gettext,61275444.0,gettext,True,True,True,stars+forks+downloads
sorted_set,61271284.0,sorted_set,True,True,True,stars+forks+downloads
draper,61122748.0,draper,True,True,True,stars+forks+downloads
sendgrid-ruby,60935050.0,sendgrid-ruby,True,False,True,stars+downloads
aws-sdk-ioteventsdata,60624512.0,aws-sdk-ioteventsdata,False,False,True,downloads
em-websocket,60568842.0,em-websocket,True,True,True,stars+forks+downloads
aws-sdk-iotevents,60520761.0,aws-sdk-iotevents,False,False,True,downloads
aws-sdk-groundstation,60377942.0,aws-sdk-groundstation,False,False,True,downloads
devise-two-factor,60325470.0,devise-two-factor,True,True,True,stars+forks+downloads
aws-sdk-iotthingsgraph,60237680.0,aws-sdk-iotthingsgraph,False,False,True,downloads
aws-sdk-v1,60071946.0,aws-sdk-v1,False,False,True,downloads
aws-sdk-worklink,59923660.0,aws-sdk-worklink,False,False,True,downloads
delayed_job_active_record,59910479.0,delayed_job_active_record,True,True,True,stars+forks+downloads
dry-struct,59871943.0,dry-struct,False,False,True,downloads
aws-sdk-ec2instanceconnect,59866001.0,aws-sdk-ec2instanceconnect,True,True,True,stars+forks+downloads
opentelemetry-sdk,59862388.0,opentelemetry-sdk,True,True,True,stars+forks+downloads
aws-sdk-personalizeevents,59827895.0,aws-sdk-personalizeevents,False,False,True,downloads
memoizable,59783055.0,memoizable,True,True,True,stars+forks+downloads
aws-sdk-applicationinsights,59763543.0,aws-sdk-applicationinsights,False,False,True,downloads
fog,59588804.0,fog,False,False,True,downloads
therubyracer,59504534.0,therubyracer,True,True,True,stars+forks+downloads
vault,59081903.0,vault,True,True,True,stars+forks+downloads
gemoji,59017387.0,gemoji,True,True,True,stars+forks+downloads
aws-sdk-forecastservice,58952791.0,aws-sdk-forecastservice,False,False,True,downloads
ruby_http_client,58901388.0,ruby_http_client,True,False,True,stars+downloads
murmurhash3,58873013.0,murmurhash3,False,False,True,downloads
friendly_id,58759564.0,friendly_id,True,True,True,stars+forks+downloads
inherited_resources,58443616.0,inherited_resources,True,True,True,stars+forks+downloads
opentelemetry-common,58405042.0,opentelemetry-common,True,True,True,stars+forks+downloads
rspec-sidekiq,58398753.0,rspec-sidekiq,True,True,True,stars+forks+downloads
net-ssh-gateway,58358618.0,net-ssh-gateway,True,True,True,stars+forks+downloads
aws-sdk-servicequotas,58117862.0,aws-sdk-servicequotas,False,False,True,downloads
haml-rails,58116091.0,haml-rails,True,True,True,stars+forks+downloads
gssapi,57983079.0,gssapi,True,True,True,stars+forks+downloads
importmap-rails,57976564.0,importmap-rails,True,True,True,stars+forks+downloads
health_check,57941419.0,health_check,True,True,True,stars+forks+downloads
aws-sdk-lakeformation,57907747.0,aws-sdk-lakeformation,False,False,True,downloads
licensee,57727936.0,licensee,True,True,True,stars+forks+downloads
tty-command,57575457.0,tty-command,True,True,True,stars+forks+downloads
license_finder,57478865.0,license_finder,True,True,True,stars+forks+downloads
combine_pdf,57240986.0,combine_pdf,False,False,True,downloads
gpgme,57229271.0,gpgme,True,True,True,stars+forks+downloads
config,57170259.0,config,False,False,True,downloads
restforce,57124293.0,restforce,False,False,True,downloads
rinku,56950380.0,rinku,True,True,True,stars+forks+downloads
aws-sdk-forecastqueryservice,56854894.0,aws-sdk-forecastqueryservice,False,False,True,downloads
minitar,56853503.0,minitar,True,True,True,stars+forks+downloads
aws-sdk-appconfig,56851101.0,aws-sdk-appconfig,False,False,True,downloads
chef-utils,56719421.0,chef-utils,True,True,True,stars+forks+downloads
rmagick,56210915.0,rmagick,True,False,True,stars+downloads
ffi-yajl,56130076.0,ffi-yajl,True,True,True,stars+forks+downloads
opentelemetry-semantic_conventions,56117040.0,opentelemetry-semantic_conventions,True,True,True,stars+forks+downloads
chef-config,56094767.0,chef-config,True,True,True,stars+forks+downloads
aws-sdk-wafv2,56035518.0,aws-sdk-wafv2,False,False,True,downloads
cucumber-wire,55903943.0,cucumber-wire,False,False,True,downloads
einhorn,55866731.0,einhorn,False,False,True,downloads
opensearch-ruby,55840772.0,opensearch-ruby,True,True,True,stars+forks+downloads
ref,55816548.0,ref,False,True,True,forks+downloads
asciidoctor,55631931.0,asciidoctor,True,True,True,stars+forks+downloads
prawn-table,55340105.0,prawn-table,True,True,True,stars+forks+downloads
aws-sdk-workmailmessageflow,55300688.0,aws-sdk-workmailmessageflow,False,False,True,downloads
aws-sdk-networkmanager,55202119.0,aws-sdk-networkmanager,False,False,True,downloads
aws-sdk-kendra,54968962.0,aws-sdk-kendra,False,False,True,downloads
clamp,54934133.0,clamp,True,False,True,stars+downloads
fluent-plugin-grafana-loki,54851049.0,fluent-plugin-grafana-loki,False,False,True,downloads
http-parser,54755448.0,http-parser,True,True,True,stars+forks+downloads
aws-sdk-accessanalyzer,54660041.0,aws-sdk-accessanalyzer,False,False,True,downloads
gems,54615975.0,gems,True,False,True,stars+downloads
libyajl2,54577199.0,libyajl2,True,True,True,stars+forks+downloads
babel-source,54543826.0,babel-source,True,True,True,stars+forks+downloads
aws-sdk-qldbsession,54457069.0,aws-sdk-qldbsession,False,False,True,downloads
aws-sdk-marketplacecatalog,54367895.0,aws-sdk-marketplacecatalog,False,False,True,downloads
money-rails,54305725.0,money-rails,False,False,True,downloads
aws-sdk-qldb,54297755.0,aws-sdk-qldb,False,False,True,downloads
minitest-reporters,54282745.0,minitest-reporters,True,True,True,stars+forks+downloads
sys-uname,54253864.0,sys-uname,True,True,True,stars+forks+downloads
resque,54233339.0,resque,True,True,True,stars+forks+downloads
mock_redis,54233331.0,mock_redis,True,True,True,stars+forks+downloads
aws-sdk-frauddetector,54202334.0,aws-sdk-frauddetector,False,False,True,downloads
sorbet,54131073.0,sorbet,True,True,True,stars+forks+downloads
factory_girl_rails,53987055.0,factory_girl_rails,True,True,True,stars+forks+downloads
fastlane-plugin-firebase_app_distribution,53986530.0,fastlane-plugin-firebase_app_distribution,False,False,True,downloads
validate_email,53912664.0,validate_email,True,True,True,stars+forks+downloads
aws-sdk-codestarnotifications,53904432.0,aws-sdk-codestarnotifications,False,False,True,downloads
arbre,53837170.0,arbre,True,True,True,stars+forks+downloads
wmi-lite,53811100.0,wmi-lite,True,True,True,stars+forks+downloads
fluent-plugin-ignore-filter,53772292.0,fluent-plugin-ignore-filter,False,False,True,downloads
aws-sdk-outposts,53756842.0,aws-sdk-outposts,False,False,True,downloads
aws-sdk-savingsplans,53633647.0,aws-sdk-savingsplans,False,False,True,downloads
babel-transpiler,53483099.0,babel-transpiler,True,True,True,stars+forks+downloads
rb-readline,53457270.0,rb-readline,True,True,True,stars+forks+downloads
mono_logger,53368591.0,mono_logger,True,True,True,stars+forks+downloads
capistrano-bundler,53350980.0,capistrano-bundler,True,True,True,stars+forks+downloads
derailed_benchmarks,53333006.0,derailed_benchmarks,True,True,True,stars+forks+downloads
aws-sdk-dataexchange,53200820.0,aws-sdk-dataexchange,False,False,True,downloads
rspec-collection_matchers,53170144.0,rspec-collection_matchers,True,True,True,stars+forks+downloads
atlassian-jwt,53082585.0,atlassian-jwt,True,True,True,stars+forks+downloads
aws-sdk-detective,53028459.0,aws-sdk-detective,False,False,True,downloads
aws-sdk-computeoptimizer,53024597.0,aws-sdk-computeoptimizer,False,False,True,downloads
html-pipeline,52966671.0,html-pipeline,True,True,True,stars+forks+downloads
aws-sdk-imagebuilder,52902117.0,aws-sdk-imagebuilder,False,False,True,downloads
fuzzyurl,52876223.0,fuzzyurl,True,True,True,stars+forks+downloads
aws-sdk-codegurureviewer,52831654.0,aws-sdk-codegurureviewer,False,False,True,downloads
aws-sdk-augmentedairuntime,52771390.0,aws-sdk-augmentedairuntime,False,False,True,downloads
aws-sdk-connectparticipant,52475675.0,aws-sdk-connectparticipant,False,False,True,downloads
opentelemetry-registry,52280907.0,opentelemetry-registry,True,True,True,stars+forks+downloads
async,52166088.0,async,True,True,True,stars+forks+downloads
aws-sdk-iotsecuretunneling,52107065.0,aws-sdk-iotsecuretunneling,False,False,True,downloads
aws-sdk-migrationhubconfig,52087300.0,aws-sdk-migrationhubconfig,False,False,True,downloads
aws-sdk-ebs,52040105.0,aws-sdk-ebs,False,False,True,downloads
aws-sdk-codeguruprofiler,52013781.0,aws-sdk-codeguruprofiler,False,False,True,downloads
omniauth-github,51943692.0,omniauth-github,True,True,True,stars+forks+downloads
aws-sdk-schemas,51902584.0,aws-sdk-schemas,False,False,True,downloads
caxlsx,51830860.0,caxlsx,False,False,True,downloads
heapy,51786813.0,heapy,True,True,True,stars+forks+downloads
shoulda-context,51780888.0,shoulda-context,True,True,True,stars+forks+downloads
debase,51766149.0,debase,False,False,True,downloads
aws-sdk-kinesisvideosignalingchannels,51647551.0,aws-sdk-kinesisvideosignalingchannels,False,False,True,downloads
timeliness,51621441.0,timeliness,False,False,True,downloads
console,51550072.0,console,True,True,True,stars+forks+downloads
gitlab-labkit,51497169.0,gitlab-labkit,True,True,True,stars+forks+downloads
aws-sdk-codestarconnections,51492725.0,aws-sdk-codestarconnections,False,False,True,downloads
fluent-plugin-kinesis-aggregation,51337361.0,fluent-plugin-kinesis-aggregation,False,False,True,downloads
activerecord-session_store,51106768.0,activerecord-session_store,True,True,True,stars+forks+downloads
set,51093257.0,set,True,True,True,stars+forks+downloads
rswag-ui,50933170.0,rswag-ui,True,False,True,stars+downloads
fluent-plugin-prometheus,50876742.0,fluent-plugin-prometheus,False,False,True,downloads
fpm,50784368.0,fpm,False,False,True,downloads
facter,50736887.0,facter,True,False,True,stars+downloads
base32,50717458.0,base32,True,True,True,stars+forks+downloads
pg_search,50647040.0,pg_search,True,True,True,stars+forks+downloads
kubeclient,50615915.0,kubeclient,True,True,True,stars+forks+downloads
gitlab-markup,50590619.0,gitlab-markup,True,True,True,stars+forks+downloads
seed-fu,50561679.0,seed-fu,True,True,True,stars+forks+downloads
redcloth,50495579.0,RedCloth,True,True,True,stars+forks+downloads
rubocop-rspec_rails,50486219.0,rubocop-rspec_rails,True,True,True,stars+forks+downloads
haml_lint,50457175.0,haml_lint,True,True,True,stars+forks+downloads
activeadmin,50373324.0,activeadmin,False,False,True,downloads
airbrussh,50336248.0,airbrussh,True,True,True,stars+forks+downloads
table_print,50331418.0,table_print,True,True,True,stars+forks+downloads
standard,50306918.0,standard,True,True,True,stars+forks+downloads
better_html,50271916.0,better_html,True,True,True,stars+forks+downloads
e2mmap,50223693.0,e2mmap,True,True,True,stars+forks+downloads
rswag-api,50181643.0,rswag-api,True,False,True,stars+downloads
smart_properties,50174436.0,smart_properties,True,True,True,stars+forks+downloads
airbrake,50118429.0,airbrake,True,True,True,stars+forks+downloads
uri_template,49981842.0,uri_template,True,True,True,stars+forks+downloads
simplecov-lcov,49962290.0,simplecov-lcov,True,True,True,stars+forks+downloads
letter_opener_web,49947718.0,letter_opener_web,True,True,True,stars+forks+downloads
pry-stack_explorer,49892399.0,pry-stack_explorer,True,True,True,stars+forks+downloads
aws-sdk-synthetics,49837839.0,aws-sdk-synthetics,False,False,True,downloads
formtastic_i18n,49812851.0,formtastic_i18n,True,True,True,stars+forks+downloads
aws-sdk-iotsitewise,49757091.0,aws-sdk-iotsitewise,False,False,True,downloads
ruby-statistics,49674943.0,ruby-statistics,True,True,True,stars+forks+downloads
jaeger-client,49666168.0,jaeger-client,True,True,True,stars+forks+downloads
aws-sdk-macie2,49634953.0,aws-sdk-macie2,False,False,True,downloads
fog-brightbox,49495683.0,fog-brightbox,False,False,True,downloads
flipper-active_support_cache_store,49361937.0,flipper-active_support_cache_store,True,True,True,stars+forks+downloads
apollo_upload_server,49060169.0,apollo_upload_server,True,True,True,stars+forks+downloads
specinfra,48885745.0,specinfra,False,False,True,downloads
cucumber-messages,48757028.0,cucumber-messages,True,True,True,stars+forks+downloads
semantic,48681023.0,semantic,True,True,True,stars+forks+downloads
mongoid,48550445.0,mongoid,True,False,True,stars+downloads
rswag-specs,48527405.0,rswag-specs,True,True,True,stars+forks+downloads
grpc-tools,48454533.0,grpc-tools,True,True,True,stars+forks+downloads
sidekiq-unique-jobs,48290073.0,sidekiq-unique-jobs,True,True,True,stars+forks+downloads
opentelemetry-exporter-otlp,48214460.0,opentelemetry-exporter-otlp,True,True,True,stars+forks+downloads
aws-sdk-codeartifact,48206532.0,aws-sdk-codeartifact,False,False,True,downloads
choice,48165997.0,choice,False,False,True,downloads
fiber-local,48026019.0,fiber-local,True,True,True,stars+forks+downloads
lockbox,47935844.0,lockbox,True,True,True,stars+forks+downloads
cocaine,47802273.0,cocaine,False,False,True,downloads
compass,47796239.0,compass,True,True,True,stars+forks+downloads
rspec-parameterized-core,47744878.0,rspec-parameterized-core,True,True,True,stars+forks+downloads
sysexits,47714514.0,sysexits,True,True,True,stars+forks+downloads
omniauth-oauth,47673818.0,omniauth-oauth,True,True,True,stars+forks+downloads
select2-rails,47459180.0,select2-rails,True,True,True,stars+forks+downloads
hamlit,47430846.0,hamlit,True,True,True,stars+forks+downloads
cucumber-gherkin,47424327.0,cucumber-gherkin,True,True,True,stars+forks+downloads
aws-sdk-elasticinference,47250118.0,aws-sdk-elasticinference,False,False,True,downloads
cliver,47238768.0,cliver,False,True,True,forks+downloads
rspec-parameterized-table_syntax,47193805.0,rspec-parameterized-table_syntax,True,True,True,stars+forks+downloads
snowplow-tracker,47132708.0,snowplow-tracker,True,True,True,stars+forks+downloads
rails-erd,47120539.0,rails-erd,False,False,True,downloads
opentelemetry-instrumentation-base,47104130.0,opentelemetry-instrumentation-base,True,True,True,stars+forks+downloads
redlock,46978047.0,redlock,False,False,True,downloads
rubyxl,46972486.0,rubyXL,True,False,True,stars+downloads
google-cloud-pubsub,46945064.0,google-cloud-pubsub,False,False,True,downloads
shoulda,46939912.0,shoulda,True,True,True,stars+forks+downloads
nokogumbo,46873771.0,nokogumbo,False,False,True,downloads
grape_logging,46862603.0,grape_logging,True,True,True,stars+forks+downloads
