package,version,documentation,doc_coverage_pct,obtainable_by_download,download_url,size_kb
i18n_data,1.1.0,in the package,6.7,Yes,https://rubygems.org/downloads/i18n_data-1.1.0.gem,289.0
i18nliner,0.3.0,in the package,3.9,Yes,https://rubygems.org/downloads/i18nliner-0.3.0.gem,27.5
ibandit,1.33.0,in the package,0.8,Yes,https://rubygems.org/downloads/ibandit-1.33.0.gem,410.5
icalendar,2.12.4,in the package,0.5,Yes,https://rubygems.org/downloads/icalendar-2.12.4.gem,49.0
ice_cube,0.17.0,in the package,28.8,Yes,https://rubygems.org/downloads/ice_cube-0.17.0.gem,31.5
ice_nine,0.11.2,in the package,57.1,Yes,https://rubygems.org/downloads/ice_nine-0.11.2.gem,17.5
icons,0.9.0,in the package,7.5,Yes,https://rubygems.org/downloads/icons-0.9.0.gem,18.0
iconv,1.1.1,in the package,0.0,Yes,https://rubygems.org/downloads/iconv-1.1.1.gem,21.5
idn-ruby,0.1.5,in the package,,Yes,https://rubygems.org/downloads/idn-ruby-0.1.5.gem,18.0
image_optim,0.32.0,in the package,46.3,Yes,https://rubygems.org/downloads/image_optim-0.32.0.gem,230.0
image_processing,2.1.0,in the package,83.8,Yes,https://rubygems.org/downloads/image_processing-2.1.0.gem,19.0
image_size,3.6.0,in the package,20.8,Yes,https://rubygems.org/downloads/image_size-3.6.0.gem,170.0
imagen,0.2.0,in the package,5.9,Yes,https://rubygems.org/downloads/imagen-0.2.0.gem,10.0
imgproxy,3.0.0,in the package,15.9,Yes,https://rubygems.org/downloads/imgproxy-3.0.0.gem,28.0
importmap-rails,2.2.3,in the package,10.5,Yes,https://rubygems.org/downloads/importmap-rails-2.2.3.gem,20.5
ims-lti,2.3.7,in the package,2.9,Yes,https://rubygems.org/downloads/ims-lti-2.3.7.gem,24.5
in_threads,1.6.0,in the package,21.7,Yes,https://rubygems.org/downloads/in_threads-1.6.0.gem,15.5
inch,0.8.0,in the package,31.3,Yes,https://rubygems.org/downloads/inch-0.8.0.gem,95.5
inertia_rails,3.22.0,in the package,5.2,Yes,https://rubygems.org/downloads/inertia_rails-3.22.0.gem,67.5
inflection,1.0.0,in the package,72.7,Yes,https://rubygems.org/downloads/inflection-1.0.0.gem,8.5
inflecto,0.0.2,in the package,90.5,Yes,https://rubygems.org/downloads/inflecto-0.0.2.gem,16.0
influxdb-client,3.2.0,in the package,70.2,Yes,https://rubygems.org/downloads/influxdb-client-3.2.0.gem,47.0
informers,1.3.0,in the package,0.9,Yes,https://rubygems.org/downloads/informers-1.3.0.gem,45.0
inherited_resources,2.1.0,in the package,69.8,Yes,https://rubygems.org/downloads/inherited_resources-2.1.0.gem,25.5
inifile,3.0.0,in the package,100.0,Yes,https://rubygems.org/downloads/inifile-3.0.0.gem,18.0
iniparse,1.5.0,in the package,75.3,Yes,https://rubygems.org/downloads/iniparse-1.5.0.gem,16.0
inline_svg,1.10.0,in the package,6.1,Yes,https://rubygems.org/downloads/inline_svg-1.10.0.gem,31.0
insist,1.0.0,in the package,61.9,Yes,https://rubygems.org/downloads/insist-1.0.0.gem,9.5
inspec,7.2.1,not in the package,,No,,
inspec-core,7.2.1,in the package,16.6,Yes,https://rubygems.org/downloads/inspec-core-7.2.1.gem,446.5
inspec-core-bin,7.2.1,in the package,,Yes,https://rubygems.org/downloads/inspec-core-bin-7.2.1.gem,6.0
inst-jobs,3.3.2,in the package,7.8,Yes,https://rubygems.org/downloads/inst-jobs-3.3.2.gem,50.0
inst-jobs-autoscaling,2.1.1,in the package,7.7,Yes,https://rubygems.org/downloads/inst-jobs-autoscaling-2.1.1.gem,8.0
inst-jobs-statsd,4.0.2,in the package,13.3,Yes,https://rubygems.org/downloads/inst-jobs-statsd-4.0.2.gem,8.5
inst_access,0.4.4,in the package,17.4,Yes,https://rubygems.org/downloads/inst_access-0.4.4.gem,9.0
inst_llm,0.2.4,not in the package,0.0,No,,
inst_statsd,3.4.0,in the package,4.3,Yes,https://rubygems.org/downloads/inst_statsd-3.4.0.gem,18.0
instructure-happymapper,0.5.10,in the package,64.4,Yes,https://rubygems.org/downloads/instructure-happymapper-0.5.10.gem,53.0
interactor,3.2.0,in the package,76.5,Yes,https://rubygems.org/downloads/interactor-3.2.0.gem,21.0
interception,0.5,in the package,33.3,Yes,https://rubygems.org/downloads/interception-0.5.gem,10.5
intercom,4.2.2,in the package,0.8,Yes,https://rubygems.org/downloads/intercom-4.2.2.gem,185.5
invisible_captcha,2.3.0,in the package,0.0,Yes,https://rubygems.org/downloads/invisible_captcha-2.3.0.gem,25.5
io-console,0.9.2,in the package,100.0,Yes,https://rubygems.org/downloads/io-console-0.9.2.gem,31.0
io-event,1.21.1,in the package,81.3,Yes,https://rubygems.org/downloads/io-event-1.21.1.gem,63.5
io-like,0.4.0,in the package,94.7,Yes,https://rubygems.org/downloads/io-like-0.4.0.gem,36.5
iostruct,0.7.0,in the package,25.0,Yes,https://rubygems.org/downloads/iostruct-0.7.0.gem,17.5
ip2location_ruby,8.8.1,in the package,0.0,Yes,https://rubygems.org/downloads/ip2location_ruby-8.8.1.gem,2675.0
ipaddr,1.2.9,in the package,84.5,Yes,https://rubygems.org/downloads/ipaddr-1.2.9.gem,11.5
ipaddress,0.8.3,in the package,93.8,Yes,https://rubygems.org/downloads/ipaddress-0.8.3.gem,37.5
irb,1.18.0,in the package,25.4,Yes,https://rubygems.org/downloads/irb-1.18.0.gem,102.5
iso,0.4.0,in the package,0.0,Yes,https://rubygems.org/downloads/iso-0.4.0.gem,20.5
iso-639,0.3.8,in the package,88.9,Yes,https://rubygems.org/downloads/iso-639-0.3.8.gem,17.5
iso8601,0.13.0,in the package,76.5,Yes,https://rubygems.org/downloads/iso8601-0.13.0.gem,25.0
jaeger-client,1.3.0,in the package,9.6,Yes,https://rubygems.org/downloads/jaeger-client-1.3.0.gem,37.0
jar-dependencies,0.6.0,not in the package,,No,,
jaro_winkler,1.7.0,not in the package,0.0,No,,
jasmine,3.99.0,in the package,0.0,Yes,https://rubygems.org/downloads/jasmine-3.99.0.gem,48.5
jasmine-core,3.99.0,not in the package,0.0,No,,
jasmine-jquery-rails,2.0.3,in the package,,Yes,https://rubygems.org/downloads/jasmine-jquery-rails-2.0.3.gem,10.0
jbuilder,2.15.1,in the package,22.6,Yes,https://rubygems.org/downloads/jbuilder-2.15.1.gem,28.5
jd-paperclip-azure,3.0.0,in the package,0.0,Yes,https://rubygems.org/downloads/jd-paperclip-azure-3.0.0.gem,174.0
jdbc-mysql,9.1.0,in the package,0.0,Yes,https://rubygems.org/downloads/jdbc-mysql-9.1.0.gem,2389.0
jdbc-postgres,42.7.11,in the package,0.0,Yes,https://rubygems.org/downloads/jdbc-postgres-42.7.11.gem,1047.5
jdbc-sqlite3,3.46.1.1,in the package,0.0,Yes,https://rubygems.org/downloads/jdbc-sqlite3-3.46.1.1.gem,13769.5
jekyll,4.4.1,in the package,48.2,Yes,https://rubygems.org/downloads/jekyll-4.4.1.gem,125.5
jekyll-avatar,0.8.0,in the package,17.6,Yes,https://rubygems.org/downloads/jekyll-avatar-0.8.0.gem,7.5
jekyll-coffeescript,2.0.0,not in the package,0.0,No,,
jekyll-commonmark,1.4.0,in the package,0.0,Yes,https://rubygems.org/downloads/jekyll-commonmark-1.4.0.gem,7.5
jekyll-commonmark-ghpages,0.5.1,in the package,0.0,Yes,https://rubygems.org/downloads/jekyll-commonmark-ghpages-0.5.1.gem,9.0
jekyll-default-layout,0.2.0,in the package,26.7,Yes,https://rubygems.org/downloads/jekyll-default-layout-0.2.0.gem,5.5
jekyll-feed,0.17.0,in the package,50.0,Yes,https://rubygems.org/downloads/jekyll-feed-0.17.0.gem,13.5
jekyll-gist,1.5.0,in the package,0.0,Yes,https://rubygems.org/downloads/jekyll-gist-1.5.0.gem,12.0
jekyll-github-metadata,2.16.1,in the package,10.9,Yes,https://rubygems.org/downloads/jekyll-github-metadata-2.16.1.gem,14.0
jekyll-include-cache,0.2.2,not in the package,0.0,No,,
jekyll-mentions,1.6.0,in the package,50.0,Yes,https://rubygems.org/downloads/jekyll-mentions-1.6.0.gem,6.0
jekyll-optional-front-matter,0.3.3,in the package,46.7,Yes,https://rubygems.org/downloads/jekyll-optional-front-matter-0.3.3.gem,5.5
jekyll-paginate,1.1.0,in the package,100.0,Yes,https://rubygems.org/downloads/jekyll-paginate-1.1.0.gem,11.5
jekyll-readme-index,0.4.0,in the package,41.2,Yes,https://rubygems.org/downloads/jekyll-readme-index-0.4.0.gem,6.5
jekyll-redirect-from,0.16.0,in the package,35.0,Yes,https://rubygems.org/downloads/jekyll-redirect-from-0.16.0.gem,17.0
jekyll-relative-links,0.8.0,in the package,8.3,Yes,https://rubygems.org/downloads/jekyll-relative-links-0.8.0.gem,8.0
jekyll-remote-theme,0.5.2,in the package,18.1,Yes,https://rubygems.org/downloads/jekyll-remote-theme-0.5.2.gem,10.0
jekyll-sass-converter,3.1.0,in the package,43.6,Yes,https://rubygems.org/downloads/jekyll-sass-converter-3.1.0.gem,7.5
jekyll-seo-tag,2.9.0,in the package,27.9,Yes,https://rubygems.org/downloads/jekyll-seo-tag-2.9.0.gem,22.5
jekyll-sitemap,1.4.0,in the package,55.6,Yes,https://rubygems.org/downloads/jekyll-sitemap-1.4.0.gem,71.5
jekyll-swiss,1.0.0,in the package,,Yes,https://rubygems.org/downloads/jekyll-swiss-1.0.0.gem,15.0
jekyll-theme-architect,0.2.0,in the package,,Yes,https://rubygems.org/downloads/jekyll-theme-architect-0.2.0.gem,81.5
jekyll-theme-cayman,0.2.0,in the package,,Yes,https://rubygems.org/downloads/jekyll-theme-cayman-0.2.0.gem,15.0
jekyll-theme-dinky,0.2.0,in the package,,Yes,https://rubygems.org/downloads/jekyll-theme-dinky-0.2.0.gem,14.0
jekyll-theme-hacker,0.2.0,in the package,,Yes,https://rubygems.org/downloads/jekyll-theme-hacker-0.2.0.gem,15.0
jekyll-theme-leap-day,0.2.0,in the package,,Yes,https://rubygems.org/downloads/jekyll-theme-leap-day-0.2.0.gem,616.0
jekyll-theme-merlot,0.2.0,in the package,,Yes,https://rubygems.org/downloads/jekyll-theme-merlot-0.2.0.gem,444.0
jekyll-theme-midnight,0.2.0,in the package,,Yes,https://rubygems.org/downloads/jekyll-theme-midnight-0.2.0.gem,2613.5
jekyll-theme-minimal,0.2.0,in the package,,Yes,https://rubygems.org/downloads/jekyll-theme-minimal-0.2.0.gem,326.0
jekyll-theme-modernist,0.2.0,in the package,,Yes,https://rubygems.org/downloads/jekyll-theme-modernist-0.2.0.gem,13.0
jekyll-theme-primer,0.6.0,in the package,,Yes,https://rubygems.org/downloads/jekyll-theme-primer-0.6.0.gem,26.5
jekyll-theme-slate,0.2.0,in the package,,Yes,https://rubygems.org/downloads/jekyll-theme-slate-0.2.0.gem,29.0
jekyll-theme-tactile,0.2.0,in the package,,Yes,https://rubygems.org/downloads/jekyll-theme-tactile-0.2.0.gem,45.0
jekyll-theme-time-machine,0.2.0,in the package,,Yes,https://rubygems.org/downloads/jekyll-theme-time-machine-0.2.0.gem,24.0
jekyll-titles-from-headings,0.5.4,in the package,5.0,Yes,https://rubygems.org/downloads/jekyll-titles-from-headings-0.5.4.gem,8.0
jekyll-watch,2.2.1,in the package,25.0,Yes,https://rubygems.org/downloads/jekyll-watch-2.2.1.gem,6.0
jekyll_test_plugin,0.3.1,in the package,0.0,Yes,https://rubygems.org/downloads/jekyll_test_plugin-0.3.1.gem,8.0
jekyll_test_plugin_malicious,0.2.0,in the package,0.0,Yes,https://rubygems.org/downloads/jekyll_test_plugin_malicious-0.2.0.gem,6.0
jemoji,0.13.0,in the package,57.1,Yes,https://rubygems.org/downloads/jemoji-0.13.0.gem,5.5
jgeoip,0.2.5,not in the package,,No,,
jira-ruby,3.2.2,in the package,34.5,Yes,https://rubygems.org/downloads/jira-ruby-3.2.2.gem,82.5
jira_ref_parser,1.0.1,in the package,100.0,Yes,https://rubygems.org/downloads/jira_ref_parser-1.0.1.gem,6.5
jmespath,1.6.2,in the package,7.0,Yes,https://rubygems.org/downloads/jmespath-1.6.2.gem,20.5
job-iteration,1.15.0,in the package,20.8,Yes,https://rubygems.org/downloads/job-iteration-1.15.0.gem,29.5
jose,1.2.0,in the package,25.3,Yes,https://rubygems.org/downloads/jose-1.2.0.gem,77.0
journey,1.0.4,in the package,2.8,Yes,https://rubygems.org/downloads/journey-1.0.4.gem,28.0
jquery-datatables-rails,3.4.0,not in the package,0.0,No,,
jquery-fileupload-rails,1.0.0,in the package,0.0,Yes,https://rubygems.org/downloads/jquery-fileupload-rails-1.0.0.gem,55.5
jquery-rails,4.6.1,in the package,33.3,Yes,https://rubygems.org/downloads/jquery-rails-4.6.1.gem,511.5
jquery-ui-rails,8.0.0,in the package,,Yes,https://rubygems.org/downloads/jquery-ui-rails-8.0.0.gem,182.5
jruby-jars,10.1.1.0,in the package,0.0,Yes,https://rubygems.org/downloads/jruby-jars-10.1.1.0.gem,40436.0
jruby-openssl,0.19.1,not in the package,,No,,
jruby-rack,2.0.0,in the package,0.0,Yes,https://rubygems.org/downloads/jruby-rack-2.0.0.gem,175.5
js-routes,2.4.1,in the package,0.0,Yes,https://rubygems.org/downloads/js-routes-2.4.1.gem,34.5
js_image_paths,0.2.0,not in the package,0.0,No,,
js_regex,3.14.0,in the package,4.4,Yes,https://rubygems.org/downloads/js_regex-3.14.0.gem,18.0
jsbundling-rails,1.3.1,in the package,,Yes,https://rubygems.org/downloads/jsbundling-rails-1.3.1.gem,10.5
jsobfu,0.4.2,in the package,39.3,Yes,https://rubygems.org/downloads/jsobfu-0.4.2.gem,27.0
json,3.0.0,in the package,42.5,Yes,https://rubygems.org/downloads/json-3.0.0.gem,102.0
json-canonicalization,1.0.0,in the package,30.0,Yes,https://rubygems.org/downloads/json-canonicalization-1.0.0.gem,10.0
json-jwt,1.17.2,in the package,0.0,Yes,https://rubygems.org/downloads/json-jwt-1.17.2.gem,14.0
json-ld,3.3.2,in the package,80.0,Yes,https://rubygems.org/downloads/json-ld-3.3.2.gem,92.0
json-ld-preloaded,3.3.2,in the package,100.0,Yes,https://rubygems.org/downloads/json-ld-preloaded-3.3.2.gem,137.0
json-schema,6.2.0,in the package,16.1,Yes,https://rubygems.org/downloads/json-schema-6.2.0.gem,32.5
json_completer,1.2.0,in the package,3.8,Yes,https://rubygems.org/downloads/json_completer-1.2.0.gem,12.5
json_matchers,0.11.1,in the package,0.0,Yes,https://rubygems.org/downloads/json_matchers-0.11.1.gem,18.5
json_pure,2.8.1,in the package,,Yes,https://rubygems.org/downloads/json_pure-2.8.1.gem,18.5
json_refs,0.1.9,in the package,0.0,Yes,https://rubygems.org/downloads/json_refs-0.1.9.gem,8.5
json_schema,0.21.0,in the package,9.4,Yes,https://rubygems.org/downloads/json_schema-0.21.0.gem,36.5
json_schemer,2.5.0,in the package,0.0,Yes,https://rubygems.org/downloads/json_schemer-2.5.0.gem,53.0
json_skooma,0.2.7,in the package,0.5,Yes,https://rubygems.org/downloads/json_skooma-0.2.7.gem,37.5
json_spec,1.1.5,in the package,0.0,Yes,https://rubygems.org/downloads/json_spec-1.1.5.gem,18.0
jsonapi-renderer,0.2.2,in the package,37.8,Yes,https://rubygems.org/downloads/jsonapi-renderer-0.2.2.gem,8.5
jsonapi-serializer,2.2.0,in the package,7.4,Yes,https://rubygems.org/downloads/jsonapi-serializer-2.2.0.gem,22.5
jsonb_accessor,1.4.2,in the package,15.8,Yes,https://rubygems.org/downloads/jsonb_accessor-1.4.2.gem,20.0
jsonpath,1.1.5,in the package,21.3,Yes,https://rubygems.org/downloads/jsonpath-1.1.5.gem,23.0
judoscale-rails,1.13.3,not in the package,0.0,No,,
judoscale-ruby,1.13.3,in the package,5.1,Yes,https://rubygems.org/downloads/judoscale-ruby-1.13.3.gem,12.0
judoscale-sidekiq,1.13.3,not in the package,0.0,No,,
junit_merge,0.1.2,in the package,0.0,Yes,https://rubygems.org/downloads/junit_merge-0.1.2.gem,10.5
jwe,1.1.1,in the package,1.2,Yes,https://rubygems.org/downloads/jwe-1.1.1.gem,17.0
jwt,3.2.0,in the package,25.4,Yes,https://rubygems.org/downloads/jwt-3.2.0.gem,53.5
kamal,2.12.0,in the package,1.9,Yes,https://rubygems.org/downloads/kamal-2.12.0.gem,82.0
kaminari,1.2.2,in the package,0.0,Yes,https://rubygems.org/downloads/kaminari-1.2.2.gem,23.0
kaminari-actionview,1.2.2,in the package,0.0,Yes,https://rubygems.org/downloads/kaminari-actionview-1.2.2.gem,6.5
kaminari-activerecord,1.2.2,in the package,50.0,Yes,https://rubygems.org/downloads/kaminari-activerecord-1.2.2.gem,8.0
kaminari-core,1.2.2,in the package,49.5,Yes,https://rubygems.org/downloads/kaminari-core-1.2.2.gem,17.0
karafka,2.6.1,in the package,88.9,Yes,https://rubygems.org/downloads/karafka-2.6.1.gem,400.5
karafka-core,2.6.3,in the package,81.9,Yes,https://rubygems.org/downloads/karafka-core-2.6.3.gem,47.5
karafka-rdkafka,0.28.1,in the package,88.1,Yes,https://rubygems.org/downloads/karafka-rdkafka-0.28.1.gem,4867.0
katex,0.11.0,in the package,0.0,Yes,https://rubygems.org/downloads/katex-0.11.0.gem,932.0
keela,0.4.1,in the package,15.6,Yes,https://rubygems.org/downloads/keela-0.4.1.gem,25.0
kgio,2.11.4,in the package,4.4,Yes,https://rubygems.org/downloads/kgio-2.11.4.gem,59.0
kicker,3.0.0,in the package,20.8,Yes,https://rubygems.org/downloads/kicker-3.0.0.gem,15.0
kindlerb,1.2.0,in the package,40.0,Yes,https://rubygems.org/downloads/kindlerb-1.2.0.gem,11.5
king_konf,1.0.1,in the package,0.0,Yes,https://rubygems.org/downloads/king_konf-1.0.1.gem,13.5
kitchen-vagrant,2.4.1,in the package,98.5,Yes,https://rubygems.org/downloads/kitchen-vagrant-2.4.1.gem,20.0
klogger-logger,1.5.0,in the package,2.0,Yes,https://rubygems.org/downloads/klogger-logger-1.5.0.gem,11.0
knapsack,4.0.0,in the package,0.0,Yes,https://rubygems.org/downloads/knapsack-4.0.0.gem,581.5
knapsack_pro,10.0.1,in the package,2.8,Yes,https://rubygems.org/downloads/knapsack_pro-10.0.1.gem,42.0
koala,3.7.0,in the package,60.8,Yes,https://rubygems.org/downloads/koala-3.7.0.gem,5393.5
konfig-config,3.0.0,in the package,6.5,Yes,https://rubygems.org/downloads/konfig-config-3.0.0.gem,8.0
kostya-sigar,2.0.11,in the package,,Yes,https://rubygems.org/downloads/kostya-sigar-2.0.11.gem,200.0
kramdown,2.5.2,in the package,42.4,Yes,https://rubygems.org/downloads/kramdown-2.5.2.gem,125.5
kramdown-parser-gfm,1.1.0,in the package,33.3,Yes,https://rubygems.org/downloads/kramdown-parser-gfm-1.1.0.gem,11.5
kramdown-syntax-coderay,1.0.1,not in the package,0.0,No,,
kt-paperclip,8.0.0,in the package,21.6,Yes,https://rubygems.org/downloads/kt-paperclip-8.0.0.gem,61.5
kubeclient,4.13.0,in the package,10.8,Yes,https://rubygems.org/downloads/kubeclient-4.13.0.gem,36.0
kwalify,0.7.2,in the package,5.4,Yes,https://rubygems.org/downloads/kwalify-0.7.2.gem,199.0
ladle,1.0.1,in the package,51.4,Yes,https://rubygems.org/downloads/ladle-1.0.1.gem,11577.0
landlock,0.5.1,in the package,1.8,Yes,https://rubygems.org/downloads/landlock-0.5.1.gem,31.5
langfuse-ruby,0.2.0,in the package,34.1,Yes,https://rubygems.org/downloads/langfuse-ruby-0.2.0.gem,59.5
language_server-protocol,3.17.0.1,in the package,48.9,Yes,https://rubygems.org/downloads/language_server-protocol-3.17.0.1.gem,76.5
launchdarkly-server-sdk,8.15.1,in the package,50.4,Yes,https://rubygems.org/downloads/launchdarkly-server-sdk-8.15.1.gem,147.0
launchy,3.1.1,in the package,13.4,Yes,https://rubygems.org/downloads/launchy-3.1.1.gem,17.0
ld-eventsource,2.6.0,in the package,38.7,Yes,https://rubygems.org/downloads/ld-eventsource-2.6.0.gem,15.0
leaflet-rails,1.9.5,not in the package,0.0,No,,
lefthook,2.1.12,not in the package,,No,,
less,2.6.0,in the package,8.2,Yes,https://rubygems.org/downloads/less-2.6.0.gem,2103.5
less-rails,5.0.0,in the package,0.0,Yes,https://rubygems.org/downloads/less-rails-5.0.0.gem,26.5
letter_opener,1.10.0,in the package,0.0,Yes,https://rubygems.org/downloads/letter_opener-1.10.0.gem,16.0
letter_opener_web,3.0.0,in the package,0.0,Yes,https://rubygems.org/downloads/letter_opener_web-3.0.0.gem,90.0
lexxy,0.9.31,in the package,5.6,Yes,https://rubygems.org/downloads/lexxy-0.9.31.gem,1784.0
liability-proof,0.0.9,in the package,5.7,Yes,https://rubygems.org/downloads/liability-proof-0.0.9.gem,8.5
libdatadog,40.0.0.1.0,not in the package,0.0,No,,
libddwaf,1.30.0.0.0,in the package,28.9,Yes,https://rubygems.org/downloads/libddwaf-1.30.0.0.0.gem,3189.0
libhoney,2.4.0,in the package,52.8,Yes,https://rubygems.org/downloads/libhoney-2.4.0.gem,36.5
libv8,8.4.255.0,in the package,8.3,Yes,https://rubygems.org/downloads/libv8-8.4.255.0.gem,1493.0
libv8-node,24.12.0.1,in the package,0.0,Yes,https://rubygems.org/downloads/libv8-node-24.12.0.1.gem,18.0
libxml-ruby,6.0.0,in the package,87.3,Yes,https://rubygems.org/downloads/libxml-ruby-6.0.0.gem,271.0
libyajl2,2.1.0,not in the package,0.0,No,,
license-acceptance,2.1.13,in the package,12.5,Yes,https://rubygems.org/downloads/license-acceptance-2.1.13.gem,15.0
license_finder,7.2.1,in the package,1.8,Yes,https://rubygems.org/downloads/license_finder-7.2.1.gem,191.5
license_scout,2.6.10,in the package,14.7,Yes,https://rubygems.org/downloads/license_scout-2.6.10.gem,1783.5
licensed,5.1.0,in the package,59.2,Yes,https://rubygems.org/downloads/licensed-5.1.0.gem,79.5
licensee,10.1.0,in the package,22.3,Yes,https://rubygems.org/downloads/licensee-10.1.0.gem,492.5
liferaft,0.0.6,in the package,0.0,Yes,https://rubygems.org/downloads/liferaft-0.0.6.gem,7.5
line-bot-api,2.10.0,in the package,96.2,Yes,https://rubygems.org/downloads/line-bot-api-2.10.0.gem,188.5
link_header,0.0.8,in the package,92.3,Yes,https://rubygems.org/downloads/link_header-0.0.8.gem,9.0
lint_roller,1.1.0,in the package,40.0,Yes,https://rubygems.org/downloads/lint_roller-1.1.0.gem,9.5
linzer,0.8.1,in the package,79.9,Yes,https://rubygems.org/downloads/linzer-0.8.1.gem,74.5
liquid,5.13.0,in the package,24.5,Yes,https://rubygems.org/downloads/liquid-5.13.0.gem,60.5
liquid-c,4.2.0,in the package,17.4,Yes,https://rubygems.org/downloads/liquid-c-4.2.0.gem,50.0
liquid-spec,0.1.0,in the package,0.0,Yes,https://rubygems.org/downloads/liquid-spec-0.1.0.gem,4.5
listen,3.10.0,in the package,14.3,Yes,https://rubygems.org/downloads/listen-3.10.0.gem,30.5
literate_randomizer,0.4.0,in the package,93.5,Yes,https://rubygems.org/downloads/literate_randomizer-0.4.0.gem,182.0
little-plugger,1.1.4,in the package,85.7,Yes,https://rubygems.org/downloads/little-plugger-1.1.4.gem,10.0
llhttp,0.6.2,in the package,16.7,Yes,https://rubygems.org/downloads/llhttp-0.6.2.gem,53.5
llhttp-ffi,0.5.1,in the package,76.9,Yes,https://rubygems.org/downloads/llhttp-ffi-0.5.1.gem,95.5
lobby_boy,0.1.3,in the package,9.6,Yes,https://rubygems.org/downloads/lobby_boy-0.1.3.gem,24.0
locale,2.1.5,in the package,66.1,Yes,https://rubygems.org/downloads/locale-2.1.5.gem,102.0
localhost,1.8.0,in the package,82.9,Yes,https://rubygems.org/downloads/localhost-1.8.0.gem,15.0
lockbox,2.2.0,in the package,18.7,Yes,https://rubygems.org/downloads/lockbox-2.2.0.gem,29.5
log4r,1.1.10,in the package,29.3,Yes,https://rubygems.org/downloads/log4r-1.1.10.gem,115.5
logger,1.7.0,in the package,49.1,Yes,https://rubygems.org/downloads/logger-1.7.0.gem,16.5
logging,2.4.0,in the package,84.1,Yes,https://rubygems.org/downloads/logging-2.4.0.gem,87.0
logging-rails,0.6.0,in the package,54.5,Yes,https://rubygems.org/downloads/logging-rails-0.6.0.gem,11.5
lograge,0.15.0,in the package,1.1,Yes,https://rubygems.org/downloads/lograge-0.15.0.gem,11.0
logstash-event,1.2.02,in the package,10.3,Yes,https://rubygems.org/downloads/logstash-event-1.2.02.gem,8.5
logstash-filter-translate,3.5.1,in the package,6.2,Yes,https://rubygems.org/downloads/logstash-filter-translate-3.5.1.gem,33.0
logstash-logger,1.0.0,in the package,5.1,Yes,https://rubygems.org/downloads/logstash-logger-1.0.0.gem,54.0
logstash-output-sqs,6.0.0,in the package,0.0,Yes,https://rubygems.org/downloads/logstash-output-sqs-6.0.0.gem,14.0
logstash-output-statsd,3.2.0,in the package,0.0,Yes,https://rubygems.org/downloads/logstash-output-statsd-3.2.0.gem,11.5
logster,2.21.0,in the package,13.0,Yes,https://rubygems.org/downloads/logster-2.21.0.gem,799.0
logtail,0.1.17,in the package,55.6,Yes,https://rubygems.org/downloads/logtail-0.1.17.gem,31.5
logtail-rack,0.2.6,in the package,36.5,Yes,https://rubygems.org/downloads/logtail-rack-0.2.6.gem,14.5
logtail-rails,0.2.12,in the package,15.9,Yes,https://rubygems.org/downloads/logtail-rails-0.2.12.gem,33.5
loofah,2.25.2,in the package,27.0,Yes,https://rubygems.org/downloads/loofah-2.25.2.gem,36.0
lookbook,2.3.15,in the package,16.8,Yes,https://rubygems.org/downloads/lookbook-2.3.15.gem,1818.0
lru_redux,1.1.0,in the package,5.7,Yes,https://rubygems.org/downloads/lru_redux-1.1.0.gem,12.0
ltsv,0.1.2,in the package,37.5,Yes,https://rubygems.org/downloads/ltsv-0.1.2.gem,9.0
lucide-rails,0.7.4,in the package,44.4,Yes,https://rubygems.org/downloads/lucide-rails-0.7.4.gem,209.5
lumberjack,2.1.0,in the package,83.6,Yes,https://rubygems.org/downloads/lumberjack-2.1.0.gem,92.0
luminosity_contrast,0.2.1,in the package,62.5,Yes,https://rubygems.org/downloads/luminosity_contrast-0.2.1.gem,9.5
lz4-ruby,0.3.3,in the package,8.3,Yes,https://rubygems.org/downloads/lz4-ruby-0.3.3.gem,38.0
m,1.7.0,in the package,13.0,Yes,https://rubygems.org/downloads/m-1.7.0.gem,190.0
macaddr,1.7.2,in the package,0.0,Yes,https://rubygems.org/downloads/macaddr-1.7.2.gem,11.5
mail,2.9.1,in the package,35.7,Yes,https://rubygems.org/downloads/mail-2.9.1.gem,387.0
mailgun-ruby,1.4.4,in the package,77.7,Yes,https://rubygems.org/downloads/mailgun-ruby-1.4.4.gem,208.0
mails_viewer,0.2.0,in the package,0.0,Yes,https://rubygems.org/downloads/mails_viewer-0.2.0.gem,25.0
makara,0.5.1,in the package,19.9,Yes,https://rubygems.org/downloads/makara-0.5.1.gem,46.0
manpages,0.7.0,in the package,0.0,Yes,https://rubygems.org/downloads/manpages-0.7.0.gem,16.0
marcel,2.1.0,in the package,64.2,Yes,https://rubygems.org/downloads/marcel-2.1.0.gem,64.0
marginalia,1.11.1,in the package,0.0,Yes,https://rubygems.org/downloads/marginalia-1.11.1.gem,17.0
mario-redis-lock,1.2.1,in the package,85.7,Yes,https://rubygems.org/downloads/mario-redis-lock-1.2.1.gem,14.5
markaby,0.9.4,in the package,21.7,Yes,https://rubygems.org/downloads/markaby-0.9.4.gem,25.0
markbridge,0.4.1,in the package,52.1,Yes,https://rubygems.org/downloads/markbridge-0.4.1.gem,87.0
markly,0.18.1,in the package,83.1,Yes,https://rubygems.org/downloads/markly-0.18.1.gem,164.5
maruku,0.7.3,in the package,26.7,Yes,https://rubygems.org/downloads/maruku-0.7.3.gem,137.0
