package,version,documentation,doc_coverage_pct,obtainable_by_download,download_url,size_kb
connection_pool,3.0.2,in the package,56.1,Yes,https://rubygems.org/downloads/connection_pool-3.0.2.gem,13.0
console,1.37.0,in the package,79.7,Yes,https://rubygems.org/downloads/console-1.37.0.gem,37.5
console1984,0.2.4,in the package,17.8,Yes,https://rubygems.org/downloads/console1984-0.2.4.gem,24.0
constant_resolver,0.3.0,in the package,36.4,Yes,https://rubygems.org/downloads/constant_resolver-0.3.0.gem,12.0
contracts,0.17.3,in the package,21.6,Yes,https://rubygems.org/downloads/contracts-0.17.3.gem,58.5
cookiejar,0.3.4,in the package,83.0,Yes,https://rubygems.org/downloads/cookiejar-0.3.4.gem,20.5
cookstyle,9.0.0,in the package,10.8,Yes,https://rubygems.org/downloads/cookstyle-9.0.0.gem,139.0
cool.io,1.9.5,in the package,52.2,Yes,https://rubygems.org/downloads/cool.io-1.9.5.gem,115.5
corefoundation,0.3.19,in the package,72.5,Yes,https://rubygems.org/downloads/corefoundation-0.3.19.gem,12.5
cork,0.3.0,in the package,85.0,Yes,https://rubygems.org/downloads/cork-0.3.0.gem,9.0
cose,1.3.1,in the package,0.0,Yes,https://rubygems.org/downloads/cose-1.3.1.gem,17.0
counter_culture,3.14.0,in the package,29.1,Yes,https://rubygems.org/downloads/counter_culture-3.14.0.gem,32.5
countries,8.1.0,in the package,41.2,Yes,https://rubygems.org/downloads/countries-8.1.0.gem,2582.5
country_select,11.0.0,in the package,0.0,Yes,https://rubygems.org/downloads/country_select-11.0.0.gem,20.0
coveralls,0.8.23,in the package,5.4,Yes,https://rubygems.org/downloads/coveralls-0.8.23.gem,17.0
coveralls_reborn,1.0.0,in the package,4.8,Yes,https://rubygems.org/downloads/coveralls_reborn-1.0.0.gem,14.5
coverband,6.2.2,in the package,12.8,Yes,https://rubygems.org/downloads/coverband-6.2.2.gem,247.5
cppjieba_rb,0.4.4,in the package,0.0,Yes,https://rubygems.org/downloads/cppjieba_rb-0.4.4.gem,7852.0
crack,1.0.1,in the package,28.0,Yes,https://rubygems.org/downloads/crack-1.0.1.gem,10.5
crass,1.0.7,in the package,96.8,Yes,https://rubygems.org/downloads/crass-1.0.7.gem,20.5
creek,2.6.3,in the package,38.5,Yes,https://rubygems.org/downloads/creek-2.6.3.gem,351.5
creole,0.5.0,in the package,33.3,Yes,https://rubygems.org/downloads/creole-0.5.0.gem,13.5
cronex,0.15.0,in the package,0.0,Yes,https://rubygems.org/downloads/cronex-0.15.0.gem,27.5
crystalball,0.7.0,in the package,30.7,Yes,https://rubygems.org/downloads/crystalball-0.7.0.gem,38.5
csl,2.2.1,in the package,31.0,Yes,https://rubygems.org/downloads/csl-2.2.1.gem,59.0
csl-styles,2.0.2,in the package,,Yes,https://rubygems.org/downloads/csl-styles-2.0.2.gem,5314.5
css_parser,3.0.0,in the package,68.1,Yes,https://rubygems.org/downloads/css_parser-3.0.0.gem,22.5
cssbundling-rails,1.4.3,in the package,0.0,Yes,https://rubygems.org/downloads/cssbundling-rails-1.4.3.gem,11.5
csv,3.3.6,in the package,41.9,Yes,https://rubygems.org/downloads/csv-3.3.6.gem,65.0
csv-safe,3.3.3,not in the package,0.0,No,,
cucumber,11.1.1,in the package,7.1,Yes,https://rubygems.org/downloads/cucumber-11.1.1.gem,83.0
cucumber-api-steps,0.14.0,in the package,0.0,Yes,https://rubygems.org/downloads/cucumber-api-steps-0.14.0.gem,9.5
cucumber-ci-environment,15.0.0,not in the package,0.0,No,,
cucumber-core,19.0.0,in the package,4.8,Yes,https://rubygems.org/downloads/cucumber-core-19.0.0.gem,25.0
cucumber-cucumber-expressions,20.1.0,in the package,0.9,Yes,https://rubygems.org/downloads/cucumber-cucumber-expressions-20.1.0.gem,15.0
cucumber-expressions,8.3.0,in the package,1.4,Yes,https://rubygems.org/downloads/cucumber-expressions-8.3.0.gem,22.0
cucumber-gherkin,42.0.1,in the package,27.6,Yes,https://rubygems.org/downloads/cucumber-gherkin-42.0.1.gem,33.0
cucumber-html-formatter,24.1.1,in the package,0.0,Yes,https://rubygems.org/downloads/cucumber-html-formatter-24.1.1.gem,299.5
cucumber-messages,34.2.1,in the package,48.2,Yes,https://rubygems.org/downloads/cucumber-messages-34.2.1.gem,23.0
cucumber-rails,4.1.0,in the package,5.5,Yes,https://rubygems.org/downloads/cucumber-rails-4.1.0.gem,16.0
cucumber-rails-training-wheels,1.0.0,in the package,0.0,Yes,https://rubygems.org/downloads/cucumber-rails-training-wheels-1.0.0.gem,16.0
cucumber-tag-expressions,11.0.1,in the package,0.0,Yes,https://rubygems.org/downloads/cucumber-tag-expressions-11.0.1.gem,6.5
cucumber-tag_expressions,2.0.2,in the package,7.1,Yes,https://rubygems.org/downloads/cucumber-tag_expressions-2.0.2.gem,8.5
cucumber-wire,8.0.0,in the package,1.4,Yes,https://rubygems.org/downloads/cucumber-wire-8.0.0.gem,11.0
cuprite,0.18,in the package,1.6,Yes,https://rubygems.org/downloads/cuprite-0.18.gem,24.0
curb,1.3.7,in the package,6.9,Yes,https://rubygems.org/downloads/curb-1.3.7.gem,172.5
currencies,0.4.2,in the package,0.0,Yes,https://rubygems.org/downloads/currencies-0.4.2.gem,14.0
curses,1.7.0,in the package,15.6,Yes,https://rubygems.org/downloads/curses-1.7.0.gem,1601.0
customerio,6.2.0,in the package,0.0,Yes,https://rubygems.org/downloads/customerio-6.2.0.gem,15.5
cvss-suite,5.0.0,in the package,47.8,Yes,https://rubygems.org/downloads/cvss-suite-5.0.0.gem,34.5
cypress-rails,0.7.1,in the package,1.4,Yes,https://rubygems.org/downloads/cypress-rails-0.7.1.gem,20.0
daemons,1.4.1,in the package,38.9,Yes,https://rubygems.org/downloads/daemons-1.4.1.gem,29.0
daemons-rails,1.2.1,in the package,6.5,Yes,https://rubygems.org/downloads/daemons-rails-1.2.1.gem,10.5
dalli,5.1.0,in the package,30.5,Yes,https://rubygems.org/downloads/dalli-5.1.0.gem,71.0
dalli-elasticache,2.0.2,in the package,46.7,Yes,https://rubygems.org/downloads/dalli-elasticache-2.0.2.gem,9.5
danger,9.6.1,in the package,20.2,Yes,https://rubygems.org/downloads/danger-9.6.1.gem,89.0
danger-changelog,0.8.0,in the package,26.8,Yes,https://rubygems.org/downloads/danger-changelog-0.8.0.gem,128.5
danger-gitlab,10.0.0,in the package,,Yes,https://rubygems.org/downloads/danger-gitlab-10.0.0.gem,5.5
danger-plugin-api,1.0.0,in the package,,Yes,https://rubygems.org/downloads/danger-plugin-api-1.0.0.gem,8.0
danger-pr-comment,0.1.0,in the package,0.0,Yes,https://rubygems.org/downloads/danger-pr-comment-0.1.0.gem,7.0
dante,0.2.0,in the package,38.9,Yes,https://rubygems.org/downloads/dante-0.2.0.gem,11.5
dartsass-rails,0.5.1,in the package,0.0,Yes,https://rubygems.org/downloads/dartsass-rails-0.5.1.gem,9.0
data_migrate,11.3.1,in the package,7.3,Yes,https://rubygems.org/downloads/data_migrate-11.3.1.gem,20.0
database_cleaner,2.1.0,not in the package,,No,,
database_cleaner-active_record,2.2.2,in the package,5.1,Yes,https://rubygems.org/downloads/database_cleaner-active_record-2.2.2.gem,15.5
database_cleaner-core,2.1.0,in the package,7.5,Yes,https://rubygems.org/downloads/database_cleaner-core-2.1.0.gem,24.0
datadog,2.42.0,in the package,24.3,Yes,https://rubygems.org/downloads/datadog-2.42.0.gem,926.0
datadog-ci,1.38.1,in the package,13.9,Yes,https://rubygems.org/downloads/datadog-ci-1.38.1.gem,159.5
datadog-ruby_core_source,3.5.5,in the package,0.0,Yes,https://rubygems.org/downloads/datadog-ruby_core_source-3.5.5.gem,988.0
datadog_api_client,2.59.1,in the package,99.6,Yes,https://rubygems.org/downloads/datadog_api_client-2.59.1.gem,4078.0
datagrid,2.0.9,in the package,30.2,Yes,https://rubygems.org/downloads/datagrid-2.0.9.gem,46.0
date,3.5.1,in the package,7.7,Yes,https://rubygems.org/downloads/date-3.5.1.gem,76.5
date_validator,0.12.0,in the package,66.7,Yes,https://rubygems.org/downloads/date_validator-0.12.0.gem,12.5
db-query-matchers,0.15.0,in the package,42.9,Yes,https://rubygems.org/downloads/db-query-matchers-0.15.0.gem,7.0
ddtrace,1.23.3,in the package,18.8,Yes,https://rubygems.org/downloads/ddtrace-1.23.3.gem,536.5
dead_end,4.0.0,in the package,32.0,Yes,https://rubygems.org/downloads/dead_end-4.0.0.gem,33.5
deb_version,1.0.3,in the package,71.4,Yes,https://rubygems.org/downloads/deb_version-1.0.3.gem,8.0
debase,0.2.9,in the package,4.7,Yes,https://rubygems.org/downloads/debase-0.2.9.gem,26.0
debase-ruby_core_source,4.0.1,in the package,0.0,Yes,https://rubygems.org/downloads/debase-ruby_core_source-4.0.1.gem,4811.0
debug,1.11.1,in the package,1.2,Yes,https://rubygems.org/downloads/debug-1.11.1.gem,98.0
debug_inspector,1.2.0,in the package,0.0,Yes,https://rubygems.org/downloads/debug_inspector-1.2.0.gem,9.0
debugger-linecache,1.2.0,in the package,60.9,Yes,https://rubygems.org/downloads/debugger-linecache-1.2.0.gem,15.5
deckar01-task_list,2.3.4,in the package,68.4,Yes,https://rubygems.org/downloads/deckar01-task_list-2.3.4.gem,65.0
declarative,0.0.20,in the package,19.5,Yes,https://rubygems.org/downloads/declarative-0.0.20.gem,10.5
declarative-option,0.1.0,in the package,11.1,Yes,https://rubygems.org/downloads/declarative-option-0.1.0.gem,8.5
declarative_policy,2.1.0,in the package,28.2,Yes,https://rubygems.org/downloads/declarative_policy-2.1.0.gem,33.0
deep_cloneable,3.2.2,in the package,0.0,Yes,https://rubygems.org/downloads/deep_cloneable-3.2.2.gem,13.5
deep_merge,1.2.2,in the package,66.7,Yes,https://rubygems.org/downloads/deep_merge-1.2.2.gem,14.5
default_value_for,4.2.0,in the package,0.0,Yes,https://rubygems.org/downloads/default_value_for-4.2.0.gem,15.5
delayed_job,4.2.0,in the package,11.4,Yes,https://rubygems.org/downloads/delayed_job-4.2.0.gem,42.0
delayed_job_active_record,4.1.11,in the package,7.1,Yes,https://rubygems.org/downloads/delayed_job_active_record-4.1.11.gem,10.0
delegate,0.6.1,in the package,65.4,Yes,https://rubygems.org/downloads/delegate-0.6.1.gem,12.5
dependabot-bundler,0.395.0,in the package,2.4,Yes,https://rubygems.org/downloads/dependabot-bundler-0.395.0.gem,83.5
dependabot-cargo,0.395.0,not in the package,0.0,No,,
dependabot-common,0.395.0,not in the package,0.0,No,,
dependabot-composer,0.395.0,not in the package,0.0,No,,
dependabot-docker,0.395.0,not in the package,0.0,No,,
dependabot-elm,0.395.0,not in the package,0.0,No,,
dependabot-git_submodules,0.395.0,not in the package,0.0,No,,
dependabot-go_modules,0.395.0,not in the package,0.0,No,,
dependabot-gradle,0.395.0,not in the package,0.0,No,,
dependabot-hex,0.395.0,not in the package,0.0,No,,
dependabot-maven,0.395.0,not in the package,0.0,No,,
dependabot-npm_and_yarn,0.395.0,in the package,0.0,Yes,https://rubygems.org/downloads/dependabot-npm_and_yarn-0.395.0.gem,438.0
dependabot-nuget,0.395.0,not in the package,0.0,No,,
dependabot-omnibus,0.395.0,not in the package,,No,,
dependabot-python,0.395.0,in the package,0.1,Yes,https://rubygems.org/downloads/dependabot-python-0.395.0.gem,102.5
dependabot-terraform,0.395.0,not in the package,0.0,No,,
deprecation_toolkit,2.4.0,in the package,2.1,Yes,https://rubygems.org/downloads/deprecation_toolkit-2.4.0.gem,12.5
derailed_benchmarks,2.2.1,in the package,15.2,Yes,https://rubygems.org/downloads/derailed_benchmarks-2.2.1.gem,118.5
descendants_tracker,0.0.4,in the package,100.0,Yes,https://rubygems.org/downloads/descendants_tracker-0.0.4.gem,11.0
devfile,0.5.5,not in the package,,No,,
device_detector,1.1.3,in the package,11.7,Yes,https://rubygems.org/downloads/device_detector-1.1.3.gem,386.5
devise,5.0.4,in the package,40.6,Yes,https://rubygems.org/downloads/devise-5.0.4.gem,86.0
devise-i18n,1.16.0,in the package,9.1,Yes,https://rubygems.org/downloads/devise-i18n-1.16.0.gem,130.0
devise-pwned_password,0.2.0,in the package,25.0,Yes,https://rubygems.org/downloads/devise-pwned_password-0.2.0.gem,9.0
devise-secure_password,2.2.3,in the package,3.4,Yes,https://rubygems.org/downloads/devise-secure_password-2.2.3.gem,498.5
devise-security,0.18.0,in the package,48.8,Yes,https://rubygems.org/downloads/devise-security-0.18.0.gem,298.5
devise-two-factor,6.4.1,in the package,28.0,Yes,https://rubygems.org/downloads/devise-two-factor-6.4.1.gem,24.5
devise_invitable,2.0.12,in the package,32.9,Yes,https://rubygems.org/downloads/devise_invitable-2.0.12.gem,57.0
devise_lastseenable,0.0.6,in the package,0.0,Yes,https://rubygems.org/downloads/devise_lastseenable-0.0.6.gem,7.5
devise_pam_authenticatable2,9.2.0,in the package,8.3,Yes,https://rubygems.org/downloads/devise_pam_authenticatable2-9.2.0.gem,8.5
devise_token_auth,1.3.0,in the package,17.1,Yes,https://rubygems.org/downloads/devise_token_auth-1.3.0.gem,106.0
diaspora_federation,1.2.0,in the package,52.3,Yes,https://rubygems.org/downloads/diaspora_federation-1.2.0.gem,60.0
diaspora_federation-json_schema,1.2.0,in the package,100.0,Yes,https://rubygems.org/downloads/diaspora_federation-json_schema-1.2.0.gem,6.0
diaspora_federation-rails,1.2.0,in the package,33.3,Yes,https://rubygems.org/downloads/diaspora_federation-rails-1.2.0.gem,23.0
diaspora_federation-test,1.2.0,not in the package,,No,,
diff-lcs,2.0.0,in the package,37.4,Yes,https://rubygems.org/downloads/diff-lcs-2.0.0.gem,68.5
diffy,3.4.4,in the package,22.2,Yes,https://rubygems.org/downloads/diffy-3.4.4.gem,17.5
digest,3.2.1,in the package,50.0,Yes,https://rubygems.org/downloads/digest-3.2.1.gem,40.5
digest-crc,0.7.0,in the package,93.3,Yes,https://rubygems.org/downloads/digest-crc-0.7.0.gem,69.5
digest-murmurhash,1.1.1,in the package,,Yes,https://rubygems.org/downloads/digest-murmurhash-1.1.1.gem,15.0
digest-xxhash,0.2.9,in the package,,Yes,https://rubygems.org/downloads/digest-xxhash-0.2.9.gem,98.0
diplomat,2.6.6,in the package,80.6,Yes,https://rubygems.org/downloads/diplomat-2.6.6.gem,26.0
discard,2.0.0,in the package,56.2,Yes,https://rubygems.org/downloads/discard-2.0.0.gem,14.5
discordrb,3.8.0,in the package,91.1,Yes,https://rubygems.org/downloads/discordrb-3.8.0.gem,210.0
discordrb-webhooks,3.8.0,in the package,83.2,Yes,https://rubygems.org/downloads/discordrb-webhooks-3.8.0.gem,14.0
discourse-emojis,1.0.46,not in the package,,No,,
discourse-fonts,0.0.19,not in the package,0.0,No,,
discourse-seed-fu,2.3.12,in the package,25.8,Yes,https://rubygems.org/downloads/discourse-seed-fu-2.3.12.gem,13.5
discourse_ai-tokenizers,0.4.2,in the package,0.0,Yes,https://rubygems.org/downloads/discourse_ai-tokenizers-0.4.2.gem,21077.5
discourse_dev_assets,0.0.6,in the package,0.0,Yes,https://rubygems.org/downloads/discourse_dev_assets-0.0.6.gem,195.5
discourse_math_bundle,1.0.1,not in the package,0.0,No,,
disposable,0.6.3,in the package,16.4,Yes,https://rubygems.org/downloads/disposable-0.6.3.gem,48.5
dm-core,1.2.1,in the package,80.2,Yes,https://rubygems.org/downloads/dm-core-1.2.1.gem,192.0
dm-migrations,1.2.0,in the package,61.0,Yes,https://rubygems.org/downloads/dm-migrations-1.2.0.gem,35.0
dm-sqlite-adapter,1.2.0,in the package,33.3,Yes,https://rubygems.org/downloads/dm-sqlite-adapter-1.2.0.gem,7.5
dnsruby,1.74.0,in the package,27.2,Yes,https://rubygems.org/downloads/dnsruby-1.74.0.gem,259.0
docile,1.4.1,in the package,60.0,Yes,https://rubygems.org/downloads/docile-1.4.1.gem,16.5
docker-api,2.4.0,in the package,44.4,Yes,https://rubygems.org/downloads/docker-api-2.4.0.gem,28.5
docker_registry2,1.19.0,in the package,5.2,Yes,https://rubygems.org/downloads/docker_registry2-1.19.0.gem,17.0
docx,0.13.0,in the package,34.5,Yes,https://rubygems.org/downloads/docx-0.13.0.gem,18.0
dogapi,1.45.0,in the package,32.7,Yes,https://rubygems.org/downloads/dogapi-1.45.0.gem,56.5
dogstatsd-ruby,5.7.1,in the package,21.0,Yes,https://rubygems.org/downloads/dogstatsd-ruby-5.7.1.gem,23.5
domain_name,0.6.20260902,in the package,37.0,Yes,https://rubygems.org/downloads/domain_name-0.6.20260902.gem,158.0
doorkeeper,5.9.6,in the package,22.8,Yes,https://rubygems.org/downloads/doorkeeper-5.9.6.gem,112.0
doorkeeper-device_authorization_grant,1.0.3,in the package,62.7,Yes,https://rubygems.org/downloads/doorkeeper-device_authorization_grant-1.0.3.gem,17.0
doorkeeper-i18n,5.2.9,in the package,0.0,Yes,https://rubygems.org/downloads/doorkeeper-i18n-5.2.9.gem,44.5
doorkeeper-openid_connect,1.10.5,in the package,11.8,Yes,https://rubygems.org/downloads/doorkeeper-openid_connect-1.10.5.gem,36.0
dotenv,3.2.0,in the package,42.1,Yes,https://rubygems.org/downloads/dotenv-3.2.0.gem,17.0
dotenv-rails,3.2.0,in the package,,Yes,https://rubygems.org/downloads/dotenv-rails-3.2.0.gem,9.5
down,5.6.0,in the package,65.0,Yes,https://rubygems.org/downloads/down-5.6.0.gem,25.0
dpl,2.0.5.2,in the package,12.4,Yes,https://rubygems.org/downloads/dpl-2.0.5.2.gem,119.0
dragonfly,1.4.2,in the package,6.1,Yes,https://rubygems.org/downloads/dragonfly-1.4.2.gem,422.5
draper,4.0.6,in the package,40.2,Yes,https://rubygems.org/downloads/draper-4.0.6.gem,32.0
drb,2.2.3,in the package,40.4,Yes,https://rubygems.org/downloads/drb-2.2.3.gem,30.0
dress_code,1.2.1,in the package,6.2,Yes,https://rubygems.org/downloads/dress_code-1.2.1.gem,10.0
dry-auto_inject,1.2.1,in the package,13.2,Yes,https://rubygems.org/downloads/dry-auto_inject-1.2.1.gem,17.0
dry-cli,1.4.1,in the package,86.4,Yes,https://rubygems.org/downloads/dry-cli-1.4.1.gem,18.0
dry-configurable,1.4.0,in the package,72.3,Yes,https://rubygems.org/downloads/dry-configurable-1.4.0.gem,16.0
dry-container,0.11.0,in the package,67.3,Yes,https://rubygems.org/downloads/dry-container-0.11.0.gem,12.5
dry-core,1.2.0,in the package,71.9,Yes,https://rubygems.org/downloads/dry-core-1.2.0.gem,23.0
dry-equalizer,0.3.0,in the package,66.7,Yes,https://rubygems.org/downloads/dry-equalizer-0.3.0.gem,14.5
dry-inflector,1.3.1,in the package,95.0,Yes,https://rubygems.org/downloads/dry-inflector-1.3.1.gem,12.0
dry-initializer,3.2.0,in the package,21.0,Yes,https://rubygems.org/downloads/dry-initializer-3.2.0.gem,21.0
dry-logger,1.2.2,in the package,80.2,Yes,https://rubygems.org/downloads/dry-logger-1.2.2.gem,16.5
dry-logic,1.6.0,in the package,3.1,Yes,https://rubygems.org/downloads/dry-logic-1.6.0.gem,15.5
dry-monads,1.10.0,in the package,58.3,Yes,https://rubygems.org/downloads/dry-monads-1.10.0.gem,38.0
dry-operation,1.1.0,in the package,31.6,Yes,https://rubygems.org/downloads/dry-operation-1.1.0.gem,12.0
dry-schema,1.16.0,in the package,89.9,Yes,https://rubygems.org/downloads/dry-schema-1.16.0.gem,47.0
dry-struct,1.8.1,in the package,66.7,Yes,https://rubygems.org/downloads/dry-struct-1.8.1.gem,18.0
dry-system,1.2.5,in the package,66.7,Yes,https://rubygems.org/downloads/dry-system-1.2.5.gem,47.5
dry-types,1.9.1,in the package,79.7,Yes,https://rubygems.org/downloads/dry-types-1.9.1.gem,47.5
dry-validation,1.11.1,in the package,88.2,Yes,https://rubygems.org/downloads/dry-validation-1.11.1.gem,27.5
dumb_delegator,1.1.0,in the package,16.7,Yes,https://rubygems.org/downloads/dumb_delegator-1.1.0.gem,9.0
duo_api,1.6.0,in the package,22.4,Yes,https://rubygems.org/downloads/duo_api-1.6.0.gem,27.0
dynamic_form,1.3.1,in the package,23.1,Yes,https://rubygems.org/downloads/dynamic_form-1.3.1.gem,17.0
e2mmap,0.1.0,in the package,66.7,Yes,https://rubygems.org/downloads/e2mmap-0.1.0.gem,7.5
easy_table,0.0.10,in the package,0.0,Yes,https://rubygems.org/downloads/easy_table-0.0.10.gem,11.5
easy_translate,0.5.2,in the package,55.6,Yes,https://rubygems.org/downloads/easy_translate-0.5.2.gem,9.0
easypost,7.7.0,in the package,73.6,Yes,https://rubygems.org/downloads/easypost-7.7.0.gem,42.5
ecma-re-validator,0.4.0,in the package,0.0,Yes,https://rubygems.org/downloads/ecma-re-validator-0.4.0.gem,8.5
eco,1.0.0,in the package,0.0,Yes,https://rubygems.org/downloads/eco-1.0.0.gem,5.0
ed25519,1.4.0,in the package,91.7,Yes,https://rubygems.org/downloads/ed25519-1.4.0.gem,178.0
einhorn,1.1.1,in the package,10.5,Yes,https://rubygems.org/downloads/einhorn-1.1.1.gem,35.0
ejson,1.5.3,not in the package,,No,,
elastic-apm,4.9.0,in the package,7.1,Yes,https://rubygems.org/downloads/elastic-apm-4.9.0.gem,120.5
elastic-transport,8.5.3,in the package,57.6,Yes,https://rubygems.org/downloads/elastic-transport-8.5.3.gem,35.0
elasticsearch,9.5.0,in the package,40.0,Yes,https://rubygems.org/downloads/elasticsearch-9.5.0.gem,15.5
elasticsearch-api,9.5.0,in the package,1.6,Yes,https://rubygems.org/downloads/elasticsearch-api-9.5.0.gem,241.5
elasticsearch-dsl,0.1.10,in the package,67.9,Yes,https://rubygems.org/downloads/elasticsearch-dsl-0.1.10.gem,65.0
elasticsearch-model,8.0.1,in the package,56.6,Yes,https://rubygems.org/downloads/elasticsearch-model-8.0.1.gem,67.0
elasticsearch-rails,8.0.1,in the package,37.5,Yes,https://rubygems.org/downloads/elasticsearch-rails-8.0.1.gem,4163.5
elasticsearch-transport,7.17.11,in the package,64.2,Yes,https://rubygems.org/downloads/elasticsearch-transport-7.17.11.gem,59.0
elftools,2.2.0,in the package,88.6,Yes,https://rubygems.org/downloads/elftools-2.2.0.gem,88.5
em-hiredis,0.3.1,in the package,27.0,Yes,https://rubygems.org/downloads/em-hiredis-0.3.1.gem,27.5
em-http-request,1.1.7,in the package,13.1,Yes,https://rubygems.org/downloads/em-http-request-1.1.7.gem,216.5
em-socksify,0.3.3,in the package,5.3,Yes,https://rubygems.org/downloads/em-socksify-0.3.3.gem,8.5
em-synchrony,1.0.6,in the package,17.2,Yes,https://rubygems.org/downloads/em-synchrony-1.0.6.gem,35.0
em-websocket,0.5.3,in the package,23.0,Yes,https://rubygems.org/downloads/em-websocket-0.5.3.gem,32.5
email-provider-info,0.0.1,in the package,0.0,Yes,https://rubygems.org/downloads/email-provider-info-0.0.1.gem,83.5
email_reply_trimmer,0.4.0,in the package,0.0,Yes,https://rubygems.org/downloads/email_reply_trimmer-0.4.0.gem,51.0
email_spec,2.3.1,in the package,3.6,Yes,https://rubygems.org/downloads/email_spec-2.3.1.gem,135.0
email_typo,0.2.3,in the package,0.0,Yes,https://rubygems.org/downloads/email_typo-0.2.3.gem,15.0
email_validator,2.2.4,in the package,11.5,Yes,https://rubygems.org/downloads/email_validator-2.2.4.gem,15.0
emoji_regex,15.0.0,in the package,,Yes,https://rubygems.org/downloads/emoji_regex-15.0.0.gem,8.5
encrypted_cookie_store-instructure,1.2.16,in the package,33.3,Yes,https://rubygems.org/downloads/encrypted_cookie_store-instructure-1.2.16.gem,10.0
encryptor,3.0.0,in the package,58.3,Yes,https://rubygems.org/downloads/encryptor-3.0.0.gem,20.0
enum_csv,1.2.0,in the package,0.0,Yes,https://rubygems.org/downloads/enum_csv-1.2.0.gem,6.5
enumerize,3.0.0,in the package,0.7,Yes,https://rubygems.org/downloads/enumerize-3.0.0.gem,40.0
epub-cfi,0.1.4,in the package,10.3,Yes,https://rubygems.org/downloads/epub-cfi-0.1.4.gem,18.0
epub-parser,0.5.0,in the package,26.5,Yes,https://rubygems.org/downloads/epub-parser-0.5.0.gem,70.5
equalizer,1.0.0,in the package,83.3,Yes,https://rubygems.org/downloads/equalizer-1.0.0.gem,13.0
equivalent-xml,0.6.0,in the package,21.4,Yes,https://rubygems.org/downloads/equivalent-xml-0.6.0.gem,12.0
erb,6.0.7,in the package,28.6,Yes,https://rubygems.org/downloads/erb-6.0.7.gem,27.0
erb_lint,0.9.0,in the package,0.8,Yes,https://rubygems.org/downloads/erb_lint-0.9.0.gem,28.5
erblint-github,1.0.1,in the package,6.5,Yes,https://rubygems.org/downloads/erblint-github-1.0.1.gem,13.0
errbase,0.2.2,in the package,0.0,Yes,https://rubygems.org/downloads/errbase-0.2.2.gem,6.0
erubi,1.13.1,in the package,56.0,Yes,https://rubygems.org/downloads/erubi-1.13.1.gem,13.0
erubis,2.7.0,in the package,6.6,Yes,https://rubygems.org/downloads/erubis-2.7.0.gem,169.0
escape,0.0.4,in the package,100.0,Yes,https://rubygems.org/downloads/escape-0.0.4.gem,9.5
escape_code,0.2,not in the package,0.0,No,,
escape_utils,1.3.0,in the package,0.0,Yes,https://rubygems.org/downloads/escape_utils-1.3.0.gem,25.5
eslintrb,2.1.0,in the package,11.1,Yes,https://rubygems.org/downloads/eslintrb-2.1.0.gem,442.5
et-orbi,1.4.2,in the package,17.5,Yes,https://rubygems.org/downloads/et-orbi-1.4.2.gem,19.5
ethon,0.18.0,in the package,63.1,Yes,https://rubygems.org/downloads/ethon-0.18.0.gem,39.5
event_emitter,0.2.6,in the package,0.0,Yes,https://rubygems.org/downloads/event_emitter-0.2.6.gem,9.5
event_stream_parser,1.0.0,in the package,0.0,Yes,https://rubygems.org/downloads/event_stream_parser-1.0.0.gem,8.5
eventmachine,1.2.7,in the package,30.6,Yes,https://rubygems.org/downloads/eventmachine-1.2.7.gem,241.5
eventmachine_httpserver,0.2.1,in the package,63.2,Yes,https://rubygems.org/downloads/eventmachine_httpserver-0.2.1.gem,24.5
evernote-thrift,1.25.2,in the package,4.0,Yes,https://rubygems.org/downloads/evernote-thrift-1.25.2.gem,84.0
evernote_oauth,0.2.3,in the package,27.8,Yes,https://rubygems.org/downloads/evernote_oauth-0.2.3.gem,13.0
exception_notification,5.0.1,in the package,4.5,Yes,https://rubygems.org/downloads/exception_notification-5.0.1.gem,37.0
excon,1.7.1,in the package,20.5,Yes,https://rubygems.org/downloads/excon-1.7.1.gem,151.0
execjs,2.10.2,in the package,5.9,Yes,https://rubygems.org/downloads/execjs-2.10.2.gem,18.5
executable-hooks,1.7.1,in the package,2.9,Yes,https://rubygems.org/downloads/executable-hooks-1.7.1.gem,12.5
exifr,1.5.1,in the package,17.6,Yes,https://rubygems.org/downloads/exifr-1.5.1.gem,259.0
expgen,0.1.1,in the package,0.0,Yes,https://rubygems.org/downloads/expgen-0.1.1.gem,9.0
expression_parser,0.9.0,in the package,0.0,Yes,https://rubygems.org/downloads/expression_parser-0.9.0.gem,6.0
extended-markdown-filter,0.7.0,in the package,0.0,Yes,https://rubygems.org/downloads/extended-markdown-filter-0.7.0.gem,11.5
extralite-bundle,3.0.1,in the package,32.1,Yes,https://rubygems.org/downloads/extralite-bundle-3.0.1.gem,2698.0
eye,0.10.0,in the package,5.6,Yes,https://rubygems.org/downloads/eye-0.10.0.gem,61.5
fabrication,3.0.0,in the package,1.1,Yes,https://rubygems.org/downloads/fabrication-3.0.0.gem,14.5
facebook-messenger,2.1.2,in the package,56.8,Yes,https://rubygems.org/downloads/facebook-messenger-2.1.2.gem,21.5
facter,4.10.0,in the package,7.3,Yes,https://rubygems.org/downloads/facter-4.10.0.gem,168.0
factory_bot,6.6.0,in the package,7.6,Yes,https://rubygems.org/downloads/factory_bot-6.6.0.gem,49.5
