package,version,bytes,size_mb,version_count,stable_versions,all_versions_bytes_est,all_versions_gb_est
fluent-plugin-ec2-metadata,0.1.3,13824,0.014,19,19,262656,0.0003
fog-radosgw,0.0.5,13824,0.014,5,5,69120,0.0001
deep_cloneable,3.2.2,13824,0.014,35,35,483840,0.0005
king_konf,1.0.1,13824,0.014,22,22,304128,0.0003
sqids,0.2.2,13824,0.014,6,6,82944,0.0001
hrr_rb_ssh-ed25519,0.4.2,13824,0.014,7,3,96768,0.0001
time,0.4.2,13824,0.014,9,9,124416,0.0001
ntlm-http,0.1.1,13824,0.014,1,1,13824,0.0
turbolinks-source,5.2.0,13824,0.014,12,6,165888,0.0002
compare-xml,1.0.0,13824,0.014,8,8,110592,0.0001
circuitbox,2.0.0,13824,0.014,22,17,304128,0.0003
retryable,3.0.5,13824,0.014,24,24,331776,0.0003
require_all,3.0.0,13824,0.014,13,13,179712,0.0002
mini_portile,0.6.2,13824,0.014,18,14,248832,0.0002
hana,1.3.7,13824,0.014,13,13,179712,0.0002
train-rest,0.5.0,13824,0.014,10,10,138240,0.0001
caxlsx_rails,0.7.2,13824,0.014,5,5,69120,0.0001
seed-fu,2.3.9,13824,0.014,17,16,235008,0.0002
net-http-digest_auth,1.4.1,13824,0.014,8,8,110592,0.0001
omniauth-azure-activedirectory-v2,2.4.0,13824,0.014,8,8,110592,0.0001
opentelemetry-instrumentation-http,0.30.0,13824,0.014,31,31,428544,0.0004
jekyll-feed,0.17.0,13824,0.014,33,33,456192,0.0005
grpc-google-iam-v1,1.12.0,13824,0.014,18,18,248832,0.0002
semaphore_test_boosters,2.7.1,13824,0.014,55,55,760320,0.0008
opentelemetry-instrumentation-httpx,0.8.0,13824,0.014,15,15,207360,0.0002
flipper-active_record,1.4.2,13824,0.014,89,69,1230336,0.0012
raabro,1.5.0,13824,0.014,20,20,276480,0.0003
memoist,0.16.2,13824,0.014,15,15,207360,0.0002
mixlib-cli,2.1.8,13824,0.014,19,18,262656,0.0003
creole,0.5.0,13824,0.014,10,10,138240,0.0001
recursive-open-struct,2.1.1,13824,0.014,34,34,470016,0.0005
opentelemetry-instrumentation-que,0.13.0,13824,0.014,24,24,331776,0.0003
nilify_blanks,1.4.0,13824,0.014,9,9,124416,0.0001
rails-settings-cached,2.9.6,13824,0.014,66,66,912384,0.0009
opentelemetry-instrumentation-redis,0.29.0,13824,0.014,39,39,539136,0.0005
rack-cors,3.0.0,13824,0.014,27,26,373248,0.0004
getoptlong,0.2.1,13824,0.014,4,4,55296,0.0001
aws-eventstream,1.4.0,13312,0.013,11,11,146432,0.0001
connection_pool,3.0.2,13312,0.013,34,34,452608,0.0005
refrigerator,1.9.0,13312,0.013,12,12,159744,0.0002
opentelemetry-common,0.25.1,13312,0.013,25,25,332800,0.0003
equalizer,1.0.0,13312,0.013,11,11,146432,0.0001
erblint-github,1.0.1,13312,0.013,23,23,306176,0.0003
hashids,1.0.6,13312,0.013,12,12,159744,0.0002
mize,0.6.1,13312,0.013,17,17,226304,0.0002
evernote_oauth,0.2.3,13312,0.013,16,16,212992,0.0002
erubi,1.13.1,13312,0.013,18,18,239616,0.0002
slack-notifier,2.4.0,13312,0.013,30,30,399360,0.0004
color_conversion,0.1.2,13312,0.013,3,3,39936,0.0
yabeda-gc,0.4.0,13312,0.013,6,6,79872,0.0001
net-ftp-list,3.4.1,13312,0.013,23,23,306176,0.0003
chef-winrm-elevated,1.2.5,13312,0.013,2,2,26624,0.0
opentelemetry-instrumentation-grape,0.7.1,13312,0.013,17,17,226304,0.0002
rubocop-thread_safety,0.7.3,13312,0.013,19,19,252928,0.0003
cocoapods-downloader,2.1,13312,0.013,42,38,559104,0.0006
opentelemetry-instrumentation-active_support,0.12.1,13312,0.013,26,26,346112,0.0003
wasabi,5.1.0,13312,0.013,30,30,399360,0.0004
twitty,0.1.5,13312,0.013,5,5,66560,0.0001
activerecord-session_store,2.3.0,13312,0.013,15,13,199680,0.0002
opentelemetry-instrumentation-http_client,0.29.0,13312,0.013,30,30,399360,0.0004
puma_worker_killer,1.0.0,13312,0.013,13,13,173056,0.0002
sawyer,0.9.3,13312,0.013,25,25,332800,0.0003
guard-cucumber,3.0.0,13312,0.013,46,46,612352,0.0006
dependabot-elm,0.395.0,13312,0.013,1108,1107,14749696,0.0147
google-apis-playcustomapp_v1,0.18.0,13312,0.013,18,18,239616,0.0002
opentelemetry-helpers-sql-processor,0.5.0,13312,0.013,6,6,79872,0.0001
solid_cable,4.0.2,13312,0.013,33,33,439296,0.0004
opentelemetry-instrumentation-grpc,0.5.2,13312,0.013,13,13,173056,0.0002
ar_lazy_preload,2.1.2,13312,0.013,29,29,386048,0.0004
paypalhttp,2.0.1,13312,0.013,4,4,53248,0.0001
fog-local,0.9.0,13312,0.013,11,11,146432,0.0001
sslshake,1.3.1,13312,0.013,6,6,79872,0.0001
prime,0.1.4,13312,0.013,4,4,53248,0.0001
opentelemetry-instrumentation-mongo,0.26.0,13312,0.013,29,29,386048,0.0004
jekyll-theme-modernist,0.2.0,13312,0.013,7,7,93184,0.0001
opentelemetry-instrumentation-aws_lambda,0.7.0,13312,0.013,9,9,119808,0.0001
chef-telemetry,1.1.1,13312,0.013,12,12,159744,0.0002
tty-box,0.7.0,13312,0.013,9,9,119808,0.0001
simplecov-console,0.9.5,13312,0.013,22,22,292864,0.0003
i18n-language-mapping,0.1.3.1,13312,0.013,4,4,53248,0.0001
by,1.1.0,13312,0.013,3,3,39936,0.0
parallel,2.2.0,12800,0.013,112,112,1433600,0.0014
timecop,0.9.11,12800,0.013,51,49,652800,0.0007
rspec-parameterized,2.0.1,12800,0.013,30,28,384000,0.0004
opentelemetry-instrumentation-mysql2,0.34.0,12800,0.013,44,44,563200,0.0006
heapy,0.2.0,12800,0.013,6,6,76800,0.0001
arel-helpers,2.17.0,12800,0.013,27,27,345600,0.0003
opentelemetry-instrumentation-rails,0.42.0,12800,0.013,52,52,665600,0.0007
suo,0.4.0,12800,0.013,13,13,166400,0.0002
factory_bot_rails,6.5.1,12800,0.013,23,20,294400,0.0003
dry-container,0.11.0,12800,0.013,26,26,332800,0.0003
yabeda-sidekiq,0.12.0,12800,0.013,14,14,179200,0.0002
winrm-elevated,1.2.3,12800,0.013,13,13,166400,0.0002
ostruct,0.6.3,12800,0.013,16,16,204800,0.0002
yard-appendix,0.1.8,12800,0.013,3,3,38400,0.0
os,1.1.4,12800,0.013,28,28,358400,0.0004
rubydns,2.1.1,12800,0.013,45,43,576000,0.0006
rubocop-erb,0.7.1,12800,0.013,18,18,230400,0.0002
cocaine,0.6.0,12800,0.013,22,21,281600,0.0003
opentelemetry-instrumentation-sinatra,0.30.0,12800,0.013,43,43,550400,0.0006
inspec,7.2.1,12800,0.013,309,304,3955200,0.004
gettext_i18n_rails,2.2.0,12800,0.013,94,94,1203200,0.0012
analytics-ruby,2.5.0,12800,0.013,53,49,678400,0.0007
executable-hooks,1.7.1,12800,0.013,22,18,281600,0.0003
ffi-win32-extensions,1.1.0,12800,0.013,6,6,76800,0.0001
after_commit_everywhere,1.6.0,12800,0.013,16,16,204800,0.0002
net-http2,0.19.0,12800,0.013,27,27,345600,0.0003
oj-introspect,0.9.0,12800,0.013,11,11,140800,0.0001
opentelemetry-instrumentation-action_mailer,0.8.1,12800,0.013,10,10,128000,0.0001
delegate,0.6.1,12800,0.013,8,8,102400,0.0001
corefoundation,0.3.19,12800,0.013,6,6,76800,0.0001
opentelemetry-instrumentation-dalli,0.30.0,12800,0.013,41,41,524800,0.0005
strip_attributes,2.0.1,12800,0.013,33,33,422400,0.0004
fuubar,2.5.1,12800,0.013,32,22,409600,0.0004
versionist,2.0.1,12800,0.013,24,24,307200,0.0003
json_completer,1.2.0,12800,0.013,3,3,38400,0.0
fspath,3.1.2,12800,0.013,43,43,550400,0.0006
wannabe_bool,0.7.1,12800,0.013,12,12,153600,0.0002
metasploit-concern,5.0.6,12800,0.013,39,34,499200,0.0005
unix-crypt,1.3.2,12800,0.013,8,8,102400,0.0001
gh_inspector,1.1.3,12800,0.013,8,8,102400,0.0001
rubocop-sequel,0.4.1,12800,0.013,18,18,230400,0.0002
vegas,0.1.11,12800,0.013,17,17,217600,0.0002
deprecation_toolkit,2.4.0,12800,0.013,25,25,320000,0.0003
date_validator,0.12.0,12800,0.013,29,29,371200,0.0004
opentelemetry-instrumentation-restclient,0.28.0,12800,0.013,37,37,473600,0.0005
opentelemetry-instrumentation-resque,0.9.0,12800,0.013,18,18,230400,0.0002
yaml,0.4.0,12800,0.013,6,6,76800,0.0001
opentelemetry-instrumentation-ruby_kafka,0.25.0,12800,0.013,27,27,345600,0.0003
backport,1.2.0,12288,0.012,8,8,98304,0.0001
gitlab_chronic_duration,0.12.0,12288,0.012,4,4,49152,0.0
ratelimit,1.1.0,12288,0.012,8,8,98304,0.0001
ruby-duration,3.2.3,12288,0.012,26,26,319488,0.0003
dry-inflector,1.3.1,12288,0.012,11,11,135168,0.0001
pry-stack_explorer,0.6.3,12288,0.012,60,32,737280,0.0007
opentelemetry-instrumentation-active_record,0.13.0,12288,0.012,27,27,331776,0.0003
sysrandom,1.0.5,12288,0.012,12,12,147456,0.0001
git_diff,0.4.3,12288,0.012,6,6,73728,0.0001
apple_id,1.6.4,12288,0.012,27,27,331776,0.0003
brpoplpush-redis_script,0.1.3,12288,0.012,4,4,49152,0.0
opentelemetry-instrumentation-bunny,0.25.0,12288,0.012,20,20,245760,0.0002
sigdump,0.2.5,12288,0.012,8,8,98304,0.0001
judoscale-ruby,1.13.3,12288,0.012,31,29,380928,0.0004
opentelemetry-helpers-sql-obfuscation,0.5.0,12288,0.012,7,7,86016,0.0001
omniauth-twitter,1.5.0,12288,0.012,26,26,319488,0.0003
xml-simple,1.1.9,12288,0.012,19,19,233472,0.0002
cocoapods-stats,1.1.0,12288,0.012,14,9,172032,0.0002
minitest-server,1.0.10,12288,0.012,11,11,135168,0.0001
store_attribute,2.2.0,12288,0.012,28,28,344064,0.0003
ya2yaml,0.31,12288,0.012,7,7,86016,0.0001
omniauth-oauth2-generic,0.2.8,12288,0.012,7,7,86016,0.0001
abstract,1.0.0,12288,0.012,1,1,12288,0.0
gvltools,0.5.0,12288,0.012,5,5,61440,0.0001
rubocop-rake,0.7.1,12288,0.012,10,10,122880,0.0001
mixlib-log,3.2.3,12288,0.012,24,24,294912,0.0003
equivalent-xml,0.6.0,12288,0.012,22,22,270336,0.0003
scanf,1.0.0,12288,0.012,2,2,24576,0.0
popper_js,2.11.8,12288,0.012,20,20,245760,0.0002
rgeo-geojson,2.2.0,12288,0.012,18,17,221184,0.0002
google-id-token,1.4.2,12288,0.012,6,6,73728,0.0001
jgeoip,0.2.5,12288,0.012,15,15,184320,0.0002
prettyprint,0.2.0,12288,0.012,3,3,36864,0.0
dry-operation,1.1.0,12288,0.012,3,3,36864,0.0
constant_resolver,0.3.0,12288,0.012,3,3,36864,0.0
lru_redux,1.1.0,12288,0.012,11,11,135168,0.0001
omniauth-cas,3.0.2,12288,0.012,22,18,270336,0.0003
toml-rb,4.2.1,12288,0.012,39,39,479232,0.0005
fourflusher,2.3.1,12288,0.012,13,13,159744,0.0002
omniauth-oauth2,1.9.0,12288,0.012,24,19,294912,0.0003
opentelemetry-instrumentation-active_storage,0.5.1,12288,0.012,8,8,98304,0.0001
pp,0.6.4,12288,0.012,11,11,135168,0.0001
jekyll-gist,1.5.0,12288,0.012,13,12,159744,0.0002
opentelemetry-instrumentation-action_view,0.13.0,12288,0.012,24,24,294912,0.0003
flatware-rspec,2.4.0,12288,0.012,17,14,208896,0.0002
gitlab-license,2.6.0,12288,0.012,20,20,245760,0.0002
flatware,2.4.0,12288,0.012,25,22,307200,0.0003
rex-sslscan,0.1.13,12288,0.012,14,14,172032,0.0002
auto_strip_attributes,2.6.0,12288,0.012,17,17,208896,0.0002
activerecord-postgis-adapter,11.1.1,12288,0.012,89,80,1093632,0.0011
charlock_holmes,0.7.9,11776,0.012,28,28,329728,0.0003
blurhash,0.1.8,11776,0.012,9,9,105984,0.0001
abstract_type,0.0.7,11776,0.012,7,7,82432,0.0001
xcresult,0.2.5,11776,0.012,7,7,82432,0.0001
pry-nav,1.0.0,11776,0.012,12,12,141312,0.0001
jekyll-paginate,1.1.0,11776,0.012,5,2,58880,0.0001
ipaddr,1.2.9,11776,0.012,12,12,141312,0.0001
get_process_mem,1.0.0,11776,0.012,13,13,153088,0.0002
base64,0.3.0,11776,0.012,5,5,58880,0.0001
logstash-output-statsd,3.2.0,11776,0.012,25,25,294400,0.0003
sin_lru_redux,2.5.3,11776,0.012,11,11,129536,0.0001
extended-markdown-filter,0.7.0,11776,0.012,25,25,294400,0.0003
kramdown-parser-gfm,1.1.0,11776,0.012,3,3,35328,0.0
administrate-field-belongs_to_search,0.10.0,11776,0.012,12,12,141312,0.0001
logging-rails,0.6.0,11776,0.012,6,6,70656,0.0001
dante,0.2.0,11776,0.012,11,11,129536,0.0001
toon-ruby,0.1.1,11776,0.012,2,2,23552,0.0
ast,2.4.3,11776,0.012,12,12,141312,0.0001
gitlab-rspec-metrics-exporter,0.2.0,11776,0.012,4,4,47104,0.0
ruby_dep,1.5.0,11776,0.012,7,7,82432,0.0001
procore-sift,1.2.1,11776,0.012,8,8,94208,0.0001
omniauth-mlh,4.1.1,11776,0.012,14,14,164864,0.0002
pathutil,0.16.2,11776,0.012,20,20,235520,0.0002
benchmark-trend,0.4.0,11776,0.012,4,4,47104,0.0
opentelemetry-instrumentation-gruf,0.6.2,11776,0.012,11,11,129536,0.0001
opentelemetry-instrumentation-rdkafka,0.10.0,11776,0.012,24,24,282624,0.0003
easy_table,0.0.10,11776,0.012,7,7,82432,0.0001
asciidoctor-include-ext,0.4.0,11776,0.012,6,6,70656,0.0001
opentelemetry-instrumentation-racecar,0.7.0,11776,0.012,16,16,188416,0.0002
semantic_range,3.1.1,11776,0.012,13,13,153088,0.0002
guard-compat,1.2.1,11776,0.012,11,11,129536,0.0001
faraday-retry,2.4.0,11776,0.012,13,13,153088,0.0002
activemodel-serializers-xml,1.0.3,11776,0.012,4,4,47104,0.0
toxiproxy,2.0.2,11776,0.012,12,12,141312,0.0001
cssbundling-rails,1.4.3,11776,0.012,30,30,353280,0.0004
mustermann-grape,1.1.0,11776,0.012,6,5,70656,0.0001
macaddr,1.7.2,11776,0.012,16,16,188416,0.0002
pusher-signature,0.1.8,11776,0.012,1,1,11776,0.0
axe-core-rspec,4.13.0,11776,0.012,214,31,2520064,0.0025
redis-clustering,6.0.0,11776,0.012,17,15,200192,0.0002
i18n-spec,0.6.0,11776,0.012,26,26,306176,0.0003
chrome_remote,0.3.0,11776,0.012,3,3,35328,0.0
opentelemetry-instrumentation-delayed_job,0.26.0,11776,0.012,31,31,365056,0.0004
hcaptcha,7.1.0,11776,0.012,2,2,23552,0.0
kindlerb,1.2.0,11776,0.012,13,13,153088,0.0002
omniauth-shibboleth-redux,2.0.0,11776,0.012,1,1,11776,0.0
structured_warnings,0.5.0,11776,0.012,9,9,105984,0.0001
gems,2.0.0,11776,0.012,27,27,317952,0.0003
akami,1.3.3,11776,0.012,9,9,105984,0.0001
mimemagic,0.4.3,11776,0.012,7,7,82432,0.0001
fluent-plugin-record-modifier,2.2.1,11776,0.012,23,22,270848,0.0003
nessus_rest,0.1.6,11264,0.011,7,7,78848,0.0001
rack_session_access,0.2.0,11264,0.011,6,6,67584,0.0001
swd,2.0.3,11264,0.011,26,26,292864,0.0003
monetize,2.0.0,11264,0.011,29,29,326656,0.0003
webfinger,2.1.3,11264,0.011,16,16,180224,0.0002
opentelemetry-instrumentation-lmdb,0.26.0,11264,0.011,19,19,214016,0.0002
syslog_protocol,0.9.2,11264,0.011,3,3,33792,0.0
opentelemetry-instrumentation-concurrent_ruby,0.25.0,11264,0.011,32,32,360448,0.0004
naturally,2.3.0,11264,0.011,22,22,247808,0.0002
axe-core-selenium,4.13.0,11264,0.011,213,31,2399232,0.0024
omniauth-apple,1.4.0,11264,0.011,14,12,157696,0.0002
klogger-logger,1.5.0,11264,0.011,8,8,90112,0.0001
sqlite_ext,1.5.0,11264,0.011,12,12,135168,0.0001
authie,5.0.0,11264,0.011,41,32,461824,0.0005
supermodel,0.1.6,11264,0.011,12,12,135168,0.0001
phantomjs,2.1.1.0,11264,0.011,9,9,101376,0.0001
murmurhash3,0.1.7,11264,0.011,10,10,112640,0.0001
rspec-sorbet,1.9.2,11264,0.011,16,16,180224,0.0002
memoizable,0.5.1,11264,0.011,9,9,101376,0.0001
rack-openid,1.4.2,11264,0.011,19,19,214016,0.0002
gmail_xoauth,0.4.3,11264,0.011,7,7,78848,0.0001
gserver,0.0.1,11264,0.011,1,1,11264,0.0
opentelemetry-helpers-mysql,0.6.0,11264,0.011,8,8,90112,0.0001
chronic_duration,0.10.6,11264,0.011,17,17,191488,0.0002
cucumber-wire,8.0.0,11264,0.011,19,19,214016,0.0002
descendants_tracker,0.0.4,11264,0.011,4,4,45056,0.0
opentelemetry-instrumentation-active_model_serializers,0.25.0,11264,0.011,28,28,315392,0.0003
mixlib-archive,1.3.3,11264,0.011,36,36,405504,0.0004
rubygems-bundler,1.4.5,11264,0.011,41,34,461824,0.0005
signature,0.1.8,11264,0.011,8,8,90112,0.0001
lograge,0.15.0,11264,0.011,43,36,484352,0.0005
opentelemetry-registry,0.6.3,11264,0.011,10,10,112640,0.0001
business_time,0.13.0,11264,0.011,25,25,281600,0.0003
aws-sigv2,1.3.1,11264,0.011,7,7,78848,0.0001
tty-screen,0.8.2,11264,0.011,20,20,225280,0.0002
atomos,1.0.0,11264,0.011,5,5,56320,0.0001
github-pages,232,11264,0.011,230,230,2590720,0.0026
chef-ruby-shadow,3.0.0,11264,0.011,1,1,11264,0.0
fog-vmfusion,0.1.0,11264,0.011,2,2,22528,0.0
rack-mobile-detect,0.4.0,11264,0.011,5,5,56320,0.0001
aws-actionmailbox-ses,0.2.0,11264,0.011,3,3,33792,0.0
fiber-storage,1.0.1,11264,0.011,6,6,67584,0.0001
fog-xml,0.1.5,11264,0.011,7,6,78848,0.0001
binding_ninja,0.2.3,11264,0.011,6,6,67584,0.0001
middleware,0.1.0,11264,0.011,1,1,11264,0.0
semverse,3.0.2,11264,0.011,7,7,78848,0.0001
capybara-select-2,0.5.1,10752,0.011,16,16,172032,0.0002
http_accept_language,2.1.1,10752,0.011,11,10,118272,0.0001
academic_benchmarks,1.1.3,10752,0.011,16,16,172032,0.0002
opentelemetry-instrumentation-rake,0.6.0,10752,0.011,11,11,118272,0.0001
benchmark-perf,0.6.0,10752,0.011,8,8,86016,0.0001
capistrano-rails,1.7.0,10752,0.011,29,29,311808,0.0003
fog-powerdns,0.2.1,10752,0.011,4,4,43008,0.0
net-protocol,0.3.0,10752,0.011,8,8,86016,0.0001
sentry-inst_jobs,6.0.0,10752,0.011,5,5,53760,0.0001
po_to_json,3.0.6,10752,0.011,24,24,258048,0.0003
ruby-limiter,2.3.0,10752,0.011,7,7,75264,0.0001
tdiff,0.4.0,10752,0.011,8,8,86016,0.0001
apollo_upload_server,2.1.8,10752,0.011,26,17,279552,0.0003
opentelemetry-instrumentation-koala,0.24.0,10752,0.011,20,20,215040,0.0002
activerecord-deprecated_finders,1.0.4,10752,0.011,8,8,86016,0.0001
simplecov-lcov,0.9.0,10752,0.011,13,13,139776,0.0001
interception,0.5,10752,0.011,7,5,75264,0.0001
fluent-plugin-aws-elasticsearch-service,2.4.1,10752,0.011,19,16,204288,0.0002
buftok,1.0.1,10752,0.011,5,5,53760,0.0001
daemons-rails,1.2.1,10752,0.011,10,9,107520,0.0001
settingslogic,2.0.9,10752,0.011,15,15,161280,0.0002
climate_control,1.2.0,10752,0.011,10,10,107520,0.0001
yard-activerecord,0.0.17,10752,0.011,12,12,129024,0.0001
fiber-local,1.1.0,10752,0.011,3,3,32256,0.0
rspec-parameterized-core,2.0.2,10752,0.011,6,5,64512,0.0001
rspec-wait,1.0.2,10752,0.011,14,13,150528,0.0002
semantic,1.6.1,10752,0.011,12,12,129024,0.0001
opentelemetry-helpers-sql,0.4.0,10752,0.011,5,5,53760,0.0001
puma-plugin-statsd,2.8.0,10752,0.011,17,17,182784,0.0002
remote_syslog_logger,1.0.4,10752,0.011,5,5,53760,0.0001
has_scope,0.9.0,10752,0.011,17,16,182784,0.0002
ruby2_keywords,0.0.5,10752,0.011,6,6,64512,0.0001
jsbundling-rails,1.3.1,10752,0.011,24,24,258048,0.0003
netrc,0.11.0,10752,0.011,23,23,247296,0.0002
mono_logger,1.1.2,10752,0.011,5,5,53760,0.0001
openvas-omp,0.0.4,10752,0.011,3,3,32256,0.0
websocket-extensions,0.1.5,10752,0.011,6,6,64512,0.0001
declarative,0.0.20,10752,0.011,11,11,118272,0.0001
crack,1.0.1,10752,0.011,21,21,225792,0.0002
rubocop-md,2.0.4,10752,0.011,23,22,247296,0.0002
minitest-proveit,1.0.1,10752,0.011,2,2,21504,0.0
rex-mime,0.1.12,10752,0.011,12,12,129024,0.0001
options,2.3.2,10752,0.011,7,7,75264,0.0001
junit_merge,0.1.2,10752,0.011,4,4,43008,0.0
timeout,0.6.1,10752,0.011,14,14,150528,0.0002
warning,1.6.0,10752,0.011,11,11,118272,0.0001
faraday-multipart,1.2.0,10752,0.011,8,8,86016,0.0001
generator_spec,0.10.0,10752,0.011,18,18,193536,0.0002
sidekiq-bulk,0.2.0,10752,0.011,5,5,53760,0.0001
fog-cloudatcost,0.4.0,10752,0.011,8,8,86016,0.0001
aws-actionmailer-ses,1.2.0,10752,0.011,4,4,43008,0.0
websocket-client-simple,0.9.0,10752,0.011,26,26,279552,0.0003
rspec,3.13.2,10752,0.011,173,120,1860096,0.0019
fivemat,1.3.7,10240,0.01,12,12,122880,0.0001
nokogiri-diff,0.3.0,10240,0.01,5,5,51200,0.0001
private_address_check,0.8.0,10240,0.01,9,9,92160,0.0001
timfel-krb5-auth,0.8.3,10240,0.01,3,3,30720,0.0
once-ler,2.3.0,10240,0.01,31,31,317440,0.0003
singleton,0.3.0,10240,0.01,4,4,40960,0.0
flipper-redis,1.4.2,10240,0.01,103,79,1054720,0.0011
dependabot-git_submodules,0.395.0,10240,0.01,1113,1112,11397120,0.0114
meta_request,0.8.6,10240,0.01,17,17,174080,0.0002
jasmine-jquery-rails,2.0.3,10240,0.01,7,7,71680,0.0001
hash_diff,1.1.1,10240,0.01,10,10,102400,0.0001
friendly_id-mobility,1.0.5,10240,0.01,16,16,163840,0.0002
encrypted_cookie_store-instructure,1.2.16,10240,0.01,39,39,399360,0.0004
string-scrub,0.1.1,10240,0.01,6,6,61440,0.0001
parseconfig,1.1.2,10240,0.01,13,13,133120,0.0001
opentelemetry-instrumentation-anthropic,0.5.0,10240,0.01,6,6,61440,0.0001
tsort,0.2.0,10240,0.01,3,3,30720,0.0
fluent-config-regexp-type,1.0.0,10240,0.01,1,1,10240,0.0
rails_multisite,9.0.0,10240,0.01,37,33,378880,0.0004
json-canonicalization,1.0.0,10240,0.01,8,8,81920,0.0001
delayed_job_active_record,4.1.11,10240,0.01,33,28,337920,0.0003
wmi-lite,1.0.7,10240,0.01,7,5,71680,0.0001
mustache-sinatra,2.0.0,10240,0.01,3,3,30720,0.0
slim-rails,4.0.0,10240,0.01,37,37,378880,0.0004
imagen,0.2.0,10240,0.01,10,10,102400,0.0001
toml,0.3.0,10240,0.01,9,9,92160,0.0001
jekyll-remote-theme,0.5.2,10240,0.01,15,15,153600,0.0002
jaro_winkler,1.7.0,10240,0.01,47,44,481280,0.0005
nenv,0.3.0,10240,0.01,6,6,61440,0.0001
grpc_reflection,0.4.0,10240,0.01,5,5,51200,0.0001
spoon,0.0.6,10240,0.01,5,5,51200,0.0001
dress_code,1.2.1,10240,0.01,5,5,51200,0.0001
shellwords,0.2.2,10240,0.01,4,4,40960,0.0
little-plugger,1.1.4,10240,0.01,7,7,71680,0.0001
bootboot,0.2.2,10240,0.01,5,5,51200,0.0001
fiber-annotation,0.2.0,10240,0.01,1,1,10240,0.0
sfl,2.3,10240,0.01,7,7,71680,0.0001
standard-performance,1.9.0,10240,0.01,15,15,153600,0.0002
akismet,3.0.0,10240,0.01,6,6,61440,0.0001
escape,0.0.4,9730,0.01,2,2,19460,0.0
nifty-utils,1.1.7,9728,0.01,17,17,165376,0.0002
alterity,1.4.2,9728,0.01,10,10,97280,0.0001
to_regexp,0.2.1,9728,0.01,5,5,48640,0.0
dotenv-rails,3.2.0,9728,0.01,48,46,466944,0.0005
request_store,1.7.0,9728,0.01,20,20,194560,0.0002
celluloid-pool,0.20.5,9728,0.01,6,3,58368,0.0001
dalli-elasticache,2.0.2,9728,0.01,9,9,87552,0.0001
actionpack-cloudflare,1.1.0,9728,0.01,1,1,9728,0.0
rubocop-packaging,0.6.0,9728,0.01,9,9,87552,0.0001
zonebie,0.6.1,9728,0.01,6,6,58368,0.0001
newrelic-sidekiq-metrics,1.6.2,9728,0.01,22,21,214016,0.0002
procto,0.0.3,9728,0.01,3,3,29184,0.0
luminosity_contrast,0.2.1,9728,0.01,2,2,19456,0.0
code_teams,1.3.1,9728,0.01,7,7,68096,0.0001
event_emitter,0.2.6,9728,0.01,15,15,145920,0.0001
sparkr,0.4.1,9728,0.01,7,7,68096,0.0001
insist,1.0.0,9728,0.01,9,9,87552,0.0001
allure-rspec,2.29.1,9728,0.01,84,81,817152,0.0008
compass-import-once,1.0.5,9728,0.01,6,6,58368,0.0001
retries,0.0.5,9728,0.01,5,5,48640,0.0
capistrano-bundler,2.2.0,9728,0.01,16,16,155648,0.0002
prawn-rails,1.6.0,9728,0.01,15,15,145920,0.0001
tty-color,0.6.0,9728,0.01,11,11,107008,0.0001
binding_of_caller,2.0.0,9728,0.01,26,24,252928,0.0003
hkdf,1.0.0,9728,0.01,4,4,38912,0.0
pronto-rubocop,0.11.6,9728,0.01,43,43,418304,0.0004
ruby-fogbugz,0.3.0,9728,0.01,8,8,77824,0.0001
observer,0.1.2,9728,0.01,3,3,29184,0.0
octopress-hooks,2.6.2,9728,0.01,15,15,145920,0.0001
zhexdump,0.3.0,9728,0.01,6,6,58368,0.0001
omniauth-oauth,1.2.1,9728,0.01,9,5,87552,0.0001
hike,2.1.3,9728,0.01,25,25,243200,0.0002
minitest-retry,0.3.1,9728,0.01,18,18,175104,0.0002
sinatra-activerecord,2.0.28,9728,0.01,51,49,496128,0.0005
strings-ansi,0.2.0,9728,0.01,2,2,19456,0.0
commonjs,0.2.7,9728,0.01,10,10,97280,0.0001
tty-cursor,0.7.1,9728,0.01,9,9,87552,0.0001
cucumber-api-steps,0.14.0,9728,0.01,14,14,136192,0.0001
proxifier2,1.1.0,9728,0.01,1,1,9728,0.0
bump,0.10.0,9728,0.01,34,34,330752,0.0003
trailblazer-option,0.1.2,9728,0.01,3,3,29184,0.0
lint_roller,1.1.0,9728,0.01,2,2,19456,0.0
grids,1.2.1,9728,0.01,4,4,38912,0.0
gitlab-orbit-proto,0.118.2,9216,0.009,35,35,322560,0.0003
stormbreaker,1.0.0,9216,0.009,10,10,92160,0.0001
filelock,1.1.1,9216,0.009,3,3,27648,0.0
dumb_delegator,1.1.0,9216,0.009,9,9,82944,0.0001
colored2,4.0.3,9216,0.009,5,5,46080,0.0
base32,0.3.4,9216,0.009,9,9,82944,0.0001
easy_translate,0.5.2,9216,0.009,19,19,175104,0.0002
aws-sdk-ssooidc,1.25.0,9216,0.009,26,26,239616,0.0002
link_header,0.0.8,9216,0.009,8,8,73728,0.0001
queenbee,1.5.1,9216,0.009,13,13,119808,0.0001
goldiloader,6.0.0,9216,0.009,40,40,368640,0.0004
cork,0.3.0,9216,0.009,3,3,27648,0.0
haversine,0.3.2,9216,0.009,5,5,46080,0.0
