gem,versions_counted,first_version,last_version,functions_first,functions_last,functions_ruby_last,functions_native_last,functions_public_last,functions_private_last,functions_protected_last,functions_added_total,functions_removed_total,max_abs_drift,rb_files_last,native_files_last,native_languages,lines_code_last,gem_bytes_last,parse_errors_last,net_change
cucumber-expressions,1,8.3.0,8.3.0,86.0,86.0,86.0,0.0,68.0,18.0,0.0,86.0,0.0,0.0,13.0,0.0,,620.0,22528.0,0.0,0.0
cucumber-gherkin,1,42.0.1,42.0.1,221.0,221.0,221.0,0.0,192.0,29.0,0.0,221.0,0.0,0.0,14.0,0.0,,4953.0,33792.0,0.0,0.0
cucumber-html-formatter,1,24.1.1,24.1.1,19.0,19.0,19.0,0.0,13.0,6.0,0.0,19.0,0.0,0.0,4.0,0.0,,108.0,306688.0,0.0,0.0
cucumber-messages,1,34.2.1,34.2.1,378.0,378.0,378.0,0.0,374.0,4.0,0.0,378.0,0.0,0.0,75.0,0.0,,2099.0,23552.0,0.0,0.0
cucumber-rails,1,4.1.0,4.1.0,60.0,60.0,61.0,0.0,37.0,21.0,2.0,60.0,0.0,0.0,20.0,0.0,,510.0,16384.0,0.0,0.0
cucumber-rails-training-wheels,1,1.0.0,1.0.0,14.0,14.0,14.0,0.0,12.0,0.0,2.0,14.0,0.0,0.0,7.0,0.0,,125.0,16384.0,0.0,0.0
cucumber-tag-expressions,1,11.0.1,11.0.1,31.0,31.0,31.0,0.0,16.0,15.0,0.0,31.0,0.0,0.0,3.0,0.0,,190.0,6656.0,0.0,0.0
cucumber-tag_expressions,1,2.0.2,2.0.2,28.0,28.0,28.0,0.0,14.0,14.0,0.0,28.0,0.0,0.0,3.0,0.0,,163.0,8704.0,0.0,0.0
cucumber-wire,1,8.0.0,8.0.0,100.0,100.0,100.0,0.0,90.0,10.0,0.0,100.0,0.0,0.0,14.0,0.0,,499.0,11264.0,0.0,0.0
cuke_modeler,1,3.31.0,3.31.0,319.0,319.0,323.0,0.0,198.0,121.0,0.0,319.0,0.0,0.0,62.0,0.0,,1920.0,40960.0,0.0,0.0
cuprite,1,0.18,0.18,220.0,220.0,229.0,0.0,202.0,18.0,0.0,220.0,0.0,0.0,9.0,0.0,,1137.0,24576.0,0.0,0.0
curb,1,1.3.7,1.3.7,439.0,439.0,212.0,232.0,424.0,15.0,0.0,439.0,0.0,0.0,7.0,14.0,c,2089.0,176640.0,0.0,0.0
currencies,1,0.4.2,0.4.2,33.0,33.0,33.0,0.0,33.0,0.0,0.0,33.0,0.0,0.0,6.0,0.0,,136.0,14336.0,0.0,0.0
curses,1,1.7.0,1.7.0,235.0,235.0,20.0,215.0,235.0,0.0,0.0,235.0,0.0,0.0,2.0,1.0,c,295.0,1639424.0,0.0,0.0
customerio,1,6.2.0,6.2.0,85.0,85.0,85.0,0.0,46.0,39.0,0.0,85.0,0.0,0.0,13.0,0.0,,595.0,15872.0,0.0,0.0
cvss-suite,1,5.0.0,5.0.0,236.0,236.0,236.0,0.0,191.0,45.0,0.0,236.0,0.0,0.0,35.0,0.0,,2038.0,35328.0,0.0,0.0
cypress-rails,1,0.7.1,0.7.1,91.0,91.0,91.0,0.0,74.0,17.0,0.0,91.0,0.0,0.0,21.0,0.0,,602.0,20480.0,0.0,0.0
daemon_controller,1,3.0.2,3.0.2,52.0,52.0,53.0,0.0,13.0,39.0,0.0,52.0,0.0,0.0,5.0,0.0,,684.0,27136.0,0.0,0.0
daemons,1,1.4.1,1.4.1,168.0,168.0,168.0,0.0,163.0,5.0,0.0,168.0,0.0,0.0,16.0,0.0,,1289.0,29696.0,0.0,0.0
daemons-rails,1,1.2.1,1.2.1,33.0,33.0,33.0,0.0,33.0,0.0,0.0,33.0,0.0,0.0,10.0,0.0,,207.0,10752.0,0.0,0.0
dalli,1,5.1.0,5.1.0,414.0,414.0,417.0,0.0,288.0,126.0,0.0,414.0,0.0,0.0,30.0,0.0,,2769.0,72704.0,0.0,0.0
dalli-elasticache,1,2.0.2,2.0.2,43.0,43.0,43.0,0.0,41.0,2.0,0.0,43.0,0.0,0.0,10.0,0.0,,228.0,9728.0,0.0,0.0
danger,1,9.6.1,9.6.1,1100.0,1100.0,1107.0,0.0,945.0,155.0,0.0,1100.0,0.0,0.0,112.0,0.0,,6818.0,91136.0,0.0,0.0
danger-changelog,1,0.8.0,0.8.0,84.0,84.0,84.0,0.0,74.0,10.0,0.0,84.0,0.0,0.0,17.0,0.0,,562.0,131584.0,0.0,0.0
danger-gitlab,1,10.0.0,10.0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,5632.0,0.0,0.0
danger-junit,1,1.0.2,1.0.2,21.0,21.0,21.0,0.0,19.0,2.0,0.0,21.0,0.0,0.0,4.0,0.0,,94.0,187392.0,0.0,0.0
danger-plugin-api,1,1.0.0,1.0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,14.0,8192.0,0.0,0.0
danger-pr-comment,1,0.1.0,0.1.0,4.0,4.0,4.0,0.0,2.0,2.0,0.0,4.0,0.0,0.0,3.0,0.0,,36.0,7168.0,0.0,0.0
danger-rubocop,1,0.13.0,0.13.0,10.0,10.0,10.0,0.0,1.0,9.0,0.0,10.0,0.0,0.0,2.0,0.0,,153.0,14848.0,0.0,0.0
danger-swiftlint,1,0.37.5,0.37.5,47.0,47.0,47.0,0.0,43.0,4.0,0.0,47.0,0.0,0.0,3.0,0.0,,282.0,15360.0,0.0,0.0
danger-xcode_summary,1,1.5.0,1.5.0,41.0,41.0,52.0,0.0,25.0,16.0,0.0,41.0,0.0,0.0,4.0,0.0,,312.0,658432.0,0.0,0.0
dante,1,0.2.0,0.2.0,26.0,26.0,26.0,0.0,20.0,0.0,6.0,26.0,0.0,0.0,3.0,0.0,,208.0,11776.0,0.0,0.0
dartsass-rails,1,0.5.1,0.5.1,4.0,4.0,4.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,5.0,0.0,,67.0,9216.0,0.0,0.0
data_magic,1,1.2,1.2,105.0,105.0,105.0,0.0,92.0,13.0,0.0,105.0,0.0,0.0,10.0,0.0,,474.0,19456.0,0.0,0.0
data_migrate,1,11.3.1,11.3.1,120.0,120.0,121.0,0.0,94.0,21.0,5.0,120.0,0.0,0.0,21.0,0.0,,882.0,20480.0,2.0,0.0
database_cleaner,1,2.1.0,2.1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,1.0,4608.0,0.0,0.0
database_cleaner-active_record,1,2.2.2,2.2.2,61.0,61.0,61.0,0.0,30.0,31.0,0.0,61.0,0.0,0.0,7.0,0.0,,392.0,15872.0,0.0,0.0
database_cleaner-core,1,2.1.0,2.1.0,65.0,65.0,66.0,0.0,48.0,17.0,0.0,65.0,0.0,0.0,11.0,0.0,,321.0,24576.0,0.0,0.0
database_rewinder,1,1.1.0,1.1.0,50.0,50.0,50.0,0.0,46.0,4.0,0.0,50.0,0.0,0.0,8.0,0.0,,349.0,11264.0,0.0,0.0
datadog,1,2.42.0,2.42.0,5308.0,5308.0,5193.0,141.0,4293.0,936.0,79.0,5308.0,0.0,0.0,966.0,62.0,c,52964.0,948224.0,0.0,0.0
datadog-ci,1,1.38.1,1.38.1,1852.0,1852.0,1846.0,6.0,1500.0,348.0,4.0,1852.0,0.0,0.0,246.0,14.0,c,14452.0,163328.0,0.0,0.0
datadog-ruby_core_source,1,3.5.5,3.5.5,6.0,6.0,6.0,0.0,6.0,0.0,0.0,6.0,0.0,0.0,2.0,481.0,c,92.0,1011712.0,0.0,0.0
datadog_api_client,1,2.59.1,2.59.1,108987.0,108987.0,108988.0,0.0,108985.0,2.0,0.0,108987.0,0.0,0.0,9075.0,0.0,,707822.0,4175872.0,0.0,0.0
datagrid,1,2.0.9,2.0.9,449.0,449.0,449.0,0.0,382.0,6.0,61.0,449.0,0.0,0.0,39.0,0.0,,2825.0,47104.0,0.0,0.0
date,1,3.5.1,3.5.1,178.0,178.0,13.0,165.0,178.0,0.0,0.0,178.0,0.0,0.0,2.0,6.0,c,58.0,78336.0,0.0,0.0
date_validator,1,0.12.0,0.12.0,6.0,6.0,6.0,0.0,5.0,1.0,0.0,6.0,0.0,0.0,4.0,0.0,,91.0,12800.0,0.0,0.0
db-query-matchers,1,0.15.0,0.15.0,32.0,32.0,32.0,0.0,29.0,3.0,0.0,32.0,0.0,0.0,6.0,0.0,,156.0,7168.0,0.0,0.0
dbus-systemd,1,1.1.2,1.1.2,69.0,69.0,69.0,0.0,69.0,0.0,0.0,69.0,0.0,0.0,40.0,0.0,,775.0,17408.0,0.0,0.0
ddtrace,1,1.23.3,1.23.3,3648.0,3648.0,3593.0,74.0,3006.0,567.0,75.0,3648.0,0.0,0.0,715.0,34.0,c,34274.0,549376.0,0.0,0.0
dead_end,1,4.0.0,4.0.0,205.0,205.0,205.0,0.0,187.0,18.0,0.0,205.0,0.0,0.0,26.0,0.0,,1472.0,34304.0,0.0,0.0
deb_version,1,1.0.3,1.0.3,10.0,10.0,10.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,3.0,0.0,,91.0,8192.0,0.0,0.0
debase,1,0.2.9,0.2.9,128.0,128.0,88.0,41.0,126.0,2.0,0.0,128.0,0.0,0.0,10.0,8.0,c,433.0,26624.0,1.0,0.0
debase-ruby_core_source,1,4.0.1,4.0.1,5.0,5.0,5.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,2.0,2196.0,c,80.0,4926464.0,0.0,0.0
debug,1,1.11.1,1.11.1,596.0,596.0,622.0,8.0,561.0,35.0,0.0,596.0,0.0,0.0,24.0,2.0,c,8268.0,100352.0,0.0,0.0
debug_inspector,1,1.2.0,1.2.0,8.0,8.0,2.0,6.0,8.0,0.0,0.0,8.0,0.0,0.0,3.0,1.0,c,38.0,9216.0,0.0,0.0
debugger-linecache,1,1.2.0,1.2.0,23.0,23.0,23.0,0.0,23.0,0.0,0.0,23.0,0.0,0.0,3.0,0.0,,296.0,15872.0,0.0,0.0
debugger-ruby_core_source,1,1.3.8,1.3.8,2.0,2.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,858.0,c,61.0,1865216.0,0.0,0.0
deckar01-task_list,1,2.3.4,2.3.4,20.0,20.0,20.0,0.0,20.0,0.0,0.0,20.0,0.0,0.0,5.0,0.0,,124.0,66560.0,0.0,0.0
declarative,1,0.0.20,0.0.20,41.0,41.0,41.0,0.0,34.0,7.0,0.0,41.0,0.0,0.0,9.0,0.0,,285.0,10752.0,0.0,0.0
declarative-builder,1,0.2.0,0.2.0,6.0,6.0,6.0,0.0,6.0,0.0,0.0,6.0,0.0,0.0,3.0,0.0,,39.0,11264.0,0.0,0.0
declarative-option,1,0.1.0,0.1.0,9.0,9.0,9.0,0.0,4.0,5.0,0.0,9.0,0.0,0.0,4.0,0.0,,50.0,8704.0,0.0,0.0
declarative_policy,1,2.1.0,2.1.0,203.0,203.0,203.0,0.0,187.0,15.0,1.0,203.0,0.0,0.0,15.0,0.0,,991.0,33792.0,0.0,0.0
deep_cloneable,1,3.2.2,3.2.2,16.0,16.0,16.0,0.0,2.0,13.0,1.0,16.0,0.0,0.0,6.0,0.0,,194.0,13824.0,0.0,0.0
deep_merge,1,1.2.2,1.2.2,9.0,9.0,9.0,0.0,9.0,0.0,0.0,9.0,0.0,0.0,4.0,0.0,,192.0,14848.0,0.0,0.0
deface,1,1.9.0,1.9.0,165.0,165.0,165.0,0.0,151.0,13.0,1.0,165.0,0.0,0.0,47.0,0.0,,1446.0,50176.0,0.0,0.0
default_value_for,1,4.2.0,4.2.0,69.0,69.0,73.0,0.0,69.0,0.0,0.0,69.0,0.0,0.0,4.0,0.0,,530.0,15872.0,0.0,0.0
delayed_job,1,4.2.0,4.2.0,142.0,142.0,143.0,0.0,123.0,12.0,7.0,142.0,0.0,0.0,25.0,0.0,,1713.0,43008.0,0.0,0.0
delayed_job_active_record,1,4.1.11,4.1.11,29.0,29.0,29.0,0.0,28.0,1.0,0.0,29.0,0.0,0.0,7.0,0.0,,233.0,10240.0,2.0,0.0
delayed_job_web,1,1.4.4,1.4.4,17.0,17.0,17.0,0.0,17.0,0.0,0.0,17.0,0.0,0.0,3.0,0.0,,177.0,51200.0,0.0,0.0
delegate,1,0.6.1,0.6.1,33.0,33.0,33.0,0.0,32.0,1.0,0.0,33.0,0.0,0.0,1.0,0.0,,195.0,12800.0,0.0,0.0
delivery_boy,1,1.3.1,1.3.1,48.0,48.0,48.0,0.0,39.0,9.0,0.0,48.0,0.0,0.0,9.0,0.0,,331.0,19456.0,0.0,0.0
dentaku,1,4.0.2,4.0.2,610.0,610.0,610.0,0.0,500.0,110.0,0.0,610.0,0.0,0.0,71.0,0.0,,3376.0,76288.0,0.0,0.0
dependabot-bun,1,0.395.0,0.395.0,578.0,578.0,578.0,0.0,186.0,392.0,0.0,578.0,0.0,0.0,40.0,0.0,,6768.0,359424.0,0.0,0.0
dependabot-bundler,1,0.395.0,0.395.0,678.0,678.0,792.0,0.0,243.0,435.0,0.0,678.0,0.0,0.0,66.0,0.0,,7588.0,85504.0,0.0,0.0
dependabot-cargo,1,0.395.0,0.395.0,375.0,375.0,375.0,0.0,71.0,302.0,2.0,375.0,0.0,0.0,20.0,0.0,,4153.0,44544.0,0.0,0.0
dependabot-common,1,0.395.0,0.395.0,1863.0,1863.0,1863.0,0.0,1076.0,771.0,16.0,1863.0,0.0,0.0,107.0,0.0,,17886.0,150528.0,0.0,0.0
dependabot-composer,1,0.395.0,0.395.0,255.0,255.0,255.0,0.0,79.0,176.0,0.0,255.0,0.0,0.0,20.0,0.0,,2915.0,49152.0,0.0,0.0
dependabot-devcontainers,1,0.395.0,0.395.0,94.0,94.0,94.0,0.0,40.0,53.0,1.0,94.0,0.0,0.0,15.0,0.0,,949.0,12800.0,0.0,0.0
dependabot-docker,1,0.395.0,0.395.0,245.0,245.0,245.0,0.0,78.0,153.0,14.0,245.0,0.0,0.0,20.0,0.0,,2598.0,32768.0,0.0,0.0
dependabot-docker_compose,1,0.395.0,0.395.0,25.0,25.0,25.0,0.0,16.0,9.0,0.0,25.0,0.0,0.0,5.0,0.0,,253.0,7168.0,0.0,0.0
dependabot-dotnet_sdk,1,0.395.0,0.395.0,50.0,50.0,50.0,0.0,25.0,22.0,3.0,50.0,0.0,0.0,12.0,0.0,,527.0,9216.0,0.0,0.0
dependabot-elm,1,0.395.0,0.395.0,97.0,97.0,97.0,0.0,40.0,57.0,0.0,97.0,0.0,0.0,15.0,0.0,,999.0,13312.0,0.0,0.0
dependabot-git_submodules,1,0.395.0,0.395.0,52.0,52.0,52.0,0.0,21.0,30.0,1.0,52.0,0.0,0.0,11.0,0.0,,649.0,10240.0,0.0,0.0
dependabot-github_actions,1,0.395.0,0.395.0,353.0,353.0,353.0,0.0,152.0,201.0,0.0,353.0,0.0,0.0,32.0,0.0,,3811.0,36864.0,0.0,0.0
dependabot-go_modules,1,0.395.0,0.395.0,198.0,198.0,198.0,0.0,66.0,131.0,1.0,198.0,0.0,0.0,21.0,0.0,,2155.0,30720.0,0.0,0.0
dependabot-gradle,1,0.395.0,0.395.0,359.0,359.0,359.0,0.0,130.0,229.0,0.0,359.0,0.0,0.0,31.0,0.0,,4447.0,48128.0,0.0,0.0
dependabot-helm,1,0.395.0,0.395.0,169.0,169.0,169.0,0.0,66.0,103.0,0.0,169.0,0.0,0.0,15.0,0.0,,1879.0,27136.0,0.0,0.0
dependabot-hex,1,0.395.0,0.395.0,195.0,195.0,195.0,0.0,56.0,139.0,0.0,195.0,0.0,0.0,22.0,0.0,,1959.0,24576.0,0.0,0.0
dependabot-maven,1,0.395.0,0.395.0,434.0,434.0,434.0,0.0,151.0,271.0,12.0,434.0,0.0,0.0,35.0,0.0,,5181.0,61440.0,0.0,0.0
dependabot-npm_and_yarn,1,0.395.0,0.395.0,1076.0,1076.0,1076.0,0.0,311.0,765.0,0.0,1076.0,0.0,0.0,51.0,0.0,,13474.0,448512.0,0.0,0.0
dependabot-nuget,1,0.395.0,0.395.0,17.0,17.0,17.0,0.0,13.0,4.0,0.0,17.0,0.0,0.0,3.0,0.0,,181.0,327680.0,0.0,0.0
dependabot-omnibus,1,0.395.0,0.395.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,33.0,5120.0,0.0,0.0
dependabot-pub,1,0.395.0,0.395.0,108.0,108.0,108.0,0.0,51.0,57.0,0.0,108.0,0.0,0.0,14.0,0.0,,1292.0,16896.0,0.0,0.0
dependabot-python,1,0.395.0,0.395.0,979.0,979.0,979.0,0.0,238.0,741.0,0.0,979.0,0.0,0.0,49.0,0.0,,10084.0,104960.0,0.0,0.0
dependabot-swift,1,0.395.0,0.395.0,261.0,261.0,261.0,0.0,71.0,188.0,2.0,261.0,0.0,0.0,26.0,0.0,,2700.0,28160.0,0.0,0.0
dependabot-terraform,1,0.395.0,0.395.0,169.0,169.0,169.0,0.0,54.0,115.0,0.0,169.0,0.0,0.0,16.0,0.0,,1973.0,26112.0,0.0,0.0
dependabot-uv,1,0.395.0,0.395.0,422.0,422.0,422.0,0.0,62.0,360.0,0.0,422.0,0.0,0.0,35.0,0.0,,4534.0,50176.0,0.0,0.0
deprecation_toolkit,1,2.4.0,2.4.0,64.0,64.0,64.0,0.0,51.0,13.0,0.0,64.0,0.0,0.0,16.0,0.0,,506.0,12800.0,0.0,0.0
derailed_benchmarks,1,2.2.1,2.2.1,94.0,94.0,96.0,0.0,87.0,7.0,0.0,94.0,0.0,0.0,14.0,0.0,,884.0,121344.0,0.0,0.0
descendants_tracker,1,0.0.4,0.0.4,5.0,5.0,5.0,0.0,4.0,1.0,0.0,5.0,0.0,0.0,2.0,0.0,,28.0,11264.0,0.0,0.0
descriptive_statistics,1,2.5.1,2.5.1,23.0,23.0,23.0,0.0,18.0,5.0,0.0,23.0,0.0,0.0,18.0,0.0,,203.0,6144.0,0.0,0.0
devfile,1,0.5.5,0.5.5,9.0,9.0,9.0,0.0,6.0,3.0,0.0,9.0,0.0,0.0,2.0,0.0,,57.0,113810944.0,0.0,0.0
device_detector,1,1.1.3,1.1.3,161.0,161.0,161.0,0.0,67.0,94.0,0.0,161.0,0.0,0.0,15.0,0.0,,3650.0,395776.0,0.0,0.0
devise,1,5.0.4,5.0.4,522.0,522.0,522.0,0.0,330.0,58.0,134.0,522.0,0.0,0.0,77.0,0.0,,3689.0,88064.0,9.0,0.0
devise-async,1,1.0.0,1.0.0,5.0,5.0,5.0,0.0,1.0,1.0,3.0,5.0,0.0,0.0,4.0,0.0,,55.0,14848.0,0.0,0.0
devise-authy,1,2.3.1,2.3.1,57.0,57.0,57.0,0.0,30.0,19.0,8.0,57.0,0.0,0.0,16.0,0.0,,602.0,21504.0,1.0,0.0
devise-encryptable,1,0.3.0,0.3.0,18.0,18.0,18.0,0.0,14.0,2.0,2.0,18.0,0.0,0.0,10.0,0.0,,168.0,13824.0,0.0,0.0
devise-i18n,1,1.16.0,1.16.0,11.0,11.0,11.0,0.0,6.0,0.0,5.0,11.0,0.0,0.0,5.0,0.0,,134.0,133120.0,0.0,0.0
devise-jwt,1,0.13.0,0.13.0,48.0,48.0,48.0,0.0,31.0,17.0,0.0,48.0,0.0,0.0,13.0,0.0,,363.0,21504.0,0.0,0.0
devise-pwned_password,1,0.2.0,0.2.0,4.0,4.0,4.0,0.0,3.0,1.0,0.0,4.0,0.0,0.0,4.0,0.0,,82.0,9216.0,0.0,0.0
devise-secure_password,1,2.2.3,2.2.3,75.0,75.0,75.0,0.0,40.0,8.0,27.0,75.0,0.0,0.0,15.0,0.0,,574.0,510464.0,0.0,0.0
devise-security,1,0.18.0,0.18.0,90.0,90.0,94.0,0.0,61.0,23.0,6.0,90.0,0.0,0.0,31.0,0.0,,842.0,305664.0,0.0,0.0
devise-token_authenticatable,1,1.1.0,1.1.0,24.0,24.0,24.0,0.0,14.0,10.0,0.0,24.0,0.0,0.0,5.0,0.0,,143.0,23040.0,0.0,0.0
devise-two-factor,1,6.4.1,6.4.1,27.0,27.0,27.0,0.0,20.0,6.0,1.0,27.0,0.0,0.0,12.0,0.0,,444.0,25088.0,0.0,0.0
devise_invitable,1,2.0.12,2.0.12,85.0,85.0,85.0,0.0,62.0,5.0,18.0,85.0,0.0,0.0,19.0,0.0,,680.0,58368.0,1.0,0.0
devise_lastseenable,1,0.0.6,0.0.6,6.0,6.0,6.0,0.0,6.0,0.0,0.0,6.0,0.0,0.0,7.0,0.0,,65.0,7680.0,1.0,0.0
devise_pam_authenticatable2,1,9.2.0,9.2.0,12.0,12.0,12.0,0.0,12.0,0.0,0.0,12.0,0.0,0.0,4.0,0.0,,126.0,8704.0,0.0,0.0
devise_saml_authenticatable,1,2.0.0,2.0.0,47.0,47.0,47.0,0.0,29.0,12.0,6.0,47.0,0.0,0.0,14.0,0.0,,465.0,43008.0,0.0,0.0
devise_token_auth,1,1.3.0,1.3.0,217.0,217.0,217.0,0.0,94.0,44.0,79.0,217.0,0.0,0.0,32.0,0.0,,1908.0,108544.0,0.0,0.0
diaspora_federation,1,1.2.0,1.2.0,297.0,297.0,297.0,0.0,174.0,123.0,0.0,297.0,0.0,0.0,96.0,0.0,,2597.0,61440.0,0.0,0.0
diaspora_federation-json_schema,1,1.2.0,1.2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,12.0,6144.0,0.0,0.0
diaspora_federation-rails,1,1.2.0,1.2.0,9.0,9.0,9.0,0.0,6.0,3.0,0.0,9.0,0.0,0.0,10.0,0.0,,123.0,23552.0,0.0,0.0
diaspora_federation-test,1,1.2.0,1.2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,7.0,6656.0,0.0,0.0
diff-lcs,1,2.0.0,2.0.0,111.0,111.0,112.0,0.0,105.0,6.0,0.0,111.0,0.0,0.0,16.0,0.0,,1167.0,70144.0,0.0,0.0
diff_match_patch,1,0.1.0,0.1.0,60.0,60.0,60.0,0.0,60.0,0.0,0.0,60.0,0.0,0.0,2.0,0.0,,1205.0,25088.0,0.0,0.0
diffy,1,3.4.4,3.4.4,32.0,32.0,32.0,0.0,20.0,12.0,0.0,32.0,0.0,0.0,7.0,0.0,,370.0,17920.0,0.0,0.0
dig_rb,1,1.0.1,1.0.1,2.0,2.0,5.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,6.0,0.0,,68.0,8704.0,0.0,0.0
digest,1,3.2.1,3.2.1,48.0,48.0,18.0,30.0,48.0,0.0,0.0,48.0,0.0,0.0,12.0,19.0,c,172.0,41472.0,0.0,0.0
digest-crc,1,0.7.0,0.7.0,42.0,42.0,15.0,27.0,42.0,0.0,0.0,42.0,0.0,0.0,57.0,82.0,c,1558.0,71168.0,0.0,0.0
digest-murmurhash,1,1.1.1,1.1.1,30.0,30.0,0.0,30.0,30.0,0.0,0.0,30.0,0.0,0.0,3.0,12.0,c,55.0,15360.0,0.0,0.0
digest-xxhash,1,0.2.9,0.2.9,49.0,49.0,0.0,49.0,49.0,0.0,0.0,49.0,0.0,0.0,2.0,4.0,c,14.0,100352.0,0.0,0.0
diplomat,1,2.6.6,2.6.6,169.0,169.0,169.0,0.0,135.0,33.0,1.0,169.0,0.0,0.0,28.0,0.0,,1370.0,26624.0,2.0,0.0
discard,1,2.0.0,2.0.0,20.0,20.0,20.0,0.0,16.0,4.0,0.0,20.0,0.0,0.0,4.0,0.0,,98.0,14848.0,0.0,0.0
discordrb,1,3.8.0,3.8.0,2159.0,2159.0,2163.0,0.0,2040.0,118.0,1.0,2159.0,0.0,0.0,90.0,0.0,,11932.0,215040.0,0.0,0.0
discordrb-webhooks,1,3.8.0,3.8.0,155.0,155.0,155.0,0.0,150.0,5.0,0.0,155.0,0.0,0.0,7.0,0.0,,653.0,14336.0,0.0,0.0
discourse-emojis,1,1.0.46,1.0.46,59.0,59.0,59.0,0.0,17.0,42.0,0.0,59.0,0.0,0.0,11.0,0.0,,1341.0,53465088.0,0.0,0.0
discourse-fonts,1,0.0.19,0.0.19,2.0,2.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,,271.0,1349120.0,0.0,0.0
discourse-seed-fu,1,2.3.12,2.3.12,32.0,32.0,32.0,0.0,15.0,17.0,0.0,32.0,0.0,0.0,10.0,0.0,,282.0,13824.0,0.0,0.0
discourse_ai-tokenizers,1,0.4.2,0.4.2,29.0,29.0,29.0,0.0,27.0,2.0,0.0,29.0,0.0,0.0,15.0,0.0,,319.0,21583360.0,0.0,0.0
discourse_dev_assets,1,0.0.6,0.0.6,10.0,10.0,12.0,0.0,9.0,1.0,0.0,10.0,0.0,0.0,3.0,0.0,,52.0,200192.0,0.0,0.0
discourse_math_bundle,1,1.0.1,1.0.1,7.0,7.0,7.0,0.0,7.0,0.0,0.0,7.0,0.0,0.0,2.0,0.0,,51.0,7380992.0,0.0,0.0
disposable,1,0.6.3,0.6.3,153.0,153.0,153.0,0.0,116.0,37.0,0.0,153.0,0.0,0.0,25.0,0.0,,895.0,49664.0,0.0,0.0
distribute_reads,1,1.1.0,1.1.0,19.0,19.0,19.0,0.0,19.0,0.0,0.0,19.0,0.0,0.0,5.0,0.0,,246.0,10752.0,0.0,0.0
dm-core,1,1.2.1,1.2.1,1141.0,1141.0,1144.0,0.0,795.0,312.0,34.0,1141.0,0.0,0.0,85.0,0.0,,7374.0,196608.0,0.0,0.0
dm-migrations,1,1.2.0,1.2.0,250.0,250.0,251.0,0.0,223.0,25.0,2.0,250.0,0.0,0.0,23.0,0.0,,1544.0,35840.0,0.0,0.0
dm-sqlite-adapter,1,1.2.0,1.2.0,3.0,3.0,3.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,,27.0,7680.0,0.0,0.0
dnsruby,1,1.74.0,1.74.0,1542.0,1542.0,1580.0,0.0,1539.0,2.0,1.0,1542.0,0.0,0.0,93.0,0.0,,12083.0,265216.0,1.0,0.0
docile,1,1.4.1,1.4.1,10.0,10.0,10.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,6.0,0.0,,134.0,16896.0,0.0,0.0
docker-api,1,2.4.0,2.4.0,211.0,211.0,212.0,0.0,197.0,14.0,0.0,211.0,0.0,0.0,17.0,0.0,,1407.0,29184.0,0.0,0.0
docker_registry2,1,1.19.0,1.19.0,64.0,64.0,64.0,0.0,35.0,29.0,0.0,64.0,0.0,0.0,6.0,0.0,,479.0,17408.0,0.0,0.0
docopt,1,0.6.1,0.6.1,60.0,60.0,60.0,0.0,60.0,0.0,0.0,60.0,0.0,0.0,1.0,0.0,,579.0,19456.0,0.0,0.0
docusign_esign,1,7.0.0,7.0.0,31117.0,31117.0,31193.0,0.0,31117.0,0.0,0.0,31117.0,0.0,0.0,616.0,0.0,,155815.0,949248.0,0.0,0.0
docx,1,0.13.0,0.13.0,167.0,167.0,168.0,0.0,155.0,12.0,0.0,167.0,0.0,0.0,21.0,0.0,,1001.0,18432.0,0.0,0.0
dogapi,1,1.45.0,1.45.0,379.0,379.0,379.0,0.0,377.0,2.0,0.0,379.0,0.0,0.0,38.0,0.0,,2209.0,57856.0,0.0,0.0
dogstatsd-ruby,1,5.7.1,5.7.1,177.0,177.0,182.0,0.0,108.0,60.0,9.0,177.0,0.0,0.0,20.0,0.0,,1408.0,24064.0,0.0,0.0
domain_name,1,0.6.20260902,0.6.20260902,35.0,35.0,36.0,0.0,35.0,0.0,0.0,35.0,0.0,0.0,5.0,0.0,,10658.0,161792.0,0.0,0.0
