gem,versions_counted,first_version,last_version,functions_first,functions_last,functions_ruby_last,functions_native_last,functions_public_last,functions_private_last,functions_protected_last,functions_added_total,functions_removed_total,max_abs_drift,rb_files_last,native_files_last,native_languages,lines_code_last,gem_bytes_last,parse_errors_last,net_change
Ascii85,1,2.0.1,2.0.1,21.0,21.0,21.0,0.0,17.0,4.0,0.0,21.0,0.0,0.0,2.0,0.0,,224.0,15360.0,0.0,0.0
CFPropertyList,1,4.0.0,4.0.0,142.0,142.0,142.0,0.0,128.0,0.0,14.0,142.0,0.0,0.0,9.0,0.0,,1428.0,18432.0,0.0,0.0
Platform,1,0.4.2,0.4.2,2.0,2.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,,50.0,5632.0,0.0,0.0
RedCloth,1,4.3.4,4.3.4,152.0,152.0,149.0,3.0,135.0,17.0,0.0,152.0,0.0,0.0,10.0,4.0,c,783.0,234496.0,0.0,0.0
RubyInline,1,3.14.4,3.14.4,63.0,63.0,63.0,0.0,63.0,0.0,0.0,63.0,0.0,0.0,7.0,0.0,,706.0,32256.0,0.0,0.0
ZenTest,1,4.12.2,4.12.2,48.0,48.0,49.0,0.0,48.0,0.0,0.0,48.0,0.0,0.0,7.0,0.0,,728.0,48128.0,0.0,0.0
aarch64,1,3.0.0,3.0.0,1486.0,1486.0,1487.0,0.0,1037.0,449.0,0.0,1486.0,0.0,0.0,272.0,0.0,,16232.0,135680.0,0.0,0.0
aasm,1,6.0.0,6.0.0,382.0,382.0,383.0,0.0,255.0,127.0,0.0,382.0,0.0,0.0,49.0,0.0,,2228.0,46592.0,2.0,0.0
abbrev,1,0.1.2,0.1.2,2.0,2.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,,36.0,8704.0,0.0,0.0
abstract,1,1.0.0,1.0.0,160.0,160.0,165.0,0.0,160.0,0.0,0.0,160.0,0.0,0.0,2.0,0.0,,1027.0,12288.0,0.0,0.0
abstract_type,1,0.0.7,0.0.7,7.0,7.0,7.0,0.0,5.0,2.0,0.0,7.0,0.0,0.0,2.0,0.0,,43.0,11776.0,0.0,0.0
academic_benchmarks,1,1.1.3,1.1.3,193.0,193.0,193.0,0.0,161.0,32.0,0.0,193.0,0.0,0.0,21.0,0.0,,806.0,10752.0,0.0,0.0
ace-rails-ap,1,4.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,,33.0,2619392.0,0.0,0.0
acme-client,1,2.0.34,2.0.34,264.0,264.0,265.0,0.0,204.0,60.0,0.0,264.0,0.0,0.0,29.0,0.0,,1499.0,51712.0,0.0,0.0
action_policy,1,0.7.7,0.7.7,355.0,355.0,796.0,0.0,330.0,25.0,0.0,355.0,0.0,0.0,87.0,0.0,,4437.0,57856.0,0.0,0.0
action_text-trix,1,2.1.19,2.1.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,,14.0,112128.0,0.0,0.0
actioncable,1,8.1.3,8.1.3,421.0,421.0,422.0,0.0,300.0,120.0,1.0,421.0,0.0,0.0,45.0,0.0,,2484.0,47616.0,0.0,0.0
actionmailbox,1,8.1.3,8.1.3,142.0,142.0,142.0,0.0,98.0,44.0,0.0,142.0,0.0,0.0,43.0,0.0,,874.0,22528.0,0.0,0.0
actionmailer,1,8.1.3,8.1.3,162.0,162.0,163.0,0.0,111.0,51.0,0.0,162.0,0.0,0.0,23.0,0.0,,1187.0,33280.0,0.0,0.0
actionpack,1,8.1.3,8.1.3,2393.0,2393.0,2422.0,0.0,1818.0,564.0,11.0,2393.0,0.0,0.0,156.0,0.0,,15615.0,261632.0,0.0,0.0
actionpack-action_caching,1,1.2.2,1.2.2,12.0,12.0,13.0,0.0,9.0,2.0,1.0,12.0,0.0,0.0,4.0,0.0,,137.0,16384.0,0.0,0.0
actionpack-cloudflare,1,1.1.0,1.1.0,2.0,2.0,2.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,4.0,0.0,,31.0,9728.0,0.0,0.0
actionpack-page_caching,1,1.2.4,1.2.4,25.0,25.0,25.0,0.0,10.0,15.0,0.0,25.0,0.0,0.0,4.0,0.0,,225.0,16896.0,0.0,0.0
actionpack-xml_parser,1,2.0.1,2.0.1,2.0,2.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,,32.0,6144.0,0.0,0.0
actiontext,1,8.1.3,8.1.3,203.0,203.0,206.0,0.0,154.0,49.0,0.0,203.0,0.0,0.0,33.0,0.0,,1276.0,41984.0,0.0,0.0
actionview,1,8.1.3,8.1.3,1172.0,1172.0,1186.0,0.0,871.0,301.0,0.0,1172.0,0.0,0.0,122.0,0.0,,8826.0,192000.0,0.0,0.0
actionview_precompiler,1,0.4.0,0.4.0,164.0,164.0,166.0,0.0,139.0,25.0,0.0,164.0,0.0,0.0,18.0,0.0,,1049.0,14336.0,0.0,0.0
active_attr,1,0.17.2,0.17.2,78.0,78.0,78.0,0.0,60.0,15.0,3.0,78.0,0.0,0.0,32.0,0.0,,683.0,39424.0,0.0,0.0
active_decorator,1,1.5.1,1.5.1,33.0,33.0,33.0,0.0,26.0,7.0,0.0,33.0,0.0,0.0,20.0,0.0,,402.0,13312.0,3.0,0.0
active_hash,1,4.1.0,4.1.0,176.0,176.0,179.0,0.0,163.0,13.0,0.0,176.0,0.0,0.0,15.0,0.0,,1091.0,27648.0,0.0,0.0
active_link_to,1,1.0.5,1.0.5,3.0,3.0,3.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,,85.0,10240.0,0.0,0.0
active_material,1,2.1.5,2.1.5,3.0,3.0,3.0,0.0,1.0,2.0,0.0,3.0,0.0,0.0,4.0,0.0,,54.0,24576.0,0.0,0.0
active_model_otp,1,2.3.4,2.3.4,21.0,21.0,21.0,0.0,15.0,6.0,0.0,21.0,0.0,0.0,3.0,0.0,,168.0,14336.0,0.0,0.0
active_model_serializers,1,0.10.16,0.10.16,345.0,345.0,351.0,0.0,267.0,52.0,26.0,345.0,0.0,0.0,59.0,0.0,,2438.0,61952.0,0.0,0.0
active_record_doctor,1,2.0.1,2.0.1,173.0,173.0,173.0,0.0,62.0,111.0,0.0,173.0,0.0,0.0,33.0,0.0,,1885.0,30720.0,0.0,0.0
active_record_extended,1,3.5.0,3.5.0,211.0,211.0,218.0,0.0,156.0,50.0,5.0,211.0,0.0,0.0,22.0,0.0,,1332.0,28672.0,0.0,0.0
active_record_query_trace,1,1.9,1.9,40.0,40.0,40.0,0.0,25.0,15.0,0.0,40.0,0.0,0.0,2.0,0.0,,181.0,7168.0,0.0,0.0
active_record_union,1,1.4.0,1.4.0,5.0,5.0,5.0,0.0,2.0,3.0,0.0,5.0,0.0,0.0,3.0,0.0,,62.0,14848.0,0.0,0.0
active_storage_validations,1,4.1.1,4.1.1,510.0,510.0,510.0,0.0,175.0,287.0,48.0,510.0,0.0,0.0,63.0,0.0,,3528.0,61440.0,0.0,0.0
active_utils,1,3.6.1,3.6.1,96.0,96.0,96.0,0.0,77.0,19.0,0.0,96.0,0.0,0.0,11.0,0.0,,810.0,136704.0,0.0,0.0
activeadmin,1,3.5.2,3.5.2,1053.0,1053.0,1054.0,0.0,744.0,168.0,141.0,1053.0,0.0,0.0,168.0,0.0,,6760.0,263168.0,0.0,0.0
activeadmin_addons,1,1.10.2,1.10.2,208.0,208.0,209.0,0.0,148.0,48.0,12.0,208.0,0.0,0.0,43.0,0.0,,1369.0,245248.0,0.0,0.0
activejob,1,8.1.3,8.1.3,352.0,352.0,352.0,0.0,256.0,96.0,0.0,352.0,0.0,0.0,54.0,0.0,,2642.0,43520.0,0.0,0.0
activemerchant,1,1.137.0,1.137.0,7149.0,7149.0,7150.0,0.0,2511.0,4621.0,17.0,7149.0,0.0,0.0,290.0,0.0,,63821.0,797696.0,0.0,0.0
activemodel,1,8.1.3,8.1.3,673.0,673.0,682.0,0.0,516.0,152.0,5.0,673.0,0.0,0.0,73.0,0.0,,3974.0,71168.0,0.0,0.0
activemodel-serializers-xml,1,1.0.3,1.0.3,21.0,21.0,21.0,0.0,15.0,5.0,1.0,21.0,0.0,0.0,5.0,0.0,,204.0,11776.0,0.0,0.0
activerecord,1,8.1.3,8.1.3,6280.0,6280.0,6369.0,0.0,4511.0,1734.0,35.0,6280.0,0.0,0.0,397.0,0.0,,40176.0,568832.0,0.0,0.0
activerecord-compatible_legacy_migration,1,0.1.4,0.1.4,3.0,3.0,3.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,,39.0,10752.0,0.0,0.0
activerecord-deprecated_finders,1,1.0.4,1.0.4,55.0,55.0,55.0,0.0,53.0,1.0,1.0,55.0,0.0,0.0,7.0,0.0,,542.0,10752.0,0.0,0.0
activerecord-explain-analyze,1,0.1.0,0.1.0,5.0,5.0,5.0,0.0,4.0,1.0,0.0,5.0,0.0,0.0,4.0,0.0,,69.0,8192.0,0.0,0.0
activerecord-import,1,2.3.0,2.3.0,105.0,105.0,106.0,0.0,93.0,12.0,0.0,105.0,0.0,0.0,31.0,0.0,,1451.0,38400.0,0.0,0.0
activerecord-jdbc-adapter,1,72.1,72.1,710.0,710.0,719.0,0.0,523.0,163.0,24.0,710.0,0.0,0.0,92.0,35.0,java,5727.0,364032.0,0.0,0.0
activerecord-jdbcmysql-adapter,1,72.1,72.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,3.0,6144.0,0.0,0.0
activerecord-jdbcpostgresql-adapter,1,72.1,72.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,3.0,6144.0,0.0,0.0
activerecord-jdbcsqlite3-adapter,1,72.1,72.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,3.0,6144.0,0.0,0.0
activerecord-multi-tenant,1,2.4.0,2.4.0,224.0,224.0,311.0,0.0,191.0,32.0,1.0,224.0,0.0,0.0,15.0,0.0,,1076.0,128000.0,0.0,0.0
activerecord-mysql-index-hint,1,0.0.4,0.0.4,4.0,4.0,4.0,0.0,3.0,1.0,0.0,4.0,0.0,0.0,2.0,0.0,,25.0,8192.0,0.0,0.0
activerecord-nulldb-adapter,1,1.2.2,1.2.2,121.0,121.0,124.0,0.0,105.0,15.0,1.0,121.0,0.0,0.0,20.0,0.0,,635.0,20480.0,0.0,0.0
activerecord-pg-extensions,1,0.8.1,0.8.1,56.0,56.0,56.0,0.0,34.0,22.0,0.0,56.0,0.0,0.0,11.0,0.0,,576.0,14336.0,0.0,0.0
activerecord-postgis-adapter,1,11.1.1,11.1.1,75.0,75.0,78.0,0.0,66.0,8.0,1.0,75.0,0.0,0.0,15.0,0.0,,633.0,12288.0,0.0,0.0
activerecord-session_store,1,2.3.0,2.3.0,62.0,62.0,64.0,0.0,47.0,13.0,2.0,62.0,0.0,0.0,9.0,0.0,,449.0,13312.0,1.0,0.0
activerecord-sqlserver-adapter,1,8.1.3,8.1.3,489.0,489.0,489.0,0.0,326.0,120.0,43.0,489.0,0.0,0.0,66.0,0.0,,3913.0,125952.0,0.0,0.0
activerecord_json_validator,1,3.1.0,3.1.0,6.0,6.0,6.0,0.0,3.0,0.0,3.0,6.0,0.0,0.0,3.0,0.0,,63.0,12800.0,0.0,0.0
activeresource,1,6.2.0,6.2.0,347.0,347.0,349.0,0.0,278.0,58.0,11.0,347.0,0.0,0.0,31.0,0.0,,1930.0,44544.0,0.0,0.0
activestorage,1,8.1.3,8.1.3,532.0,532.0,532.0,0.0,344.0,188.0,0.0,532.0,0.0,0.0,87.0,0.0,,3781.0,70144.0,0.0,0.0
activestorage-hotcell-server,1,0.4.1,0.4.1,45.0,45.0,45.0,0.0,9.0,36.0,0.0,45.0,0.0,0.0,17.0,0.0,,509.0,20480.0,0.0,0.0
activesupport,1,8.1.3,8.1.3,2495.0,2495.0,2597.0,0.0,2046.0,445.0,4.0,2495.0,0.0,0.0,289.0,0.0,,16634.0,269312.0,0.0,0.0
acts-as-taggable-on,1,13.0.0,13.0.0,195.0,195.0,198.0,0.0,149.0,46.0,0.0,195.0,0.0,0.0,30.0,0.0,,1443.0,21504.0,0.0,0.0
acts_as_api,1,1.0.1,1.0.1,42.0,42.0,42.0,0.0,37.0,2.0,3.0,42.0,0.0,0.0,12.0,0.0,,324.0,43008.0,0.0,0.0
acts_as_list,1,1.2.6,1.2.6,100.0,100.0,106.0,0.0,61.0,39.0,0.0,100.0,0.0,0.0,14.0,0.0,,653.0,28672.0,0.0,0.0
acts_as_paranoid,1,0.11.0,0.11.0,62.0,62.0,63.0,0.0,48.0,12.0,2.0,62.0,0.0,0.0,7.0,0.0,,435.0,16896.0,0.0,0.0
acts_as_tenant,1,1.0.1,1.0.1,50.0,50.0,50.0,0.0,47.0,3.0,0.0,50.0,0.0,0.0,13.0,0.0,,434.0,14336.0,0.0,0.0
acts_as_tree,1,2.9.1,2.9.1,29.0,29.0,32.0,0.0,26.0,3.0,0.0,29.0,0.0,0.0,4.0,0.0,,236.0,14848.0,0.0,0.0
adamantium,1,0.2.0,0.2.0,20.0,20.0,20.0,0.0,16.0,2.0,2.0,20.0,0.0,0.0,6.0,0.0,,137.0,16896.0,0.0,0.0
addressable,1,2.9.0,2.9.0,157.0,157.0,162.0,0.0,142.0,9.0,6.0,157.0,0.0,0.0,7.0,0.0,,6649.0,78336.0,0.0,0.0
administrate,1,1.0.0,1.0.0,379.0,379.0,379.0,0.0,214.0,165.0,0.0,379.0,0.0,0.0,54.0,0.0,,2233.0,985600.0,0.0,0.0
administrate-field-active_storage,1,1.0.6,1.0.6,33.0,33.0,33.0,0.0,31.0,2.0,0.0,33.0,0.0,0.0,35.0,0.0,,383.0,247808.0,0.0,0.0
administrate-field-belongs_to_search,1,0.10.0,0.10.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,,24.0,11776.0,0.0,0.0
adobe_connect,1,1.0.12,1.0.12,128.0,128.0,128.0,0.0,113.0,15.0,0.0,128.0,0.0,0.0,13.0,0.0,,488.0,22016.0,0.0,0.0
aes,1,0.5.1,0.5.1,17.0,17.0,17.0,0.0,9.0,8.0,0.0,17.0,0.0,0.0,2.0,0.0,,126.0,9728.0,0.0,0.0
aes_key_wrap,1,1.1.0,1.1.0,5.0,5.0,5.0,0.0,3.0,2.0,0.0,5.0,0.0,0.0,2.0,0.0,,73.0,8704.0,0.0,0.0
afm,1,1.0.0,1.0.0,8.0,8.0,8.0,0.0,8.0,0.0,0.0,8.0,0.0,0.0,1.0,0.0,,89.0,17408.0,0.0,0.0
after_commit_action,1,1.1.0,1.1.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,,31.0,31232.0,0.0,0.0
after_commit_everywhere,1,1.6.0,1.6.0,14.0,14.0,14.0,0.0,13.0,1.0,0.0,14.0,0.0,0.0,3.0,0.0,,126.0,12800.0,0.0,0.0
after_transaction_commit,1,2.2.2,2.2.2,4.0,4.0,5.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,,43.0,8192.0,0.0,0.0
aggregate_root,1,3.1.0,3.1.0,52.0,52.0,53.0,0.0,34.0,18.0,0.0,52.0,0.0,0.0,7.0,0.0,,300.0,7168.0,0.0,0.0
ahoy_email,1,4.0.0,4.0.0,73.0,73.0,73.0,0.0,57.0,5.0,11.0,73.0,0.0,0.0,21.0,0.0,,721.0,16896.0,0.0,0.0
ahoy_matey,1,5.5.0,5.5.0,119.0,119.0,119.0,0.0,81.0,5.0,33.0,119.0,0.0,0.0,23.0,0.0,,1072.0,29696.0,0.0,0.0
ai-agents,1,0.12.0,0.12.0,210.0,210.0,210.0,0.0,148.0,62.0,0.0,210.0,0.0,0.0,20.0,0.0,,1236.0,534016.0,0.0,0.0
airborne,1,0.3.7,0.3.7,69.0,69.0,72.0,0.0,34.0,35.0,0.0,69.0,0.0,0.0,7.0,0.0,,499.0,26112.0,0.0,0.0
airbrake,1,13.0.5,13.0.5,148.0,148.0,150.0,0.0,103.0,45.0,0.0,148.0,0.0,0.0,50.0,0.0,,1619.0,25088.0,0.0,0.0
airbrake-ruby,1,6.2.2,6.2.2,452.0,452.0,454.0,0.0,368.0,84.0,0.0,452.0,0.0,0.0,56.0,0.0,,2938.0,43008.0,0.0,0.0
airbrussh,1,1.6.2,1.6.2,103.0,103.0,104.0,0.0,65.0,38.0,0.0,103.0,0.0,0.0,14.0,0.0,,524.0,15360.0,0.0,0.0
akami,1,1.3.3,1.3.3,91.0,91.0,91.0,0.0,62.0,29.0,0.0,91.0,0.0,0.0,9.0,0.0,,447.0,11776.0,0.0,0.0
akismet,1,3.0.0,3.0.0,40.0,40.0,40.0,0.0,30.0,10.0,0.0,40.0,0.0,0.0,4.0,0.0,,216.0,10240.0,0.0,0.0
alba,1,4.0.0,4.0.0,136.0,136.0,141.0,0.0,88.0,48.0,0.0,136.0,0.0,0.0,14.0,0.0,,881.0,37376.0,0.0,0.0
algolia,1,3.43.0,3.43.0,16203.0,16203.0,16203.0,0.0,16088.0,115.0,0.0,16203.0,0.0,0.0,888.0,0.0,,132937.0,529920.0,0.0,0.0
algoliasearch,1,1.27.5,1.27.5,285.0,285.0,285.0,0.0,266.0,19.0,0.0,285.0,0.0,0.0,10.0,0.0,,1565.0,224768.0,0.0,0.0
algoliasearch-rails,1,3.0.4,3.0.4,121.0,121.0,123.0,0.0,100.0,20.0,1.0,121.0,0.0,0.0,10.0,0.0,,1024.0,430080.0,0.0,0.0
aliyun-sdk,1,0.8.0,0.8.0,233.0,233.0,234.0,2.0,185.0,48.0,0.0,233.0,0.0,0.0,27.0,3.0,c,2451.0,80896.0,0.0,0.0
allocation_stats,1,0.1.5,0.1.5,57.0,57.0,58.0,0.0,57.0,0.0,0.0,57.0,0.0,0.0,5.0,0.0,,420.0,27648.0,0.0,0.0
allure-cucumber,1,2.29.1,2.29.1,86.0,86.0,86.0,0.0,51.0,35.0,0.0,86.0,0.0,0.0,7.0,0.0,,406.0,11264.0,0.0,0.0
allure-rspec,1,2.29.1,2.29.1,62.0,62.0,62.0,0.0,36.0,26.0,0.0,62.0,0.0,0.0,6.0,0.0,,323.0,9728.0,0.0,0.0
allure-ruby-commons,1,2.29.1,2.29.1,243.0,243.0,245.0,0.0,218.0,24.0,1.0,243.0,0.0,0.0,26.0,0.0,,837.0,15360.0,0.0,0.0
alterity,1,1.4.2,1.4.2,12.0,12.0,12.0,0.0,8.0,4.0,0.0,12.0,0.0,0.0,6.0,0.0,,185.0,9728.0,0.0,0.0
amatch,1,0.7.0,0.7.0,69.0,69.0,0.0,69.0,69.0,0.0,0.0,69.0,0.0,0.0,6.0,4.0,c,60.0,41472.0,0.0,0.0
amazing_print,1,2.0.0,2.0.0,223.0,223.0,224.0,0.0,155.0,68.0,0.0,223.0,0.0,0.0,38.0,0.0,,1534.0,26624.0,0.0,0.0
american_date,1,1.3.0,1.3.0,6.0,6.0,10.0,0.0,5.0,1.0,0.0,6.0,0.0,0.0,1.0,0.0,,71.0,7168.0,0.0,0.0
amoeba,1,3.3.0,3.3.0,66.0,66.0,66.0,0.0,45.0,21.0,0.0,66.0,0.0,0.0,11.0,0.0,,436.0,30208.0,0.0,0.0
amq-protocol,1,2.9.0,2.9.0,371.0,371.0,371.0,0.0,369.0,0.0,2.0,371.0,0.0,0.0,18.0,0.0,,2663.0,26624.0,0.0,0.0
amqp,1,1.8.0,1.8.0,472.0,472.0,496.0,0.0,451.0,6.0,15.0,472.0,0.0,0.0,31.0,0.0,,2548.0,1175040.0,0.0,0.0
analytics-ruby,1,2.5.0,2.5.0,89.0,89.0,89.0,0.0,70.0,19.0,0.0,89.0,0.0,0.0,15.0,0.0,,688.0,12800.0,0.0,0.0
ancestry,1,5.1.0,5.1.0,157.0,157.0,159.0,0.0,150.0,7.0,0.0,157.0,0.0,0.0,9.0,0.0,,912.0,28672.0,0.0,0.0
android_key_attestation,1,0.3.0,0.3.0,27.0,27.0,27.0,0.0,21.0,6.0,0.0,27.0,0.0,0.0,6.0,0.0,,209.0,14336.0,0.0,0.0
angular-rails-templates,1,1.4.0,1.4.0,21.0,21.0,21.0,0.0,18.0,3.0,0.0,21.0,0.0,0.0,6.0,0.0,,175.0,10240.0,0.0,0.0
angular_rails_csrf,1,8.0.0,8.0.0,7.0,7.0,7.0,0.0,4.0,3.0,0.0,7.0,0.0,0.0,4.0,0.0,,65.0,9728.0,0.0,0.0
angularjs-rails,1,1.8.0,1.8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,,24.0,679424.0,0.0,0.0
annotate,1,3.2.0,3.2.0,107.0,107.0,107.0,0.0,73.0,34.0,0.0,107.0,0.0,0.0,13.0,0.0,,1426.0,36864.0,0.0,0.0
annotaterb,1,4.24.0,4.24.0,479.0,479.0,479.0,0.0,369.0,110.0,0.0,479.0,0.0,0.0,98.0,0.0,,4365.0,63488.0,0.0,0.0
anonymous_loader,1,0.1.3,0.1.3,27.0,27.0,27.0,0.0,3.0,24.0,0.0,27.0,0.0,0.0,2.0,0.0,,154.0,35840.0,0.0,0.0
ansi,1,1.6.0,1.6.0,291.0,291.0,299.0,0.0,251.0,40.0,0.0,291.0,0.0,0.0,23.0,0.0,,1672.0,35840.0,0.0,0.0
anthropic,1,1.69.0,1.69.0,1121.0,1121.0,1123.0,0.0,958.0,158.0,5.0,1121.0,0.0,0.0,1373.0,0.0,,36821.0,1208832.0,2.0,0.0
anycable,1,1.6.4,1.6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,8704.0,0.0,0.0
anycable-core,1,1.6.4,1.6.4,258.0,258.0,271.0,0.0,181.0,77.0,0.0,258.0,0.0,0.0,40.0,0.0,,1971.0,36864.0,0.0,0.0
anycable-rails,1,1.6.2,1.6.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,9216.0,0.0,0.0
anycable-rails-core,1,1.6.2,1.6.2,236.0,236.0,259.0,0.0,177.0,59.0,0.0,236.0,0.0,0.0,45.0,0.0,,2086.0,33280.0,0.0,0.0
anyway_config,1,2.8.1,2.8.1,230.0,230.0,686.0,0.0,186.0,44.0,0.0,230.0,0.0,0.0,66.0,0.0,,4779.0,54272.0,0.0,0.0
api-pagination,1,7.1.0,7.1.0,48.0,48.0,48.0,0.0,30.0,16.0,2.0,48.0,0.0,0.0,7.0,0.0,,397.0,8192.0,0.0,0.0
apipie-rails,1,1.5.1,1.5.1,837.0,837.0,864.0,0.0,714.0,93.0,30.0,837.0,0.0,0.0,69.0,0.0,,4962.0,418304.0,0.0,0.0
apnotic,1,1.8.0,1.8.0,107.0,107.0,107.0,0.0,85.0,22.0,0.0,107.0,0.0,0.0,12.0,0.0,,384.0,15872.0,0.0,0.0
apollo_upload_server,1,2.1.8,2.1.8,13.0,13.0,13.0,0.0,7.0,6.0,0.0,13.0,0.0,0.0,7.0,0.0,,137.0,10752.0,0.0,0.0
app_store_connect,1,0.38.0,0.38.0,104.0,104.0,107.0,0.0,85.0,19.0,0.0,104.0,0.0,0.0,58.0,0.0,,1188.0,44032.0,0.0,0.0
appbundler,1,0.13.4,0.13.4,51.0,51.0,51.0,0.0,46.0,5.0,0.0,51.0,0.0,0.0,4.0,0.0,,391.0,21504.0,0.0,0.0
appium_lib,1,16.3.0,16.3.0,344.0,344.0,345.0,0.0,320.0,24.0,0.0,344.0,0.0,0.0,54.0,0.0,,2252.0,124928.0,0.0,0.0
appium_lib_core,1,13.1.0,13.1.0,334.0,334.0,341.0,0.0,302.0,32.0,0.0,334.0,0.0,0.0,73.0,0.0,,2661.0,90624.0,0.0,0.0
apple_id,1,1.6.4,1.6.4,46.0,46.0,46.0,0.0,37.0,9.0,0.0,46.0,0.0,0.0,9.0,0.0,,362.0,12288.0,0.0,0.0
appraisal,1,2.5.0,2.5.0,145.0,145.0,145.0,0.0,105.0,39.0,1.0,145.0,0.0,0.0,21.0,0.0,,871.0,26112.0,0.0,0.0
appsignal,1,4.10.1,4.10.1,964.0,964.0,935.0,52.0,753.0,202.0,9.0,964.0,0.0,0.0,134.0,1.0,c,8997.0,354304.0,0.0,0.0
ar-octopus,1,0.10.2,0.10.2,268.0,268.0,276.0,0.0,248.0,8.0,12.0,268.0,0.0,0.0,56.0,0.0,,1789.0,139264.0,0.0,0.0
ar_lazy_preload,1,2.1.2,2.1.2,74.0,74.0,74.0,0.0,49.0,22.0,3.0,74.0,0.0,0.0,20.0,0.0,,491.0,13312.0,0.0,0.0
ar_transaction_changes,1,1.1.11,1.1.11,11.0,11.0,12.0,0.0,7.0,4.0,0.0,11.0,0.0,0.0,2.0,0.0,,97.0,10752.0,0.0,0.0
arabic-letter-connector,1,0.1.1,0.1.1,11.0,11.0,11.0,0.0,9.0,2.0,0.0,11.0,0.0,0.0,4.0,0.0,,118.0,5632.0,0.0,0.0
arbre,1,2.2.1,2.2.1,129.0,129.0,129.0,0.0,107.0,18.0,4.0,129.0,0.0,0.0,18.0,0.0,,815.0,20480.0,0.0,0.0
archive-tar-minitar,1,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,1.0,4608.0,0.0,0.0
archive-zip,1,0.13.1,0.13.1,223.0,223.0,223.0,0.0,192.0,30.0,1.0,223.0,0.0,0.0,25.0,0.0,,1988.0,39424.0,0.0,0.0
arel,1,9.0.0,9.0.0,893.0,893.0,1082.0,0.0,680.0,208.0,5.0,893.0,0.0,0.0,82.0,0.0,,3672.0,32768.0,0.0,0.0
arel-helpers,1,2.17.0,2.17.0,22.0,22.0,22.0,0.0,9.0,12.0,1.0,22.0,0.0,0.0,7.0,0.0,,337.0,12800.0,0.0,0.0
argon2,1,2.3.3,2.3.3,23.0,23.0,23.0,0.0,22.0,0.0,1.0,23.0,0.0,0.0,9.0,22.0,c,247.0,1780736.0,0.0,0.0
argon2-kdf,1,1.0.0,1.0.0,7.0,7.0,7.0,0.0,5.0,2.0,0.0,7.0,0.0,0.0,3.0,0.0,,81.0,182784.0,0.0,0.0
arkency-command_bus,1,0.4.1,0.4.1,4.0,4.0,4.0,0.0,3.0,1.0,0.0,4.0,0.0,0.0,3.0,0.0,,30.0,7168.0,0.0,0.0
aroi,1,1.0.0,1.0.0,7.0,7.0,7.0,0.0,7.0,0.0,0.0,7.0,0.0,0.0,3.0,0.0,,42.0,5632.0,0.0,0.0
arr-pm,1,0.0.12,0.0.12,167.0,167.0,171.0,0.0,151.0,16.0,0.0,167.0,0.0,0.0,18.0,0.0,,1218.0,34304.0,0.0,0.0
artifactory,1,3.0.17,3.0.17,195.0,195.0,195.0,0.0,163.0,32.0,0.0,195.0,0.0,0.0,26.0,0.0,,1533.0,30208.0,0.0,0.0
aruba,1,2.4.1,2.4.1,483.0,483.0,484.0,0.0,421.0,59.0,3.0,483.0,0.0,0.0,94.0,0.0,,4093.0,67584.0,0.0,0.0
asana,1,2.0.3,2.0.3,761.0,761.0,778.0,0.0,737.0,24.0,0.0,761.0,0.0,0.0,89.0,0.0,,3244.0,70656.0,0.0,0.0
asciidoctor,1,2.0.26,2.0.26,1033.0,1033.0,1077.0,0.0,934.0,98.0,1.0,1033.0,0.0,0.0,48.0,0.0,,12033.0,284672.0,0.0,0.0
asciidoctor-include-ext,1,0.4.0,0.4.0,29.0,29.0,29.0,0.0,14.0,1.0,14.0,29.0,0.0,0.0,8.0,0.0,,257.0,11776.0,0.0,0.0
