package,version,status,asset_kind,tfm,assembly,assembly_bytes,bytes_fetched,nupkg_bytes,public_types,methods_public,properties,events,ctors,operators,api_total,methods_private,methods_protected,methods_internal,m_static,m_virtual,m_abstract,m_sealed,m_generic,t_interface,t_abstract,t_sealed,fields_public,all_types,methoddef_rows,typedef_rows
NuGet.Protocol,7.9.0,ok,,net8.0,lib/net8.0/NuGet.Protocol.dll,1148216,456967,972021,343,675,982,25,314,0,1682,,,,,,,,,,,,,,5353,1069
NuGet.Packaging,7.9.0,ok,,net8.0,lib/net8.0/NuGet.Packaging.dll,735032,341379,724238,244,625,1054,0,220,5,1679,,,,,,,,,,,,,,3866,607
Microsoft.Azure.ActiveDirectory.GraphClient,2.1.1,ok,,portable-net4%2Bsl5%2Bwin%2Bwpa%2Bwp8,lib/portable-net4%2Bsl5%2Bwin%2Bwpa%2Bwp8/Microsoft.Azure.ActiveDirectory.GraphClient.dll,716752,237673,186092,235,360,1310,1,255,0,1671,,,,,,,,,,,,,,3938,426
VaultSharp,1.17.5.1,ok,,netstandard2.1,lib/netstandard2.1/VaultSharp.dll,676864,267315,2992996,355,369,1298,0,296,10,1667,,,,,,,,,,,,,,4337,869
Microsoft.Orleans.Core,10.3.1,ok,,net10.0,lib/net10.0/Orleans.Core.dll,1165112,615836,1252998,342,1051,603,0,281,6,1654,,,,,,,,,,,,,,5273,1018
SMBLibrary,1.5.7.1,ok,lib,netstandard2.0,lib/netstandard2.0/SMBLibrary.dll,422912,224029,541780,580,1132,507,3,784,7,1642,177.0,39.0,89.0,420.0,853.0,88.0,125.0,0.0,9.0,33.0,156.0,3287.0,636.0,2907,636
Azure.AI.Agents.Persistent,1.1.0,ok,lib,netstandard2.0,lib/netstandard2.0/Azure.AI.Agents.Persistent.dll,1148968,389827,904838,206,541,1097,0,142,129,1638,1793.0,587.0,1455.0,357.0,451.0,0.0,51.0,0.0,0.0,21.0,54.0,3457.0,825.0,6428,825
System.Drawing.Common,10.0.11,ok,,netstandard2.0,lib/netstandard2.0/System.Drawing.Common.dll,177448,132197,3739519,155,781,851,4,212,4,1636,,,,,,,,,,,,,,2112,186
Microsoft.AspNetCore.Mvc.Core,2.3.12,ok,,netstandard2.0,lib/netstandard2.0/Microsoft.AspNetCore.Mvc.Core.dll,576864,283203,318344,403,748,878,0,415,2,1626,,,,,,,,,,,,,,3549,647
Docker.DotNet,3.125.15,ok,,netstandard2.1,lib/netstandard2.1/Docker.DotNet.dll,411648,217753,451178,301,141,1471,0,302,0,1612,,,,,,,,,,,,,,3882,455
AngleSharp.Css,1.0.2,ok,,netstandard2.0,lib/netstandard2.0/AngleSharp.Css.dll,588288,275832,1451351,259,846,753,7,88,26,1606,,,,,,,,,,,,,,3887,995
Azure.ResourceManager.Batch,1.7.0,ok,lib,netstandard2.0,lib/netstandard2.0/Azure.ResourceManager.Batch.dll,1029984,356679,1234154,169,733,872,0,125,68,1605,1398.0,725.0,638.0,207.0,660.0,0.0,28.0,0.0,0.0,2.0,60.0,3115.0,683.0,4973,683
AvalonEdit,6.3.1.120,ok,,net8.0-windows7.0,lib/net8.0-windows7.0/ICSharpCode.AvalonEdit.dll,622592,290797,904160,196,809,738,58,177,16,1605,,,,,,,,,,,,,,3549,361
PureSharpCompress,0.40.0,ok,lib,netstandard2.0,lib/netstandard2.0/PureSharpCompress.dll,615936,318098,3141244,169,505,1073,14,116,1,1592,934.0,154.0,734.0,128.0,714.0,105.0,77.0,0.0,17.0,46.0,43.0,3061.0,575.0,4093,575
Microsoft.Azure.Amqp,2.7.4,ok,,netstandard2.0,lib/netstandard2.0/Microsoft.Azure.Amqp.dll,429368,245834,1289921,186,910,663,4,186,20,1577,,,,,,,,,,,,,,3513,398
QuickLook.HexEditor,2.6.1,ok,lib,net8.0-windows7.0,lib/net8.0-windows7.0/WPFHexaEditor.dll,685568,280272,701628,116,793,660,115,92,24,1568,542.0,78.0,183.0,209.0,132.0,12.0,53.0,0.0,1.0,19.0,70.0,1432.0,235.0,3038,235
Microsoft.Azure.Management.ResourceManager.Fluent,1.38.1,ok,,netstandard1.4,lib/netstandard1.4/Microsoft.Azure.Management.ResourceManager.Fluent.dll,1165720,379776,1163403,377,856,711,0,263,4,1567,,,,,,,,,,,,,,4156,1050
Accord.Imaging,3.8.0,ok,lib,netstandard2.0,lib/netstandard2.0/Accord.Imaging.dll,466944,246083,3228369,301,755,811,0,525,29,1566,258.0,242.0,28.0,186.0,607.0,65.0,194.0,0.0,19.0,45.0,60.0,1161.0,341.0,2870,341
Hangfire.Core,1.8.25,ok,,netstandard2.0,lib/netstandard2.0/Hangfire.Core.dll,1478432,626491,3562461,219,774,790,0,236,0,1564,,,,,,,,,,,,,,3486,558
Apache.Arrow,23.0.0,ok,,netstandard2.0,lib/netstandard2.0/Apache.Arrow.dll,440320,241481,591924,251,707,855,0,297,18,1562,,,,,,,,,,,,,,3959,559
LiveChartsCore.SkiaSharpView.Avalonia,2.0.5,ok,lib,netstandard2.0,lib/netstandard2.0/LiveChartsCore.SkiaSharpView.Avalonia.dll,348672,183070,393810,106,280,1157,123,111,0,1560,624.0,79.0,45.0,2.0,1534.0,3.0,1461.0,0.0,0.0,5.0,1.0,1133.0,125.0,3230,125
Microsoft.Azure.Management.Media,6.0.0,ok,lib,netstandard2.0,lib/netstandard2.0/Microsoft.Azure.Management.Media.dll,756624,273295,1239334,372,904,653,0,465,252,1557,794.0,7.0,20.0,498.0,720.0,155.0,88.0,0.0,20.0,39.0,144.0,4114.0,640.0,3675,640
Microsoft.VisualStudio.Utilities,17.14.40264,ok,,netstandard2.0,lib/netstandard2.0/Microsoft.VisualStudio.Utilities.dll,1035336,430555,2550067,298,802,707,47,203,28,1556,,,,,,,,,,,,,,4148,891
Microsoft.Data.Edm,5.8.5,ok,,netstandard1.1,lib/netstandard1.1/Microsoft.Data.Edm.dll,671120,289791,2366621,222,326,1225,0,136,0,1551,,,,,,,,,,,,,,3895,640
Microsoft.VisualStudio.Web.CodeGenerators.Mvc,10.0.2,ok,,net10.0,lib/net10.0/Microsoft.VisualStudio.Web.CodeGenerators.Mvc.dll,658464,214065,3526618,218,709,842,0,221,0,1551,,,,,,,,,,,,,,2569,308
mongocsharpdriver,2.30.0,ok,,netstandard2.1,lib/netstandard2.1/MongoDB.Driver.Legacy.dll,321536,189919,538956,183,1069,478,1,288,12,1548,,,,,,,,,,,,,,2697,330
C1.Win.Themes,10.0.20261.813,ok,lib,net10.0-windows7.0,lib/net10.0-windows7.0/C1.Win.Themes.10.dll,22150712,1584229,9866424,338,851,684,10,307,12,1545,466.0,437.0,337.0,202.0,824.0,87.0,4.0,0.0,7.0,36.0,86.0,1470.0,471.0,3022,471
Prompty.Core,2.0.0-beta.4,ok,lib,net9.0,lib/net9.0/Prompty.Core.dll,376320,201554,197966,198,901,637,0,149,1,1538,224.0,13.0,119.0,606.0,134.0,21.0,20.0,0.0,13.0,37.0,50.0,1244.0,356.0,2651,356
System.Text.Json,10.0.11,ok,,netstandard2.0,lib/netstandard2.0/System.Text.Json.dll,767784,340542,2222777,96,525,1001,0,67,66,1526,,,,,,,,,,,,,,4566,441
MaterialDesignThemes,5.3.2,ok,,net10.0-windows7.0,lib/net10.0-windows7.0/MaterialDesignThemes.Wpf.dll,9999872,3100904,20462196,299,846,635,45,223,5,1526,,,,,,,,,,,,,,3325,438
SharpDX.Direct2D1,4.2.0,ok,,netstandard1.1,lib/netstandard1.1/SharpDX.Direct2D1.dll,495616,239599,2533489,695,855,664,0,551,201,1519,,,,,,,,,,,,,,4010,869
CommunityToolkit.WinUI.Animations,8.2.251219,ok,lib,net9.0,lib/net9.0/CommunityToolkit.WinUI.Animations.dll,429392,165235,1153488,114,529,976,9,47,79,1514,128.0,81.0,845.0,343.0,156.0,20.0,60.0,0.0,8.0,40.0,93.0,421.0,182.0,2158,182
Microsoft.Azure.Management.SecurityCenter,3.0.0,ok,lib,netstandard2.0,lib/netstandard2.0/Microsoft.Azure.Management.SecurityCenter.dll,1165200,353630,1486992,347,727,786,0,403,0,1513,1226.0,5.0,56.0,436.0,412.0,278.0,17.0,0.0,46.0,145.0,101.0,6180.0,835.0,3810,835
Xamarin.Android.Support.v7.AppCompat,28.0.0.3,ok,,monoandroid60,lib/monoandroid60/Xamarin.Android.Support.v7.AppCompat.dll,913048,280367,5248512,169,681,806,17,302,0,1504,,,,,,,,,,,,,,4504,264
Microsoft.Azure.Management.DataFactories,4.13.3,ok,lib,netstandard1.5,lib/netstandard1.5/Microsoft.Azure.Management.DataFactories.dll,700296,261405,413397,369,580,920,0,430,0,1500,446.0,36.0,284.0,368.0,294.0,225.0,42.0,0.0,31.0,109.0,67.0,3772.0,793.0,3921,793
Accord.MachineLearning,3.8.0,ok,lib,netstandard2.0,lib/netstandard2.0/Accord.MachineLearning.dll,427008,248805,3186628,302,755,734,4,424,18,1493,454.0,188.0,229.0,105.0,545.0,61.0,250.0,0.0,17.0,57.0,39.0,1293.0,506.0,3228,506
Azure.ResourceManager,1.14.0,ok,,netstandard2.0,lib/netstandard2.0/Azure.ResourceManager.dll,1404488,447170,1514417,177,664,824,0,136,73,1488,,,,,,,,,,,,,,5740,889
Newtonsoft.Json,13.0.4,ok,,netstandard2.0,lib/netstandard2.0/Newtonsoft.Json.dll,717736,337950,2484726,143,751,722,8,168,72,1481,,,,,,,,,,,,,,4222,507
Microsoft.Windows.CsWinRT,2.3.1,ok,lib,net9.0,lib/net9.0/WinRT.Runtime.dll,598840,323013,3278379,275,893,582,4,177,8,1479,852.0,52.0,479.0,570.0,366.0,15.0,71.0,0.0,7.0,65.0,240.0,1297.0,571.0,3405,571
xunit.v3.extensibility.core,4.0.0,ok,,netstandard2.0,lib/netstandard2.0/xunit.v3.core.dll,646920,345434,381967,336,757,721,0,345,16,1478,,,,,,,,,,,,,,2968,605
Silk.NET.Vulkan.Extensions.EXT,2.23.0,ok,lib,netstandard2.1,lib/netstandard2.1/Silk.NET.Vulkan.Extensions.EXT.dll,444176,173986,502651,99,1237,236,0,53,0,1473,572.0,106.0,53.0,438.0,106.0,0.0,53.0,0.0,0.0,46.0,46.0,344.0,158.0,2422,158
Microsoft.WindowsAzure.Management.Compute,14.0.0,ok,lib,net40,lib/net40/Microsoft.WindowsAzure.Management.Compute.dll,781192,283837,632669,227,523,930,0,218,0,1453,357.0,1.0,186.0,340.0,221.0,189.0,19.0,0.0,13.0,49.0,52.0,4199.0,577.0,3438,577
DynamicData,9.4.33,ok,,netstandard2.0,lib/netstandard2.0/DynamicData.dll,969216,495426,3816660,151,939,512,1,93,38,1452,,,,,,,,,,,,,,5140,1151
Microsoft.EntityFrameworkCore.SqlServer,10.0.11,ok,,net10.0,lib/net10.0/Microsoft.EntityFrameworkCore.SqlServer.dll,642360,300642,323251,187,1105,336,0,174,2,1441,,,,,,,,,,,,,,2908,413
Microsoft.Windows.AI.MachineLearning,2.3.42,ok,lib,net8.0-windows10.0.17763.0,lib/net8.0-windows10.0.17763.0/Microsoft.ML.OnnxRuntime.dll,242288,162447,51521056,368,1214,225,0,331,16,1439,184.0,44.0,168.0,114.0,999.0,23.0,35.0,0.0,3.0,8.0,323.0,1194.0,426.0,2198,426
Azure.AI.Extensions.OpenAI,2.0.0,ok,lib,netstandard2.0,lib/netstandard2.0/Azure.AI.Extensions.OpenAI.dll,1100832,360300,1175110,64,246,1191,0,61,19,1437,1524.0,1257.0,1011.0,112.0,194.0,0.0,14.0,0.0,0.0,8.0,22.0,2566.0,898.0,6324,898
Microsoft.ML.OnnxRuntime.Managed,1.29.0,ok,,netstandard2.0,lib/netstandard2.0/Microsoft.ML.OnnxRuntime.dll,233272,156608,1013591,368,1209,225,0,333,16,1434,,,,,,,,,,,,,,2184,427
Azure.ResourceManager.Resources,1.12.0,ok,,netstandard2.0,lib/netstandard2.0/Azure.ResourceManager.Resources.dll,1237312,405569,1336760,161,654,773,0,122,84,1427,,,,,,,,,,,,,,4880,682
Pomelo.EntityFrameworkCore.MySql,9.0.0,ok,,net8.0,lib/net8.0/Pomelo.EntityFrameworkCore.MySql.dll,526848,259187,269426,195,1006,420,0,190,9,1426,,,,,,,,,,,,,,2625,399
OpenIddict.Abstractions,7.6.1,ok,,netstandard2.1,lib/netstandard2.1/OpenIddict.Abstractions.dll,977920,358395,2665856,176,1080,339,0,55,27,1419,,,,,,,,,,,,,,3787,496
Microsoft.Azure.NotificationHubs,4.2.0,ok,,netstandard2.1,lib/netstandard2.1/Microsoft.Azure.NotificationHubs.dll,427968,214806,653027,99,478,940,0,191,2,1418,,,,,,,,,,,,,,2341,211
Google.Apis.Storage.v1,1.76.0.4250,ok,,netstandard2.0,lib/netstandard2.0/Google.Apis.Storage.v1.dll,209920,131901,413214,215,216,1200,0,184,0,1416,,,,,,,,,,,,,,2519,216
Antlr4BuildTasks,12.14.0,ok,lib,netstandard2.0,lib/netstandard2.0/Antlr4BuildTasks.dll,612352,320054,277982,133,359,1035,14,105,1,1408,924.0,143.0,737.0,105.0,533.0,113.0,72.0,0.0,10.0,35.0,35.0,2926.0,533.0,3974,533
Azure.Core,1.62.0,ok,,netstandard2.0,lib/netstandard2.0/Azure.Core.dll,890216,386590,2132729,178,428,968,8,231,49,1404,,,,,,,,,,,,,,4432,726
Microsoft.VisualStudio.DesignTools.Extensibility,17.10.34916.79,ok,lib,net45,lib/net45/Microsoft.VisualStudio.DesignTools.Interaction.dll,422424,225208,235648,206,483,869,46,218,26,1398,587.0,296.0,330.0,251.0,545.0,266.0,43.0,0.0,8.0,77.0,70.0,1748.0,367.0,2935,367
Azure.ResourceManager.EventHubs,1.3.0,ok,lib,netstandard2.0,lib/netstandard2.0/Azure.ResourceManager.EventHubs.dll,977208,339890,1112308,114,665,729,0,94,100,1394,1486.0,516.0,592.0,272.0,597.0,0.0,36.0,0.0,0.0,3.0,42.0,3277.0,664.0,4647,664
Microsoft.Azure.Management.DevTestLabs,3.0.0,ok,lib,netstandard1.4,lib/netstandard1.4/Microsoft.Azure.Management.DevTestLabs.dll,960080,300324,595865,222,606,788,0,305,0,1394,945.0,5.0,25.0,402.0,283.0,240.0,16.0,0.0,26.0,73.0,47.0,5984.0,651.0,3491,651
SharpDX.MediaFoundation,4.2.0,ok,lib,netstandard1.1,lib/netstandard1.1/SharpDX.MediaFoundation.dll,515072,230645,2302009,562,1054,339,1,271,246,1394,292.0,16.0,527.0,457.0,56.0,28.0,16.0,0.0,9.0,48.0,305.0,3241.0,623.0,2875,623
Microsoft.OpenApi,3.10.2,ok,,netstandard2.0,lib/netstandard2.0/Microsoft.OpenApi.dll,657248,293587,782721,178,517,873,0,149,0,1390,,,,,,,,,,,,,,4623,398
System.Configuration.ConfigurationManager,10.0.11,ok,,netstandard2.0,lib/netstandard2.0/System.Configuration.ConfigurationManager.dll,430928,231242,986559,167,452,926,8,177,0,1386,,,,,,,,,,,,,,2677,306
Microsoft.Identity.Client,4.88.0,ok,,netstandard2.0,lib/netstandard2.0/Microsoft.Identity.Client.dll,1243424,469435,3350560,145,345,1040,0,76,4,1385,,,,,,,,,,,,,,5528,1025
QuestPDF,2026.8.0,ok,,netstandard2.0,lib/netstandard2.0/QuestPDF.dll,515584,261480,47096320,166,508,862,0,38,7,1370,,,,,,,,,,,,,,3880,560
Microsoft.AspNet.WebApi.Core,5.3.0,ok,,net45,lib/net45/System.Web.Http.dll,454080,246866,268067,288,546,819,2,285,0,1367,,,,,,,,,,,,,,3324,604
Microsoft.Azure.Storage.Blob,11.2.3,ok,,netstandard2.0,lib/netstandard2.0/Microsoft.Azure.Storage.Blob.dll,420744,212319,635862,69,1125,241,0,62,0,1366,,,,,,,,,,,,,,2605,349
System.Private.DataContractSerialization,4.3.0,ok,,netstandard1.3,lib/netstandard1.3/System.Private.DataContractSerialization.dll,690984,316007,503156,27,232,1127,0,34,2,1359,,,,,,,,,,,,,,4741,348
System.Runtime,4.3.1,ok,,netstandard1.5,ref/netstandard1.5/System.Runtime.dll,120664,113091,7272877,275,1050,302,0,353,126,1352,,,,,,,,,,,,,,2221,276
Devart.Data.Oracle.EFCore,11.2.192.10,ok,lib,net10.0,lib/net10.0/Devart.Data.Oracle.Entity.EFCore.dll,1795992,736035,703579,73,502,848,0,33,0,1350,2873.0,951.0,1177.0,394.0,30.0,7.0,2.0,0.0,2.0,19.0,26.0,4540.0,2574.0,13496,2574
MsgPack.Cli,1.0.1,ok,,netstandard2.0,lib/netstandard2.0/MsgPack.dll,1267712,461806,4189253,127,912,433,1,107,56,1346,,,,,,,,,,,,,,6121,1113
CliFx,3.0.1,ok,lib,netstandard2.1,lib/netstandard2.1/CliFx.dll,601088,397483,1644324,649,1046,294,0,47,0,1340,730.0,25.0,130.0,538.0,155.0,35.0,48.0,0.0,9.0,319.0,601.0,1770.0,1210.0,3585,1210
ModelContextProtocol.Core,2.2.0,ok,,netstandard2.0,lib/netstandard2.0/ModelContextProtocol.Core.dll,1325568,488629,2318618,243,231,1099,1,227,5,1331,,,,,,,,,,,,,,5919,757
Azure.Storage.Files.DataLake,12.27.1,ok,,netstandard2.0,lib/netstandard2.0/Azure.Storage.Files.DataLake.dll,879928,379009,1287622,124,446,884,1,133,7,1331,,,,,,,,,,,,,,4110,724
LibGit2Sharp,0.32.0,ok,,net8.0,lib/net8.0/LibGit2Sharp.dll,514560,322156,730802,275,677,652,0,275,34,1329,,,,,,,,,,,,,,4006,684
CefSharp.Common,151.3.240,ok,,net462,lib/net462/CefSharp.dll,287744,176510,21303883,292,734,578,17,124,2,1329,,,,,,,,,,,,,,2280,355
ReactiveUI,24.1.0,ok,,net11.0,lib/net11.0/ReactiveUI.dll,686080,321460,9107686,153,1180,139,6,52,2,1325,,,,,,,,,,,,,,3219,576
AutoMapper,16.2.0,ok,,netstandard2.0,lib/netstandard2.0/AutoMapper.dll,311808,196801,744613,169,786,538,0,137,38,1324,,,,,,,,,,,,,,2625,396
Google.Apis.Drive.v3,1.76.0.4252,ok,,netstandard2.0,lib/netstandard2.0/Google.Apis.Drive.v3.dll,203264,131966,422575,166,174,1149,0,159,0,1323,,,,,,,,,,,,,,2420,167
NodaTime,3.3.3,ok,,netstandard2.0,lib/netstandard2.0/NodaTime.dll,527064,273859,811484,92,665,655,0,55,121,1320,,,,,,,,,,,,,,3194,391
Xamarin.AndroidX.ConstraintLayout,2.2.2,ok,,net10.0-android36.0,lib/net10.0-android36.0/Xamarin.AndroidX.ConstraintLayout.dll,752480,233291,1455886,84,572,744,4,203,0,1320,,,,,,,,,,,,,,4074,222
Azure.Provisioning,1.6.0,ok,,netstandard2.0,lib/netstandard2.0/Azure.Provisioning.dll,402752,219878,679619,306,317,1003,0,209,15,1320,,,,,,,,,,,,,,2880,476
Xamarin.GooglePlayServices.Maps,120.0.0.3,ok,lib,net10.0-android36.0,lib/net10.0-android36.0/Xamarin.GooglePlayServices.Maps.dll,532792,188403,758838,169,411,875,30,123,0,1316,943.0,293.0,265.0,92.0,491.0,82.0,10.0,0.0,46.0,58.0,59.0,699.0,338.0,3056,338
CefSharp.Common.NETCore,151.3.240,ok,ref,net6.0,ref/net6.0/CefSharp.dll,153600,123140,31804706,289,726,570,17,124,2,1313,207.0,106.0,0.0,194.0,879.0,726.0,37.0,0.0,92.0,112.0,111.0,1185.0,347.0,1969,347
Microsoft.Azure.Management.Cdn,6.1.0,ok,lib,netstandard2.0,lib/netstandard2.0/Microsoft.Azure.Management.Cdn.dll,892280,292993,1188786,297,642,661,0,358,0,1303,917.0,5.0,52.0,395.0,353.0,217.0,19.0,0.0,23.0,110.0,97.0,5470.0,693.0,3279,693
Microsoft.Azure.Management.DataMigration,0.11.0-preview,ok,lib,netstandard2.0,lib/netstandard2.0/Microsoft.Azure.Management.DataMigration.dll,477072,212234,850383,327,266,1037,0,532,0,1303,801.0,5.0,11.0,110.0,201.0,77.0,16.0,0.0,9.0,64.0,56.0,2695.0,448.0,3149,448
DocumentFormat.OpenXml.Framework,3.5.1,ok,,netstandard2.0,lib/netstandard2.0/DocumentFormat.OpenXml.Framework.dll,482272,247099,1683829,120,363,929,6,164,69,1298,,,,,,,,,,,,,,3219,447
Google.Apis.HangoutsChat.v1,1.76.0.4257,ok,lib,netstandard2.0,lib/netstandard2.0/Google.Apis.HangoutsChat.v1.dll,206848,135903,539468,270,140,1158,0,261,0,1298,97.0,80.0,0.0,0.0,2175.0,0.0,0.0,0.0,0.0,2.0,10.0,1125.0,271.0,2534,271
log4net,3.4.0,ok,,netstandard2.0,lib/netstandard2.0/log4net.dll,307200,184798,723971,210,799,486,10,197,6,1295,,,,,,,,,,,,,,2293,328
Lucene.Net.Analysis.Common,4.9.0,ok,,net451,lib/net451/Lucene.Net.Analysis.Common.dll,5152256,1362037,1308494,406,1018,265,0,572,0,1283,,,,,,,,,,,,,,3079,523
Humanizer.Core,3.0.10,ok,,netstandard2.0,lib/netstandard2.0/Humanizer.dll,718520,488229,1927272,164,672,609,0,30,11,1281,,,,,,,,,,,,,,3245,457
Scalar.AspNetCore,2.17.2,ok,,net10.0,lib/net10.0/Scalar.AspNetCore.dll,1465344,1271582,3780929,145,940,334,0,60,4,1274,,,,,,,,,,,,,,2548,248
Microsoft.Build.Framework,18.9.6,ok,,netstandard2.0,ref/netstandard2.0/Microsoft.Build.Framework.dll,671528,277787,4189438,187,302,955,17,224,7,1274,,,,,,,,,,,,,,5435,836
MSBuild.StructuredLogger,2.3.246,ok,,netstandard2.0,lib/netstandard2.0/StructuredLogger.dll,640512,369734,636306,193,504,723,46,198,6,1273,,,,,,,,,,,,,,2903,349
iNKORE.UI.WPF,1.2.8,ok,lib,net6.0-windows7.0,lib/net6.0-windows7.0/iNKORE.UI.WPF.dll,573440,317262,760133,215,638,590,41,128,3,1269,623.0,256.0,235.0,330.0,435.0,94.0,181.0,0.0,16.0,71.0,92.0,1148.0,324.0,2693,324
PdfRpt.Core,1.5.18,ok,lib,netstandard2.0,lib/netstandard2.0/PdfRpt.Core.dll,418304,263469,522222,242,515,746,0,185,0,1261,419.0,1.0,142.0,114.0,308.0,75.0,229.0,0.0,10.0,39.0,71.0,1740.0,329.0,2674,329
Autofac,9.3.2,ok,,netstandard2.1,lib/netstandard2.1/Autofac.dll,461824,232026,1046280,184,545,676,27,127,6,1248,,,,,,,,,,,,,,2924,601
ImageResizer,4.2.8,ok,,net45,lib/net45/ImageResizer.dll,315904,198396,197981,203,807,424,13,174,0,1244,,,,,,,,,,,,,,2154,326
Microsoft.Azure.Management.Monitor,0.28.0-preview,ok,lib,netstandard2.0,lib/netstandard2.0/Microsoft.Azure.Management.Monitor.dll,764840,270464,1115920,289,469,772,0,381,0,1241,695.0,5.0,68.0,259.0,297.0,169.0,17.0,0.0,29.0,90.0,74.0,4076.0,589.0,3078,589
DBreeze,1.138.2026.603,ok,lib,netstandard2.1,lib/netstandard2.1/DBreeze.dll,542720,269733,3702998,104,853,385,1,91,5,1239,1155.0,3.0,341.0,205.0,111.0,57.0,46.0,0.0,10.0,24.0,26.0,2511.0,360.0,3252,360
Blazorise.DataGrid,2.3.2,ok,lib,net10.0,lib/net10.0/Blazorise.DataGrid.dll,564224,265864,741967,146,318,916,4,118,4,1238,687.0,260.0,358.0,45.0,127.0,0.0,12.0,0.0,0.0,17.0,40.0,1990.0,409.0,3093,409
CommunityToolkit.WinUI.Controls.ColorPicker,8.2.251219,ok,lib,net9.0,lib/net9.0/CommunityToolkit.WinUI.Controls.ColorPicker.dll,481616,166750,1131335,85,238,998,1,82,0,1237,669.0,7.0,1114.0,4.0,237.0,3.0,11.0,0.0,1.0,1.0,75.0,832.0,181.0,2317,181
Microsoft.OData.ModelBuilder,3.0.0,ok,,net10.0,lib/net10.0/Microsoft.OData.ModelBuilder.dll,322344,186966,198291,197,792,442,0,180,0,1234,,,,,,,,,,,,,,2518,430
CliWrap,3.10.5,ok,,netstandard2.1,lib/netstandard2.1/CliWrap.dll,948736,636891,2417854,617,1007,227,0,25,22,1234,,,,,,,,,,,,,,3458,1206
SpecFlow,3.9.74,ok,,netstandard2.0,lib/netstandard2.0/TechTalk.SpecFlow.dll,298496,187156,382088,399,754,464,15,302,0,1233,,,,,,,,,,,,,,2450,550
Microsoft.CodeAnalysis.CSharp.Features,5.9.0,ok,,netstandard2.0,lib/netstandard2.0/Microsoft.CodeAnalysis.CSharp.Features.dll,2419536,971272,3129377,20,43,1186,0,12,4,1229,,,,,,,,,,,,,,10152,2245
Titanium.Web.Proxy,7.0.4,ok,lib,net10.0,lib/net10.0/Titanium.Web.Proxy.dll,1355776,548720,497628,112,184,1015,30,48,3,1229,1647.0,64.0,1202.0,36.0,133.0,48.0,60.0,0.0,8.0,20.0,57.0,5965.0,866.0,4957,866
SixLabors.ImageSharp.Drawing,3.1.0,ok,,net8.0,lib/net8.0/SixLabors.ImageSharp.Drawing.dll,375808,227630,338598,124,539,673,0,158,1,1212,,,,,,,,,,,,,,2516,303
z440.atl.core,7.16.0,ok,lib,net6.0,lib/net6.0/ATL.dll,686080,428122,434163,91,251,945,0,84,6,1196,664.0,225.0,172.0,27.0,307.0,102.0,117.0,0.0,7.0,13.0,32.0,2336.0,314.0,3023,314
Antlr4.Runtime.Standard,4.13.1,ok,,netstandard2.0,lib/netstandard2.0/Antlr4.Runtime.Standard.dll,192000,152143,352870,200,835,356,0,233,0,1191,,,,,,,,,,,,,,1609,228
CommunityToolkit.Uwp.Controls.SettingsControls,8.2.251219,ok,lib,net9.0,lib/net9.0/CommunityToolkit.WinUI.Controls.SettingsControls.dll,450384,153401,986590,59,181,1004,2,57,0,1187,559.0,20.0,1180.0,5.0,173.0,0.0,0.0,0.0,0.0,1.0,54.0,737.0,128.0,2147,128
AWSSDK.KeyManagementService,4.0.100.11,ok,,netstandard2.0,lib/netstandard2.0/AWSSDK.KeyManagementService.dll,310952,159345,1351152,397,534,651,0,641,30,1185,,,,,,,,,,,,,,3212,424
FluentFTP,54.2.0,ok,,netstandard2.1,lib/netstandard2.1/FluentFTP.dll,511488,257441,1830708,123,796,374,12,85,0,1182,,,,,,,,,,,,,,2516,465
AvaloniaUI.DiagnosticsSupport,2.2.3,ok,lib,net10.0,lib/net10.0/AvaloniaUI.DiagnosticsSupport.Avalonia.dll,1370624,520895,1843111,20,58,1108,13,15,8,1179,1407.0,519.0,1340.0,30.0,38.0,9.0,2.0,0.0,2.0,7.0,7.0,4190.0,846.0,7224,846
identityserver4,4.1.2,ok,lib,netcoreapp3.1,lib/netcoreapp3.1/IdentityServer4.dll,699920,300897,413465,337,510,666,0,225,0,1176,634.0,95.0,246.0,170.0,341.0,116.0,110.0,0.0,66.0,126.0,68.0,2946.0,735.0,3150,735
NPoco,6.3.0,ok,,netstandard2.1,lib/netstandard2.1/NPoco.dll,385536,223208,806471,116,944,218,0,101,0,1162,,,,,,,,,,,,,,2373,339
Dashing,3.0.0,ok,lib,netstandard1.5,lib/netstandard1.5/Dashing.dll,378368,215082,314359,150,907,254,0,95,4,1161,469.0,166.0,188.0,91.0,883.0,364.0,337.0,0.0,50.0,67.0,23.0,1246.0,390.0,2457,390
AWSSDK.SimpleEmail,4.0.100.11,ok,,netstandard2.0,lib/netstandard2.0/AWSSDK.SimpleEmail.dll,285352,156084,746504,458,564,594,0,645,16,1158,,,,,,,,,,,,,,3090,466
Spectre.Console.Cli,0.55.0,ok,,netstandard2.0,lib/netstandard2.0/Spectre.Console.Cli.dll,867840,535236,1391625,186,445,707,0,42,0,1152,,,,,,,,,,,,,,3811,663
Tencent.QCloud.Cos.Sdk,5.4.51,ok,lib,netstandard2.0,lib/netstandard2.0/COSXML.dll,247296,158803,200569,458,1004,147,0,463,0,1151,137.0,21.0,53.0,54.0,479.0,165.0,162.0,0.0,4.0,10.0,405.0,1398.0,484.0,1910,484
