registry,package,downloads,latest_version,version_count,stable_version_count,first_release,latest_release,github_url,registry_url,doc_site_url,readme_file,has_readme,xml_doc_file,has_xml_docs,error
nuget,OpenTelemetry.Api,797888981.0,1.18.0,89,29,,,https://github.com/open-telemetry/opentelemetry-dotnet,https://www.nuget.org/packages/OpenTelemetry.Api,https://opentelemetry.io/,README.md,Yes,lib/net10.0/OpenTelemetry.Api.xml,Yes,
nuget,Microsoft.AspNetCore.Hosting,790389904.0,2.3.13,36,25,,,https://github.com/dotnet/aspnetcore,https://www.nuget.org/packages/Microsoft.AspNetCore.Hosting,https://asp.net/,,No,lib/netstandard2.0/Microsoft.AspNetCore.Hosting.xml,Yes,
nuget,Serilog.AspNetCore,785385527.0,10.0.0,114,20,,,https://github.com/serilog/serilog-aspnetcore,https://www.nuget.org/packages/Serilog.AspNetCore,https://github.com/serilog/serilog-aspnetcore,README.md,Yes,lib/net10.0/Serilog.AspNetCore.xml,Yes,
nuget,Microsoft.NET.Sdk.iOS.Manifest-8.0.100,773764832.0,18.0.8319,14,14,,,https://github.com/xamarin/xamarin-macios,https://www.nuget.org/packages/Microsoft.NET.Sdk.iOS.Manifest-8.0.100,https://dot.net/,,No,,No,
nuget,Microsoft.NET.Sdk.Android.Manifest-8.0.100,772709607.0,34.0.154,12,12,,,https://github.com/dotnet/android,https://www.nuget.org/packages/Microsoft.NET.Sdk.Android.Manifest-8.0.100,https://dot.net/,,No,,No,
nuget,Microsoft.NET.Sdk.macOS.Manifest-8.0.100,772574820.0,15.0.8319,14,14,,,https://github.com/xamarin/xamarin-macios,https://www.nuget.org/packages/Microsoft.NET.Sdk.macOS.Manifest-8.0.100,https://dot.net/,,No,,No,
nuget,Microsoft.NET.Sdk.MacCatalyst.Manifest-8.0.100,772566786.0,18.0.8319,14,14,,,https://github.com/xamarin/xamarin-macios,https://www.nuget.org/packages/Microsoft.NET.Sdk.MacCatalyst.Manifest-8.0.100,https://dot.net/,,No,,No,
nuget,Microsoft.NET.Sdk.tvOS.Manifest-8.0.100,772223456.0,18.0.8319,14,14,,,https://github.com/xamarin/xamarin-macios,https://www.nuget.org/packages/Microsoft.NET.Sdk.tvOS.Manifest-8.0.100,https://dot.net/,,No,,No,
nuget,Microsoft.NET.Sdk.Maui.Manifest-8.0.100,772053972.0,8.0.100,11,11,,,https://github.com/dotnet/maui,https://www.nuget.org/packages/Microsoft.NET.Sdk.Maui.Manifest-8.0.100,https://github.com/dotnet/maui,README.md,Yes,,No,
nuget,Azure.Storage.Blobs,764198799.0,12.29.2,94,52,,,https://github.com/azure/azure-sdk-for-net,https://www.nuget.org/packages/Azure.Storage.Blobs,https://github.com/Azure/azure-sdk-for-net/blob/Azure.Storage.Blobs_12.29.2/sdk/storage/Azure.Storage.Blobs/README.md,README.md,Yes,lib/net10.0/Azure.Storage.Blobs.xml,Yes,
nuget,Microsoft.Extensions.WebEncoders,758307821.0,10.0.12,275,188,,,https://github.com/dotnet/aspnetcore,https://www.nuget.org/packages/Microsoft.Extensions.WebEncoders,https://asp.net/,,No,lib/net10.0/Microsoft.Extensions.WebEncoders.xml,Yes,
nuget,FluentAssertions,756222186.0,8.10.0,147,113,,,https://github.com/fluentassertions/fluentassertions,https://www.nuget.org/packages/FluentAssertions,https://xceed.com/products/unit-testing/fluent-assertions/,,No,lib/net47/FluentAssertions.xml,Yes,
nuget,Dapper,749832501.0,2.1.79,93,71,,,https://github.com/dapperlib/dapper,https://www.nuget.org/packages/Dapper,https://github.com/DapperLib/Dapper,readme.md,Yes,lib/net10.0/Dapper.xml,Yes,
nuget,System.IO.Hashing,748720875.0,10.0.12,89,39,,,https://github.com/dotnet/runtime,https://www.nuget.org/packages/System.IO.Hashing,https://dot.net/,,No,lib/net10.0/System.IO.Hashing.xml,Yes,
nuget,Serilog.Sinks.Debug,746914322.0,3.0.0,14,4,,,https://github.com/serilog/serilog-sinks-debug,https://www.nuget.org/packages/Serilog.Sinks.Debug,https://github.com/serilog/serilog-sinks-debug,README.md,Yes,lib/net462/Serilog.Sinks.Debug.xml,Yes,
nuget,Microsoft.AspNetCore.Razor.Language,743539503.0,6.0.36,141,100,,,https://github.com/dotnet/aspnetcore,https://www.nuget.org/packages/Microsoft.AspNetCore.Razor.Language,https://asp.net/,,No,,No,
nuget,runtime.win-x86.runtime.native.System.Data.SqlClient.sni,741492423.0,4.4.0,3,1,,,,https://www.nuget.org/packages/runtime.win-x86.runtime.native.System.Data.SqlClient.sni,https://dot.net/,,No,,No,
nuget,runtime.win-x64.runtime.native.System.Data.SqlClient.sni,741466033.0,4.4.0,3,1,,,,https://www.nuget.org/packages/runtime.win-x64.runtime.native.System.Data.SqlClient.sni,https://dot.net/,,No,,No,
nuget,runtime.win-arm64.runtime.native.System.Data.SqlClient.sni,741237495.0,4.4.0,3,1,,,,https://www.nuget.org/packages/runtime.win-arm64.runtime.native.System.Data.SqlClient.sni,https://dot.net/,,No,,No,
nuget,Microsoft.Build.Framework,739388810.0,18.9.6,82,68,,,https://github.com/dotnet/msbuild,https://www.nuget.org/packages/Microsoft.Build.Framework,https://go.microsoft.com/fwlink/?LinkId=624683,README.md,Yes,lib/net10.0/Microsoft.Build.Framework.xml,Yes,
nuget,System.ServiceModel.Primitives,737438490.0,10.0.652802,71,36,,,https://github.com/dotnet/wcf,https://www.nuget.org/packages/System.ServiceModel.Primitives,https://github.com/dotnet/wcf,README.md,Yes,,No,
nuget,System.Diagnostics.StackTrace,717060645.0,4.3.0,11,4,,,,https://www.nuget.org/packages/System.Diagnostics.StackTrace,https://dot.net/,,No,ref/netstandard1.3/System.Diagnostics.StackTrace.xml,Yes,
nuget,Microsoft.Extensions.Localization.Abstractions,715515359.0,10.0.12,278,192,,,https://github.com/dotnet/aspnetcore,https://www.nuget.org/packages/Microsoft.Extensions.Localization.Abstractions,https://asp.net/,,No,lib/net10.0/Microsoft.Extensions.Localization.Abstractions.xml,Yes,
nuget,System.Private.Uri,713483048.0,4.3.2,15,8,,,,https://www.nuget.org/packages/System.Private.Uri,https://dot.net/,,No,,No,
nuget,System.Threading.Overlapped,710956571.0,4.3.0,14,3,,,,https://www.nuget.org/packages/System.Threading.Overlapped,https://dot.net/,,No,ref/netstandard1.3/System.Threading.Overlapped.xml,Yes,
nuget,System.Runtime.Serialization.Json,710798189.0,4.3.0,16,5,,,,https://www.nuget.org/packages/System.Runtime.Serialization.Json,https://dot.net/,,No,ref/netcore50/System.Runtime.Serialization.Json.xml,Yes,
nuget,System.Linq.Queryable,705686017.0,4.3.0,14,3,,,,https://www.nuget.org/packages/System.Linq.Queryable,https://dot.net/,,No,ref/netcore50/System.Linq.Queryable.xml,Yes,
nuget,Microsoft.Azure.Amqp,700615782.0,2.7.4,73,69,,,https://github.com/azure/azure-amqp,https://www.nuget.org/packages/Microsoft.Azure.Amqp,https://github.com/Azure/azure-amqp,readme.md,Yes,lib/net8.0/Microsoft.Azure.Amqp.xml,Yes,
nuget,Microsoft.AspNetCore.Mvc.Formatters.Json,699584233.0,2.3.13,45,34,,,https://github.com/dotnet/aspnetcore,https://www.nuget.org/packages/Microsoft.AspNetCore.Mvc.Formatters.Json,https://asp.net/,,No,lib/netstandard2.0/Microsoft.AspNetCore.Mvc.Formatters.Json.xml,Yes,
nuget,Microsoft.CodeAnalysis.Razor,698863209.0,6.0.36,146,105,,,https://github.com/dotnet/aspnetcore,https://www.nuget.org/packages/Microsoft.CodeAnalysis.Razor,https://asp.net/,,No,,No,
nuget,Azure.Security.KeyVault.Secrets,693165002.0,4.11.1,37,17,,,https://github.com/azure/azure-sdk-for-net,https://www.nuget.org/packages/Azure.Security.KeyVault.Secrets,https://github.com/Azure/azure-sdk-for-net/blob/Azure.Security.KeyVault.Secrets_4.11.0/sdk/keyvault/Azure.Security.KeyVault.Secrets/README.md,README.md,Yes,lib/net10.0/Azure.Security.KeyVault.Secrets.xml,Yes,
nuget,NUnit,686366137.0,4.6.1,68,51,,,https://github.com/nunit/nunit,https://www.nuget.org/packages/NUnit,https://nunit.org/,README.md,Yes,lib/net462/nunit.framework.xml,Yes,
nuget,CsvHelper,679050189.0,33.1.0,237,199,,,https://github.com/joshclose/csvhelper,https://www.nuget.org/packages/CsvHelper,https://joshclose.github.io/CsvHelper/,,No,lib/net462/CsvHelper.xml,Yes,
nuget,System.Net.WebHeaderCollection,675664270.0,4.3.0,12,3,,,,https://www.nuget.org/packages/System.Net.WebHeaderCollection,https://dot.net/,,No,ref/netstandard1.3/System.Net.WebHeaderCollection.xml,Yes,
nuget,Microsoft.ApplicationInsights.PerfCounterCollector,670209097.0,2.23.0,112,42,,,https://github.com/microsoft/applicationinsights-dotnet,https://www.nuget.org/packages/Microsoft.ApplicationInsights.PerfCounterCollector,https://go.microsoft.com/fwlink/?LinkId=392727,,No,lib/net452/Microsoft.AI.PerfCounterCollector.xml,Yes,
nuget,System.Reflection.DispatchProxy,669769645.0,4.8.2,47,12,,,https://github.com/dotnet/maintenance-packages,https://www.nuget.org/packages/System.Reflection.DispatchProxy,https://github.com/dotnet/maintenance-packages,,No,lib/net462/System.Reflection.DispatchProxy.xml,Yes,
nuget,Microsoft.ApplicationInsights.DependencyCollector,666934385.0,2.23.0,112,42,,,https://github.com/microsoft/applicationinsights-dotnet,https://www.nuget.org/packages/Microsoft.ApplicationInsights.DependencyCollector,https://go.microsoft.com/fwlink/?LinkId=392727,,No,lib/net452/Microsoft.AI.DependencyCollector.xml,Yes,
nuget,System.Net.Security,657506888.0,4.3.2,17,6,,,,https://www.nuget.org/packages/System.Net.Security,https://dot.net/,,No,,No,
nuget,Microsoft.ApplicationInsights.WindowsServer.TelemetryChannel,651736407.0,2.23.0,102,36,,,https://github.com/microsoft/applicationinsights-dotnet,https://www.nuget.org/packages/Microsoft.ApplicationInsights.WindowsServer.TelemetryChannel,https://go.microsoft.com/fwlink/?LinkId=392727,,No,lib/net452/Microsoft.AI.ServerTelemetryChannel.xml,Yes,
nuget,AWSSDK.S3,643207737.0,4.0.103,1561,1531,,,https://github.com/aws/aws-sdk-net,https://www.nuget.org/packages/AWSSDK.S3,https://github.com/aws/aws-sdk-net/,,No,lib/net472/AWSSDK.S3.xml,Yes,
nuget,OpenTelemetry,642718107.0,1.18.0,92,30,,,https://github.com/open-telemetry/opentelemetry-dotnet,https://www.nuget.org/packages/OpenTelemetry,https://opentelemetry.io/,README.md,Yes,lib/net10.0/OpenTelemetry.xml,Yes,
nuget,Microsoft.ApplicationInsights.WindowsServer,641167328.0,2.23.0,106,39,,,https://github.com/microsoft/applicationinsights-dotnet,https://www.nuget.org/packages/Microsoft.ApplicationInsights.WindowsServer,https://go.microsoft.com/fwlink/?LinkId=392727,,No,lib/net452/Microsoft.AI.WindowsServer.xml,Yes,
nuget,Microsoft.Rest.ClientRuntime,638653701.0,3.0.3,52,52,,,https://github.com/azure/azure-sdk-for-net,https://www.nuget.org/packages/Microsoft.Rest.ClientRuntime,https://github.com/Azure/AutoRest,,No,,No,
nuget,Microsoft.EntityFrameworkCore.Tools,632428727.0,10.0.12,297,204,,,https://github.com/dotnet/efcore,https://www.nuget.org/packages/Microsoft.EntityFrameworkCore.Tools,https://docs.microsoft.com/ef/core/,,No,,No,
nuget,Microsoft.AspNetCore.Authentication.OpenIdConnect,622557299.0,10.0.12,285,199,,,https://github.com/dotnet/aspnetcore,https://www.nuget.org/packages/Microsoft.AspNetCore.Authentication.OpenIdConnect,https://asp.net/,,No,lib/net10.0/Microsoft.AspNetCore.Authentication.OpenIdConnect.xml,Yes,
nuget,Polly.Core,618460041.0,8.7.0,31,20,,,https://github.com/app-vnext/polly,https://www.nuget.org/packages/Polly.Core,https://github.com/App-vNext/Polly,,No,lib/net462/Polly.Core.xml,Yes,
nuget,NLog,614656580.0,6.2.0,223,125,,,https://github.com/nlog/nlog,https://www.nuget.org/packages/NLog,https://nlog-project.org/,,No,lib/net35/NLog.xml,Yes,
nuget,Microsoft.SqlServer.Server,614199979.0,1.0.0,1,1,,,https://github.com/dotnet/sqlclient,https://www.nuget.org/packages/Microsoft.SqlServer.Server,https://aka.ms/sqlclientproject,,No,lib/net46/Microsoft.SqlServer.Server.xml,Yes,
nuget,OpenTelemetry.Api.ProviderBuilderExtensions,604767008.0,1.18.0,43,23,,,https://github.com/open-telemetry/opentelemetry-dotnet,https://www.nuget.org/packages/OpenTelemetry.Api.ProviderBuilderExtensions,https://opentelemetry.io/,README.md,Yes,lib/net10.0/OpenTelemetry.Api.ProviderBuilderExtensions.xml,Yes,
nuget,Microsoft.Extensions.Localization,604698937.0,10.0.12,278,192,,,https://github.com/dotnet/aspnetcore,https://www.nuget.org/packages/Microsoft.Extensions.Localization,https://asp.net/,,No,lib/net10.0/Microsoft.Extensions.Localization.xml,Yes,
nuget,Microsoft.AspNetCore.Connections.Abstractions,604417429.0,10.0.12,266,186,,,https://github.com/dotnet/aspnetcore,https://www.nuget.org/packages/Microsoft.AspNetCore.Connections.Abstractions,https://asp.net/,,No,lib/net10.0/Microsoft.AspNetCore.Connections.Abstractions.xml,Yes,
nuget,Microsoft.Azure.WebJobs,603926994.0,3.0.47,70,46,,,https://github.com/azure/azure-webjobs-sdk,https://www.nuget.org/packages/Microsoft.Azure.WebJobs,https://github.com/Azure/azure-webjobs-sdk,README.md,Yes,,No,
nuget,Microsoft.IdentityModel.Clients.ActiveDirectory,594542020.0,5.3.0,123,90,,,,https://www.nuget.org/packages/Microsoft.IdentityModel.Clients.ActiveDirectory,https://aka.ms/adalnet,,No,lib/monoandroid81/Microsoft.IdentityModel.Clients.ActiveDirectory.xml,Yes,
nuget,System.Net.Requests,593461546.0,4.3.0,16,5,,,,https://www.nuget.org/packages/System.Net.Requests,https://dot.net/,,No,ref/netcore50/System.Net.Requests.xml,Yes,
nuget,Microsoft.Extensions.Http.Polly,587270347.0,10.0.12,243,162,,,https://github.com/dotnet/aspnetcore,https://www.nuget.org/packages/Microsoft.Extensions.Http.Polly,https://asp.net/,,No,lib/netstandard2.0/Microsoft.Extensions.Http.Polly.xml,Yes,
nuget,RestSharp,585784056.0,114.0.0,373,105,,,https://github.com/restsharp/restsharp,https://www.nuget.org/packages/RestSharp,https://restsharp.dev/,README.md,Yes,lib/net10.0/RestSharp.xml,Yes,
nuget,System.Security.SecureString,580294298.0,4.3.0,12,2,,,,https://www.nuget.org/packages/System.Security.SecureString,https://dot.net/,,No,ref/netstandard1.3/System.Security.SecureString.xml,Yes,
nuget,Google.Apis.Auth,579109364.0,1.76.0,111,96,,,https://github.com/googleapis/google-api-dotnet-client,https://www.nuget.org/packages/Google.Apis.Auth,https://github.com/googleapis/google-api-dotnet-client,,No,lib/net462/Google.Apis.Auth.xml,Yes,
nuget,System.Management,579065775.0,10.0.12,130,46,,,https://github.com/dotnet/dotnet,https://www.nuget.org/packages/System.Management,https://dot.net/,,No,lib/net10.0/System.Management.xml,Yes,
nuget,Autofac,570256487.0,9.3.2,92,76,,,https://github.com/autofac/autofac,https://www.nuget.org/packages/Autofac,https://autofac.org/,README.md,Yes,lib/net10.0/Autofac.xml,Yes,
nuget,Microsoft.Azure.WebJobs.Core,563419035.0,3.0.47,71,46,,,https://github.com/azure/azure-webjobs-sdk,https://www.nuget.org/packages/Microsoft.Azure.WebJobs.Core,https://github.com/Azure/azure-webjobs-sdk,README.md,Yes,,No,
nuget,Microsoft.AspNetCore.Metadata,561164096.0,10.0.12,245,174,,,https://github.com/dotnet/aspnetcore,https://www.nuget.org/packages/Microsoft.AspNetCore.Metadata,https://asp.net/,,No,lib/net10.0/Microsoft.AspNetCore.Metadata.xml,Yes,
nuget,Google.Apis.Core,554953849.0,1.76.0,109,96,,,https://github.com/googleapis/google-api-dotnet-client,https://www.nuget.org/packages/Google.Apis.Core,https://github.com/googleapis/google-api-dotnet-client,,No,lib/net462/Google.Apis.Core.xml,Yes,
nuget,Google.Apis,552650751.0,1.76.0,120,101,,,https://github.com/googleapis/google-api-dotnet-client,https://www.nuget.org/packages/Google.Apis,https://github.com/googleapis/google-api-dotnet-client,,No,lib/net462/Google.Apis.xml,Yes,
nuget,NUnit3TestAdapter,551898587.0,6.3.0,82,42,,,https://github.com/nunit/nunit3-vs-adapter,https://www.nuget.org/packages/NUnit3TestAdapter,https://docs.nunit.org/articles/vs-test-adapter/Index.html,docs/README.md,Yes,,No,
nuget,Microsoft.AspNetCore.TestHost,545342495.0,10.0.12,285,198,,,https://github.com/dotnet/aspnetcore,https://www.nuget.org/packages/Microsoft.AspNetCore.TestHost,https://asp.net/,,No,lib/net10.0/Microsoft.AspNetCore.TestHost.xml,Yes,
nuget,YamlDotNet,544916293.0,18.1.0,270,94,,,https://github.com/aaubry/yamldotnet,https://www.nuget.org/packages/YamlDotNet,https://github.com/aaubry/YamlDotNet/wiki,README.md,Yes,lib/net10.0/YamlDotNet.xml,Yes,
nuget,runtime.native.System.Net.Security,539218732.0,4.3.1,5,3,,,,https://www.nuget.org/packages/runtime.native.System.Net.Security,https://dot.net/,,No,,No,
nuget,Microsoft.AspNetCore.App.Ref,538729593.0,10.0.12,201,127,,,https://github.com/dotnet/aspnetcore,https://www.nuget.org/packages/Microsoft.AspNetCore.App.Ref,https://asp.net/,,No,ref/net10.0/Microsoft.AspNetCore.Antiforgery.xml,Yes,
nuget,System.IO.Packaging,536758839.0,10.0.12,136,48,,,https://github.com/dotnet/dotnet,https://www.nuget.org/packages/System.IO.Packaging,https://dot.net/,,No,lib/net10.0/System.IO.Packaging.xml,Yes,
nuget,Microsoft.Extensions.Logging.ApplicationInsights,534364259.0,2.23.0,50,18,,,https://github.com/microsoft/applicationinsights-dotnet,https://www.nuget.org/packages/Microsoft.Extensions.Logging.ApplicationInsights,https://go.microsoft.com/fwlink/?LinkId=392727,,No,lib/netstandard2.0/Microsoft.Extensions.Logging.ApplicationInsights.xml,Yes,
nuget,System.Xml.XPath.XmlDocument,533557028.0,4.7.0,15,4,,,https://github.com/dotnet/maintenance-packages,https://www.nuget.org/packages/System.Xml.XPath.XmlDocument,https://github.com/dotnet/maintenance-packages,,No,lib/net462/System.Xml.XPath.XmlDocument.xml,Yes,
nuget,System.Private.ServiceModel,532586818.0,4.10.3,52,27,,,https://github.com/dotnet/wcf,https://www.nuget.org/packages/System.Private.ServiceModel,https://github.com/dotnet/wcf,,No,,No,
nuget,Mono.TextTemplating,528118041.0,3.0.0,22,16,,,https://github.com/mono/t4,https://www.nuget.org/packages/Mono.TextTemplating,https://github.com/mono/t4,readme.md,Yes,,No,
nuget,Microsoft.Bcl.HashCode,522503728.0,6.0.0,15,4,,,https://github.com/dotnet/maintenance-packages,https://www.nuget.org/packages/Microsoft.Bcl.HashCode,https://github.com/dotnet/maintenance-packages,,No,lib/net462/Microsoft.Bcl.HashCode.xml,Yes,
nuget,System.ServiceModel.Http,512156724.0,10.0.652802,73,37,,,https://github.com/dotnet/wcf,https://www.nuget.org/packages/System.ServiceModel.Http,https://github.com/dotnet/wcf,README.md,Yes,,No,
nuget,NuGet.CommandLine,510925465.0,7.9.0,157,150,,,https://github.com/nuget/nuget.client,https://www.nuget.org/packages/NuGet.CommandLine,https://aka.ms/nugetprj,README.md,Yes,,No,
nuget,Portable.BouncyCastle,510793447.0,1.9.0,29,22,,,https://github.com/novotnyllc/bc-csharp,https://www.nuget.org/packages/Portable.BouncyCastle,https://www.bouncycastle.org/csharp/,,No,lib/net40/BouncyCastle.Crypto.xml,Yes,
nuget,Polly.Extensions.Http,509361509.0,3.0.0,9,4,,,https://github.com/app-vnext/polly.extensions.http,https://www.nuget.org/packages/Polly.Extensions.Http,https://github.com/App-vNext/Polly.Extensions.Http,,No,lib/netstandard1.1/Polly.Extensions.Http.xml,Yes,
nuget,RabbitMQ.Client,509308135.0,7.2.2,179,78,,,https://github.com/rabbitmq/rabbitmq-dotnet-client,https://www.nuget.org/packages/RabbitMQ.Client,https://www.rabbitmq.com/dotnet.html,README.md,Yes,lib/net8.0/RabbitMQ.Client.xml,Yes,
nuget,Microsoft.ApplicationInsights.EventCounterCollector,506846571.0,2.23.0,48,18,,,https://github.com/microsoft/applicationinsights-dotnet,https://www.nuget.org/packages/Microsoft.ApplicationInsights.EventCounterCollector,https://go.microsoft.com/fwlink/?LinkId=392727,,No,lib/netstandard2.0/Microsoft.AI.EventCounterCollector.xml,Yes,
nuget,System.Threading.Tasks.Parallel,506637716.0,4.3.0,14,3,,,,https://www.nuget.org/packages/System.Threading.Tasks.Parallel,https://dot.net/,,No,ref/netcore50/System.Threading.Tasks.Parallel.xml,Yes,
nuget,Microsoft.AspNetCore.Mvc.Razor.Extensions,500620981.0,6.0.36,141,100,,,https://github.com/dotnet/aspnetcore,https://www.nuget.org/packages/Microsoft.AspNetCore.Mvc.Razor.Extensions,https://asp.net/,,No,,No,
nuget,Microsoft.NETCore.App.Ref,498481581.0,10.0.12,200,124,,,https://github.com/dotnet/runtime,https://www.nuget.org/packages/Microsoft.NETCore.App.Ref,https://dot.net/,,No,ref/net10.0/Microsoft.CSharp.xml,Yes,
nuget,Microsoft.ApplicationInsights.AspNetCore,493680076.0,3.1.2,99,40,,,https://github.com/microsoft/applicationinsights-dotnet,https://www.nuget.org/packages/Microsoft.ApplicationInsights.AspNetCore,https://go.microsoft.com/fwlink/?LinkId=392727,,No,lib/net10.0/Microsoft.ApplicationInsights.AspNetCore.xml,Yes,
nuget,Microsoft.AspNetCore.Mvc.DataAnnotations,489981262.0,2.3.13,44,33,,,https://github.com/dotnet/aspnetcore,https://www.nuget.org/packages/Microsoft.AspNetCore.Mvc.DataAnnotations,https://asp.net/,,No,lib/netstandard2.0/Microsoft.AspNetCore.Mvc.DataAnnotations.xml,Yes,
nuget,SharpZipLib,488520605.0,1.4.2,15,11,,,https://github.com/icsharpcode/sharpziplib,https://www.nuget.org/packages/SharpZipLib,https://github.com/icsharpcode/SharpZipLib,,No,lib/net6.0/ICSharpCode.SharpZipLib.xml,Yes,
nuget,WindowsAzure.Storage,487855481.0,9.3.3,78,63,,,https://github.com/azure/azure-storage-net,https://www.nuget.org/packages/WindowsAzure.Storage,https://github.com/Azure/azure-storage-net,,No,lib/net45/Microsoft.WindowsAzure.Storage.xml,Yes,
nuget,JetBrains.Annotations,485731044.0,2026.2.0,76,39,,,https://github.com/jetbrains/jetbrains.annotations,https://www.nuget.org/packages/JetBrains.Annotations,https://www.jetbrains.com/help/resharper/Code_Analysis__Code_Annotations.html,readme.md,Yes,lib/net20/JetBrains.Annotations.xml,Yes,
nuget,MongoDB.Bson,484962590.0,3.11.1,118,98,,,https://github.com/mongodb/mongo-csharp-driver,https://www.nuget.org/packages/MongoDB.Bson,https://www.mongodb.com/docs/drivers/csharp/,README.md,Yes,lib/net472/MongoDB.Bson.xml,Yes,
nuget,MSTest.TestFramework,482903262.0,4.4.0,122,79,,,https://github.com/microsoft/testfx,https://www.nuget.org/packages/MSTest.TestFramework,https://github.com/microsoft/testfx,,No,lib/net462/MSTest.TestFramework.xml,Yes,
nuget,System.Diagnostics.FileVersionInfo,481212845.0,4.3.0,14,2,,,,https://www.nuget.org/packages/System.Diagnostics.FileVersionInfo,https://dot.net/,,No,ref/netstandard1.3/System.Diagnostics.FileVersionInfo.xml,Yes,
nuget,System.Data.Common,480906024.0,4.3.0,14,3,,,,https://www.nuget.org/packages/System.Data.Common,https://dot.net/,,No,ref/netstandard1.2/System.Data.Common.xml,Yes,
nuget,MediatR,478390411.0,14.2.0,55,44,,,https://github.com/luckypennysoftware/mediatr,https://www.nuget.org/packages/MediatR,https://mediatr.io/,README.md,Yes,lib/net10.0/MediatR.xml,Yes,
nuget,Npgsql.EntityFrameworkCore.PostgreSQL,477295481.0,10.0.3,141,66,,,https://github.com/npgsql/efcore.pg,https://www.nuget.org/packages/Npgsql.EntityFrameworkCore.PostgreSQL,https://github.com/npgsql/efcore.pg,README.md,Yes,lib/net10.0/Npgsql.EntityFrameworkCore.PostgreSQL.xml,Yes,
nuget,DnsClient,477192751.0,1.8.0,39,20,,,https://github.com/michaco/dnsclient.net,https://www.nuget.org/packages/DnsClient,http://dnsclient.michaco.net/,README.md,Yes,lib/net472/DnsClient.xml,Yes,
nuget,Microsoft.AspNetCore.Cryptography.KeyDerivation,476204481.0,10.0.12,279,198,,,https://github.com/dotnet/aspnetcore,https://www.nuget.org/packages/Microsoft.AspNetCore.Cryptography.KeyDerivation,https://asp.net/,,No,lib/net10.0/Microsoft.AspNetCore.Cryptography.KeyDerivation.xml,Yes,
nuget,Serilog.Sinks.PeriodicBatching,471161463.0,5.0.0,66,14,,,https://github.com/serilog/serilog-sinks-periodicbatching,https://www.nuget.org/packages/Serilog.Sinks.PeriodicBatching,https://github.com/serilog/serilog-sinks-periodicbatching,README.md,Yes,lib/net462/Serilog.Sinks.PeriodicBatching.xml,Yes,
nuget,SQLitePCLRaw.core,470974467.0,3.0.5,87,45,,,https://github.com/ericsink/sqlitepcl.raw,https://www.nuget.org/packages/SQLitePCLRaw.core,,README.md,Yes,,No,
nuget,Microsoft.AspNetCore.Html.Abstractions,468153127.0,2.3.13,31,20,,,https://github.com/dotnet/aspnetcore,https://www.nuget.org/packages/Microsoft.AspNetCore.Html.Abstractions,https://asp.net/,,No,lib/netstandard2.0/Microsoft.AspNetCore.Html.Abstractions.xml,Yes,
nuget,Microsoft.Extensions.FileProviders.Embedded,467328051.0,10.0.12,271,184,,,https://github.com/dotnet/aspnetcore,https://www.nuget.org/packages/Microsoft.Extensions.FileProviders.Embedded,https://asp.net/,,No,lib/net10.0/Microsoft.Extensions.FileProviders.Embedded.xml,Yes,
nuget,FluentValidation.DependencyInjectionExtensions,464174559.0,12.1.1,88,69,,,https://github.com/jeremyskinner/fluentvalidation,https://www.nuget.org/packages/FluentValidation.DependencyInjectionExtensions,https://fluentvalidation.net/,README.md,Yes,lib/net8.0/FluentValidation.DependencyInjectionExtensions.xml,Yes,
nuget,System.Diagnostics.Contracts,462370937.0,4.3.0,14,3,,,,https://www.nuget.org/packages/System.Diagnostics.Contracts,https://dot.net/,,No,ref/netcore50/System.Diagnostics.Contracts.xml,Yes,
nuget,Microsoft.VisualStudio.Azure.Containers.Tools.Targets,460908605.0,1.23.0,104,91,,,,https://www.nuget.org/packages/Microsoft.VisualStudio.Azure.Containers.Tools.Targets,https://aka.ms/vscontainertools,,No,,No,
nuget,Microsoft.AspNetCore.Diagnostics.Abstractions,460002271.0,2.3.13,38,27,,,https://github.com/dotnet/aspnetcore,https://www.nuget.org/packages/Microsoft.AspNetCore.Diagnostics.Abstractions,https://asp.net/,,No,lib/netstandard2.0/Microsoft.AspNetCore.Diagnostics.Abstractions.xml,Yes,
nuget,MSTest.TestAdapter,459683395.0,4.4.0,128,80,,,https://github.com/microsoft/testfx,https://www.nuget.org/packages/MSTest.TestAdapter,https://github.com/microsoft/testfx,,No,,No,
nuget,System.Xml.XPath.XDocument,459589248.0,4.3.0,14,3,,,,https://www.nuget.org/packages/System.Xml.XPath.XDocument,https://dot.net/,,No,ref/netstandard1.3/System.Xml.XPath.XDocument.xml,Yes,
nuget,Microsoft.EntityFrameworkCore.InMemory,457710247.0,10.0.12,295,208,,,https://github.com/dotnet/efcore,https://www.nuget.org/packages/Microsoft.EntityFrameworkCore.InMemory,https://docs.microsoft.com/ef/core/,,No,lib/net10.0/Microsoft.EntityFrameworkCore.InMemory.xml,Yes,
nuget,AWSSDK.Polly,453817239.0,4.0.100.12,1364,1350,,,https://github.com/aws/aws-sdk-net,https://www.nuget.org/packages/AWSSDK.Polly,https://github.com/aws/aws-sdk-net/,,No,lib/net472/AWSSDK.Polly.xml,Yes,
