package,downloads,registry_name,in_stars,in_forks,in_downloads_90pct,sources
microsoft.aspnetcore.authentication.core,1100915724.0,Microsoft.AspNetCore.Authentication.Core,False,True,True,forks+downloads
microsoft.aspnetcore.dataprotection,1099013319.0,Microsoft.AspNetCore.DataProtection,True,True,True,stars+forks+downloads
serilog.extensions.logging,1098917893.0,Serilog.Extensions.Logging,True,True,True,stars+forks+downloads
microsoft.aspnetcore.mvc.core,1089722987.0,Microsoft.AspNetCore.Mvc.Core,False,False,True,downloads
microsoft.net.sdk.aspire.manifest-8.0.100,1083190393.0,Microsoft.NET.Sdk.Aspire.Manifest-8.0.100,False,False,True,downloads
system.runtime.serialization.formatters,1067300313.0,System.Runtime.Serialization.Formatters,True,True,True,stars+forks+downloads
xunit.core,1066302378.0,xunit.core,True,True,True,stars+forks+downloads
runtime.native.system.data.sqlclient.sni,1061054179.0,runtime.native.System.Data.SqlClient.sni,False,False,True,downloads
xunit.abstractions,1059282909.0,xunit.abstractions,True,True,True,stars+forks+downloads
humanizer.core,1057538780.0,Humanizer.Core,True,True,True,stars+forks+downloads
xunit.assert,1041804177.0,xunit.assert,True,True,True,stars+forks+downloads
xunit.runner.visualstudio,1036404162.0,xunit.runner.visualstudio,True,True,True,stars+forks+downloads
fluentvalidation,1032402134.0,FluentValidation,True,True,True,stars+forks+downloads
microsoft.entityframeworkcore.design,1027709358.0,Microsoft.EntityFrameworkCore.Design,True,True,True,stars+forks+downloads
xunit,1018725772.0,xunit,True,True,True,stars+forks+downloads
coverlet.collector,1014260780.0,coverlet.collector,True,True,True,stars+forks+downloads
system.net.nameresolution,1008514031.0,System.Net.NameResolution,True,True,True,stars+forks+downloads
xunit.analyzers,1004114416.0,xunit.analyzers,True,True,True,stars+forks+downloads
microsoft.aspnet.webapi.client,1003655352.0,Microsoft.AspNet.WebApi.Client,True,True,True,stars+forks+downloads
