package,downloads,registry_name,in_stars,in_forks,in_downloads_90pct,sources
microsoft.net.sdk.functions,208453518.0,Microsoft.NET.Sdk.Functions,False,True,True,forks+downloads
microsoft.aspnetcore.server.iisintegration,208373015.0,Microsoft.AspNetCore.Server.IISIntegration,True,True,True,stars+forks+downloads
microsoft.owin.security,207702075.0,Microsoft.Owin.Security,True,True,True,stars+forks+downloads
microsoft.azure.functions.worker.projecttemplates,206837891.0,Microsoft.Azure.Functions.Worker.ProjectTemplates,False,False,True,downloads
nito.disposables,206733789.0,Nito.Disposables,True,True,True,stars+forks+downloads
grpc.aspnetcore.server.clientfactory,206624379.0,Grpc.AspNetCore.Server.ClientFactory,False,False,True,downloads
nswag.core,206403703.0,NSwag.Core,False,False,True,downloads
epplus,205686930.0,EPPlus,False,True,True,forks+downloads
ncrontab.signed,205368798.0,ncrontab.signed,False,False,True,downloads
microsoft.azure.keyvault.webkey,205295974.0,Microsoft.Azure.KeyVault.WebKey,False,True,True,forks+downloads
microsoft.aspnetcore.httpoverrides,204454654.0,Microsoft.AspNetCore.HttpOverrides,False,False,True,downloads
microsoft.visualbasic,204254329.0,Microsoft.VisualBasic,True,True,True,stars+forks+downloads
microsoft.netcore.app.runtime.linux-x64,203449197.0,Microsoft.NETCore.App.Runtime.linux-x64,True,True,True,stars+forks+downloads
snappier,202700490.0,Snappier,False,True,True,forks+downloads
microsoft.identity.web.tokencache,202605853.0,Microsoft.Identity.Web.TokenCache,False,False,True,downloads
grpc.aspnetcore,202474910.0,Grpc.AspNetCore,True,True,True,stars+forks+downloads
google.api.gax.rest,202084401.0,Google.Api.Gax.Rest,False,False,True,downloads
microsoft.aspnetcore.app.runtime.linux-x64,200283900.0,Microsoft.AspNetCore.App.Runtime.linux-x64,True,True,True,stars+forks+downloads
microsoft.extensions.features,199998854.0,Microsoft.Extensions.Features,False,False,True,downloads
microsoft.identity.web.certificate,199656555.0,Microsoft.Identity.Web.Certificate,False,False,True,downloads
system.threading.ratelimiting,198907176.0,System.Threading.RateLimiting,True,False,True,stars+downloads
microsoft.netcore.windows.apisets,197305059.0,Microsoft.NETCore.Windows.ApiSets,False,False,True,downloads
microsoft.azure.webjobs.host.storage,197144756.0,Microsoft.Azure.WebJobs.Host.Storage,False,True,True,forks+downloads
microsoft.aspnetcore.authentication.cookies,196547016.0,Microsoft.AspNetCore.Authentication.Cookies,True,True,True,stars+forks+downloads
swashbuckle.aspnetcore.newtonsoft,196494339.0,Swashbuckle.AspNetCore.Newtonsoft,False,False,True,downloads
runtime.unix.system.io.filesystem,196464069.0,runtime.unix.System.IO.FileSystem,False,False,True,downloads
microsoft.net.sdk.ios.manifest-7.0.100,196287656.0,Microsoft.NET.Sdk.iOS.Manifest-7.0.100,False,False,True,downloads
microsoft.net.workload.mono.toolchain.net7.manifest-7.0.100,195441256.0,Microsoft.NET.Workload.Mono.ToolChain.net7.Manifest-7.0.100,False,False,True,downloads
microsoft.net.workload.mono.toolchain.net6.manifest-7.0.100,195430968.0,Microsoft.NET.Workload.Mono.ToolChain.net6.Manifest-7.0.100,False,False,True,downloads
microsoft.net.workload.emscripten.net6.manifest-7.0.100,195330609.0,Microsoft.NET.Workload.Emscripten.net6.Manifest-7.0.100,False,False,True,downloads
microsoft.net.workload.emscripten.net7.manifest-7.0.100,195272069.0,Microsoft.NET.Workload.Emscripten.net7.Manifest-7.0.100,False,False,True,downloads
microsoft.net.sdk.macos.manifest-7.0.100,195092188.0,Microsoft.NET.Sdk.macOS.Manifest-7.0.100,False,False,True,downloads
microsoft.net.sdk.maccatalyst.manifest-7.0.100,195058211.0,Microsoft.NET.Sdk.MacCatalyst.Manifest-7.0.100,False,False,True,downloads
excelnumberformat,195013448.0,ExcelNumberFormat,False,False,True,downloads
microsoft.net.sdk.maui.manifest-7.0.100,194926542.0,Microsoft.NET.Sdk.Maui.Manifest-7.0.100,False,False,True,downloads
microsoft.net.sdk.tvos.manifest-7.0.100,194849430.0,Microsoft.NET.Sdk.tvOS.Manifest-7.0.100,False,False,True,downloads
microsoft.net.sdk.android.manifest-7.0.100,194770454.0,Microsoft.NET.Sdk.Android.Manifest-7.0.100,False,False,True,downloads
microsoft.owin.host.systemweb,193881481.0,Microsoft.Owin.Host.SystemWeb,True,True,True,stars+forks+downloads
microsoft.netcore.app.host.linux-x64,192832396.0,Microsoft.NETCore.App.Host.linux-x64,True,False,True,stars+downloads
microsoft.build.tasks.core,192083577.0,Microsoft.Build.Tasks.Core,True,True,True,stars+forks+downloads
webgrease,191883140.0,WebGrease,True,True,True,stars+forks+downloads
nito.asyncex.tasks,191447213.0,Nito.AsyncEx.Tasks,True,True,True,stars+forks+downloads
microsoft.dotnet.internalabstractions,190177082.0,Microsoft.DotNet.InternalAbstractions,True,True,True,stars+forks+downloads
microsoft.identity.web.certificateless,188923528.0,Microsoft.Identity.Web.Certificateless,False,False,True,downloads
system.componentmodel.composition,188709201.0,System.ComponentModel.Composition,True,True,True,stars+forks+downloads
microsoft.identitymodel.tokens.saml,188679751.0,Microsoft.IdentityModel.Tokens.Saml,False,False,True,downloads
refit,188675884.0,Refit,False,False,True,downloads
amazon.lambda.core,188472905.0,Amazon.Lambda.Core,False,False,True,downloads
hangfire.aspnetcore,188006518.0,Hangfire.AspNetCore,True,True,True,stars+forks+downloads
nest,187877715.0,NEST,True,True,True,stars+forks+downloads
microsoft.identitymodel.xml,187864335.0,Microsoft.IdentityModel.Xml,False,False,True,downloads
microsoft.net.sdk.aspire.manifest-8.0.100.msi.x64,187479959.0,Microsoft.NET.Sdk.Aspire.Manifest-8.0.100.Msi.x64,False,False,True,downloads
microsoft.aspnetcore,186871976.0,Microsoft.AspNetCore,True,True,True,stars+forks+downloads
antlr,186178092.0,Antlr,True,True,True,stars+forks+downloads
microsoft.codeanalysis.scripting.common,185962735.0,Microsoft.CodeAnalysis.Scripting.Common,False,False,True,downloads
serilog.exceptions,185766807.0,Serilog.Exceptions,False,True,True,forks+downloads
system.net.http.winhttphandler,185475507.0,System.Net.Http.WinHttpHandler,True,True,True,stars+forks+downloads
opentelemetry.instrumentation.runtime,184607468.0,OpenTelemetry.Instrumentation.Runtime,True,True,True,stars+forks+downloads
selenium.webdriver,183850782.0,Selenium.WebDriver,True,True,True,stars+forks+downloads
azure.extensions.aspnetcore.configuration.secrets,183156050.0,Azure.Extensions.AspNetCore.Configuration.Secrets,True,True,True,stars+forks+downloads
system.threading.accesscontrol,181942506.0,System.Threading.AccessControl,False,False,True,downloads
microsoft.azure.webjobs.script.extensionsmetadatagenerator,180943816.0,Microsoft.Azure.WebJobs.Script.ExtensionsMetadataGenerator,False,True,True,forks+downloads
nuget.protocol,180868577.0,NuGet.Protocol,True,True,True,stars+forks+downloads
microsoft.testing.extensions.vstestbridge,180847148.0,Microsoft.Testing.Extensions.VSTestBridge,True,True,True,stars+forks+downloads
google.api.gax.grpc,180139351.0,Google.Api.Gax.Grpc,False,False,True,downloads
opentelemetry.exporter.console,178932836.0,OpenTelemetry.Exporter.Console,True,True,True,stars+forks+downloads
runtime.unix.microsoft.win32.primitives,178922720.0,runtime.unix.Microsoft.Win32.Primitives,False,False,True,downloads
microsoft.aspnetcore.mvc.versioning.apiexplorer,178790049.0,Microsoft.AspNetCore.Mvc.Versioning.ApiExplorer,False,False,True,downloads
quartz,178581813.0,Quartz,True,True,True,stars+forks+downloads
microsoft.codedom.providers.dotnetcompilerplatform,178383176.0,Microsoft.CodeDom.Providers.DotNetCompilerPlatform,True,True,True,stars+forks+downloads
microsoft.identitymodel.loggingextensions,178148954.0,Microsoft.IdentityModel.LoggingExtensions,False,False,True,downloads
runtime.unix.system.net.primitives,177454082.0,runtime.unix.System.Net.Primitives,False,False,True,downloads
system.io.unmanagedmemorystream,176877115.0,System.IO.UnmanagedMemoryStream,True,False,True,stars+downloads
system.io.pipes,174383430.0,System.IO.Pipes,True,True,True,stars+forks+downloads
nlog.web.aspnetcore,174212336.0,NLog.Web.AspNetCore,True,True,True,stars+forks+downloads
prometheus-net.aspnetcore,174106640.0,prometheus-net.AspNetCore,True,True,True,stars+forks+downloads
flurl,173829089.0,Flurl,True,True,True,stars+forks+downloads
starkbank-ecdsa,173627378.0,starkbank-ecdsa,False,False,True,downloads
microsoft.extensions.compliance.abstractions,173550189.0,Microsoft.Extensions.Compliance.Abstractions,False,False,True,downloads
microsoft.netcore.app.runtime.win-x64,171596337.0,Microsoft.NETCore.App.Runtime.win-x64,True,True,True,stars+forks+downloads
microsoft.extensions.telemetry.abstractions,171423922.0,Microsoft.Extensions.Telemetry.Abstractions,False,False,True,downloads
azure.messaging.eventgrid,171377479.0,Azure.Messaging.EventGrid,True,True,True,stars+forks+downloads
microsoft.featuremanagement,171168631.0,Microsoft.FeatureManagement,False,False,True,downloads
microsoft.aspnet.web.optimization,171085372.0,Microsoft.AspNet.Web.Optimization,True,True,True,stars+forks+downloads
azure.data.appconfiguration,170708159.0,Azure.Data.AppConfiguration,False,False,True,downloads
microsoft.build.locator,170252219.0,Microsoft.Build.Locator,True,True,True,stars+forks+downloads
microsoft.extensions.configuration.azureappconfiguration,169991987.0,Microsoft.Extensions.Configuration.AzureAppConfiguration,False,False,True,downloads
cake.tool,169823973.0,Cake.Tool,False,False,True,downloads
runtime.unix.system.console,169250290.0,runtime.unix.System.Console,False,False,True,downloads
mediatr.extensions.microsoft.dependencyinjection,168119652.0,MediatR.Extensions.Microsoft.DependencyInjection,False,True,True,forks+downloads
system.io.memorymappedfiles,167556152.0,System.IO.MemoryMappedFiles,False,False,True,downloads
grpc.auth,167363287.0,Grpc.Auth,True,True,True,stars+forks+downloads
microsoft.aspnetcore.app.runtime.win-x64,167214754.0,Microsoft.AspNetCore.App.Runtime.win-x64,False,True,True,forks+downloads
polly.contrib.waitandretry,167071927.0,Polly.Contrib.WaitAndRetry,True,True,True,stars+forks+downloads
microsoft.netcore.dotnethost,167028153.0,Microsoft.NETCore.DotNetHost,False,False,True,downloads
microsoft.aspnetcore.mvc.analyzers,164246776.0,Microsoft.AspNetCore.Mvc.Analyzers,False,False,True,downloads
nito.collections.deque,163712756.0,Nito.Collections.Deque,True,True,True,stars+forks+downloads
microsoft.aspnetcore.websockets,163506207.0,Microsoft.AspNetCore.WebSockets,True,True,True,stars+forks+downloads
aspnetcore.healthchecks.ui.client,162185165.0,AspNetCore.HealthChecks.UI.Client,False,False,True,downloads
masstransit.abstractions,162147309.0,MassTransit.Abstractions,False,False,True,downloads
system.reflection.metadataloadcontext,161442837.0,System.Reflection.MetadataLoadContext,True,True,True,stars+forks+downloads
nito.asyncex.context,161122641.0,Nito.AsyncEx.Context,True,True,True,stars+forks+downloads
microsoft.netcore.app.host.win-x64,160890706.0,Microsoft.NETCore.App.Host.win-x64,False,True,True,forks+downloads
microsoft.identity.web.tokenacquisition,160209584.0,Microsoft.Identity.Web.TokenAcquisition,False,False,True,downloads
system.resources.extensions,160177763.0,System.Resources.Extensions,True,True,True,stars+forks+downloads
microsoft.identity.web.diagnostics,160147081.0,Microsoft.Identity.Web.Diagnostics,False,False,True,downloads
microsoft.extensions.options.dataannotations,160144058.0,Microsoft.Extensions.Options.DataAnnotations,True,True,True,stars+forks+downloads
microsoft.identity.abstractions,159788399.0,Microsoft.Identity.Abstractions,False,False,True,downloads
nunit.analyzers,159421370.0,NUnit.Analyzers,True,True,True,stars+forks+downloads
nito.asyncex.coordination,158195028.0,Nito.AsyncEx.Coordination,True,True,True,stars+forks+downloads
humanizer,157403657.0,Humanizer,True,True,True,stars+forks+downloads
serilog.sinks.applicationinsights,157384750.0,Serilog.Sinks.ApplicationInsights,True,True,True,stars+forks+downloads
microsoft.azure.servicebus,156840915.0,Microsoft.Azure.ServiceBus,False,False,True,downloads
aspnetcore.healthchecks.ui.core,156598811.0,AspNetCore.HealthChecks.UI.Core,False,False,True,downloads
humanizer.core.uk,156325122.0,Humanizer.Core.uk,False,False,True,downloads
sshnet.security.cryptography,155966525.0,SshNet.Security.Cryptography,False,False,True,downloads
microsoft.aspnetcore.mvc.razor.runtimecompilation,155834447.0,Microsoft.AspNetCore.Mvc.Razor.RuntimeCompilation,True,True,True,stars+forks+downloads
hangfire.sqlserver,154899377.0,Hangfire.SqlServer,True,True,True,stars+forks+downloads
microsoft.aspnetcore.http.connections.client,154736270.0,Microsoft.AspNetCore.Http.Connections.Client,False,True,True,forks+downloads
humanizer.core.fr,154088680.0,Humanizer.Core.fr,False,False,True,downloads
polly.extensions,154067416.0,Polly.Extensions,True,True,True,stars+forks+downloads
microsoft.azure.functions.worker.itemtemplates,154006950.0,Microsoft.Azure.Functions.Worker.ItemTemplates,False,False,True,downloads
humanizer.core.de,153823188.0,Humanizer.Core.de,False,False,True,downloads
humanizer.core.es,153770772.0,Humanizer.Core.es,False,False,True,downloads
microsoft.diasymreader,153598193.0,Microsoft.DiaSymReader,True,True,True,stars+forks+downloads
humanizer.core.ru,153520643.0,Humanizer.Core.ru,False,False,True,downloads
humanizer.core.pt,153169395.0,Humanizer.Core.pt,False,False,True,downloads
serilog.expressions,153162235.0,Serilog.Expressions,True,True,True,stars+forks+downloads
humanizer.core.zh-cn,152988355.0,Humanizer.Core.zh-CN,False,False,True,downloads
humanizer.core.it,152851279.0,Humanizer.Core.it,False,False,True,downloads
humanizer.core.nl,152848262.0,Humanizer.Core.nl,False,False,True,downloads
microsoft.codeanalysis.visualbasic.workspaces,152807224.0,Microsoft.CodeAnalysis.VisualBasic.Workspaces,True,True,True,stars+forks+downloads
humanizer.core.zh-hans,152743025.0,Humanizer.Core.zh-Hans,False,False,True,downloads
humanizer.core.zh-hant,152713868.0,Humanizer.Core.zh-Hant,False,False,True,downloads
humanizer.core.pl,152628622.0,Humanizer.Core.pl,False,False,True,downloads
humanizer.core.ja,152578658.0,Humanizer.Core.ja,False,False,True,downloads
humanizer.core.sv,152509787.0,Humanizer.Core.sv,False,False,True,downloads
humanizer.core.cs,152461673.0,Humanizer.Core.cs,False,False,True,downloads
humanizer.core.da,152459247.0,Humanizer.Core.da,False,False,True,downloads
humanizer.core.id,152451437.0,Humanizer.Core.id,False,False,True,downloads
humanizer.core.he,152425625.0,Humanizer.Core.he,False,False,True,downloads
humanizer.core.tr,152422570.0,Humanizer.Core.tr,False,False,True,downloads
humanizer.core.hr,152421382.0,Humanizer.Core.hr,False,False,True,downloads
humanizer.core.el,152406588.0,Humanizer.Core.el,False,False,True,downloads
serilog.sinks.seq,152396493.0,Serilog.Sinks.Seq,False,True,True,forks+downloads
humanizer.core.ro,152394704.0,Humanizer.Core.ro,False,False,True,downloads
humanizer.core.fa,152390687.0,Humanizer.Core.fa,False,False,True,downloads
humanizer.core.hu,152379957.0,Humanizer.Core.hu,False,False,True,downloads
humanizer.core.ar,152356604.0,Humanizer.Core.ar,False,False,True,downloads
humanizer.core.nb,152350149.0,Humanizer.Core.nb,False,False,True,downloads
humanizer.core.uz-cyrl-uz,152300817.0,Humanizer.Core.uz-Cyrl-UZ,False,False,True,downloads
humanizer.core.sk,152300642.0,Humanizer.Core.sk,False,False,True,downloads
humanizer.core.bg,152273703.0,Humanizer.Core.bg,False,False,True,downloads
humanizer.core.sl,152271024.0,Humanizer.Core.sl,False,False,True,downloads
humanizer.core.vi,152259985.0,Humanizer.Core.vi,False,False,True,downloads
humanizer.core.sr-latn,152256641.0,Humanizer.Core.sr-Latn,False,False,True,downloads
humanizer.core.uz-latn-uz,152253553.0,Humanizer.Core.uz-Latn-UZ,False,False,True,downloads
humanizer.core.sr,152247087.0,Humanizer.Core.sr,False,False,True,downloads
humanizer.core.af,152148949.0,Humanizer.Core.af,False,False,True,downloads
anglesharp.css,151924044.0,AngleSharp.Css,False,False,True,downloads
kubernetesclient,151783580.0,KubernetesClient,True,True,True,stars+forks+downloads
humanizer.core.lv,151576852.0,Humanizer.Core.lv,False,False,True,downloads
microsoft.extensions.dependencyinjection.autoactivation,151559183.0,Microsoft.Extensions.DependencyInjection.AutoActivation,False,False,True,downloads
diffengine,150818141.0,DiffEngine,False,False,True,downloads
runtime.unix.system.net.sockets,150714154.0,runtime.unix.System.Net.Sockets,False,False,True,downloads
protobuf-net.core,150536720.0,protobuf-net.Core,False,False,True,downloads
mysql.data,150241337.0,MySql.Data,True,True,True,stars+forks+downloads
system.data.oledb,149943890.0,System.Data.OleDb,True,True,True,stars+forks+downloads
nswag.annotations,149419788.0,NSwag.Annotations,False,False,True,downloads
humanizer.core.mt,148868946.0,Humanizer.Core.mt,False,False,True,downloads
humanizer.core.nb-no,148412422.0,Humanizer.Core.nb-NO,False,False,True,downloads
humanizer.core.fi-fi,148381289.0,Humanizer.Core.fi-FI,False,False,True,downloads
humanizer.core.fr-be,148357270.0,Humanizer.Core.fr-BE,False,False,True,downloads
humanizer.core.bn-bd,148260055.0,Humanizer.Core.bn-BD,False,False,True,downloads
asp.versioning.abstractions,146755105.0,Asp.Versioning.Abstractions,False,False,True,downloads
asp.versioning.http,146737034.0,Asp.Versioning.Http,True,True,True,stars+forks+downloads
system.io.abstractions,146357485.0,System.IO.Abstractions,True,True,True,stars+forks+downloads
emptyfiles,145685071.0,EmptyFiles,False,False,True,downloads
k4os.compression.lz4,145251251.0,K4os.Compression.LZ4,True,True,True,stars+forks+downloads
microsoft.net.http,145220882.0,Microsoft.Net.Http,True,True,True,stars+forks+downloads
humanizer.core.hy,145125228.0,Humanizer.Core.hy,False,False,True,downloads
microsoft.extensions.configuration.xml,144906422.0,Microsoft.Extensions.Configuration.Xml,True,False,True,stars+downloads
humanizer.core.ms-my,144867614.0,Humanizer.Core.ms-MY,False,False,True,downloads
microsoft.extensions.http.diagnostics,144621683.0,Microsoft.Extensions.Http.Diagnostics,False,False,True,downloads
microsoft.net.workloads.10.0.300,144614822.0,Microsoft.NET.Workloads.10.0.300,False,False,True,downloads
webactivatorex,144250222.0,WebActivatorEx,False,False,True,downloads
microsoft.extensions.telemetry,144186471.0,Microsoft.Extensions.Telemetry,False,True,True,forks+downloads
humanizer.core.az,144060634.0,Humanizer.Core.az,False,False,True,downloads
microsoft.kiota.abstractions,143633889.0,Microsoft.Kiota.Abstractions,False,False,True,downloads
microsoft.extensions.ambientmetadata.application,142270592.0,Microsoft.Extensions.AmbientMetadata.Application,False,False,True,downloads
asp.versioning.mvc,142187073.0,Asp.Versioning.Mvc,True,True,True,stars+forks+downloads
azure.data.tables,142059259.0,Azure.Data.Tables,True,True,True,stars+forks+downloads
jsonsubtypes,141931389.0,JsonSubTypes,False,False,True,downloads
masstransit.rabbitmq,141661858.0,MassTransit.RabbitMQ,False,False,True,downloads
microsoft.aspnetcore.diagnostics.entityframeworkcore,141348335.0,Microsoft.AspNetCore.Diagnostics.EntityFrameworkCore,True,True,True,stars+forks+downloads
microsoft.aspnetcore.spaservices.extensions,141294308.0,Microsoft.AspNetCore.SpaServices.Extensions,False,False,True,downloads
microsoft.extensions.diagnostics.healthchecks.entityframeworkcore,141079276.0,Microsoft.Extensions.Diagnostics.HealthChecks.EntityFrameworkCore,True,True,True,stars+forks+downloads
microsoft.windowsdesktop.app.ref,141039676.0,Microsoft.WindowsDesktop.App.Ref,False,False,True,downloads
runtime.win.system.runtime.extensions,140998611.0,runtime.win.System.Runtime.Extensions,False,False,True,downloads
microsoft.owin.security.oauth,140917455.0,Microsoft.Owin.Security.OAuth,True,True,True,stars+forks+downloads
microsoft.extensions.resilience,140332454.0,Microsoft.Extensions.Resilience,False,False,True,downloads
humanizer.core.ku,140005997.0,Humanizer.Core.ku,False,False,True,downloads
microsoft.extensions.diagnostics.exceptionsummarization,139966872.0,Microsoft.Extensions.Diagnostics.ExceptionSummarization,False,False,True,downloads
microsoft.aspnetcore.identity,139647151.0,Microsoft.AspNetCore.Identity,True,True,True,stars+forks+downloads
system.reactive.linq,139234140.0,System.Reactive.Linq,True,True,True,stars+forks+downloads
nswag.generation,139188048.0,NSwag.Generation,False,False,True,downloads
microsoft.azure.storage.common,138913279.0,Microsoft.Azure.Storage.Common,False,False,True,downloads
runtime.win.system.diagnostics.debug,138602252.0,runtime.win.System.Diagnostics.Debug,False,False,True,downloads
microsoft.extensions.http.resilience,138099937.0,Microsoft.Extensions.Http.Resilience,True,True,True,stars+forks+downloads
microsoft.azure.webjobs.itemtemplates,137859298.0,Microsoft.Azure.WebJobs.ItemTemplates,False,False,True,downloads
microsoft.azure.webjobs.projecttemplates,137447064.0,Microsoft.Azure.WebJobs.ProjectTemplates,False,False,True,downloads
documentformat.openxml.framework,137278318.0,DocumentFormat.OpenXml.Framework,False,False,True,downloads
microsoft.netframework.referenceassemblies,137254724.0,Microsoft.NETFramework.ReferenceAssemblies,True,True,True,stars+forks+downloads
microsoft.azure.functions.analyzers,137023645.0,Microsoft.Azure.Functions.Analyzers,False,False,True,downloads
system.directoryservices.accountmanagement,137018225.0,System.DirectoryServices.AccountManagement,True,True,True,stars+forks+downloads
humanizer.core.ko-kr,136228771.0,Humanizer.Core.ko-KR,False,False,True,downloads
humanizer.core.th-th,136015507.0,Humanizer.Core.th-TH,False,False,True,downloads
microsoft.net.workloads.10.0.100,135935987.0,Microsoft.NET.Workloads.10.0.100,False,False,True,downloads
pomelo.entityframeworkcore.mysql,135916136.0,Pomelo.EntityFrameworkCore.MySql,True,True,True,stars+forks+downloads
nswag.aspnetcore,135902889.0,NSwag.AspNetCore,True,True,True,stars+forks+downloads
microsoft.testplatform,135793378.0,Microsoft.TestPlatform,False,True,True,forks+downloads
twilio,135067854.0,Twilio,True,True,True,stars+forks+downloads
microsoft.data.services.client,134999825.0,Microsoft.Data.Services.Client,False,True,True,forks+downloads
system.data.odbc,134524409.0,System.Data.Odbc,True,True,True,stars+forks+downloads
serilog.formatting.elasticsearch,134467337.0,Serilog.Formatting.Elasticsearch,False,True,True,forks+downloads
awssdk.cloudwatchlogs,134434975.0,AWSSDK.CloudWatchLogs,False,False,True,downloads
polly.ratelimiting,134175033.0,Polly.RateLimiting,True,False,True,stars+downloads
modernizr,133864691.0,Modernizr,True,True,True,stars+forks+downloads
microsoft.aspnetcore.signalr.client,133765990.0,Microsoft.AspNetCore.SignalR.Client,True,True,True,stars+forks+downloads
bootstrap,133535930.0,bootstrap,True,True,True,stars+forks+downloads
fractions,133234427.0,Fractions,False,False,True,downloads
humanizer.core.is,133201865.0,Humanizer.Core.is,False,False,True,downloads
microsoft.applicationinsights.workerservice,132624124.0,Microsoft.ApplicationInsights.WorkerService,True,True,True,stars+forks+downloads
microsoft.visualstudio.threading.analyzers,132470824.0,Microsoft.VisualStudio.Threading.Analyzers,True,True,True,stars+forks+downloads
microsoft.aspnetcore.signalr.client.core,132467864.0,Microsoft.AspNetCore.SignalR.Client.Core,False,False,True,downloads
nuget.projectmodel,132414280.0,NuGet.ProjectModel,True,True,True,stars+forks+downloads
sentry,132368891.0,Sentry,True,True,True,stars+forks+downloads
nuget.dependencyresolver.core,132115864.0,NuGet.DependencyResolver.Core,False,False,True,downloads
nuget.librarymodel,131874711.0,NuGet.LibraryModel,False,False,True,downloads
microsoft.net.illink.tasks,131109835.0,Microsoft.NET.ILLink.Tasks,True,False,True,stars+downloads
microsoft.owin.security.cookies,130383163.0,Microsoft.Owin.Security.Cookies,True,True,True,stars+forks+downloads
fsharp.core,129554925.0,FSharp.Core,True,True,True,stars+forks+downloads
microsoft.aspnetcore.authentication.facebook,129446211.0,Microsoft.AspNetCore.Authentication.Facebook,True,True,True,stars+forks+downloads
serilog.sinks.rollingfile,129341933.0,Serilog.Sinks.RollingFile,False,False,True,downloads
nswag.generation.aspnetcore,129134707.0,NSwag.Generation.AspNetCore,False,False,True,downloads
runtime.win.system.io.filesystem,129106567.0,runtime.win.System.IO.FileSystem,False,False,True,downloads
system.net.websockets.websocketprotocol,128957865.0,System.Net.WebSockets.WebSocketProtocol,True,True,True,stars+forks+downloads
aspnetcore.healthchecks.sqlserver,127856650.0,AspNetCore.HealthChecks.SqlServer,True,True,True,stars+forks+downloads
oracle.manageddataaccess.core,127646115.0,Oracle.ManagedDataAccess.Core,True,True,True,stars+forks+downloads
jquery.validation,127555602.0,jQuery.Validation,True,True,True,stars+forks+downloads
microsoft.net.compilers,127403031.0,Microsoft.Net.Compilers,True,True,True,stars+forks+downloads
microsoft.azure.storage.blob,127170171.0,Microsoft.Azure.Storage.Blob,False,True,True,forks+downloads
htmlsanitizer,127135244.0,HtmlSanitizer,True,True,True,stars+forks+downloads
selenium.support,126574616.0,Selenium.Support,True,True,True,stars+forks+downloads
microsoft.aspnetcore.identity.ui,125977080.0,Microsoft.AspNetCore.Identity.UI,True,True,True,stars+forks+downloads
flurl.http,125734826.0,Flurl.Http,True,True,True,stars+forks+downloads
morelinq,125642465.0,morelinq,False,False,True,downloads
microsoft.aspnetcore.hostfiltering,124950298.0,Microsoft.AspNetCore.HostFiltering,True,False,True,stars+downloads
serilog.sinks.elasticsearch,124736313.0,Serilog.Sinks.Elasticsearch,False,True,True,forks+downloads
google.apis.storage.v1,124489972.0,Google.Apis.Storage.v1,False,False,True,downloads
microsoft.bcl.build,124463449.0,Microsoft.Bcl.Build,True,True,True,stars+forks+downloads
microsoft.kiota.http.httpclientlibrary,124068837.0,Microsoft.Kiota.Http.HttpClientLibrary,True,True,True,stars+forks+downloads
njsonschema.yaml,123554814.0,NJsonSchema.Yaml,False,False,True,downloads
microsoft.kiota.serialization.json,123414442.0,Microsoft.Kiota.Serialization.Json,True,True,True,stars+forks+downloads
microsoft.codeanalysis.features,123242762.0,Microsoft.CodeAnalysis.Features,True,True,True,stars+forks+downloads
dotnet-ef,122934593.0,dotnet-ef,False,False,True,downloads
shouldly,122619511.0,Shouldly,True,True,True,stars+forks+downloads
microsoft.azure.functions.worker,122348301.0,Microsoft.Azure.Functions.Worker,False,True,True,forks+downloads
microsoft.data.sqlite,122258095.0,Microsoft.Data.Sqlite,True,True,True,stars+forks+downloads
microsoft.azure.functions.worker.extensions.abstractions,122120255.0,Microsoft.Azure.Functions.Worker.Extensions.Abstractions,False,True,True,forks+downloads
gitversion.tool,121937308.0,GitVersion.Tool,False,False,True,downloads
microsoft.extensions.configuration.ini,121619205.0,Microsoft.Extensions.Configuration.Ini,True,False,True,stars+downloads
microsoft.kiota.serialization.text,121309694.0,Microsoft.Kiota.Serialization.Text,False,False,True,downloads
microsoft.aspnetcore.authentication.twitter,121039255.0,Microsoft.AspNetCore.Authentication.Twitter,False,True,True,forks+downloads
microsoft.kiota.serialization.form,120693233.0,Microsoft.Kiota.Serialization.Form,False,False,True,downloads
awssdk.lambda,120497666.0,AWSSDK.Lambda,False,False,True,downloads
system.io.ports,120470493.0,System.IO.Ports,False,True,True,forks+downloads
stylecop.analyzers.unstable,120230605.0,StyleCop.Analyzers.Unstable,False,False,True,downloads
microsoft.codeanalysis.csharp.features,120117359.0,Microsoft.CodeAnalysis.CSharp.Features,True,True,True,stars+forks+downloads
microsoft.aspnetcore.http.connections,119337406.0,Microsoft.AspNetCore.Http.Connections,False,False,True,downloads
njsonschema.annotations,119268368.0,NJsonSchema.Annotations,False,False,True,downloads
runtime.win.microsoft.win32.primitives,119208856.0,runtime.win.Microsoft.Win32.Primitives,False,False,True,downloads
asp.versioning.mvc.apiexplorer,119053049.0,Asp.Versioning.Mvc.ApiExplorer,True,True,True,stars+forks+downloads
unity,119005509.0,Unity,True,False,True,stars+downloads
handlebars.net,118394701.0,Handlebars.Net,True,True,True,stars+forks+downloads
specflow,118370934.0,SpecFlow,False,False,True,downloads
microsoft.build.tasks.git,117279664.0,Microsoft.Build.Tasks.Git,False,False,True,downloads
microsoft.diagnostics.tracing.traceevent,117186287.0,Microsoft.Diagnostics.Tracing.TraceEvent,True,True,True,stars+forks+downloads
runtime.win.system.net.primitives,117081874.0,runtime.win.System.Net.Primitives,False,False,True,downloads
