package,version,status,xml_doc,xml_bytes,readme,n_dll,n_xml,nupkg_bytes,bytes_read
Microsoft.ApplicationInsights.Log4NetAppender,2.23.0,ok,lib/net452/Microsoft.ApplicationInsights.Log4NetAppender.xml,2405,,2,2,71211,65558
Microsoft.Extensions.AI.OpenAI,10.9.0,ok,lib/net10.0/Microsoft.Extensions.AI.OpenAI.xml,137551,README.md,5,5,729528,65558
runtime.ubuntu.14.04-x64.runtime.native.System.Net.Security,4.3.1,ok,,0,,0,0,29933,29933
Microsoft.AspNetCore.App.Internal.Assets,10.0.11,ok,,0,,0,0,663930,65558
DryIoc.dll,5.4.3,ok,lib/net45/DryIoc.xml,451369,,5,5,2062640,65558
Microsoft.DurableTask.Client.Grpc,1.25.0,ok,lib/net10.0/Microsoft.DurableTask.Client.Grpc.xml,74970,README.md,4,4,311081,65558
dbup,5.0.41,ok,,0,,0,0,20709,20709
Xamarin.AndroidX.ExifInterface,1.4.2.3,ok,lib/net9.0-android35.0/Xamarin.AndroidX.ExifInterface.xml,155,readme.md,2,2,227359,65558
CacheManager.Core,3.0.0,ok,lib/net472/CacheManager.Core.xml,263701,README.md,4,4,282525,65558
Microsoft.DurableTask.Worker.Grpc,1.25.0,ok,lib/net10.0/Microsoft.DurableTask.Worker.Grpc.xml,99805,README.md,4,4,383979,65558
runtime.win-x64.Microsoft.NETCore.DotNetHostPolicy,8.0.30,ok,,0,,0,0,235313,65558
Radzen.Blazor,11.3.2,ok,lib/net10.0/Radzen.Blazor.xml,2231997,README.md,18,3,9609343,65558
ZiggyCreatures.FusionCache.Serialization.NewtonsoftJson,2.7.2,ok,lib/netstandard2.0/ZiggyCreatures.FusionCache.Serialization.NewtonsoftJson.xml,5455,README.md,1,1,33161,33161
OpenIddict.Server.DataProtection,7.7.0,ok,lib/net10.0/OpenIddict.Server.DataProtection.xml,40095,,8,8,1525916,65558
Microsoft.DurableTask.Worker,1.25.0,ok,lib/netstandard2.0/Microsoft.DurableTask.Worker.xml,85069,README.md,1,1,85946,65558
runtime.win-x64.Microsoft.NETCore.DotNetAppHost,10.0.11,ok,,0,,0,0,8267719,65558
Microsoft.AspNetCore.SystemWebAdapters,2.3.0,ok,,0,README.md,6,0,516633,65558
Microsoft.Azure.Search.Data,10.1.0,ok,lib/net452/Microsoft.Azure.Search.Data.xml,253592,,4,4,344650,65558
JasperFx,2.66.1,ok,lib/net10.0/JasperFx.xml,616592,README.md,2,2,1720341,65558
NSwag.CodeGeneration.CSharp,14.7.1,ok,lib/net462/NSwag.CodeGeneration.CSharp.xml,57751,,3,3,136584,65558
HotChocolate.Primitives,16.6.4,ok,lib/net10.0/HotChocolate.Primitives.xml,68159,,4,4,115478,65558
Microsoft.Extensions.Hosting.Systemd,10.0.11,ok,lib/net10.0/Microsoft.Extensions.Hosting.Systemd.xml,9907,,4,4,114339,65558
Umbraco.Cms.Examine.Lucene,18.1.1,ok,lib/net10.0/Umbraco.Examine.Lucene.xml,10552,,1,1,38413,38413
runtime.win-x64.Microsoft.NETCore.DotNetHostResolver,8.0.30,ok,,0,,0,0,215309,65558
RamlToOpenApiConverter,0.40.0,ok,,0,,2,0,47205,47205
Volo.Abp.Features,10.6.0,ok,lib/net10.0/Volo.Abp.Features.xml,7972,,5,5,251488,65558
runtime.win-x64.Microsoft.NETCore.App,2.2.8,ok,,0,,0,0,30449594,65558
Volo.Abp.BackgroundWorkers,10.6.0,ok,lib/net10.0/Volo.Abp.BackgroundWorkers.xml,7695,,5,5,155885,65558
NewRelic.LogEnrichers.Serilog,1.2.0,ok,lib/net462/NewRelic.LogEnrichers.Serilog.xml,1159,,2,2,35847,35847
Microsoft.Azure.Search.Service,10.1.0,ok,lib/net452/Microsoft.Azure.Search.Service.xml,735228,,4,4,727562,65558
Serilog.Sinks.Literate,3.0.0,ok,lib/net45/Serilog.Sinks.Literate.xml,1556,,2,2,18068,18068
NBuilder,6.1.0,ok,,0,,2,0,96176,65558
Stubble.Core,1.10.8,ok,lib/net45/Stubble.Core.xml,128792,,2,2,154999,65558
OpenIddict.Validation.DataProtection,7.7.0,ok,lib/net10.0/OpenIddict.Validation.DataProtection.xml,32608,,8,8,1485435,65558
Microsoft.TestPlatform.Portable,18.9.0,ok,,0,README.md,0,0,14717080,136854
Ensure.That,10.1.0,ok,lib/net451/Ensure.That.xml,19460,,4,4,112330,65558
AdvancedStringBuilder,0.2.0,ok,lib/net10.0/AdvancedStringBuilder.xml,37730,readme.txt,7,7,86553,65558
Microsoft.Identity.Web.MicrosoftGraph,4.14.2,ok,lib/net10.0/Microsoft.Identity.Web.MicrosoftGraph.xml,11622,README.md,6,6,151140,65558
KubernetesClient.Basic,12.0.16,ok,lib/net6.0/KubernetesClient.Basic.xml,8475947,,3,3,6313881,65558
Npgsql.EntityFrameworkCore.PostgreSQL.Design,1.1.1,ok,,0,,2,0,37345,37345
iTextSharp.LGPLv2.Core,3.8.5,ok,lib/net10.0/iTextSharp.LGPLv2.Core.xml,2479985,README.md,7,7,23356116,65558
Volo.Abp.Caching,10.6.0,ok,lib/net10.0/Volo.Abp.Caching.xml,42328,,5,5,268312,65558
HotChocolate.Features,16.6.4,ok,lib/net10.0/HotChocolate.Features.xml,19546,,4,4,65399,65399
Prism.Forms,9.0.537,ok,lib/netstandard2.0/Prism.Forms.xml,142902,ReadMe.md,1,1,134033,65558
Xamarin.Android.Support.Animated.Vector.Drawable,28.0.0.3,ok,,0,,6,0,258932,65558
runtime.ubuntu.14.04-x64.Microsoft.NETCore.DotNetHostResolver,1.1.13,ok,,0,,0,0,251898,65558
runtime.ubuntu.14.04-x64.Microsoft.NETCore.DotNetHost,1.1.13,ok,,0,,0,0,66110,65558
Npgsql.EntityFrameworkCore.PostgreSQL.NetTopologySuite,10.0.3,ok,lib/net10.0/Npgsql.EntityFrameworkCore.PostgreSQL.NetTopologySuite.xml,70896,README.md,1,1,62729,62729
Moon.Collections,3.1.1,ok,,0,,1,0,17538,17538
AwesomeAssertions,9.6.0,ok,lib/net47/AwesomeAssertions.xml,1398878,README.md,5,5,2520879,65558
Microsoft.Testing.Extensions.TrxReport,2.4.0,ok,lib/net8.0/Microsoft.Testing.Extensions.TrxReport.xml,114159,,42,3,1025731,65558
Amazon.CDK,1.204.0,ok,lib/netcoreapp3.1/Amazon.CDK.xml,1402243,,1,1,1477116,65558
Volo.Abp.Serialization,10.6.0,ok,lib/net10.0/Volo.Abp.Serialization.xml,147,,5,5,71468,65558
Optional,4.0.0,ok,lib/net35/Optional.xml,53086,,4,4,81024,65558
PactNet,5.0.1,ok,lib/netstandard2.0/PactNet.xml,119099,,1,1,30437423,65558
Microsoft.CrmSdk.Workflow,9.0.2.60,ok,lib/net462/Microsoft.Xrm.Sdk.Workflow.xml,18249,,1,1,120786,65558
Microsoft.Reactive.Testing,7.0.0,ok,lib/net8.0/Microsoft.Reactive.Testing.xml,375879,readme.md,2,2,235427,65558
PreMailer.Net,2.7.4,ok,,0,README.md,2,0,63198,63198
ConcurrentHashSet,1.3.0,ok,lib/net461/ConcurrentCollections.xml,17370,,3,3,38724,38724
Azure.Provisioning,1.6.0,ok,lib/net10.0/Azure.Provisioning.xml,683405,README.md,3,3,679619,65558
Colorful.Console,1.2.15,ok,,0,,7,0,236939,65558
SixLabors.ImageSharp.Web,4.0.1,ok,lib/net8.0/SixLabors.ImageSharp.Web.xml,258247,,1,1,129708,65558
Microsoft.Identity.Client.Broker,4.88.0,ok,lib/net462/Microsoft.Identity.Client.Broker.xml,7912,,2,2,90283,65558
IronSoftware.System.Drawing,2026.8.2,ok,lib/netstandard2.0/IronSoftware.Drawing.Common.xml,268940,README.txt,2,2,246027,65558
EFCore.BulkExtensions.Core,10.0.1,ok,lib/net10.0/EFCore.BulkExtensions.Core.xml,98075,README.md,1,1,189169,65558
EFCore.BulkExtensions.SqlServer,10.0.1,ok,lib/net10.0/EFCore.BulkExtensions.SqlServer.xml,7343,README.md,1,1,109097,65558
Google.Cloud.Firestore,4.4.0,ok,lib/net462/Google.Cloud.Firestore.xml,217237,,2,2,306357,65558
Nuget.Core,2.14.0,ok,,0,,1,0,250189,65558
AspectInjector,2.9.0,ok,lib/netstandard2.0/AspectInjector.Broker.xml,15608,README.md,1,1,1533308,65558
ReactiveUI,24.2.0,ok,lib/net10.0-android36.0/ReactiveUI.xml,1987622,README.md,21,21,9154350,65558
Microsoft.VisualStudio.Composition.NetFxAttributes,16.9.20,ok,lib/netstandard2.0/Microsoft.VisualStudio.Composition.NetFxAttributes.xml,18951,,1,1,41479,41479
coverlet.console,10.0.1,ok,,0,,0,0,4314323,65558
OpenTelemetry.Contrib.Instrumentation.AWS,1.0.2,ok,lib/net452/OpenTelemetry.Contrib.Instrumentation.AWS.xml,7844,,2,2,39889,39889
NServiceBus.Newtonsoft.Json,5.0.1,ok,lib/net10.0/NServiceBus.Newtonsoft.Json.xml,3562,,1,1,55486,55486
Xamarin.Android.Support.Vector.Drawable,28.0.0.3,ok,,0,,6,0,313778,65558
Serilog.Sinks.ColoredConsole,3.0.1,ok,,0,,2,0,17718,17718
DotNet.Glob,3.1.3,ok,,0,,6,0,102995,65558
JUnitTestLogger,1.1.0,ok,,0,,0,0,19071,19071
Umbraco.Cms.Core,18.1.1,ok,lib/net10.0/Umbraco.Core.xml,6626072,,1,1,2031564,65558
DevExtreme.AspNet.Data,5.1.0,ok,lib/net462/DevExtreme.AspNet.Data.xml,15565,,2,2,125152,65558
Microsoft.Azure.Devices,1.41.1,ok,lib/net6.0/Microsoft.Azure.Devices.xml,444231,,3,3,704771,65558
DotNetOpenAuth.OpenId.Core,4.3.4.13329,ok,lib/net35-full/DotNetOpenAuth.OpenId.xml,631412,,9,9,628960,65558
JavaScriptEngineSwitcher.Core,3.31.0,ok,lib/net10.0/JavaScriptEngineSwitcher.Core.xml,121682,readme.txt,10,5,193144,65558
Serilog.Enrichers.Context,4.6.5,ok,,0,,2,0,25112,25112
DeepEqual,5.1.0,ok,,0,Readme.md,5,0,126787,65558
NetEscapades.Configuration.Yaml,3.1.0,ok,,0,,3,0,52250,52250
DotNetOpenAuth.OAuth.Core,4.3.4.13329,ok,lib/net35-full/DotNetOpenAuth.OAuth.xml,104764,,3,3,116984,65558
Microsoft.AspNetCore.Hosting.WindowsServices,10.0.11,ok,lib/net10.0/Microsoft.AspNetCore.Hosting.WindowsServices.xml,4102,,1,1,50622,50622
MagicOnion,7.10.2,ok,,0,README.md,0,0,19829,19829
runtime.ubuntu.14.04-x64.runtime.native.System.Security.Cryptography,4.3.4,ok,,0,,0,0,52327,52327
Microsoft.Management.Infrastructure.CimCmdlets,7.6.5,ok,ref/net10.0/Microsoft.Management.Infrastructure.CimCmdlets.xml,305223,,1,1,209548,65558
Google.Cloud.Firestore.V1,4.4.0,ok,lib/net462/Google.Cloud.Firestore.V1.xml,353882,,2,2,421997,65558
Aspire.Hosting.Orchestration.linux-x64,13.5.3,ok,,0,,0,0,46417172,65558
FirebirdSql.Data.FirebirdClient,10.3.4,ok,,0,README.md,7,0,2810783,65558
Microsoft.Azure.Storage.File,11.2.3,ok,lib/net452/Microsoft.Azure.Storage.File.xml,761819,,3,3,377583,65558
MinVer,8.0.0,ok,,0,README.md,0,0,1016354,65558
AWSSDK.Neptune,4.0.100.12,ok,lib/net472/AWSSDK.Neptune.xml,1757168,,4,4,1025907,65558
NetEscapades.AspNetCore.SecurityHeaders,1.3.1,ok,lib/netcoreapp3.1/NetEscapades.AspNetCore.SecurityHeaders.xml,457968,README.md,1,1,264866,65558
Ardalis.Specification,9.3.1,ok,lib/net8.0/Ardalis.Specification.xml,116923,readme-nuget.md,3,3,109710,65558
SharpDX.DXGI,4.2.0,ok,lib/net40/SharpDX.DXGI.xml,785883,,4,4,661410,65558
MongoDB.Bson.signed,2.19.0,ok,lib/net472/MongoDB.Bson.xml,1132495,,3,3,831922,65558
DotNetOpenAuth.OAuth.Consumer,4.3.4.13329,ok,lib/net35-full/DotNetOpenAuth.OAuth.Consumer.xml,25168,,3,3,60150,60150
Aspire.Dashboard.Sdk.linux-x64,13.5.3,ok,,0,,0,0,14349061,65558
WinSCP,6.5.6,ok,,0,docs/README.md,2,0,9097107,65558
Microsoft.ClearScript.V8,7.5.1.1,ok,lib/net462/ClearScript.V8.xml,265764,ReadMe.md,6,6,1078987,65558
Tavis.UriTemplates,2.0.0,ok,,0,,1,0,23460,23460
FlexLabs.EntityFrameworkCore.Upsert,10.1.0,ok,lib/net10.0/FlexLabs.EntityFrameworkCore.Upsert.xml,72828,README.md,1,1,123307,65558
Microsoft.Build.CentralPackageVersions,2.1.3,ok,,0,,0,0,34370,34370
SecurityCodeScan.VS2019,5.6.7,ok,,0,,0,0,450885,65558
CSharpier,1.3.0,ok,,0,README.md,0,0,23347493,65558
System.Waf.Core,8.3.0,ok,lib/net6.0/System.Waf.Core.xml,84879,,2,2,101173,65558
AngleSharp.Diffing,1.1.1,ok,lib/netstandard2.0/AngleSharp.Diffing.xml,105292,,1,1,68120,65558
DotNetOpenAuth.OpenId.RelyingParty,4.3.4.13329,ok,lib/net35-full/DotNetOpenAuth.OpenId.RelyingParty.xml,225464,,3,3,208307,65558
Marten,9.32.1,ok,lib/net10.0/Marten.xml,1114436,,2,2,2877320,65558
Xamarin.Forms.Maps,5.0.0.2662,ok,lib/netstandard1.0/Xamarin.Forms.Maps.xml,46810,,14,6,421152,65558
DynamicExpresso.Core,2.19.5,ok,,0,,2,0,62727,62727
GoogleGson,2.14.0.1,ok,lib/net10.0-android36.0/GoogleGson.xml,135,readme.md,2,2,888295,65558
Autofac.Owin,8.0.0,ok,lib/net481/Autofac.Integration.Owin.xml,21709,README.md,1,1,35279,35279
Unicorn,4.1.6,ok,,0,readme.txt,0,0,44815,44815
SmartFormat.Net,3.6.1,ok,lib/net462/SmartFormat.Net.xml,132,,5,5,36583,36583
System.Waf.Wpf,8.3.0,ok,lib/net472/System.Waf.Wpf.xml,70870,,2,2,59139,59139
XeroAPI.Net,1.1.0.34,ok,,0,,1,0,199335,65558
GraphQL.Client.Serializer.SystemTextJson,6.1.0,ok,lib/netcoreapp3.1/GraphQL.Client.Serializer.SystemTextJson.xml,908,README.md,2,2,60839,60839
Microsoft.AspNet.WebApi.Tracing,5.3.0,ok,lib/net45/System.Web.Http.Tracing.xml,6396,ReadMe.txt,1,1,55182,55182
ISO3166,1.0.4,ok,,0,,3,0,44750,44750
Tomlyn.Signed,2.10.1,ok,lib/net10.0/Tomlyn.Signed.xml,250217,readme.md,3,3,827940,65558
Xamarin.FFImageLoading.Transformations,2.4.11.982,ok,lib/netstandard1.0/FFImageLoading.Transformations.xml,155,,9,9,128413,65558
Ninject.Extensions.Factory,3.3.3,ok,lib/net45/Ninject.Extensions.Factory.xml,80917,,2,2,50001,50001
SerilogAnalyzer,0.15.0,ok,,0,,0,0,45955,45955
Microsoft.NETCore.App.Runtime.osx-arm64,10.0.11,ok,,0,,0,0,36677792,65558
HotChocolate.Types.Errors,16.6.4,ok,lib/net10.0/HotChocolate.Types.Errors.xml,15848,,4,4,84877,65558
HotChocolate.Types.Queries,16.6.4,ok,lib/net10.0/HotChocolate.Types.Queries.xml,1136,,4,4,55860,55860
Microsoft.Azure.DurableTask.ApplicationInsights,0.11.0,ok,lib/netstandard2.0/DurableTask.ApplicationInsights.xml,848,,1,1,50436,50436
WebSocket4Net,0.15.2,ok,,0,,5,0,151803,65558
Weasel.Core,9.31.0,ok,lib/net10.0/Weasel.Core.xml,298950,,2,2,460071,65558
Dapper.StrongName,2.1.79,ok,lib/net10.0/Dapper.StrongName.xml,200707,readme.md,4,4,591857,65558
Xamarin.AndroidX.Lifecycle.ViewModel.Ktx,2.11.0.1,ok,lib/net10.0-android36.0/Xamarin.AndroidX.Lifecycle.ViewModel.Ktx.xml,165,readme.md,2,2,78953,65558
Volo.Abp.Http,10.6.0,ok,lib/net10.0/Volo.Abp.Http.xml,702,,5,5,232382,65558
Volo.Abp.DistributedLocking.Abstractions,10.6.0,ok,lib/net10.0/Volo.Abp.DistributedLocking.Abstractions.xml,1469,,5,5,78387,65558
StrawberryShake.Resources,16.6.4,ok,lib/net10.0/StrawberryShake.Resources.xml,11153,,4,4,55696,55696
NATS.Client,1.1.8,ok,lib/netstandard2.0/NATS.Client.xml,696062,,1,1,334890,65558
Xamarin.AndroidX.Legacy.Support.V4,1.0.0.37,ok,lib/net10.0-android36.0/Xamarin.AndroidX.Legacy.Support.V4.xml,159,readme.md,2,2,81169,65558
Microsoft.Extensions.Validation,10.0.11,ok,lib/net10.0/Microsoft.Extensions.Validation.xml,20464,,1,1,106592,65558
Microsoft.ML.OnnxRuntime.Gpu.Linux,1.29.0,ok,,0,README.md,0,0,191730792,65558
Amazon.Lambda.DynamoDBEvents,4.0.0,ok,lib/net10.0/Amazon.Lambda.DynamoDBEvents.xml,23751,,2,2,59006,59006
Microsoft.ClearScript.Core,7.5.1.1,ok,lib/net462/ClearScript.Core.xml,318120,ReadMe.md,6,6,1392423,65558
HotChocolate.CostAnalysis,16.6.4,ok,lib/net10.0/HotChocolate.CostAnalysis.xml,38045,,4,4,149366,65558
Microsoft.SemanticKernel.Connectors.OpenAI,1.80.1,ok,lib/net10.0/Microsoft.SemanticKernel.Connectors.OpenAI.xml,274681,,3,3,512108,65558
StrawberryShake.Core,16.6.4,ok,lib/net10.0/StrawberryShake.Core.xml,85753,,4,4,220489,65558
Autofac.Configuration,8.0.1,ok,lib/net10.0/Autofac.Configuration.xml,52435,README.md,4,4,111344,65558
NUnit.Runners,3.12.0,ok,,0,,0,0,29326,29326
Microsoft.Windows.SDK.BuildTools,10.0.28000.2705,ok,,0,,0,0,22297017,65558
xunit.v3.core,4.0.0,ok,,0,_content/README.md,0,0,32184,32184
Umbraco.Cms.PublishedCache.NuCache,14.3.4,ok,lib/net8.0/Umbraco.PublishedCache.NuCache.xml,56442,,1,1,98458,65558
Microsoft.EntityFrameworkCore.SqlServer.Design,1.1.6,ok,lib/net451/Microsoft.EntityFrameworkCore.SqlServer.Design.xml,32307,,2,2,89142,65558
AWS.Logger.AspNetCore,4.0.2,ok,lib/net8.0/AWS.Logger.AspNetCore.xml,23415,README.md,2,2,91011,65558
Xamarin.Firebase.Common,122.2.0,ok,lib/net9.0-android35.0/Xamarin.Firebase.Common.xml,148,readme.md,2,2,332110,65558
Microsoft.NETCore.App.Host.osx-arm64,10.0.11,ok,,0,,0,0,4983688,65558
Z.EntityFramework.Plus.EF6,10.105.8,ok,lib/net10.0/Z.EntityFramework.Plus.EF6.xml,227576,readme.md,6,6,652945,65558
Umbraco.Cms.Web.Website,18.1.1,ok,lib/net10.0/Umbraco.Web.Website.xml,113097,,1,1,92805,65558
OpenIddict.Client,7.7.0,ok,lib/net10.0/OpenIddict.Client.xml,570556,,8,8,2978543,65558
itext7.commons,9.7.0,ok,,0,,0,0,30556,30556
MimeTypes,2.5.2,ok,,0,docs/README.md,0,0,89121,65558
CommunityToolkit.Diagnostics,8.4.2,ok,lib/net8.0/CommunityToolkit.Diagnostics.xml,492535,,3,3,270253,65558
Xamarin.AndroidX.Lifecycle.Runtime.Ktx,2.11.0.1,ok,lib/net10.0-android36.0/Xamarin.AndroidX.Lifecycle.Runtime.Ktx.xml,163,readme.md,2,2,78550,65558
Xamarin.Android.Support.v7.RecyclerView,28.0.0.3,ok,,0,,6,0,2155858,65558
Amazon.CDK.CXAPI,2.268.0,ok,lib/net6.0/Amazon.CDK.CXAPI.xml,212835,,1,1,448087,65558
MassTransit.Quartz,9.2.1,ok,lib/net10.0/MassTransit.QuartzIntegration.xml,2970,,5,5,213900,65558
Google.Apis.Admin.Directory.directory_v1,1.75.0.4227,ok,lib/net462/Google.Apis.Admin.Directory.directory_v1.xml,638131,,3,3,521708,65558
Google.Apis.Compute.v1,1.76.0.4250,ok,lib/net462/Google.Apis.Compute.v1.xml,6670710,,3,3,4397853,65558
Foundatio,13.0.4,ok,lib/net10.0/Foundatio.xml,307937,README.md,2,2,794315,65558
PolySharp,1.16.0,ok,,0,README.md,0,0,84378,65558
EnvDTE,17.14.40260,ok,lib/net20/envdte.xml,21615,,5,5,151085,65558
GraphQL.SystemTextJson,8.8.5,ok,lib/net5.0/GraphQL.SystemTextJson.xml,54799,README.md,5,5,358704,65558
Cake.FileHelpers,9.0.0,ok,lib/net10.0/Cake.FileHelpers.xml,26180,,3,3,81248,65558
Xamarin.Android.Arch.Lifecycle.Common,26.1.0,ok,,0,,1,0,36120,36120
Markdown,2.2.1,ok,,0,,2,0,39839,39839
Xamarin.AndroidX.Activity.Ktx,1.13.0.1,ok,lib/net9.0-android35.0/Xamarin.AndroidX.Activity.Ktx.xml,154,readme.md,2,2,81131,65558
OpenIddict.Client.SystemNetHttp,7.7.0,ok,lib/net10.0/OpenIddict.Client.SystemNetHttp.xml,72488,,8,8,1621086,65558
Microsoft.AspNetCore.App.Runtime.osx-arm64,10.0.11,ok,,0,,0,0,12388038,65558
Roslynator.Formatting.Analyzers,5.0.0,ok,,0,docs/README.md,0,0,1736881,65558
Microsoft.NETCore.App.Crossgen2.win-x64,10.0.11,ok,,0,,0,0,11804862,65558
dotnet-trace,10.0.731102,ok,,0,,0,0,12198640,65558
Npgsql.DependencyInjection,10.0.3,ok,lib/net8.0/Npgsql.DependencyInjection.xml,35483,README.md,1,1,33006,33006
Rainbow.Core,2.1.4,ok,,0,,1,0,39440,39440
Xamarin.AndroidX.SavedState.SavedState.Ktx,1.5.0.1,ok,lib/net10.0-android36.0/Xamarin.AndroidX.SavedState.SavedState.Ktx.xml,167,readme.md,2,2,79997,65558
elmah,1.2.2,ok,,0,Readme.txt,0,0,15323,15323
itext.bouncy-castle-adapter,9.7.0,ok,lib/net461/itext.bouncy-castle-adapter.xml,288862,,2,2,140096,65558
ZiggyCreatures.FusionCache.Backplane.StackExchangeRedis,2.7.2,ok,lib/net8.0/ZiggyCreatures.FusionCache.Backplane.StackExchangeRedis.xml,6289,README.md,3,3,83414,65558
Amazon.AspNetCore.DataProtection.SSM,4.0.3,ok,lib/net10.0/Amazon.AspNetCore.DataProtection.SSM.xml,10810,,4,4,109151,65558
Xamarin.Android.Arch.Lifecycle.Runtime,26.1.0,ok,,0,,1,0,31653,31653
Amazon.Extensions.CognitoAuthentication,3.1.5,ok,lib/net8.0/Amazon.Extensions.CognitoAuthentication.xml,101794,,2,2,129581,65558
Avalonia.Remote.Protocol,12.1.2,ok,lib/net10.0/Avalonia.Remote.Protocol.xml,72836,,3,3,149366,65558
RazorGenerator.Mvc,2.4.9,ok,,0,,1,0,24897,24897
Blauhaus.Common.Utils,2.4.4,ok,,0,,1,0,25890,25890
itext7.pdfhtml,6.3.3,ok,,0,,0,0,33252,33252
Microsoft.Orleans.Runtime.Abstractions,3.8.1,ok,lib/netstandard2.0/Orleans.Runtime.Abstractions.xml,32768,,1,1,64816,64816
CData.Xero,26.0.9655,ok,,0,otherFiles/readme.md,3,0,10364066,65558
PgpCore,8.0.0,ok,,0,README.md,2,0,133143,65558
Microsoft.Azure.WebJobs.Logging.ApplicationInsights,3.0.47,ok,,0,README.md,1,0,99644,65558
Microsoft.Azure.WebJobs.Extensions.EventHubs,6.5.3,ok,lib/net8.0/Microsoft.Azure.WebJobs.Extensions.EventHubs.xml,70083,README.md,2,2,188484,65558
dotnet-counters,10.0.731102,ok,,0,,0,0,6687665,65558
Volo.Abp.Minify,10.6.0,ok,lib/net10.0/Volo.Abp.Minify.xml,140,,5,5,73006,65558
DotNetCore.NPOI,1.2.3,ok,,0,,2,0,492002,65558
Microsoft.Owin.FileSystems,4.2.3,ok,lib/net45/Microsoft.Owin.FileSystems.xml,7916,,1,1,50743,50743
Microsoft.Exchange.WebServices,2.2.0,ok,lib/40/Microsoft.Exchange.WebServices.Auth.xml,59838,doc/README.htm,2,2,1340987,65558
Xamarin.Android.Arch.Core.Common,26.1.0,ok,,0,,1,0,32608,32608
Rebus.RabbitMq,10.1.1,ok,,0,README.md,3,0,241822,65558
Xamarin.Android.Support.Design,28.0.0.3,ok,,0,,6,0,2330887,65558
Microsoft.NETCore.UniversalWindowsPlatform,6.2.15,ok,,0,,153,0,2618574,65558
MSTest,4.4.0,ok,,0,,0,0,30858,30858
MiniProfiler.EntityFrameworkCore,4.5.4,ok,lib/net8.0/MiniProfiler.EntityFrameworkCore.xml,3294,,1,1,29915,29915
Xamarin.Google.Crypto.Tink.Android,1.23.0,ok,lib/net10.0-android36.0/Xamarin.Google.Crypto.Tink.Android.xml,159,readme.md,2,2,12545195,65558
Microsoft.AspNetCore.Components.WebView,10.0.11,ok,lib/net10.0/Microsoft.AspNetCore.Components.WebView.xml,24726,,1,1,229571,65558
Hashids.net,1.7.0,ok,lib/net6.0/Hashids.net.xml,11344,README.md,3,3,59134,59134
DistributedLock.Postgres,1.3.1,ok,lib/net462/DistributedLock.Postgres.xml,34208,,4,4,152851,65558
Grpc.Core.Testing,2.46.6,ok,lib/net45/Grpc.Core.Testing.xml,3094,,3,3,97694,65558
AvalonEdit,6.3.1.120,ok,lib/net462/ICSharpCode.AvalonEdit.xml,599538,,3,3,904160,65558
EnterpriseLibrary.TransientFaultHandling.Data,6.0.1304.1,ok,lib/NET45/Microsoft.Practices.EnterpriseLibrary.TransientFaultHandling.Data.xml,79281,Readme.txt,1,1,40837,40837
SimpleInjector.Integration.ServiceCollection,5.5.0,ok,lib/net6.0/SimpleInjector.Integration.ServiceCollection.xml,19340,,3,3,59934,59934
Serilog.Sinks.Graylog,3.1.1,ok,,0,,6,0,96456,65558
Xamarin.AndroidX.Collection.Ktx,1.6.0.1,ok,lib/net10.0-android36.0/Xamarin.AndroidX.Collection.Ktx.xml,156,readme.md,2,2,86258,65558
Paket,10.3.1,ok,,0,README.md,0,0,9046580,65558
OpenTelemetry.Extensions.Propagators,1.18.0,ok,lib/net10.0/OpenTelemetry.Extensions.Propagators.xml,4906,README.md,5,5,112835,65558
HotChocolate.Data.EntityFramework,16.6.4,ok,lib/net10.0/HotChocolate.Data.EntityFramework.xml,5401,,4,4,89055,65558
Ocelot,25.0.0,ok,lib/net10.0/Ocelot.xml,249455,README.md,3,3,603750,65558
Microsoft.Owin.StaticFiles,4.2.3,ok,lib/net45/Microsoft.Owin.StaticFiles.xml,28438,,1,1,74371,65558
StrawberryShake.Transport.Http,16.6.4,ok,lib/net10.0/StrawberryShake.Transport.Http.xml,3427,,4,4,67187,65558
Microsoft.ServiceFabric.Services.Remoting,8.7.157,ok,lib/net462/Microsoft.ServiceFabric.Services.Remoting.xml,262600,docs/readme.md,2,2,269493,65558
SharpDX.Direct3D11,4.2.0,ok,lib/net40/SharpDX.Direct3D11.xml,2561690,,4,4,1525166,65558
EasyCaching.Core,1.9.2,ok,lib/net6.0/EasyCaching.Core.xml,104704,,2,2,127414,65558
Grpc.AspNetCore.HealthChecks,2.83.0,ok,lib/net10.0/Grpc.AspNetCore.HealthChecks.xml,16811,,3,3,123955,65558
Microsoft.Azure.WebJobs.Extensions.CosmosDB,4.16.1,ok,,0,,1,0,104049,65558
GitHubActionsTestLogger,3.0.5,ok,lib/net10.0/GitHubActionsTestLogger.xml,25579,,4,4,851617,65558
CassandraCSharpDriver,3.22.1,ok,lib/net452/Cassandra.xml,1049176,,2,2,1182637,65558
mongocsharpdriver,2.30.0,ok,lib/net472/MongoDB.Driver.Legacy.xml,768403,README.md,3,3,538956,65558
Microsoft.CrmSdk.Deployment,9.0.2.34,ok,lib/net462/Microsoft.Xrm.Sdk.Deployment.xml,149058,,1,1,121063,65558
Microsoft.NETFramework.ReferenceAssemblies.net45,1.0.3,ok,,0,,0,0,19820444,65558
OpenSeachNet,0.0.11,ok,,0,,1,0,367871,65558
