package,version,downloads,doc_types_available,link_count,handwritten_site,tool_generated_docs,readme_in_package,docs_folder_in_package,docs_folder_files,xml_docs_in_package,github_repo,github_docs_folder,github_wiki,github_pages,homepage,changelog,registry_page,doc_coverage_pct
Microsoft.AspNetCore.Server.Kestrel.Transport.Libuv,6.0.36,95052933.0,hand-written site; xml docs; homepage,2,https://asp.net/,,,,,lib/net6.0/Microsoft.AspNetCore.Server.Kestrel.Transport.Libuv.xml,https://github.com/dotnet/aspnetcore,,,,https://asp.net/,,https://www.nuget.org/packages/Microsoft.AspNetCore.Server.Kestrel.Transport.Libuv,
Microsoft.NET.Workload.Mono.ToolChain.net8.Manifest-9.0.100.Msi.x64,9.0.19,95015724.0,hand-written site; homepage,2,https://dot.net/,,,,,,https://github.com/dotnet/runtime,,,,https://dot.net/,,https://www.nuget.org/packages/Microsoft.NET.Workload.Mono.ToolChain.net8.Manifest-9.0.100.Msi.x64,
Microsoft.Extensions.Configuration.AzureKeyVault,3.1.24,94761979.0,hand-written site; xml docs; homepage,2,https://asp.net/,,,,,lib/netstandard2.0/Microsoft.Extensions.Configuration.AzureKeyVault.xml,https://github.com/aspnet/extensions,,,,https://asp.net/,,https://www.nuget.org/packages/Microsoft.Extensions.Configuration.AzureKeyVault,
Microsoft.Azure.Functions.Worker.Sdk.Analyzers,1.2.2,94585973.0,homepage,1,,,,,,,https://github.com/azure/azure-functions-dotnet-worker,,,,https://github.com/Azure/azure-functions-dotnet-worker,,https://www.nuget.org/packages/Microsoft.Azure.Functions.Worker.Sdk.Analyzers,
K4os.Compression.LZ4.Streams,1.3.8,93999203.0,xml docs; homepage,1,,,,,,lib/net462/K4os.Compression.LZ4.Streams.xml,https://github.com/miloszkrajewski/k4os.compression.lz4,,,,https://github.com/MiloszKrajewski/K4os.Compression.LZ4,,https://www.nuget.org/packages/K4os.Compression.LZ4.Streams,
Json.More.Net,3.0.1,93693421.0,readme; xml docs; homepage,1,,,README.md,,,lib/net10.0/Json.More.xml,https://github.com/json-everything/json-everything,,,,https://github.com/json-everything/json-everything,,https://www.nuget.org/packages/Json.More.Net,
Microsoft.AspNetCore.SignalR,1.2.12,93350405.0,hand-written site; xml docs; homepage,2,https://asp.net/,,,,,lib/netstandard2.0/Microsoft.AspNetCore.SignalR.xml,https://github.com/dotnet/aspnetcore,,,,https://asp.net/,,https://www.nuget.org/packages/Microsoft.AspNetCore.SignalR,
Ben.Demystifier,0.4.1,93200072.0,readme; homepage,1,,,readme.md,,,,https://github.com/benaadams/ben.demystifier,,,,https://github.com/benaadams/Ben.Demystifier,,https://www.nuget.org/packages/Ben.Demystifier,
AspNetCore.HealthChecks.Redis,9.0.0,92665363.0,xml docs; homepage,1,,,,,,lib/net8.0/HealthChecks.Redis.xml,https://github.com/xabaril/aspnetcore.diagnostics.healthchecks,,,,https://github.com/Xabaril/AspNetCore.Diagnostics.HealthChecks,,https://www.nuget.org/packages/AspNetCore.HealthChecks.Redis,
Swashbuckle.AspNetCore.Filters.Abstractions,10.0.1,91905549.0,readme; homepage,1,,,README.md,,,,https://github.com/mattfrear/swashbuckle.aspnetcore.filters,,,,https://github.com/mattfrear/Swashbuckle.AspNetCore.Filters,,https://www.nuget.org/packages/Swashbuckle.AspNetCore.Filters.Abstractions,
HarfBuzzSharp,14.2.1.102,91819993.0,hand-written site; readme; xml docs; homepage,2,https://go.microsoft.com/fwlink/?linkid=868515,,README.md,,,lib/net10.0-android36.0/HarfBuzzSharp.xml,,,,,https://go.microsoft.com/fwlink/?linkid=868515,,https://www.nuget.org/packages/HarfBuzzSharp,
Cake,1.3.0,91532094.0,hand-written site; homepage,2,https://cakebuild.net/,,,,,,https://github.com/cake-build/cake,,,,https://cakebuild.net/,,https://www.nuget.org/packages/Cake,
JWT,11.1.0,91416689.0,readme; xml docs; homepage,1,,,README.md,,,lib/net35/JWT.xml,https://github.com/jwt-dotnet/jwt,,,,https://github.com/jwt-dotnet/jwt,,https://www.nuget.org/packages/JWT,
Microsoft.Azure.AppConfiguration.AspNetCore,8.6.0,90949870.0,xml docs; homepage,1,,,,,,lib/net8.0/Microsoft.Azure.AppConfiguration.AspNetCore.xml,https://github.com/azure/azconfig-dotnetprovider,,,,https://github.com/Azure/AppConfiguration,,https://www.nuget.org/packages/Microsoft.Azure.AppConfiguration.AspNetCore,
SQLitePCLRaw.bundle_green,2.1.11,90923176.0,xml docs,0,,,,,,lib/net6.0-android31.0/SQLitePCLRaw.batteries_v2.xml,https://github.com/ericsink/sqlitepcl.raw,,,,,,https://www.nuget.org/packages/SQLitePCLRaw.bundle_green,
AspNetCore.HealthChecks.Uris,9.0.0,90819289.0,xml docs; homepage,1,,,,,,lib/net8.0/HealthChecks.Uris.xml,https://github.com/xabaril/aspnetcore.diagnostics.healthchecks,,,,https://github.com/Xabaril/AspNetCore.Diagnostics.HealthChecks,,https://www.nuget.org/packages/AspNetCore.HealthChecks.Uris,
SpecFlow.Tools.MsBuild.Generation,3.9.74,90697970.0,hand-written site; homepage,2,https://www.specflow.org/,,,,,,,,,,https://www.specflow.org/,,https://www.nuget.org/packages/SpecFlow.Tools.MsBuild.Generation,
Fody,6.9.3,90659822.0,homepage,1,,,,,,,https://github.com/fody/fody,,,,https://github.com/Fody/Fody,,https://www.nuget.org/packages/Fody,
GraphQL-Parser,9.5.1,90476088.0,readme; xml docs,0,,,README.md,,,lib/net6.0/GraphQLParser.xml,https://github.com/graphql-dotnet/parser,,,,,,https://www.nuget.org/packages/GraphQL-Parser,
