package,version,downloads,doc_types_available,link_count,handwritten_site,tool_generated_docs,readme_in_package,docs_folder_in_package,docs_folder_files,xml_docs_in_package,github_repo,github_docs_folder,github_wiki,github_pages,homepage,changelog,registry_page,doc_coverage_pct,documentation_location,xml_doc_file,readme,obtainable_by_download,download_url,size_kb,handwritten_site_status,github_docs_folder_status,github_wiki_status,github_pages_status,homepage_status,has_working_link
MassTransit,9.2.1,239472895.0,hand-written site; xml docs; homepage,2,https://massient.com/,,,,,lib/net10.0/MassTransit.xml,https://github.com/massient/masstransit,,,,https://massient.com/,,https://www.nuget.org/packages/MassTransit,,in the package,lib/net10.0/MassTransit.xml,,Yes,https://api.nuget.org/v3-flatcontainer/masstransit/9.2.1/masstransit.9.2.1.nupkg,996.3,ok,,,,ok,Yes
Sendgrid,9.29.3,239197488.0,hand-written site; xml docs; homepage,2,https://sendgrid.com/,,,,,lib/net40/SendGrid.xml,https://github.com/sendgrid/sendgrid-csharp,,,,https://sendgrid.com/,,https://www.nuget.org/packages/Sendgrid,,in the package,lib/net40/SendGrid.xml,,Yes,https://api.nuget.org/v3-flatcontainer/sendgrid/9.29.3/sendgrid.9.29.3.nupkg,135.3,redirected,,,,redirected,Yes
runtime.any.System.Diagnostics.Tools,4.3.0,239001924.0,hand-written site; homepage,2,https://dot.net/,,,,,,,,,,https://dot.net/,,https://www.nuget.org/packages/runtime.any.System.Diagnostics.Tools,,not in the package,,,No,,0.0,redirected,,,,redirected,Yes
Microsoft.VisualStudio.Web.CodeGeneration.Contracts,5.0.2,237967969.0,xml docs; homepage,1,,,,,,lib/net5.0/Microsoft.VisualStudio.Web.CodeGeneration.Contracts.xml,https://github.com/dotnet/scaffolding,,,,https://github.com/dotnet/Scaffolding,,https://www.nuget.org/packages/Microsoft.VisualStudio.Web.CodeGeneration.Contracts,,in the package,lib/net5.0/Microsoft.VisualStudio.Web.CodeGeneration.Contracts.xml,,Yes,https://api.nuget.org/v3-flatcontainer/microsoft.visualstudio.web.codegeneration.contracts/5.0.2/microsoft.visualstudio.web.codegeneration.contracts.5.0.2.nupkg,23.8,,,,,ok,Yes
Microsoft.AspNetCore.SignalR.Protocols.Json,10.0.11,236964179.0,hand-written site; xml docs; homepage,2,https://asp.net/,,,,,lib/net10.0/Microsoft.AspNetCore.SignalR.Protocols.Json.xml,https://github.com/dotnet/aspnetcore,,,,https://asp.net/,,https://www.nuget.org/packages/Microsoft.AspNetCore.SignalR.Protocols.Json,,in the package,lib/net10.0/Microsoft.AspNetCore.SignalR.Protocols.Json.xml,,Yes,https://api.nuget.org/v3-flatcontainer/microsoft.aspnetcore.signalr.protocols.json/10.0.11/microsoft.aspnetcore.signalr.protocols.json.10.0.11.nupkg,4.9,unreachable,,,,unreachable,No
System.DirectoryServices,10.0.11,236104840.0,hand-written site; xml docs; homepage,2,https://dot.net/,,,,,lib/net10.0/System.DirectoryServices.xml,https://github.com/dotnet/dotnet,,,,https://dot.net/,,https://www.nuget.org/packages/System.DirectoryServices,,in the package,lib/net10.0/System.DirectoryServices.xml,,Yes,https://api.nuget.org/v3-flatcontainer/system.directoryservices/10.0.11/system.directoryservices.10.0.11.nupkg,851.0,redirected,,,,redirected,Yes
runtime.unix.System.Private.Uri,4.3.2,235685759.0,hand-written site; homepage,2,https://dot.net/,,,,,,,,,,https://dot.net/,,https://www.nuget.org/packages/runtime.unix.System.Private.Uri,,not in the package,,,No,,0.0,redirected,,,,redirected,Yes
Microsoft.Bcl.Cryptography,10.0.11,235541384.0,hand-written site; xml docs; homepage,2,https://dot.net/,,,,,lib/net10.0/Microsoft.Bcl.Cryptography.xml,https://github.com/dotnet/runtime,,,,https://dot.net/,,https://www.nuget.org/packages/Microsoft.Bcl.Cryptography,,in the package,lib/net10.0/Microsoft.Bcl.Cryptography.xml,,Yes,https://api.nuget.org/v3-flatcontainer/microsoft.bcl.cryptography/10.0.11/microsoft.bcl.cryptography.10.0.11.nupkg,16.8,redirected,,,,redirected,Yes
NuGet.Configuration,7.9.0,234751540.0,hand-written site; readme; xml docs; homepage,2,https://aka.ms/nugetprj,,README.md,,,lib/net472/NuGet.Configuration.xml,https://github.com/nuget/nuget.client,,,,https://aka.ms/nugetprj,,https://www.nuget.org/packages/NuGet.Configuration,,in the package,lib/net472/NuGet.Configuration.xml,README.md,Yes,https://api.nuget.org/v3-flatcontainer/nuget.configuration/7.9.0/nuget.configuration.7.9.0.nupkg,126.0,redirected,,,,redirected,Yes
Microsoft.OData.Edm,9.0.0,234504118.0,hand-written site; readme; xml docs; homepage,2,https://odata.github.io/,,docs/README.md,,,lib/net10.0/Microsoft.OData.Edm.xml,,,,,https://odata.github.io/,,https://www.nuget.org/packages/Microsoft.OData.Edm,,in the package,lib/net10.0/Microsoft.OData.Edm.xml,docs/README.md,Yes,https://api.nuget.org/v3-flatcontainer/microsoft.odata.edm/9.0.0/microsoft.odata.edm.9.0.0.nupkg,1230.2,ok,,,,ok,Yes
Microsoft.AspNetCore.Razor.Design,2.3.0,234459901.0,hand-written site; homepage,2,https://asp.net/,,,,,,https://github.com/dotnet/aspnetcore,,,,https://asp.net/,,https://www.nuget.org/packages/Microsoft.AspNetCore.Razor.Design,,not in the package,,,No,,0.0,unreachable,,,,unreachable,No
Microsoft.NETCore.Runtime.CoreCLR,2.0.8,233927111.0,hand-written site; homepage,2,https://dot.net/,,,,,,,,,,https://dot.net/,,https://www.nuget.org/packages/Microsoft.NETCore.Runtime.CoreCLR,,not in the package,,,No,,0.0,redirected,,,,redirected,Yes
System.Net.NetworkInformation,4.3.0,233736652.0,hand-written site; xml docs; homepage,2,https://dot.net/,,,,,ref/netcore50/System.Net.NetworkInformation.xml,,,,,https://dot.net/,,https://www.nuget.org/packages/System.Net.NetworkInformation,,in the package,ref/netcore50/System.Net.NetworkInformation.xml,,Yes,https://api.nuget.org/v3-flatcontainer/system.net.networkinformation/4.3.0/system.net.networkinformation.4.3.0.nupkg,1.4,redirected,,,,redirected,Yes
Microsoft.Testing.Extensions.TrxReport.Abstractions,2.4.0,233112681.0,xml docs; homepage,1,,,,,,lib/net8.0/Microsoft.Testing.Extensions.TrxReport.Abstractions.xml,https://github.com/microsoft/testfx,,,,https://github.com/microsoft/testfx,,https://www.nuget.org/packages/Microsoft.Testing.Extensions.TrxReport.Abstractions,,in the package,lib/net8.0/Microsoft.Testing.Extensions.TrxReport.Abstractions.xml,,Yes,https://api.nuget.org/v3-flatcontainer/microsoft.testing.extensions.trxreport.abstractions/2.4.0/microsoft.testing.extensions.trxreport.abstractions.2.4.0.nupkg,11.5,,,,,ok,Yes
SkiaSharp.NativeAssets.Win32,4.151.2,232662012.0,hand-written site; readme; homepage,2,https://go.microsoft.com/fwlink/?linkid=868515,,README.md,,,,,,,,https://go.microsoft.com/fwlink/?linkid=868515,,https://www.nuget.org/packages/SkiaSharp.NativeAssets.Win32,,in the package,,README.md,Yes,https://api.nuget.org/v3-flatcontainer/skiasharp.nativeassets.win32/4.151.2/skiasharp.nativeassets.win32.4.151.2.nupkg,0.0,redirected,,,,redirected,Yes
NetTopologySuite,2.6.0,232112064.0,xml docs,0,,,,,,lib/netstandard2.0/NetTopologySuite.xml,https://github.com/nettopologysuite/nettopologysuite,,,,,,https://www.nuget.org/packages/NetTopologySuite,,in the package,lib/netstandard2.0/NetTopologySuite.xml,,Yes,https://api.nuget.org/v3-flatcontainer/nettopologysuite/2.6.0/nettopologysuite.2.6.0.nupkg,2877.6,,,,,,No
SkiaSharp.NativeAssets.macOS,4.151.2,231600056.0,hand-written site; readme; homepage,2,https://go.microsoft.com/fwlink/?linkid=868515,,README.md,,,,,,,,https://go.microsoft.com/fwlink/?linkid=868515,,https://www.nuget.org/packages/SkiaSharp.NativeAssets.macOS,,in the package,,README.md,Yes,https://api.nuget.org/v3-flatcontainer/skiasharp.nativeassets.macos/4.151.2/skiasharp.nativeassets.macos.4.151.2.nupkg,0.0,redirected,,,,redirected,Yes
Microsoft.Bcl.TimeProvider,10.0.11,231523121.0,hand-written site; xml docs; homepage,2,https://dot.net/,,,,,lib/net462/Microsoft.Bcl.TimeProvider.xml,https://github.com/dotnet/runtime,,,,https://dot.net/,,https://www.nuget.org/packages/Microsoft.Bcl.TimeProvider,,in the package,lib/net462/Microsoft.Bcl.TimeProvider.xml,,Yes,https://api.nuget.org/v3-flatcontainer/microsoft.bcl.timeprovider/10.0.11/microsoft.bcl.timeprovider.10.0.11.nupkg,30.8,redirected,,,,redirected,Yes
Microsoft.Testing.Platform.MSBuild,2.4.0,230661104.0,xml docs; homepage,1,,,,,,lib/net8.0/Microsoft.Testing.Extensions.MSBuild.xml,https://github.com/microsoft/testfx,,,,https://github.com/microsoft/testfx,,https://www.nuget.org/packages/Microsoft.Testing.Platform.MSBuild,,in the package,lib/net8.0/Microsoft.Testing.Extensions.MSBuild.xml,,Yes,https://api.nuget.org/v3-flatcontainer/microsoft.testing.platform.msbuild/2.4.0/microsoft.testing.platform.msbuild.2.4.0.nupkg,41.8,,,,,ok,Yes
Microsoft.AspNet.WebApi,5.3.0,230389498.0,hand-written site; homepage,2,https://www.asp.net/web-api,,,,,,https://github.com/aspnet/aspnetwebstack,,,,https://www.asp.net/web-api,,https://www.nuget.org/packages/Microsoft.AspNet.WebApi,,not in the package,,,No,,0.0,redirected,,,,redirected,Yes
Google.Api.CommonProtos,2.17.0,229842743.0,xml docs; homepage,1,,,,,,lib/net461/Google.Api.CommonProtos.xml,https://github.com/googleapis/gax-dotnet,,,,https://github.com/googleapis/gax-dotnet,,https://www.nuget.org/packages/Google.Api.CommonProtos,,in the package,lib/net461/Google.Api.CommonProtos.xml,,Yes,https://api.nuget.org/v3-flatcontainer/google.api.commonprotos/2.17.0/google.api.commonprotos.2.17.0.nupkg,460.8,,,,,ok,Yes
NewRelic.Agent.Api,10.54.0,229468508.0,hand-written site; readme; homepage,2,https://docs.newrelic.com/docs/apm/agents/net-agent/net-agent-api/guide-using-net-agent-api,,README.md,,,,https://github.com/newrelic/newrelic-dotnet-agent,,,,https://docs.newrelic.com/docs/apm/agents/net-agent/net-agent-api/guide-using-net-agent-api,,https://www.nuget.org/packages/NewRelic.Agent.Api,,in the package,,README.md,Yes,https://api.nuget.org/v3-flatcontainer/newrelic.agent.api/10.54.0/newrelic.agent.api.10.54.0.nupkg,0.0,ok,,,,ok,Yes
Serilog.Enrichers.Thread,4.0.0,227419516.0,hand-written site; readme; xml docs; homepage,2,http://serilog.net/,,README.md,,,lib/net462/Serilog.Enrichers.Thread.xml,https://github.com/serilog/serilog-enrichers-thread,,,,http://serilog.net/,,https://www.nuget.org/packages/Serilog.Enrichers.Thread,,in the package,lib/net462/Serilog.Enrichers.Thread.xml,README.md,Yes,https://api.nuget.org/v3-flatcontainer/serilog.enrichers.thread/4.0.0/serilog.enrichers.thread.4.0.0.nupkg,4.1,ok,,,,ok,Yes
AWSSDK.SimpleNotificationService,4.0.100.12,224351312.0,xml docs; homepage,1,,,,,,lib/net472/AWSSDK.SimpleNotificationService.xml,https://github.com/aws/aws-sdk-net,,,,https://github.com/aws/aws-sdk-net/,,https://www.nuget.org/packages/AWSSDK.SimpleNotificationService,,in the package,lib/net472/AWSSDK.SimpleNotificationService.xml,,Yes,https://api.nuget.org/v3-flatcontainer/awssdk.simplenotificationservice/4.0.100.12/awssdk.simplenotificationservice.4.0.100.12.nupkg,1342.7,,,,,ok,Yes
runtime.any.System.Threading.Timer,4.3.0,224023827.0,hand-written site; homepage,2,https://dot.net/,,,,,,,,,,https://dot.net/,,https://www.nuget.org/packages/runtime.any.System.Threading.Timer,,not in the package,,,No,,0.0,redirected,,,,redirected,Yes
Remotion.Linq,2.2.0,223809172.0,hand-written site; xml docs; homepage,2,https://relinq.codeplex.com/,,,,,lib/net35/Remotion.Linq.XML,,,,,https://relinq.codeplex.com/,,https://www.nuget.org/packages/Remotion.Linq,,in the package,lib/net35/Remotion.Linq.XML,,Yes,https://api.nuget.org/v3-flatcontainer/remotion.linq/2.2.0/remotion.linq.2.2.0.nupkg,344.5,unreachable,,,,unreachable,No
Microsoft.AspNetCore.OpenApi,10.0.11,223106550.0,hand-written site; xml docs; homepage,2,https://asp.net/,,,,,lib/net10.0/Microsoft.AspNetCore.OpenApi.xml,https://github.com/dotnet/aspnetcore,,,,https://asp.net/,,https://www.nuget.org/packages/Microsoft.AspNetCore.OpenApi,,in the package,lib/net10.0/Microsoft.AspNetCore.OpenApi.xml,,Yes,https://api.nuget.org/v3-flatcontainer/microsoft.aspnetcore.openapi/10.0.11/microsoft.aspnetcore.openapi.10.0.11.nupkg,76.8,unreachable,,,,unreachable,No
System.Net.WebSockets.Client,4.3.2,221907814.0,hand-written site; homepage,2,https://dot.net/,,,,,,,,,,https://dot.net/,,https://www.nuget.org/packages/System.Net.WebSockets.Client,,not in the package,,,No,,0.0,redirected,,,,redirected,Yes
Microsoft.Azure.WebJobs.Extensions,5.2.1,221625903.0,homepage,1,,,,,,,https://github.com/azure/azure-webjobs-sdk-extensions,,,,https://github.com/Azure/azure-webjobs-sdk-extensions,,https://www.nuget.org/packages/Microsoft.Azure.WebJobs.Extensions,,not in the package,,,No,,0.0,,,,,ok,Yes
Serilog.Sinks.Async,2.1.0,221133684.0,hand-written site; readme; xml docs; homepage,2,https://serilog.net/,,README.md,,,lib/net462/Serilog.Sinks.Async.xml,https://github.com/serilog/serilog-sinks-async,,,,https://serilog.net/,,https://www.nuget.org/packages/Serilog.Sinks.Async,,in the package,lib/net462/Serilog.Sinks.Async.xml,README.md,Yes,https://api.nuget.org/v3-flatcontainer/serilog.sinks.async/2.1.0/serilog.sinks.async.2.1.0.nupkg,4.0,ok,,,,ok,Yes
Azure.Storage.Queues,12.27.1,220909565.0,readme; xml docs; homepage,1,,,README.md,,,lib/net10.0/Azure.Storage.Queues.xml,https://github.com/azure/azure-sdk-for-net,,,,https://github.com/Azure/azure-sdk-for-net/blob/Azure.Storage.Queues_12.27.1/sdk/storage/Azure.Storage.Queues/README.md,,https://www.nuget.org/packages/Azure.Storage.Queues,,in the package,lib/net10.0/Azure.Storage.Queues.xml,README.md,Yes,https://api.nuget.org/v3-flatcontainer/azure.storage.queues/12.27.1/azure.storage.queues.12.27.1.nupkg,444.7,,,,,ok,Yes
Microsoft.AspNetCore.Authentication.Google,10.0.11,220577657.0,hand-written site; xml docs; homepage,2,https://asp.net/,,,,,lib/net10.0/Microsoft.AspNetCore.Authentication.Google.xml,https://github.com/dotnet/aspnetcore,,,,https://asp.net/,,https://www.nuget.org/packages/Microsoft.AspNetCore.Authentication.Google,,in the package,lib/net10.0/Microsoft.AspNetCore.Authentication.Google.xml,,Yes,https://api.nuget.org/v3-flatcontainer/microsoft.aspnetcore.authentication.google/10.0.11/microsoft.aspnetcore.authentication.google.10.0.11.nupkg,13.9,unreachable,,,,unreachable,No
Microsoft.Identity.Web,4.14.2,220570309.0,readme; xml docs; homepage,1,,,README.md,,,lib/net10.0/Microsoft.Identity.Web.xml,https://github.com/azuread/microsoft-identity-web,,,,https://github.com/AzureAD/microsoft-identity-web,,https://www.nuget.org/packages/Microsoft.Identity.Web,,in the package,lib/net10.0/Microsoft.Identity.Web.xml,README.md,Yes,https://api.nuget.org/v3-flatcontainer/microsoft.identity.web/4.14.2/microsoft.identity.web.4.14.2.nupkg,174.1,,,,,ok,Yes
AWSSDK.SimpleSystemsManagement,4.0.103.7,219948609.0,xml docs; homepage,1,,,,,,lib/net472/AWSSDK.SimpleSystemsManagement.xml,https://github.com/aws/aws-sdk-net,,,,https://github.com/aws/aws-sdk-net/,,https://www.nuget.org/packages/AWSSDK.SimpleSystemsManagement,,in the package,lib/net472/AWSSDK.SimpleSystemsManagement.xml,,Yes,https://api.nuget.org/v3-flatcontainer/awssdk.simplesystemsmanagement/4.0.103.7/awssdk.simplesystemsmanagement.4.0.103.7.nupkg,4783.9,,,,,ok,Yes
Microsoft.Azure.Cosmos,3.62.1,219909070.0,xml docs; homepage,1,,,,,,lib/netstandard2.0/Microsoft.Azure.Cosmos.Client.xml,https://github.com/azure/azure-cosmos-dotnet-v3,,,,https://github.com/Azure/azure-cosmos-dotnet-v3,,https://www.nuget.org/packages/Microsoft.Azure.Cosmos,,in the package,lib/netstandard2.0/Microsoft.Azure.Cosmos.Client.xml,,Yes,https://api.nuget.org/v3-flatcontainer/microsoft.azure.cosmos/3.62.1/microsoft.azure.cosmos.3.62.1.nupkg,3649.5,,,,,ok,Yes
runtime.unix.System.Runtime.Extensions,4.3.1,216702044.0,hand-written site; homepage,2,https://dot.net/,,,,,,,,,,https://dot.net/,,https://www.nuget.org/packages/runtime.unix.System.Runtime.Extensions,,not in the package,,,No,,0.0,redirected,,,,redirected,Yes
runtime.unix.System.Diagnostics.Debug,4.3.0,215825426.0,hand-written site; homepage,2,https://dot.net/,,,,,,,,,,https://dot.net/,,https://www.nuget.org/packages/runtime.unix.System.Diagnostics.Debug,,not in the package,,,No,,0.0,redirected,,,,redirected,Yes
System.Spatial,5.8.5,215144037.0,hand-written site; xml docs; homepage,2,https://odata.github.io/,,,,,lib/net40/System.Spatial.xml,,,,,https://odata.github.io/,,https://www.nuget.org/packages/System.Spatial,,in the package,lib/net40/System.Spatial.xml,,Yes,https://api.nuget.org/v3-flatcontainer/system.spatial/5.8.5/system.spatial.5.8.5.nupkg,358.3,ok,,,,ok,Yes
Microsoft.NET.Sdk.iOS.Manifest-9.0.100,26.5.9004,215077163.0,hand-written site; homepage,2,https://dot.net/,,,,,,https://github.com/dotnet/macios,,,,https://dot.net/,,https://www.nuget.org/packages/Microsoft.NET.Sdk.iOS.Manifest-9.0.100,,not in the package,,,No,,0.0,redirected,,,,redirected,Yes
Microsoft.OData.Core,9.0.0,214289679.0,hand-written site; readme; xml docs; homepage,2,https://odata.github.io/,,docs/README.md,,,lib/net10.0/Microsoft.OData.Core.xml,,,,,https://odata.github.io/,,https://www.nuget.org/packages/Microsoft.OData.Core,,in the package,lib/net10.0/Microsoft.OData.Core.xml,docs/README.md,Yes,https://api.nuget.org/v3-flatcontainer/microsoft.odata.core/9.0.0/microsoft.odata.core.9.0.0.nupkg,4158.9,ok,,,,ok,Yes
Microsoft.AspNetCore.Server.Kestrel.Transport.Sockets,2.3.12,214078250.0,hand-written site; xml docs; homepage,2,https://asp.net/,,,,,lib/netstandard2.0/Microsoft.AspNetCore.Server.Kestrel.Transport.Sockets.xml,https://github.com/dotnet/aspnetcore,,,,https://asp.net/,,https://www.nuget.org/packages/Microsoft.AspNetCore.Server.Kestrel.Transport.Sockets,,in the package,lib/netstandard2.0/Microsoft.AspNetCore.Server.Kestrel.Transport.Sockets.xml,,Yes,https://api.nuget.org/v3-flatcontainer/microsoft.aspnetcore.server.kestrel.transport.sockets/2.3.12/microsoft.aspnetcore.server.kestrel.transport.sockets.2.3.12.nupkg,2.9,unreachable,,,,unreachable,No
Microsoft.NETCore.Jit,2.0.8,213937940.0,hand-written site; homepage,2,https://dot.net/,,,,,,,,,,https://dot.net/,,https://www.nuget.org/packages/Microsoft.NETCore.Jit,,not in the package,,,No,,0.0,redirected,,,,redirected,Yes
Microsoft.NET.Sdk.Android.Manifest-9.0.100,35.0.105,213486845.0,hand-written site; homepage,2,https://dot.net/,,,,,,https://github.com/dotnet/android,,,,https://dot.net/,,https://www.nuget.org/packages/Microsoft.NET.Sdk.Android.Manifest-9.0.100,,not in the package,,,No,,0.0,redirected,,,,redirected,Yes
Microsoft.NET.Sdk.MacCatalyst.Manifest-9.0.100,26.5.9004,213431954.0,hand-written site; homepage,2,https://dot.net/,,,,,,https://github.com/dotnet/macios,,,,https://dot.net/,,https://www.nuget.org/packages/Microsoft.NET.Sdk.MacCatalyst.Manifest-9.0.100,,not in the package,,,No,,0.0,redirected,,,,redirected,Yes
Microsoft.NET.Sdk.macOS.Manifest-9.0.100,26.5.9004,213388692.0,hand-written site; homepage,2,https://dot.net/,,,,,,https://github.com/dotnet/macios,,,,https://dot.net/,,https://www.nuget.org/packages/Microsoft.NET.Sdk.macOS.Manifest-9.0.100,,not in the package,,,No,,0.0,redirected,,,,redirected,Yes
Microsoft.NET.Sdk.tvOS.Manifest-9.0.100,26.5.9004,213330765.0,hand-written site; homepage,2,https://dot.net/,,,,,,https://github.com/dotnet/macios,,,,https://dot.net/,,https://www.nuget.org/packages/Microsoft.NET.Sdk.tvOS.Manifest-9.0.100,,not in the package,,,No,,0.0,redirected,,,,redirected,Yes
Microsoft.NET.Sdk.Maui.Manifest-9.0.100,9.0.120,213314335.0,readme; homepage,1,,,README.md,,,,https://github.com/dotnet/maui,,,,https://github.com/dotnet/maui,,https://www.nuget.org/packages/Microsoft.NET.Sdk.Maui.Manifest-9.0.100,,in the package,,README.md,Yes,https://api.nuget.org/v3-flatcontainer/microsoft.net.sdk.maui.manifest-9.0.100/9.0.120/microsoft.net.sdk.maui.manifest-9.0.100.9.0.120.nupkg,0.0,,,,,ok,Yes
ClosedXML,0.105.1,212957537.0,xml docs; homepage,1,,,,,,lib/netstandard2.0/ClosedXML.xml,https://github.com/closedxml/closedxml,,,,https://github.com/ClosedXML/ClosedXML,,https://www.nuget.org/packages/ClosedXML,,in the package,lib/netstandard2.0/ClosedXML.xml,,Yes,https://api.nuget.org/v3-flatcontainer/closedxml/0.105.1/closedxml.0.105.1.nupkg,742.9,,,,,ok,Yes
Microsoft.Testing.Extensions.Telemetry,2.4.0,212942155.0,xml docs; homepage,1,,,,,,lib/net8.0/Microsoft.Testing.Extensions.Telemetry.xml,https://github.com/microsoft/testfx,,,,https://github.com/microsoft/testfx,,https://www.nuget.org/packages/Microsoft.Testing.Extensions.Telemetry,,in the package,lib/net8.0/Microsoft.Testing.Extensions.Telemetry.xml,,Yes,https://api.nuget.org/v3-flatcontainer/microsoft.testing.extensions.telemetry/2.4.0/microsoft.testing.extensions.telemetry.2.4.0.nupkg,7.4,,,,,ok,Yes
Microsoft.AspNetCore.Mvc.WebApiCompatShim,2.3.12,211871623.0,hand-written site; xml docs; homepage,2,https://asp.net/,,,,,lib/netstandard2.0/Microsoft.AspNetCore.Mvc.WebApiCompatShim.xml,https://github.com/dotnet/aspnetcore,,,,https://asp.net/,,https://www.nuget.org/packages/Microsoft.AspNetCore.Mvc.WebApiCompatShim,,in the package,lib/netstandard2.0/Microsoft.AspNetCore.Mvc.WebApiCompatShim.xml,,Yes,https://api.nuget.org/v3-flatcontainer/microsoft.aspnetcore.mvc.webapicompatshim/2.3.12/microsoft.aspnetcore.mvc.webapicompatshim.2.3.12.nupkg,65.8,unreachable,,,,unreachable,No
Libuv,1.10.0,211751299.0,,0,,,,,,,,,,,,,https://www.nuget.org/packages/Libuv,,not in the package,,,No,,0.0,,,,,,No
Microsoft.Azure.WebJobs.Extensions.Http,3.3.0,211703342.0,homepage,1,,,,,,,https://github.com/azure/azure-webjobs-sdk-extensions,,,,https://github.com/Azure/azure-webjobs-sdk-extensions,,https://www.nuget.org/packages/Microsoft.Azure.WebJobs.Extensions.Http,,not in the package,,,No,,0.0,,,,,ok,Yes
Microsoft.Data.Edm,5.8.5,210880555.0,hand-written site; xml docs; homepage,2,https://odata.github.io/,,,,,lib/net40/Microsoft.Data.Edm.xml,,,,,https://odata.github.io/,,https://www.nuget.org/packages/Microsoft.Data.Edm,,in the package,lib/net40/Microsoft.Data.Edm.xml,,Yes,https://api.nuget.org/v3-flatcontainer/microsoft.data.edm/5.8.5/microsoft.data.edm.5.8.5.nupkg,639.9,ok,,,,ok,Yes
Microsoft.Data.OData,5.8.5,209879088.0,hand-written site; xml docs; homepage,2,https://odata.github.io/,,,,,lib/net40/Microsoft.Data.OData.xml,,,,,https://odata.github.io/,,https://www.nuget.org/packages/Microsoft.Data.OData,,in the package,lib/net40/Microsoft.Data.OData.xml,,Yes,https://api.nuget.org/v3-flatcontainer/microsoft.data.odata/5.8.5/microsoft.data.odata.5.8.5.nupkg,3639.4,ok,,,,ok,Yes
Microsoft.AspNetCore.Diagnostics,2.3.12,209103967.0,hand-written site; xml docs; homepage,2,https://asp.net/,,,,,lib/netstandard2.0/Microsoft.AspNetCore.Diagnostics.xml,https://github.com/dotnet/aspnetcore,,,,https://asp.net/,,https://www.nuget.org/packages/Microsoft.AspNetCore.Diagnostics,,in the package,lib/netstandard2.0/Microsoft.AspNetCore.Diagnostics.xml,,Yes,https://api.nuget.org/v3-flatcontainer/microsoft.aspnetcore.diagnostics/2.3.12/microsoft.aspnetcore.diagnostics.2.3.12.nupkg,51.5,unreachable,,,,unreachable,No
Microsoft.Azure.KeyVault,3.0.5,208602736.0,readme; homepage,1,,,README.md,,,,https://github.com/azure/azure-sdk-for-net,,,,https://github.com/Azure/azure-sdk-for-net/blob/99f52a3417df5d3023d10997cb20e7499207e976/sdk/keyvault/Microsoft.Azure.KeyVault/README.md,,https://www.nuget.org/packages/Microsoft.Azure.KeyVault,,in the package,,README.md,Yes,https://api.nuget.org/v3-flatcontainer/microsoft.azure.keyvault/3.0.5/microsoft.azure.keyvault.3.0.5.nupkg,0.0,,,,,ok,Yes
Microsoft.NET.Sdk.Functions,4.6.0,208453518.0,homepage,1,,,,,,,https://github.com/azure/azure-functions-vs-build-sdk,,,,https://github.com/Azure/azure-functions-vs-build-sdk,,https://www.nuget.org/packages/Microsoft.NET.Sdk.Functions,,not in the package,,,No,,0.0,,,,,ok,Yes
Microsoft.AspNetCore.Server.IISIntegration,2.3.12,208373015.0,hand-written site; xml docs; homepage,2,https://asp.net/,,,,,lib/netstandard2.0/Microsoft.AspNetCore.Server.IISIntegration.xml,https://github.com/dotnet/aspnetcore,,,,https://asp.net/,,https://www.nuget.org/packages/Microsoft.AspNetCore.Server.IISIntegration,,in the package,lib/netstandard2.0/Microsoft.AspNetCore.Server.IISIntegration.xml,,Yes,https://api.nuget.org/v3-flatcontainer/microsoft.aspnetcore.server.iisintegration/2.3.12/microsoft.aspnetcore.server.iisintegration.2.3.12.nupkg,6.3,unreachable,,,,unreachable,No
Microsoft.Owin.Security,4.2.3,207702075.0,xml docs; homepage,1,,,,,,lib/net45/Microsoft.Owin.Security.xml,https://github.com/aspnet/aspnetkatana,,,,https://github.com/aspnet/AspNetKatana,,https://www.nuget.org/packages/Microsoft.Owin.Security,,in the package,lib/net45/Microsoft.Owin.Security.xml,,Yes,https://api.nuget.org/v3-flatcontainer/microsoft.owin.security/4.2.3/microsoft.owin.security.4.2.3.nupkg,30.1,,,,,ok,Yes
Microsoft.Azure.Functions.Worker.ProjectTemplates,4.0.5590,206837891.0,hand-written site; homepage,2,https://go.microsoft.com/fwlink/?linkid=848145,,,,,,https://github.com/azure/azure-functions-templates,,,,https://go.microsoft.com/fwlink/?linkid=848145,,https://www.nuget.org/packages/Microsoft.Azure.Functions.Worker.ProjectTemplates,,not in the package,,,No,,0.0,redirected,,,,redirected,Yes
Nito.Disposables,2.5.0,206733789.0,readme; xml docs; homepage,1,,,README.md,,,lib/net461/Nito.Disposables.xml,https://github.com/stephencleary/disposables,,,,https://github.com/StephenCleary/Disposables,,https://www.nuget.org/packages/Nito.Disposables,,in the package,lib/net461/Nito.Disposables.xml,README.md,Yes,https://api.nuget.org/v3-flatcontainer/nito.disposables/2.5.0/nito.disposables.2.5.0.nupkg,24.6,,,,,ok,Yes
