package,version,downloads,doc_types_available,link_count,handwritten_site,tool_generated_docs,readme_in_package,docs_folder_in_package,docs_folder_files,xml_docs_in_package,github_repo,github_docs_folder,github_wiki,github_pages,homepage,changelog,registry_page,doc_coverage_pct,documentation_location,xml_doc_file,readme,obtainable_by_download,download_url,size_kb,handwritten_site_status,github_docs_folder_status,github_wiki_status,github_pages_status,homepage_status,has_working_link
Ardalis.Result,10.1.0,10057802.0,homepage,1,,,,,,,https://github.com/ardalis/result,,,,https://github.com/ardalis/result,,https://www.nuget.org/packages/Ardalis.Result,,not in the package,,,No,,0.0,,,,,ok,Yes
WebMarkupMin.Core,2.21.0,9995171.0,readme; xml docs; homepage,1,,,readme.txt,,,lib/net40-client/WebMarkupMin.Core.xml,https://github.com/taritsyn/webmarkupmin,,,,https://github.com/Taritsyn/WebMarkupMin,,https://www.nuget.org/packages/WebMarkupMin.Core,,in the package,lib/net40-client/WebMarkupMin.Core.xml,readme.txt,Yes,https://api.nuget.org/v3-flatcontainer/webmarkupmin.core/2.21.0/webmarkupmin.core.2.21.0.nupkg,298.4,,,,,ok,Yes
Prism.Wpf,9.0.537,9921955.0,readme; xml docs; homepage,1,,,ReadMe.md,,,lib/net462/Prism.Wpf.xml,https://github.com/prismlibrary/prism,,,,https://github.com/PrismLibrary/Prism,,https://www.nuget.org/packages/Prism.Wpf,,in the package,lib/net462/Prism.Wpf.xml,ReadMe.md,Yes,https://api.nuget.org/v3-flatcontainer/prism.wpf/9.0.537/prism.wpf.9.0.537.nupkg,225.2,,,,,ok,Yes
Accord.Math,3.8.0,9870502.0,hand-written site; xml docs; homepage,2,http://accord-framework.net/,,,,,lib/net35-unity%20full%20v3.5/Accord.Math.xml,,,,,http://accord-framework.net/,,https://www.nuget.org/packages/Accord.Math,,in the package,lib/net35-unity%20full%20v3.5/Accord.Math.xml,,Yes,https://api.nuget.org/v3-flatcontainer/accord.math/3.8.0/accord.math.3.8.0.nupkg,5703.5,ok,,,,ok,Yes
MaterialDesignColors,5.3.2,9802464.0,readme; homepage,1,,,README.md,,,,https://github.com/materialdesigninxaml/materialdesigninxamltoolkit,,,,https://github.com/MaterialDesignInXAML/MaterialDesignInXamlToolkit,,https://www.nuget.org/packages/MaterialDesignColors,,in the package,,README.md,Yes,https://api.nuget.org/v3-flatcontainer/materialdesigncolors/5.3.2/materialdesigncolors.5.3.2.nupkg,0.0,,,,,ok,Yes
Xamarin.GooglePlayServices.Maps,120.0.0.3,9722805.0,hand-written site; readme; xml docs; homepage,2,https://aka.ms/android-libraries,,readme.md,,,lib/net9.0-android35.0/Xamarin.GooglePlayServices.Maps.xml,https://github.com/dotnet/android-libraries,,,,https://aka.ms/android-libraries,,https://www.nuget.org/packages/Xamarin.GooglePlayServices.Maps,,in the package,lib/net9.0-android35.0/Xamarin.GooglePlayServices.Maps.xml,readme.md,Yes,https://api.nuget.org/v3-flatcontainer/xamarin.googleplayservices.maps/120.0.0.3/xamarin.googleplayservices.maps.120.0.0.3.nupkg,0.2,redirected,,,,redirected,Yes
Microsoft.CodeAnalysis.ResxSourceGenerator,5.0.0-1.25277.114,9695950.0,homepage,1,,,,,,,https://github.com/dotnet/roslyn-analyzers,,,,https://github.com/dotnet/roslyn,,https://www.nuget.org/packages/Microsoft.CodeAnalysis.ResxSourceGenerator,,not in the package,,,No,,0.0,,,,,ok,Yes
Microsoft.VisualStudio.Telemetry,17.14.18,9683475.0,hand-written site; xml docs; homepage,2,https://aka.ms/VsExtensibility,,,,,lib/net45/Microsoft.VisualStudio.Telemetry.xml,,,,,https://aka.ms/VsExtensibility,,https://www.nuget.org/packages/Microsoft.VisualStudio.Telemetry,,in the package,lib/net45/Microsoft.VisualStudio.Telemetry.xml,,Yes,https://api.nuget.org/v3-flatcontainer/microsoft.visualstudio.telemetry/17.14.18/microsoft.visualstudio.telemetry.17.14.18.nupkg,1339.9,redirected,,,,redirected,Yes
WindowsAPICodePack-Core,1.1.2,9675241.0,xml docs; homepage,1,,,,,,lib/Microsoft.WindowsAPICodePack.xml,https://github.com/aybe/windows-api-code-pack-1.1,,,,https://github.com/aybe/Windows-API-Code-Pack-1.1,,https://www.nuget.org/packages/WindowsAPICodePack-Core,,in the package,lib/Microsoft.WindowsAPICodePack.xml,,Yes,https://api.nuget.org/v3-flatcontainer/windowsapicodepack-core/1.1.2/windowsapicodepack-core.1.1.2.nupkg,149.4,,,,,ok,Yes
xRetry,1.9.0,9667161.0,readme; homepage,1,,,docs/README.md,,,,https://github.com/joshkeegan/xretry,,,,https://github.com/JoshKeegan/xRetry,,https://www.nuget.org/packages/xRetry,,in the package,,docs/README.md,Yes,https://api.nuget.org/v3-flatcontainer/xretry/1.9.0/xretry.1.9.0.nupkg,0.0,,,,,ok,Yes
CommunityToolkit.Maui,15.0.1,9640599.0,readme; xml docs; homepage,1,,,ReadMe.txt,,,lib/net10.0/CommunityToolkit.Maui.xml,https://github.com/communitytoolkit/maui,,,,https://github.com/CommunityToolkit/Maui,,https://www.nuget.org/packages/CommunityToolkit.Maui,,in the package,lib/net10.0/CommunityToolkit.Maui.xml,ReadMe.txt,Yes,https://api.nuget.org/v3-flatcontainer/communitytoolkit.maui/15.0.1/communitytoolkit.maui.15.0.1.nupkg,444.0,,,,,ok,Yes
Microsoft.VisualStudio.Imaging.Interop.14.0.DesignTime,17.14.40254,9629857.0,hand-written site; xml docs; homepage,2,https://aka.ms/vsextensibility,,,,,lib/net20/Microsoft.VisualStudio.Imaging.Interop.14.0.DesignTime.xml,,,,,https://aka.ms/vsextensibility,,https://www.nuget.org/packages/Microsoft.VisualStudio.Imaging.Interop.14.0.DesignTime,,in the package,lib/net20/Microsoft.VisualStudio.Imaging.Interop.14.0.DesignTime.xml,,Yes,https://api.nuget.org/v3-flatcontainer/microsoft.visualstudio.imaging.interop.14.0.designtime/17.14.40254/microsoft.visualstudio.imaging.interop.14.0.designtime.17.14.40254.nupkg,31.6,redirected,,,,redirected,Yes
Microsoft.Azure.Common.Dependencies,1.0.0,9626972.0,homepage,1,,,,,,,https://github.com/azure/azure-sdk-for-net,,,,https://github.com/Azure/azure-sdk-for-net,,https://www.nuget.org/packages/Microsoft.Azure.Common.Dependencies,,not in the package,,,No,,0.0,,,,,ok,Yes
ZooKeeperNetEx,3.4.12.4,9621941.0,xml docs; homepage,1,,,,,,lib/net461/ZooKeeperNetEx.xml,https://github.com/shayhatsor/zookeeper,,,,https://github.com/shayhatsor/zookeeper,,https://www.nuget.org/packages/ZooKeeperNetEx,,in the package,lib/net461/ZooKeeperNetEx.xml,,Yes,https://api.nuget.org/v3-flatcontainer/zookeepernetex/3.4.12.4/zookeepernetex.3.4.12.4.nupkg,113.0,,,,,ok,Yes
Xamarin.Android.Support.v7.Palette,28.0.0.3,9607409.0,hand-written site; homepage,2,https://go.microsoft.com/fwlink/?linkid=865352,,,,,,,,,,https://go.microsoft.com/fwlink/?linkid=865352,,https://www.nuget.org/packages/Xamarin.Android.Support.v7.Palette,,not in the package,,,No,,0.0,redirected,,,,redirected,Yes
Volo.Abp.Identity.Domain,10.6.0,9603778.0,hand-written site; xml docs; homepage,2,https://abp.io/,,,,,lib/net10.0/Volo.Abp.Identity.Domain.xml,https://github.com/abpframework/abp,,,,https://abp.io/,,https://www.nuget.org/packages/Volo.Abp.Identity.Domain,,in the package,lib/net10.0/Volo.Abp.Identity.Domain.xml,,Yes,https://api.nuget.org/v3-flatcontainer/volo.abp.identity.domain/10.6.0/volo.abp.identity.domain.10.6.0.nupkg,90.0,ok,,,,ok,Yes
Finbuckle.MultiTenant.AspNetCore,10.1.3,9541630.0,hand-written site; xml docs; homepage,2,https://www.finbuckle.com/MultiTenant,,,,,lib/net10.0/Finbuckle.MultiTenant.AspNetCore.xml,https://github.com/finbuckle/finbuckle.multitenant,,,,https://www.finbuckle.com/MultiTenant,,https://www.nuget.org/packages/Finbuckle.MultiTenant.AspNetCore,,in the package,lib/net10.0/Finbuckle.MultiTenant.AspNetCore.xml,,Yes,https://api.nuget.org/v3-flatcontainer/finbuckle.multitenant.aspnetcore/10.1.3/finbuckle.multitenant.aspnetcore.10.1.3.nupkg,51.7,ok,,,,ok,Yes
Microsoft.VisualStudio.Text.Data,17.14.249,9524201.0,hand-written site; xml docs; homepage,2,https://aka.ms/vsextensibility,,,,,lib/net472/Microsoft.VisualStudio.Text.Data.xml,,,,,https://aka.ms/vsextensibility,,https://www.nuget.org/packages/Microsoft.VisualStudio.Text.Data,,in the package,lib/net472/Microsoft.VisualStudio.Text.Data.xml,,Yes,https://api.nuget.org/v3-flatcontainer/microsoft.visualstudio.text.data/17.14.249/microsoft.visualstudio.text.data.17.14.249.nupkg,528.8,redirected,,,,redirected,Yes
UTF.Unknown,2.7.0,9520078.0,readme; xml docs; homepage,1,,,README.md,,,lib/net10.0/UtfUnknown.xml,https://github.com/charsetdetector/utf-unknown,,,,https://github.com/CharsetDetector/UTF-unknown,,https://www.nuget.org/packages/UTF.Unknown,,in the package,lib/net10.0/UtfUnknown.xml,README.md,Yes,https://api.nuget.org/v3-flatcontainer/utf.unknown/2.7.0/utf.unknown.2.7.0.nupkg,33.3,,,,,ok,Yes
Hardcodet.NotifyIcon.Wpf,2.0.1,9465871.0,xml docs; homepage,1,,,,,,lib/net462/Hardcodet.NotifyIcon.Wpf.xml,https://github.com/hardcodet/wpf-notifyicon,,,,https://github.com/hardcodet/wpf-notifyicon,,https://www.nuget.org/packages/Hardcodet.NotifyIcon.Wpf,,in the package,lib/net462/Hardcodet.NotifyIcon.Wpf.xml,,Yes,https://api.nuget.org/v3-flatcontainer/hardcodet.notifyicon.wpf/2.0.1/hardcodet.notifyicon.wpf.2.0.1.nupkg,139.4,,,,,ok,Yes
Microsoft.VisualStudio.Shell.Framework,17.14.40264,9442595.0,hand-written site; xml docs; homepage,2,https://aka.ms/vsextensibility,,,,,lib/net472/Microsoft.VisualStudio.Shell.Framework.xml,,,,,https://aka.ms/vsextensibility,,https://www.nuget.org/packages/Microsoft.VisualStudio.Shell.Framework,,in the package,lib/net472/Microsoft.VisualStudio.Shell.Framework.xml,,Yes,https://api.nuget.org/v3-flatcontainer/microsoft.visualstudio.shell.framework/17.14.40264/microsoft.visualstudio.shell.framework.17.14.40264.nupkg,859.3,redirected,,,,redirected,Yes
MsgReader,6.1.1,9432245.0,readme; xml docs; homepage,1,,,README.md,,,lib/net10.0/MsgReader.xml,https://github.com/sicos1977/msgreader,,,,https://github.com/Sicos1977/MSGReader,,https://www.nuget.org/packages/MsgReader,,in the package,lib/net10.0/MsgReader.xml,README.md,Yes,https://api.nuget.org/v3-flatcontainer/msgreader/6.1.1/msgreader.6.1.1.nupkg,774.7,,,,,ok,Yes
Microsoft.VisualStudio.CoreUtility,17.14.275,9401518.0,hand-written site; xml docs; homepage,2,https://aka.ms/vsextensibility,,,,,lib/net472/Microsoft.VisualStudio.CoreUtility.xml,,,,,https://aka.ms/vsextensibility,,https://www.nuget.org/packages/Microsoft.VisualStudio.CoreUtility,,in the package,lib/net472/Microsoft.VisualStudio.CoreUtility.xml,,Yes,https://api.nuget.org/v3-flatcontainer/microsoft.visualstudio.coreutility/17.14.275/microsoft.visualstudio.coreutility.17.14.275.nupkg,253.2,redirected,,,,redirected,Yes
Azure.ResourceManager.KeyVault,1.4.0,9366099.0,readme; xml docs; homepage,1,,,README.md,,,lib/net10.0/Azure.ResourceManager.KeyVault.xml,https://github.com/azure/azure-sdk-for-net,,,,https://github.com/Azure/azure-sdk-for-net/blob/Azure.ResourceManager.KeyVault_1.4.0/sdk/keyvault/Azure.ResourceManager.KeyVault/README.md,,https://www.nuget.org/packages/Azure.ResourceManager.KeyVault,,in the package,lib/net10.0/Azure.ResourceManager.KeyVault.xml,README.md,Yes,https://api.nuget.org/v3-flatcontainer/azure.resourcemanager.keyvault/1.4.0/azure.resourcemanager.keyvault.1.4.0.nupkg,1069.0,,,,,ok,Yes
Microsoft.VisualStudio.Interop,17.14.40260,9363686.0,hand-written site; xml docs; homepage,2,https://aka.ms/vsextensibility,,,,,lib/net20/Microsoft.VisualStudio.Interop.xml,,,,,https://aka.ms/vsextensibility,,https://www.nuget.org/packages/Microsoft.VisualStudio.Interop,,in the package,lib/net20/Microsoft.VisualStudio.Interop.xml,,Yes,https://api.nuget.org/v3-flatcontainer/microsoft.visualstudio.interop/17.14.40260/microsoft.visualstudio.interop.17.14.40260.nupkg,291.0,redirected,,,,redirected,Yes
Cake.Git,5.0.1,9291397.0,xml docs; homepage,1,,,,,,lib/net8.0/Cake.Git.xml,https://github.com/cake-contrib/cake_git,,,,https://github.com/cake-contrib/Cake_Git,,https://www.nuget.org/packages/Cake.Git,,in the package,lib/net8.0/Cake.Git.xml,,Yes,https://api.nuget.org/v3-flatcontainer/cake.git/5.0.1/cake.git.5.0.1.nupkg,68.5,,,,,ok,Yes
Websocket.Client,5.5.0,9255173.0,readme; xml docs; homepage,1,,,README.md,,,lib/net10.0/Websocket.Client.xml,https://github.com/marfusios/websocket-client,,,,https://github.com/Marfusios/websocket-client,,https://www.nuget.org/packages/Websocket.Client,,in the package,lib/net10.0/Websocket.Client.xml,README.md,Yes,https://api.nuget.org/v3-flatcontainer/websocket.client/5.5.0/websocket.client.5.5.0.nupkg,39.4,,,,,ok,Yes
Lamar.Microsoft.DependencyInjection,16.0.0,9253748.0,hand-written site; homepage,2,https://jasperfx.github.io/lamar,,,,,,,,,,https://jasperfx.github.io/lamar,,https://www.nuget.org/packages/Lamar.Microsoft.DependencyInjection,,not in the package,,,No,,0.0,ok,,,,ok,Yes
SmartFormat,3.6.1,9251454.0,xml docs; homepage,1,,,,,,lib/net462/SmartFormat.xml,https://github.com/axuno/smartformat,,,,https://github.com/axuno/SmartFormat,,https://www.nuget.org/packages/SmartFormat,,in the package,lib/net462/SmartFormat.xml,,Yes,https://api.nuget.org/v3-flatcontainer/smartformat/3.6.1/smartformat.3.6.1.nupkg,350.9,,,,,ok,Yes
WindowsAPICodePack-Shell,1.1.1,9237280.0,xml docs; homepage,1,,,,,,lib/Microsoft.WindowsAPICodePack.Shell.xml,https://github.com/aybe/windows-api-code-pack-1.1,,,,https://github.com/aybe/Windows-API-Code-Pack-1.1,,https://www.nuget.org/packages/WindowsAPICodePack-Shell,,in the package,lib/Microsoft.WindowsAPICodePack.Shell.xml,,Yes,https://api.nuget.org/v3-flatcontainer/windowsapicodepack-shell/1.1.1/windowsapicodepack-shell.1.1.1.nupkg,1413.6,,,,,ok,Yes
Microsoft.CodeAnalysis.Compilers,5.9.0,9233356.0,homepage,1,,,,,,,https://github.com/dotnet/roslyn,,,,https://github.com/dotnet/roslyn,,https://www.nuget.org/packages/Microsoft.CodeAnalysis.Compilers,,not in the package,,,No,,0.0,,,,,ok,Yes
Costura.Fody,6.2.0,9209143.0,xml docs; homepage,1,,,,,,lib/netstandard2.0/Costura.xml,https://github.com/fody/costura,,,,https://github.com/Fody/Costura,,https://www.nuget.org/packages/Costura.Fody,,in the package,lib/netstandard2.0/Costura.xml,,Yes,https://api.nuget.org/v3-flatcontainer/costura.fody/6.2.0/costura.fody.6.2.0.nupkg,0.7,,,,,ok,Yes
YamlDotNet.NetCore,1.0.0,9149865.0,,0,,,,,,,,,,,,,https://www.nuget.org/packages/YamlDotNet.NetCore,,not in the package,,,No,,0.0,,,,,,No
MathNet.Numerics.FSharp,5.0.0,9126963.0,hand-written site; xml docs; homepage,2,https://numerics.mathdotnet.com/,,,,,lib/net461/MathNet.Numerics.FSharp.xml,https://github.com/mathnet/mathnet-numerics,,,,https://numerics.mathdotnet.com/,,https://www.nuget.org/packages/MathNet.Numerics.FSharp,,in the package,lib/net461/MathNet.Numerics.FSharp.xml,,Yes,https://api.nuget.org/v3-flatcontainer/mathnet.numerics.fsharp/5.0.0/mathnet.numerics.fsharp.5.0.0.nupkg,94.1,ok,,,,ok,Yes
ControlzEx,7.0.4,9067189.0,xml docs; homepage,1,,,,,,lib/net462/ControlzEx.xml,https://github.com/controlzex/controlzex,,,,https://github.com/ControlzEx/ControlzEx,,https://www.nuget.org/packages/ControlzEx,,in the package,lib/net462/ControlzEx.xml,,Yes,https://api.nuget.org/v3-flatcontainer/controlzex/7.0.4/controlzex.7.0.4.nupkg,339.8,,,,,ok,Yes
Microsoft.Bot.Builder.Integration.AspNet.Core,4.23.1,9005308.0,xml docs; homepage,1,,,,,,lib/net8.0/Microsoft.Bot.Builder.Integration.AspNet.Core.xml,https://github.com/microsoft/botbuilder-dotnet,,,,https://github.com/Microsoft/botbuilder-dotnet,,https://www.nuget.org/packages/Microsoft.Bot.Builder.Integration.AspNet.Core,,in the package,lib/net8.0/Microsoft.Bot.Builder.Integration.AspNet.Core.xml,,Yes,https://api.nuget.org/v3-flatcontainer/microsoft.bot.builder.integration.aspnet.core/4.23.1/microsoft.bot.builder.integration.aspnet.core.4.23.1.nupkg,60.3,,,,,ok,Yes
JsonSchema.Net.Generation,7.3.11,8992516.0,readme; xml docs; homepage,1,,,README.md,,,lib/net10.0/JsonSchema.Net.Generation.xml,https://github.com/json-everything/json-everything,,,,https://github.com/json-everything/json-everything,,https://www.nuget.org/packages/JsonSchema.Net.Generation,,in the package,lib/net10.0/JsonSchema.Net.Generation.xml,README.md,Yes,https://api.nuget.org/v3-flatcontainer/jsonschema.net.generation/7.3.11/jsonschema.net.generation.7.3.11.nupkg,108.0,,,,,ok,Yes
SQLitePCLRaw.provider.e_sqlite3.net45,1.1.14,8975750.0,homepage,1,,,,,,,https://github.com/ericsink/sqlitepcl.raw,,,,https://github.com/ericsink/SQLitePCL.raw,,https://www.nuget.org/packages/SQLitePCLRaw.provider.e_sqlite3.net45,,not in the package,,,No,,0.0,,,,,ok,Yes
GitVersion.MsBuild,6.8.2,8971357.0,readme; homepage,1,,,README.md,,,,https://github.com/gittools/gitversion,,,,https://github.com/GitTools/GitVersion,,https://www.nuget.org/packages/GitVersion.MsBuild,,in the package,,README.md,Yes,https://api.nuget.org/v3-flatcontainer/gitversion.msbuild/6.8.2/gitversion.msbuild.6.8.2.nupkg,0.0,,,,,ok,Yes
Microsoft-WindowsAPICodePack-Core,1.1.5,8918463.0,xml docs; homepage,1,,,,,,lib/net452/Microsoft.WindowsAPICodePack.xml,https://github.com/contre/windows-api-code-pack-1.1,,,,https://github.com/contre/Windows-API-Code-Pack-1.1,,https://www.nuget.org/packages/Microsoft-WindowsAPICodePack-Core,,in the package,lib/net452/Microsoft.WindowsAPICodePack.xml,,Yes,https://api.nuget.org/v3-flatcontainer/microsoft-windowsapicodepack-core/1.1.5/microsoft-windowsapicodepack-core.1.1.5.nupkg,138.8,,,,,ok,Yes
Mono.Options,6.12.0.148,8866807.0,hand-written site; homepage,2,https://go.microsoft.com/fwlink/?linkid=865059,,,,,,,,,,https://go.microsoft.com/fwlink/?linkid=865059,,https://www.nuget.org/packages/Mono.Options,,not in the package,,,No,,0.0,redirected,,,,redirected,Yes
Microsoft.Graphics.Win2D,1.4.0,8857167.0,hand-written site; homepage,2,https://go.microsoft.com/fwlink/?LinkID=519078,,,,,,,,,,https://go.microsoft.com/fwlink/?LinkID=519078,,https://www.nuget.org/packages/Microsoft.Graphics.Win2D,,not in the package,,,No,,0.0,redirected,,,,redirected,Yes
RazorEngineCore,2026.1.1,8797992.0,homepage,1,,,,,,,https://github.com/adoconnection/razorenginecore,,,,https://github.com/adoconnection/RazorEngineCore,,https://www.nuget.org/packages/RazorEngineCore,,not in the package,,,No,,0.0,,,,,ok,Yes
Google.Apis.YouTube.v3,1.76.0.4249,8780466.0,xml docs; homepage,1,,,,,,lib/net462/Google.Apis.YouTube.v3.xml,https://github.com/google/google-api-dotnet-client,,,,https://github.com/google/google-api-dotnet-client,,https://www.nuget.org/packages/Google.Apis.YouTube.v3,,in the package,lib/net462/Google.Apis.YouTube.v3.xml,,Yes,https://api.nuget.org/v3-flatcontainer/google.apis.youtube.v3/1.76.0.4249/google.apis.youtube.v3.1.76.0.4249.nupkg,719.5,,,,,ok,Yes
Microsoft.Azure.Management.Sql,3.1.0-preview,8774508.0,xml docs; homepage,1,,,,,,lib/net452/Microsoft.Azure.Management.Sql.xml,https://github.com/azure/azure-sdk-for-net,,,,https://github.com/Azure/azure-sdk-for-net,,https://www.nuget.org/packages/Microsoft.Azure.Management.Sql,,in the package,lib/net452/Microsoft.Azure.Management.Sql.xml,,Yes,https://api.nuget.org/v3-flatcontainer/microsoft.azure.management.sql/3.1.0-preview/microsoft.azure.management.sql.3.1.0-preview.nupkg,4880.0,,,,,ok,Yes
PInvoke.NCrypt,0.7.124,8765335.0,xml docs; homepage,1,,,,,,lib/net45/PInvoke.NCrypt.xml,https://github.com/dotnet/pinvoke,,,,https://github.com/dotnet/pinvoke,,https://www.nuget.org/packages/PInvoke.NCrypt,,in the package,lib/net45/PInvoke.NCrypt.xml,,Yes,https://api.nuget.org/v3-flatcontainer/pinvoke.ncrypt/0.7.124/pinvoke.ncrypt.0.7.124.nupkg,166.1,,,,,ok,Yes
Microsoft.Owin.SelfHost,4.2.3,8750529.0,readme; homepage,1,,,README.md,,,,https://github.com/aspnet/aspnetkatana,,,,https://github.com/aspnet/AspNetKatana,,https://www.nuget.org/packages/Microsoft.Owin.SelfHost,,in the package,,README.md,Yes,https://api.nuget.org/v3-flatcontainer/microsoft.owin.selfhost/4.2.3/microsoft.owin.selfhost.4.2.3.nupkg,0.0,,,,,ok,Yes
SkiaSharp.Views.Forms,2.88.9,8748206.0,hand-written site; xml docs; homepage,2,https://go.microsoft.com/fwlink/?linkid=868515,,,,,lib/uap10.0/SkiaSharp.Views.Forms.xml,https://github.com/mono/skiasharp,,,,https://go.microsoft.com/fwlink/?linkid=868515,,https://www.nuget.org/packages/SkiaSharp.Views.Forms,,in the package,lib/uap10.0/SkiaSharp.Views.Forms.xml,,Yes,https://api.nuget.org/v3-flatcontainer/skiasharp.views.forms/2.88.9/skiasharp.views.forms.2.88.9.nupkg,47.1,redirected,,,,redirected,Yes
StructureMap.Microsoft.DependencyInjection,2.0.0,8684746.0,xml docs; homepage,1,,,,,,lib/netstandard2.0/StructureMap.Microsoft.DependencyInjection.xml,https://github.com/structuremap/structuremap.microsoft.dependencyinjection,,,,https://github.com/structuremap/StructureMap.Microsoft.DependencyInjection,,https://www.nuget.org/packages/StructureMap.Microsoft.DependencyInjection,,in the package,lib/netstandard2.0/StructureMap.Microsoft.DependencyInjection.xml,,Yes,https://api.nuget.org/v3-flatcontainer/structuremap.microsoft.dependencyinjection/2.0.0/structuremap.microsoft.dependencyinjection.2.0.0.nupkg,4.5,,,,,ok,Yes
Microsoft.WindowsDesktop.App.Runtime.win-arm64,10.0.12,8681426.0,hand-written site; homepage,2,https://dot.net/,,,,,,https://github.com/dotnet/dotnet,,,,https://dot.net/,,https://www.nuget.org/packages/Microsoft.WindowsDesktop.App.Runtime.win-arm64,,not in the package,,,No,,0.0,redirected,,,,redirected,Yes
EasyCaching.InMemory,1.9.2,8652308.0,xml docs; homepage,1,,,,,,lib/net6.0/EasyCaching.InMemory.xml,https://github.com/dotnetcore/easycaching,,,,https://github.com/dotnetcore/EasyCaching,,https://www.nuget.org/packages/EasyCaching.InMemory,,in the package,lib/net6.0/EasyCaching.InMemory.xml,,Yes,https://api.nuget.org/v3-flatcontainer/easycaching.inmemory/1.9.2/easycaching.inmemory.1.9.2.nupkg,21.3,,,,,ok,Yes
Acornima,1.8.0,8649224.0,readme; xml docs; homepage,1,,,README.md,,,lib/net462/Acornima.xml,https://github.com/adams85/acornima,,,,https://github.com/adams85/acornima,,https://www.nuget.org/packages/Acornima,,in the package,lib/net462/Acornima.xml,README.md,Yes,https://api.nuget.org/v3-flatcontainer/acornima/1.8.0/acornima.1.8.0.nupkg,98.0,,,,,ok,Yes
Microsoft-WindowsAPICodePack-Shell,1.1.5,8644291.0,xml docs; homepage,1,,,,,,lib/net452/Microsoft.WindowsAPICodePack.Shell.xml,https://github.com/contre/windows-api-code-pack-1.1,,,,https://github.com/contre/Windows-API-Code-Pack-1.1,,https://www.nuget.org/packages/Microsoft-WindowsAPICodePack-Shell,,in the package,lib/net452/Microsoft.WindowsAPICodePack.Shell.xml,,Yes,https://api.nuget.org/v3-flatcontainer/microsoft-windowsapicodepack-shell/1.1.5/microsoft-windowsapicodepack-shell.1.1.5.nupkg,1376.5,,,,,ok,Yes
Microsoft.Azure.Management.DataFactory,9.3.0,8627151.0,xml docs; homepage,1,,,,,,lib/net452/Microsoft.Azure.Management.DataFactory.xml,https://github.com/azure/azure-sdk-for-net,,,,https://github.com/Azure/azure-sdk-for-net,,https://www.nuget.org/packages/Microsoft.Azure.Management.DataFactory,,in the package,lib/net452/Microsoft.Azure.Management.DataFactory.xml,,Yes,https://api.nuget.org/v3-flatcontainer/microsoft.azure.management.datafactory/9.3.0/microsoft.azure.management.datafactory.9.3.0.nupkg,3105.2,,,,,ok,Yes
AspNetCoreRateLimit.Redis,2.0.0,8611004.0,homepage,1,,,,,,,https://github.com/stefanprodan/aspnetcoreratelimit,,,,https://github.com/stefanprodan/AspNetCoreRateLimit,,https://www.nuget.org/packages/AspNetCoreRateLimit.Redis,,not in the package,,,No,,0.0,,,,,ok,Yes
Avalonia.Controls.DataGrid,12.1.2,8575672.0,hand-written site; readme; xml docs; homepage,2,https://avaloniaui.net/?utm_source=nuget&utm_medium=referral&utm_content=project_homepage_link,,readme.md,,,lib/net10.0/Avalonia.Controls.DataGrid.xml,https://github.com/avaloniaui/avalonia.controls.datagrid,,,,https://avaloniaui.net/?utm_source=nuget&utm_medium=referral&utm_content=project_homepage_link,,https://www.nuget.org/packages/Avalonia.Controls.DataGrid,,in the package,lib/net10.0/Avalonia.Controls.DataGrid.xml,readme.md,Yes,https://api.nuget.org/v3-flatcontainer/avalonia.controls.datagrid/12.1.2/avalonia.controls.datagrid.12.1.2.nupkg,266.5,ok,,,,ok,Yes
PInvoke.BCrypt,0.7.124,8574040.0,xml docs; homepage,1,,,,,,lib/net45/PInvoke.BCrypt.xml,https://github.com/dotnet/pinvoke,,,,https://github.com/dotnet/pinvoke,,https://www.nuget.org/packages/PInvoke.BCrypt,,in the package,lib/net45/PInvoke.BCrypt.xml,,Yes,https://api.nuget.org/v3-flatcontainer/pinvoke.bcrypt/0.7.124/pinvoke.bcrypt.0.7.124.nupkg,240.6,,,,,ok,Yes
Microsoft.Azure.Management.Network,26.0.0,8555280.0,xml docs; homepage,1,,,,,,lib/net452/Microsoft.Azure.Management.Network.xml,https://github.com/azure/azure-sdk-for-net,,,,https://github.com/Azure/azure-sdk-for-net,,https://www.nuget.org/packages/Microsoft.Azure.Management.Network,,in the package,lib/net452/Microsoft.Azure.Management.Network.xml,,Yes,https://api.nuget.org/v3-flatcontainer/microsoft.azure.management.network/26.0.0/microsoft.azure.management.network.26.0.0.nupkg,6735.0,,,,,ok,Yes
Microsoft.Windows.SDK.Contracts,10.0.28000.2705,8539057.0,hand-written site; homepage,2,https://aka.ms/WinSDKProjectURL,,,,,,,,,,https://aka.ms/WinSDKProjectURL,,https://www.nuget.org/packages/Microsoft.Windows.SDK.Contracts,,not in the package,,,No,,0.0,redirected,,,,redirected,Yes
Microsoft.AspNetCore.Grpc.JsonTranscoding,10.0.12,8532278.0,hand-written site; homepage,2,https://asp.net/,,,,,,https://github.com/dotnet/aspnetcore,,,,https://asp.net/,,https://www.nuget.org/packages/Microsoft.AspNetCore.Grpc.JsonTranscoding,,not in the package,,,No,,0.0,unreachable,,,,unreachable,No
