package,version,downloads,doc_types_available,link_count,handwritten_site,tool_generated_docs,readme_in_package,docs_folder_in_package,docs_folder_files,xml_docs_in_package,github_repo,github_docs_folder,github_wiki,github_pages,homepage,changelog,registry_page,doc_coverage_pct
AGUI.Server,0.0.6,49279.0,readme; xml docs,0,,,README.md,,,lib/net10.0/AGUI.Server.xml,https://github.com/ag-ui-protocol/ag-ui,,,,,,https://www.nuget.org/packages/AGUI.Server,
Eto.Platform.XamMac2,2.8.2,49254.0,readme,0,,,build/README.txt,,,,https://github.com/picoe/eto,,,,,,https://www.nuget.org/packages/Eto.Platform.XamMac2,
PortableSettingsProvider,0.2.5,48965.0,xml docs,0,,,,,,lib/net45/PortableSettingsProvider.xml,https://github.com/bluegrams/settingsproviders,,,,,,https://www.nuget.org/packages/PortableSettingsProvider,
FlaUI.Adapter.White,0.2.1,48785.0,xml docs,0,,,,,,lib/net48/FlaUI.Adapter.White.xml,https://github.com/flaui/flaui.adapter.white,,,,,,https://www.nuget.org/packages/FlaUI.Adapter.White,
Stun.Net,10.0.8,47814.0,readme; xml docs,0,,,README.md,,,lib/net10.0/STUN.xml,https://github.com/hmbsbige/nattypetester,,,,,,https://www.nuget.org/packages/Stun.Net,
Aspire.Hosting.Foundry,13.5.3-preview.1.26425.3,47403.0,readme; xml docs,0,,,README.md,,,lib/net8.0/Aspire.Hosting.Foundry.xml,https://github.com/microsoft/aspire,,,,,,https://www.nuget.org/packages/Aspire.Hosting.Foundry,
Microsoft.ML.SampleUtils,0.23.0,47113.0,xml docs,0,,,,,,lib/netstandard2.0/Microsoft.ML.SamplesUtils.xml,https://github.com/dotnet/machinelearning,,,,,,https://www.nuget.org/packages/Microsoft.ML.SampleUtils,
Microsoft.Orleans.Serialization.MessagePack,10.3.1,46813.0,readme; xml docs,0,,,README.md,,,lib/net10.0/Orleans.Serialization.MessagePack.xml,https://github.com/dotnet/orleans,,,,,,https://www.nuget.org/packages/Microsoft.Orleans.Serialization.MessagePack,
Vanara.PInvoke.VssApi,5.0.7,46542.0,xml docs,0,,,,,,lib/net8.0-windows7.0/Vanara.PInvoke.VssApi.xml,https://github.com/dahall/vanara,,,,,,https://www.nuget.org/packages/Vanara.PInvoke.VssApi,
LibKTX,1.0.0,45478.0,xml docs,0,,,,,,lib/net10.0/KtxSharp.xml,https://github.com/mcraiha/libktxsharp,,,,,,https://www.nuget.org/packages/LibKTX,
FluentIcons.WinUI,2.2.339.1,45039.0,readme,0,,,README.md,,,,https://github.com/davidxuang/fluenticons,,,,,,https://www.nuget.org/packages/FluentIcons.WinUI,
Azure.Analytics.Synapse.ManagedPrivateEndpoints,1.0.0-beta.5,44821.0,readme; xml docs,0,,,README.md,,,lib/netstandard2.0/Azure.Analytics.Synapse.ManagedPrivateEndpoints.xml,https://github.com/azure/azure-sdk-for-net,,,,,,https://www.nuget.org/packages/Azure.Analytics.Synapse.ManagedPrivateEndpoints,
Microsoft.Azure.Gallery,2.6.2-preview,44529.0,xml docs,0,,,,,,lib/portable-net45%2Bwp8%2Bwpa81%2Bwin/Microsoft.Azure.Gallery.xml,https://github.com/azure/azure-sdk-for-net,,,,,,https://www.nuget.org/packages/Microsoft.Azure.Gallery,
Artifactory,2.3.2,43565.0,,0,,,,,,,,,,,,,https://www.nuget.org/packages/Artifactory,
MediaFoundation,3.1.0,43432.0,,0,,,,,,,,,,,,,https://www.nuget.org/packages/MediaFoundation,
MonoGame.Library.FreeType,2.13.2.5,43283.0,readme,0,,,README.md,,,,https://github.com/monogame/monogame.library.freetype,,,,,,https://www.nuget.org/packages/MonoGame.Library.FreeType,
SqlMarshal,0.5.0,43145.0,readme,0,,,README.md,,,,https://github.com/kant2002/sqlmarshal,,,,,,https://www.nuget.org/packages/SqlMarshal,
NotifyIcon.Base,1.23.10209.11223,42468.0,xml docs,0,,,,,,lib/net35/System.Windows.NotifyIcon.xml,https://github.com/beyonddimension/notifyicon,,,,,,https://www.nuget.org/packages/NotifyIcon.Base,
ObservableVector,2.1.0,42454.0,,0,,,,,,,,,,,,,https://www.nuget.org/packages/ObservableVector,
Microsoft.WindowsPackageManager.ComInterop,1.29.290,41847.0,,0,,,,,,,https://github.com/microsoft/winget-cli,,,,,,https://www.nuget.org/packages/Microsoft.WindowsPackageManager.ComInterop,
Avalonia.Markup.Declarative,12.1.1,41375.0,readme,0,,,readme.txt,,,,https://github.com/avaloniacommunity/avalonia.markup.declarative,,,,,,https://www.nuget.org/packages/Avalonia.Markup.Declarative,
C1.Win.RulesManager,10.0.20261.813,40482.0,readme; xml docs,0,,,docs/readme.md,,,lib/net462/C1.Win.RulesManager.4.6.2.xml,,,,,,,https://www.nuget.org/packages/C1.Win.RulesManager,
MP.DotSpatial.Data,4.0.0,40132.0,xml docs,0,,,,,,lib/net472/DotSpatial.Data.xml,https://github.com/dotspatial/dotspatial,,,,,,https://www.nuget.org/packages/MP.DotSpatial.Data,
de.hdodenhof.circleimageview,3.1.0.4,39324.0,xml docs,0,,,,,,lib/monoandroid10.0/XAB.de.hdodenhof.circleimageview.xml,https://github.com/aigiol/xamarin-bindings,,,,,,https://www.nuget.org/packages/de.hdodenhof.circleimageview,
C1.Win.Themes,10.0.20261.813,38675.0,readme; xml docs,0,,,docs/readme.md,,,lib/net462/C1.Win.Themes.4.6.2.xml,,,,,,,https://www.nuget.org/packages/C1.Win.Themes,
WebGLDotNET,2.1.0,38637.0,,0,,,,,,,https://github.com/waveengine/webgl.net,,,,,,https://www.nuget.org/packages/WebGLDotNET,
Ae.Dns.Client,3.1.0,38575.0,xml docs,0,,,,,,lib/net6.0/Ae.Dns.Client.xml,https://github.com/alanedwardes/ae.dns,,,,,,https://www.nuget.org/packages/Ae.Dns.Client,
iNKORE.UI.WPF,1.2.8,38262.0,readme,0,,,README.md,,,,https://github.com/inkore-net/ui.wpf,,,,,,https://www.nuget.org/packages/iNKORE.UI.WPF,
